Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Opp_Pace,Opp_ORtg,Opp_FTr,Opp_3PAr,Opp_TS_Pct,Opp_TRB_Pct,Opp_AST_Pct,Opp_STL_Pct,Opp_BLK_Pct,Opp_eFG_Pct,Opp_TOV_Pct,Opp_ORB_Pct,Opp_FTperFGA
199,New Orleans,25,10,15,0.4,-11.95,-6.03,7.0,7.0,5,6,5,9,1536,1684,74.8,89.6,0.275,0.349,0.488,53.0,56.0,11.8,10.0,0.449,21.3,33.2,0.206
200,Niagara,25,14,11,0.56,-7.31,-5.03,11.0,4.0,8,3,6,6,1730,1787,80.2,88.7,0.41,0.292,0.545,53.9,66.3,12.9,8.5,0.505,28.9,38.2,0.292
201,Nicholls State,25,12,13,0.48,-11.28,-7.69,6.0,7.0,7,4,4,9,1562,1550,71.1,86.8,0.345,0.359,0.489,52.1,56.1,12.2,5.6,0.445,22.2,28.7,0.249
202,NJIT,25,9,16,0.36,-16.73,-10.77,1.0,11.0,6,6,3,10,1430,1579,68.4,91.9,0.285,0.268,0.47,50.0,54.3,12.9,9.7,0.437,17.9,34.6,0.192
203,Norfolk State,23,18,5,0.783,0.67,-11.29,7.0,1.0,7,0,10,4,1570,1251,69.2,78.2,0.332,0.406,0.477,47.0,63.5,8.3,5.9,0.438,27.6,28.6,0.228
204,North Alabama,26,11,15,0.423,-10.95,-4.41,7.0,6.0,8,6,3,9,1813,1892,74.7,96.5,0.304,0.278,0.504,52.7,49.4,11.7,9.6,0.466,17.9,33.0,0.222
205,North Carolina,25,16,9,0.64,22.07,13.55,8.0,5.0,12,2,2,4,1740,1527,70.6,85.7,0.273,0.355,0.469,48.0,56.1,7.9,6.7,0.432,20.2,27.5,0.195
206,North Carolina A&T,23,16,7,0.696,-0.54,-4.93,10.0,2.0,8,2,7,4,1502,1277,70.7,78.1,0.27,0.355,0.422,46.7,63.2,11.9,5.6,0.386,21.3,31.0,0.18
207,North Carolina Central,23,12,11,0.522,-18.93,-9.03,6.0,2.0,7,1,5,10,1556,1543,79.4,83.6,0.288,0.29,0.454,51.9,54.4,10.6,7.5,0.424,22.5,34.8,0.185
208,North Dakota,26,9,17,0.346,-11.58,-1.63,5.0,8.0,6,10,3,6,1757,1931,76.7,96.8,0.324,0.374,0.506,50.1,52.4,12.1,6.2,0.47,17.6,30.7,0.227
209,North Dakota State,25,16,9,0.64,3.67,0.02,10.0,2.0,10,1,6,5,1887,1727,73.1,94.5,0.367,0.267,0.518,46.8,46.7,10.7,7.8,0.474,19.9,29.8,0.271
210,North Florida,26,8,18,0.308,-12.43,-2.7,2.0,10.0,6,6,2,11,1654,1750,69.5,95.1,0.294,0.293,0.497,51.1,51.1,10.5,10.3,0.466,18.0,32.8,0.2
211,North Texas,24,19,5,0.792,9.0,-0.74,9.0,3.0,10,0,7,5,1801,1502,74.4,83.3,0.259,0.36,0.447,46.8,51.3,12.4,7.3,0.42,20.2,30.2,0.163
212,Northeastern,22,8,14,0.364,-14.0,-6.77,4.0,8.0,4,7,4,7,1252,1411,66.7,95.7,0.25,0.38,0.495,53.1,56.1,12.9,7.2,0.465,18.9,36.3,0.177
213,Northern Arizona,26,19,7,0.731,3.29,-0.51,11.0,2.0,7,4,10,3,2021,1872,74.4,95.4,0.326,0.315,0.518,49.0,53.8,8.8,6.9,0.48,18.8,27.2,0.238
214,Northern Colorado,24,12,12,0.5,-3.42,-2.73,7.0,6.0,7,4,5,8,1595,1521,68.5,92.0,0.24,0.325,0.496,46.6,53.9,11.3,8.6,0.465,18.9,28.4,0.175
215,Northern Illinois,24,12,12,0.5,-10.1,-6.44,5.0,7.0,8,4,2,8,1561,1579,72.1,90.8,0.241,0.327,0.46,48.8,53.0,12.2,7.6,0.43,15.3,28.5,0.166
216,Northern Iowa,23,10,13,0.435,6.64,6.46,9.0,5.0,6,4,4,7,1675,1671,72.2,100.6,0.275,0.372,0.532,50.7,59.4,7.9,9.9,0.501,16.6,27.0,0.201
217,Northern Kentucky,25,9,16,0.36,-7.57,-1.07,7.0,9.0,6,5,3,9,1703,1855,73.1,100.9,0.304,0.332,0.518,52.0,53.5,12.4,9.2,0.485,16.0,31.2,0.216
218,Northwestern,25,8,17,0.32,-1.51,13.33,3.0,11.0,6,7,2,8,1666,2037,72.8,111.3,0.287,0.35,0.551,52.4,66.5,12.9,7.1,0.516,14.4,35.8,0.219
219,Northwestern State,25,9,16,0.36,-12.32,-4.24,5.0,9.0,6,5,3,11,1455,1533,69.8,87.9,0.313,0.304,0.464,49.1,46.3,12.4,8.7,0.419,18.2,29.3,0.228
220,Notre Dame,24,18,6,0.75,31.02,11.89,8.0,5.0,8,3,9,2,1952,1493,76.0,81.1,0.232,0.306,0.456,45.4,51.4,10.3,8.9,0.427,22.4,28.3,0.157
221,Oakland,24,10,14,0.417,-8.36,-2.04,6.0,10.0,7,6,3,8,1742,1738,74.7,95.0,0.372,0.311,0.543,50.1,54.6,9.0,6.8,0.509,23.3,32.4,0.26
222,Ohio,23,7,16,0.304,-12.18,-2.75,4.0,8.0,6,6,1,10,1448,1665,76.4,94.8,0.339,0.386,0.527,57.7,59.6,12.8,8.0,0.489,24.2,39.5,0.246
223,Ohio State,25,22,3,0.88,34.09,15.59,13.0,1.0,13,1,7,1,2022,1554,74.3,82.9,0.299,0.326,0.488,50.4,52.3,7.6,5.7,0.448,25.1,29.6,0.22
224,Oklahoma,25,18,7,0.72,23.02,14.5,12.0,2.0,11,2,7,2,1914,1701,78.0,87.3,0.27,0.315,0.464,46.4,46.1,10.2,7.7,0.429,18.8,28.7,0.19
225,Oklahoma State,25,12,13,0.48,18.37,13.77,5.0,9.0,8,5,4,5,1767,1652,71.6,92.3,0.26,0.364,0.5,50.6,54.2,9.2,7.3,0.466,18.4,26.7,0.192
226,Old Dominion,25,18,7,0.72,2.37,-0.68,9.0,5.0,11,3,7,4,1598,1503,72.8,82.6,0.392,0.336,0.48,48.7,51.4,12.3,10.2,0.433,24.8,29.6,0.273
227,Omaha,26,6,20,0.231,-14.3,-1.34,2.0,11.0,4,9,2,11,1915,2174,76.1,108.8,0.307,0.363,0.58,56.1,55.7,9.6,7.8,0.555,19.0,34.6,0.22
228,Oral Roberts,26,17,9,0.654,0.63,1.72,8.0,5.0,11,1,6,8,2122,1980,80.1,94.7,0.284,0.34,0.53,51.3,54.7,8.1,8.1,0.5,22.1,31.8,0.203
229,Oregon,26,11,15,0.423,10.58,15.62,2.0,11.0,8,5,2,10,1587,1718,68.3,96.7,0.14,0.368,0.464,49.3,68.2,11.4,7.4,0.448,12.4,30.8,0.092
230,Oregon State,24,21,3,0.875,28.4,13.53,10.0,3.0,15,0,4,3,1771,1414,68.2,85.5,0.194,0.297,0.423,43.6,44.5,10.7,6.6,0.39,11.9,24.5,0.144
231,Pacific,25,14,11,0.56,1.76,3.34,6.0,6.0,10,4,3,7,1790,1765,76.1,92.7,0.286,0.342,0.502,48.9,62.3,11.7,6.4,0.467,19.1,29.4,0.206
232,Penn State,25,16,9,0.64,24.52,10.68,7.0,7.0,11,3,4,5,2135,1789,78.5,90.7,0.333,0.299,0.512,48.3,55.7,10.6,6.8,0.469,21.9,28.8,0.247
233,Pennsylvania,23,12,11,0.522,-2.57,0.58,4.0,6.0,6,4,6,7,1518,1483,69.0,92.9,0.233,0.311,0.487,48.7,57.9,10.3,8.0,0.456,17.9,30.8,0.169
234,Pepperdine,26,5,21,0.192,-15.8,2.37,1.0,12.0,3,10,2,11,1420,1811,69.9,99.7,0.28,0.328,0.508,50.3,56.4,15.4,5.6,0.476,16.7,34.6,0.198
235,Pittsburgh,26,7,19,0.269,2.74,10.4,1.0,12.0,5,9,1,7,1608,1807,70.4,97.8,0.247,0.388,0.511,48.2,64.9,13.0,8.4,0.478,17.1,29.6,0.186
236,Portland,27,17,10,0.63,7.73,2.13,9.0,4.0,10,3,7,5,1874,1654,73.5,82.5,0.287,0.261,0.464,50.7,56.5,11.8,7.7,0.426,24.0,34.7,0.202
237,Portland State,26,6,20,0.231,-16.16,-1.75,1.0,13.0,4,8,2,12,1467,1792,65.9,104.6,0.273,0.27,0.539,55.3,65.6,12.8,7.1,0.512,17.7,37.7,0.194
238,Prairie View,22,9,13,0.409,-20.84,-5.52,5.0,7.0,7,4,2,9,1401,1520,76.0,90.4,0.471,0.273,0.512,50.1,56.4,13.6,7.4,0.468,23.4,35.1,0.315
239,Presbyterian,28,15,13,0.536,-17.32,-11.52,6.0,7.0,9,4,6,7,1653,1699,68.1,89.1,0.236,0.334,0.476,47.9,52.6,14.7,7.9,0.448,18.4,27.8,0.163
240,Princeton,23,20,3,0.87,17.78,3.65,10.0,0.0,8,0,11,2,1623,1298,66.0,84.5,0.288,0.296,0.484,45.6,51.6,8.0,5.3,0.451,23.6,29.1,0.199
241,Providence,26,11,15,0.423,4.35,6.55,5.0,8.0,7,6,4,7,1529,1586,68.0,89.3,0.224,0.367,0.455,46.2,52.6,14.5,9.9,0.424,17.1,31.4,0.159
242,Purdue,25,11,14,0.44,13.27,14.51,4.0,10.0,9,4,2,8,1706,1737,71.4,96.8,0.256,0.314,0.517,50.7,57.4,10.6,8.9,0.482,18.6,30.1,0.196
243,Purdue Fort Wayne,26,16,10,0.615,-0.47,-3.31,9.0,6.0,8,2,6,7,1839,1654,72.6,87.2,0.276,0.357,0.489,51.0,55.1,10.0,9.5,0.452,21.3,27.3,0.202
244,Queens (NC),26,6,20,0.231,-22.11,-7.46,0.0,13.0,5,9,1,11,1605,1811,73.9,93.8,0.436,0.375,0.519,52.2,55.7,9.7,6.6,0.471,21.9,33.6,0.31
245,Quinnipiac,24,10,14,0.417,-13.32,-7.99,7.0,8.0,6,4,4,9,1433,1561,67.8,94.4,0.267,0.355,0.489,52.4,60.3,12.0,5.6,0.456,17.1,31.9,0.192
246,Radford,25,11,14,0.44,-14.51,-8.47,7.0,4.0,7,4,4,8,1445,1566,68.9,90.5,0.261,0.345,0.494,49.9,53.7,12.3,9.3,0.46,20.8,30.6,0.192
247,Rhode Island,28,17,11,0.607,8.88,0.81,9.0,6.0,10,4,5,7,1796,1570,67.3,83.3,0.237,0.308,0.478,45.7,55.7,9.6,6.3,0.446,23.0,27.2,0.172
248,Rice,25,15,10,0.6,7.76,2.08,9.0,5.0,9,4,6,6,1725,1583,71.4,88.2,0.321,0.286,0.481,49.3,54.9,10.2,8.3,0.438,20.6,31.0,0.232
249,Richmond,27,23,4,0.852,14.25,1.47,13.0,1.0,12,0,8,3,1981,1636,68.9,87.6,0.209,0.362,0.454,50.9,52.1,9.4,6.6,0.425,18.3,32.0,0.148
250,Rider,23,7,16,0.304,-19.28,-9.67,4.0,10.0,5,6,2,10,1253,1474,66.9,95.3,0.252,0.359,0.476,54.4,58.7,12.6,10.4,0.445,16.2,35.7,0.176
251,Robert Morris,25,6,19,0.24,-15.88,-3.27,2.0,14.0,5,7,1,12,1402,1631,69.1,93.0,0.387,0.337,0.506,51.9,56.7,10.4,6.4,0.463,20.3,31.0,0.272
252,Rutgers,28,8,20,0.286,4.61,10.15,2.0,13.0,7,10,1,8,1857,2012,71.8,100.1,0.309,0.34,0.512,49.2,64.8,11.6,8.4,0.478,16.9,33.8,0.218
253,Sacramento State,25,5,20,0.2,-13.25,-1.61,4.0,10.0,4,10,1,10,1404,1695,68.1,99.6,0.293,0.389,0.517,52.8,56.8,14.4,7.2,0.482,19.0,35.9,0.216
254,Sacred Heart,25,16,9,0.64,-9.2,-12.85,10.0,1.0,8,2,7,5,1614,1467,68.3,85.0,0.28,0.299,0.482,49.9,51.6,8.7,10.2,0.448,23.5,31.8,0.197
255,Saint Francis (PA),25,5,20,0.2,-30.67,-13.23,4.0,8.0,4,7,1,13,1312,1748,67.9,102.9,0.286,0.316,0.519,53.8,50.7,9.5,9.1,0.481,16.2,34.7,0.218
256,Saint Joseph's,25,23,2,0.92,12.9,-1.26,12.0,1.0,11,2,12,0,1684,1330,64.9,81.5,0.159,0.295,0.442,47.3,44.2,9.3,7.6,0.425,19.9,28.1,0.102
257,Saint Louis,27,11,16,0.407,0.1,4.41,6.0,8.0,6,7,4,7,1930,1996,75.1,98.5,0.346,0.341,0.543,50.1,56.6,11.4,5.5,0.508,21.1,32.7,0.247
258,Saint Mary's (CA),26,11,15,0.423,-1.44,4.0,4.0,8.0,9,6,2,9,1565,1685,65.9,97.4,0.266,0.424,0.514,55.2,64.8,12.5,8.3,0.481,20.5,38.1,0.196
259,Saint Peter's,24,6,18,0.25,-23.11,-10.77,3.0,12.0,4,6,2,12,1199,1495,68.9,90.4,0.263,0.37,0.499,51.6,66.1,15.2,10.8,0.473,21.9,33.2,0.177
260,Sam Houston,23,6,17,0.261,-12.36,-1.7,1.0,10.0,5,7,1,10,1536,1644,76.6,92.4,0.287,0.285,0.525,51.3,58.4,9.9,8.8,0.5,24.0,36.0,0.194
261,Samford,26,12,14,0.462,-10.2,-4.06,4.0,7.0,9,4,3,9,1490,1554,67.1,89.1,0.229,0.306,0.471,51.6,52.0,9.5,8.6,0.441,18.9,30.4,0.163
262,San Diego,25,7,18,0.28,-3.5,3.79,3.0,9.0,5,10,2,8,1548,1669,70.2,95.2,0.294,0.285,0.507,48.9,59.9,12.9,7.6,0.475,19.6,33.7,0.206
263,San Diego State,27,17,10,0.63,1.68,-1.24,8.0,6.0,10,4,5,6,1826,1726,69.6,90.2,0.23,0.377,0.488,49.8,57.2,9.2,7.3,0.463,19.0,26.5,0.156
264,San Francisco,25,11,14,0.44,0.42,1.17,7.0,5.0,7,6,4,7,1681,1677,73.6,91.1,0.249,0.352,0.492,47.9,53.6,9.9,10.1,0.455,18.0,26.9,0.191
265,San Jose State,25,6,19,0.24,-10.35,-1.19,1.0,12.0,3,7,3,11,1490,1616,68.9,93.8,0.306,0.406,0.52,48.8,58.9,13.8,8.5,0.474,21.4,32.1,0.244
266,Santa Clara,28,21,7,0.75,10.06,2.14,9.0,4.0,11,1,9,5,1960,1637,67.4,86.7,0.25,0.314,0.473,46.3,57.2,11.5,6.7,0.445,19.8,27.4,0.17
267,Seattle,24,3,21,0.125,-15.3,-1.88,3.0,12.0,2,10,1,11,1503,1825,72.5,103.2,0.33,0.391,0.535,52.4,64.9,14.3,11.2,0.5,18.0,36.0,0.237
268,Seton Hall,26,15,11,0.577,13.97,7.66,7.0,8.0,11,4,3,6,1679,1515,66.6,86.2,0.26,0.369,0.49,49.7,60.4,9.4,10.0,0.463,22.9,29.5,0.176
269,Siena,23,13,10,0.565,-6.61,-9.13,10.0,5.0,7,3,6,7,1546,1488,72.7,88.5,0.293,0.333,0.484,50.7,56.2,10.8,6.6,0.45,22.9,35.3,0.202
270,South Alabama,27,8,19,0.296,-13.91,-1.87,1.0,13.0,4,10,4,8,1644,1896,72.7,96.5,0.321,0.316,0.487,50.7,45.3,13.6,8.6,0.448,16.9,35.0,0.227
271,South Carolina,24,24,0,1.0,47.79,14.54,11.0,0.0,12,0,10,0,2103,1305,74.8,72.7,0.192,0.307,0.382,42.1,48.4,8.5,5.9,0.353,18.5,27.9,0.128
272,South Carolina State,23,1,22,0.043,-28.78,-7.82,0.0,8.0,1,7,0,14,1120,1602,68.0,102.4,0.262,0.363,0.513,54.3,61.3,14.9,7.0,0.486,17.8,39.4,0.184
273,South Carolina Upstate,26,15,11,0.577,-16.26,-12.98,10.0,3.0,9,2,5,8,1555,1609,70.9,86.9,0.278,0.371,0.474,50.2,49.4,12.3,9.8,0.444,21.4,32.0,0.186
274,South Dakota,27,18,9,0.667,1.88,-1.08,7.0,5.0,10,4,6,3,1959,1733,69.7,90.8,0.229,0.385,0.475,45.8,53.3,10.3,10.4,0.449,16.9,27.5,0.156
275,South Dakota State,25,20,5,0.8,12.99,1.9,12.0,0.0,11,1,9,4,1803,1499,69.3,85.7,0.254,0.345,0.448,45.4,51.7,10.7,9.6,0.414,16.6,26.6,0.175
276,South Florida,27,15,12,0.556,7.5,3.24,7.0,7.0,10,5,3,4,1731,1616,67.5,88.3,0.286,0.295,0.461,47.1,45.1,9.0,5.1,0.429,17.1,28.6,0.188
277,Southeast Missouri State,25,8,17,0.32,-13.76,-6.2,5.0,9.0,6,5,2,12,1562,1676,73.5,91.1,0.378,0.346,0.513,53.4,59.2,10.7,6.5,0.476,22.3,33.4,0.259
278,Southeastern Louisiana,25,16,9,0.64,-2.33,-3.88,12.0,2.0,9,4,7,3,1575,1422,69.3,80.5,0.321,0.358,0.448,50.2,54.1,9.3,7.1,0.397,21.1,26.1,0.24
279,Southern,23,10,13,0.435,-6.03,0.83,8.0,4.0,6,2,4,11,1390,1485,72.7,88.3,0.417,0.336,0.514,54.6,65.2,10.1,6.9,0.468,24.9,32.1,0.296
280,Southern California,23,19,4,0.826,30.37,15.71,9.0,4.0,12,1,4,3,1718,1381,70.4,85.3,0.256,0.305,0.467,48.8,56.5,8.3,6.3,0.427,20.5,29.6,0.193
281,Southern Illinois,24,8,16,0.333,-1.89,-0.31,3.0,11.0,5,9,1,6,1623,1661,74.3,92.1,0.384,0.274,0.531,50.8,54.8,9.5,8.4,0.487,24.1,31.5,0.281
282,SIU Edwardsville,27,5,22,0.185,-16.16,-5.24,2.0,12.0,5,9,0,13,1847,2063,74.2,102.9,0.352,0.328,0.516,52.8,62.4,11.0,8.9,0.483,15.6,35.0,0.237
283,Southern Indiana,24,18,6,0.75,-1.24,-6.06,13.0,1.0,12,2,6,4,1712,1509,72.0,87.3,0.289,0.386,0.462,47.0,51.6,11.6,7.4,0.421,18.5,28.5,0.208
284,Southern Methodist,24,12,12,0.5,6.01,3.22,6.0,7.0,9,5,3,5,1683,1616,72.7,91.6,0.284,0.339,0.492,50.6,64.8,10.6,7.0,0.454,19.8,30.9,0.21
285,Southern Mississippi,25,15,10,0.6,1.92,-1.75,8.0,6.0,12,3,3,6,1701,1571,72.1,87.2,0.266,0.355,0.467,47.1,56.3,10.1,5.6,0.434,19.9,31.0,0.184
286,Southern Utah,24,7,17,0.292,-10.61,-2.13,5.0,10.0,4,8,3,9,1605,1786,70.5,103.9,0.262,0.324,0.523,49.7,55.9,13.7,8.1,0.49,14.4,31.2,0.195
287,St. Bonaventure,24,4,20,0.167,-13.08,-2.04,1.0,12.0,3,7,1,13,1335,1600,68.3,97.6,0.237,0.366,0.526,53.3,54.0,10.9,11.5,0.505,19.9,31.2,0.159
288,St. John's (NY),27,15,12,0.556,8.59,6.81,9.0,6.0,10,3,5,6,1640,1592,64.0,90.8,0.181,0.27,0.502,51.1,56.2,8.6,9.4,0.476,21.4,30.9,0.138
289,St. Thomas,26,14,12,0.538,-5.37,-2.08,6.0,6.0,8,4,6,6,1789,1796,72.6,95.2,0.276,0.348,0.523,48.7,55.8,11.1,10.9,0.489,20.4,30.4,0.205
290,Stanford,26,23,3,0.885,38.03,16.38,12.0,2.0,14,1,7,2,2073,1510,68.8,83.6,0.171,0.331,0.428,40.5,47.5,8.4,5.7,0.399,15.3,25.2,0.128
291,Stephen F. Austin,25,16,9,0.64,-2.23,-2.31,10.0,4.0,9,3,7,5,1868,1721,75.5,89.9,0.295,0.319,0.485,48.7,54.3,10.9,7.7,0.449,19.9,30.2,0.207
292,Stetson,27,15,12,0.556,-8.99,-6.35,10.0,3.0,8,4,7,6,1591,1598,69.0,85.4,0.335,0.383,0.472,49.3,52.7,9.9,8.5,0.429,21.2,29.4,0.235
293,Stonehill,25,3,22,0.12,-29.18,-11.74,3.0,9.0,3,10,0,12,1282,1718,69.9,98.3,0.241,0.285,0.499,53.6,52.1,16.0,10.0,0.475,17.1,36.6,0.162
294,Stony Brook,23,20,3,0.87,10.1,-7.9,10.0,2.0,11,1,9,2,1740,1326,73.1,78.0,0.211,0.322,0.418,45.2,49.4,9.7,6.6,0.387,19.5,27.6,0.145
295,Syracuse,25,21,4,0.84,20.02,8.66,11.0,3.0,13,1,6,3,1902,1618,72.6,89.2,0.229,0.299,0.475,45.8,60.3,10.2,5.3,0.445,19.7,32.3,0.164
296,Tarleton State,23,7,16,0.304,-13.37,-5.96,4.0,10.0,3,8,4,8,1410,1505,70.7,92.6,0.319,0.372,0.491,50.2,53.9,9.2,8.7,0.449,18.1,28.3,0.231
297,TCU,25,16,9,0.64,18.19,8.82,3.0,9.0,13,4,1,5,1796,1533,68.5,89.6,0.246,0.332,0.451,47.7,56.6,9.9,6.1,0.416,15.8,30.6,0.175
298,Temple,24,14,10,0.583,7.74,0.95,8.0,4.0,8,5,5,4,1683,1520,71.5,87.3,0.369,0.285,0.488,48.6,57.4,7.9,6.3,0.438,23.1,33.5,0.271
299,Tennessee,24,15,9,0.625,21.65,15.44,8.0,4.0,10,3,4,4,1833,1684,74.7,93.5,0.178,0.297,0.471,45.8,51.4,11.0,7.6,0.449,14.6,29.2,0.124
300,Tennessee State,24,8,16,0.333,-14.6,-6.83,5.0,9.0,7,4,0,11,1524,1682,73.6,92.3,0.365,0.347,0.529,53.1,60.2,11.8,6.6,0.483,25.0,36.9,0.275
301,Tennessee Tech,25,13,12,0.52,-4.59,-5.72,8.0,6.0,6,6,6,5,1752,1638,71.1,91.7,0.343,0.282,0.527,48.6,55.3,10.9,6.4,0.491,23.2,28.9,0.242
302,Tennessee-Martin,25,11,14,0.44,-5.54,-4.46,8.0,6.0,5,7,6,7,1606,1604,68.2,93.6,0.248,0.382,0.501,50.4,64.4,12.4,11.8,0.468,19.3,31.7,0.184
303,Texas,27,24,3,0.889,38.12,12.6,11.0,3.0,13,2,8,1,2239,1550,72.9,78.8,0.28,0.313,0.464,41.4,53.1,9.9,4.4,0.429,24.8,26.5,0.193
304,Texas A&M,24,17,7,0.708,21.88,7.09,5.0,6.0,11,3,5,4,1680,1325,71.2,77.6,0.289,0.293,0.436,42.9,58.4,8.7,7.1,0.395,20.5,23.3,0.2
305,Texas A&M-Commerce,24,11,13,0.458,-12.51,-4.33,6.0,8.0,8,4,3,9,1666,1767,76.9,95.3,0.271,0.287,0.477,53.8,51.4,8.8,8.6,0.442,15.8,32.6,0.192
306,Texas A&M-Corpus Christi,24,17,7,0.708,-4.53,-7.93,10.0,3.0,11,3,6,4,1600,1367,72.2,78.5,0.278,0.336,0.435,47.8,56.4,11.1,6.4,0.397,22.0,29.2,0.192
307,Texas Southern,23,5,18,0.217,-20.79,-5.02,4.0,8.0,3,7,2,11,1337,1642,75.7,94.3,0.299,0.266,0.481,52.7,50.6,14.6,9.6,0.439,18.0,36.6,0.22
308,Texas State,27,13,14,0.481,-4.4,-4.52,3.0,11.0,5,6,6,8,1762,1679,70.4,88.0,0.33,0.297,0.489,50.3,48.9,12.3,10.0,0.45,22.7,33.9,0.231
309,Texas Tech,26,16,10,0.615,14.44,8.48,5.0,8.0,13,3,1,5,1746,1591,70.0,87.5,0.28,0.335,0.5,48.4,50.3,11.6,9.3,0.467,23.8,31.1,0.199
310,Texas-Rio Grande Valley,23,5,18,0.217,-13.07,-2.37,4.0,10.0,2,8,3,10,1384,1630,72.2,97.7,0.282,0.333,0.516,54.9,56.4,10.5,9.1,0.481,18.4,32.3,0.207
311,Toledo,23,19,4,0.826,10.26,0.17,11.0,1.0,9,1,8,3,1651,1387,70.1,86.0,0.271,0.323,0.477,47.7,47.8,9.1,5.3,0.443,20.8,27.3,0.193
312,Towson,23,14,9,0.609,-4.43,-3.26,6.0,6.0,8,3,4,6,1500,1527,71.6,90.7,0.287,0.29,0.485,50.9,48.5,8.4,6.9,0.451,19.0,30.2,0.2
313,Troy,25,15,10,0.6,3.69,1.45,11.0,3.0,7,4,6,6,1970,1914,80.3,94.4,0.272,0.326,0.499,46.5,50.6,9.1,5.0,0.467,18.0,29.0,0.192
314,Tulane,24,10,14,0.417,1.47,1.72,3.0,10.0,8,6,2,6,1585,1591,67.3,97.4,0.224,0.358,0.506,49.7,60.3,12.1,7.8,0.477,17.9,33.8,0.164
315,Tulsa,26,18,8,0.692,5.15,2.5,8.0,5.0,10,1,4,6,1811,1742,74.1,90.0,0.268,0.299,0.456,51.4,43.2,9.9,6.0,0.415,16.3,31.6,0.198
316,UAB,26,18,8,0.692,2.08,-3.16,9.0,5.0,11,3,6,4,1897,1755,71.6,93.3,0.221,0.252,0.475,50.6,44.3,9.9,7.6,0.453,16.5,32.0,0.144
317,UC Davis,25,13,12,0.52,-3.34,0.05,9.0,6.0,8,2,5,10,1552,1541,69.2,89.1,0.265,0.311,0.48,50.4,53.5,13.0,6.0,0.447,18.9,26.6,0.187
318,UC Irvine,23,16,7,0.696,2.53,-4.12,10.0,3.0,8,1,7,5,1434,1281,67.5,82.5,0.281,0.369,0.49,47.6,57.4,9.4,5.2,0.454,25.4,28.9,0.203
319,UC Riverside,25,14,11,0.56,-4.68,-2.2,9.0,6.0,9,3,5,8,1442,1444,68.7,84.1,0.264,0.357,0.497,53.0,60.8,10.4,10.5,0.469,26.0,30.5,0.182
320,UC San Diego,25,10,15,0.4,-4.72,-1.32,6.0,8.0,6,7,4,7,1472,1440,66.9,85.3,0.256,0.38,0.471,48.1,55.5,13.7,7.6,0.432,20.3,26.7,0.191
321,UC Santa Barbara,24,16,8,0.667,-2.87,-4.26,10.0,5.0,11,1,4,7,1583,1452,67.7,88.4,0.202,0.307,0.458,47.7,49.5,10.2,8.4,0.427,17.2,29.1,0.152
322,Central Florida,24,12,12,0.5,12.45,11.32,3.0,11.0,8,6,1,6,1568,1519,71.6,87.9,0.317,0.321,0.484,46.5,49.9,11.7,7.5,0.447,20.2,28.4,0.22
323,UCLA,24,19,5,0.792,34.71,17.21,8.0,5.0,12,1,4,4,1932,1512,72.7,86.2,0.316,0.344,0.487,40.3,52.9,8.6,7.1,0.439,19.6,21.9,0.243
324,UNC Asheville,26,10,16,0.385,-18.35,-14.6,4.0,9.0,7,5,3,9,1534,1531,69.7,83.6,0.317,0.312,0.456,49.4,47.9,10.2,5.7,0.422,20.8,31.5,0.205
325,UNC Greensboro,26,17,9,0.654,-6.81,-8.09,6.0,5.0,14,1,3,8,1666,1450,66.5,83.9,0.281,0.258,0.455,46.7,50.4,8.2,5.1,0.413,20.2,29.9,0.205
326,UNC Wilmington,22,5,17,0.227,-24.88,-6.07,3.0,8.0,3,7,2,10,1233,1592,73.4,98.0,0.208,0.302,0.501,54.9,59.8,12.9,11.2,0.479,19.0,39.6,0.143
327,UT Arlington,25,13,12,0.52,-3.33,-1.17,9.0,6.0,6,5,6,6,1734,1788,74.0,96.6,0.337,0.335,0.496,52.1,63.3,10.3,6.6,0.458,17.9,33.9,0.234
328,Utah,26,19,7,0.731,32.47,14.01,9.0,5.0,11,2,7,4,2113,1570,70.2,85.2,0.2,0.301,0.48,43.3,53.5,10.7,11.0,0.455,20.5,22.5,0.141
329,Utah State,25,4,21,0.16,-17.96,-1.13,1.0,13.0,2,11,2,10,1408,1785,69.7,102.4,0.274,0.403,0.51,52.7,65.1,13.6,10.0,0.482,16.2,35.5,0.189
330,Utah Tech,26,15,11,0.577,-4.24,-4.83,9.0,6.0,8,5,7,6,1926,1780,73.3,93.4,0.193,0.418,0.464,50.9,59.0,9.6,8.7,0.441,14.3,29.3,0.13
331,Utah Valley,24,9,15,0.375,-9.92,-5.14,4.0,11.0,7,5,2,10,1462,1538,71.0,88.4,0.357,0.409,0.503,54.0,67.9,10.9,11.5,0.457,24.7,34.2,0.261
332,UTEP,24,9,15,0.375,-4.53,1.33,4.0,7.0,9,4,0,7,1603,1707,71.4,98.6,0.314,0.406,0.542,48.5,60.5,9.6,7.4,0.511,19.9,28.6,0.222
333,UTSA,23,12,11,0.522,2.52,1.82,6.0,6.0,7,3,5,8,1505,1489,70.2,89.8,0.329,0.368,0.465,43.2,58.4,11.5,8.1,0.426,16.4,27.9,0.223
