Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Pace,ORtg,FTr,3PAr,TS_Pct,TRB_Pct,AST_Pct,STL_Pct,BLK_Pct,eFG_Pct,TOV_Pct,ORB_Pct,FTperFGA
43,Central Arkansas,30,12,18,0.4,-11.42,-7.73,6,12,8,6,4,12,1845,1608.0,63.5,96.9,0.363,0.233,0.468,53.4,54.4,13.0,7.6,0.424,19.0,38.6,0.251
44,Central Connecticut State,28,7,21,0.25,-18.99,-11.1,4,14,4,9,3,12,1656,1877.0,72.1,82.0,0.261,0.329,0.456,46.2,59.0,8.8,8.6,0.424,20.0,24.6,0.177
45,Central Florida,33,26,7,0.788,12.7,7.3,13,3,13,2,13,5,2018,1840.0,69.0,88.3,0.288,0.195,0.474,51.7,48.3,14.3,8.6,0.444,18.9,34.2,0.19
46,Central Michigan,33,25,8,0.758,19.67,5.46,15,3,12,7,13,1,2658,2189.0,72.6,110.6,0.243,0.38,0.579,55.9,57.2,9.7,6.9,0.552,16.1,33.6,0.188
47,Charleston Southern,32,14,18,0.438,-14.69,-10.59,9,9,9,7,5,11,2062,1917.0,70.3,90.6,0.261,0.238,0.466,51.7,49.9,12.3,9.6,0.434,20.3,34.5,0.179
48,Charlotte,31,18,13,0.581,-0.89,-1.54,9,7,14,2,4,11,1908,1890.0,66.7,91.9,0.267,0.276,0.48,51.7,53.6,10.1,7.9,0.452,17.9,33.9,0.179
49,Chattanooga,31,14,17,0.452,-3.16,-0.6,8,6,9,7,5,10,1923,1939.0,68.8,89.9,0.305,0.326,0.48,50.1,49.8,8.1,12.3,0.442,17.7,26.9,0.215
50,Chicago State,30,2,28,0.067,-35.52,-6.09,2,14,2,12,0,16,1666,2549.0,79.7,69.7,0.311,0.171,0.41,44.6,48.8,8.7,7.7,0.359,24.3,26.6,0.225
51,Cincinnati,35,24,11,0.686,11.11,4.37,12,4,18,2,6,9,2353,2117.0,70.5,95.0,0.275,0.244,0.495,51.8,59.9,10.5,8.9,0.464,16.2,32.9,0.191
52,Clemson,33,20,13,0.606,14.26,12.14,9,7,13,5,7,8,2280,2210.0,78.0,87.9,0.304,0.18,0.485,50.3,49.0,14.6,10.5,0.454,21.5,33.9,0.202
53,Cleveland State,30,10,20,0.333,-6.79,-0.72,7,11,7,7,3,13,1931,1826.0,71.7,89.8,0.314,0.304,0.465,51.9,48.6,13.1,6.8,0.429,18.9,28.7,0.21
54,Coastal Carolina,32,17,15,0.531,-4.9,-4.83,8,10,11,8,6,7,2279,2027.0,72.4,98.0,0.305,0.253,0.498,57.7,47.7,11.9,7.5,0.466,20.4,42.6,0.209
55,Colgate,29,12,17,0.414,-10.61,-7.16,8,10,6,7,6,10,1865,1965.0,74.0,86.5,0.221,0.3,0.473,46.4,57.2,11.1,11.0,0.449,18.1,24.5,0.147
56,College of Charleston,30,7,23,0.233,-16.67,-5.22,3,15,5,10,2,13,1824,2061.0,72.2,83.5,0.266,0.293,0.465,49.0,54.4,10.9,8.1,0.431,22.3,31.1,0.185
57,Colorado,30,12,18,0.4,8.95,12.55,2,16,11,7,1,11,1933,2041.0,71.3,90.4,0.27,0.361,0.473,51.8,52.3,10.4,9.0,0.439,17.9,34.0,0.19
58,Colorado State,30,8,22,0.267,-5.74,3.76,2,16,8,9,0,13,1641,1744.0,62.8,86.8,0.231,0.356,0.475,45.3,55.2,10.1,11.1,0.439,18.0,19.6,0.175
59,Columbia,27,8,19,0.296,-4.4,-0.7,4,10,5,7,3,12,1752,1852.0,71.9,89.8,0.219,0.398,0.488,46.5,55.3,7.5,4.0,0.462,18.3,25.4,0.152
60,Connecticut,38,35,3,0.921,38.13,11.91,16,0,21,0,14,3,3145,2149.0,72.5,114.2,0.279,0.348,0.58,55.2,63.6,11.0,10.8,0.554,13.7,33.8,0.205
61,Coppin State,30,5,25,0.167,-21.98,-7.24,4,12,2,7,3,18,1716,2014.0,71.3,80.2,0.383,0.338,0.428,49.1,54.4,10.2,8.5,0.376,21.2,31.9,0.259
62,Cornell,26,12,14,0.462,-3.71,-2.6,6,8,8,4,4,10,1508,1537.0,70.4,82.3,0.283,0.229,0.452,52.2,61.9,13.4,6.8,0.414,21.0,35.0,0.196
63,Creighton,31,15,16,0.484,10.17,11.66,8,10,7,7,8,9,2016,2062.0,67.0,95.9,0.233,0.479,0.539,49.7,68.1,6.2,9.8,0.509,18.4,22.3,0.179
64,Dartmouth,27,13,14,0.481,-1.22,-3.08,6,8,8,6,5,8,1652,1524.0,66.3,92.2,0.214,0.364,0.485,49.9,60.7,12.3,6.4,0.458,19.7,34.0,0.153
65,Davidson,32,17,15,0.531,0.13,-2.78,10,6,10,5,7,10,2112,1942.0,71.5,91.6,0.247,0.355,0.471,51.6,58.1,10.8,7.6,0.439,17.7,32.5,0.173
66,Dayton,31,17,14,0.548,7.63,1.79,10,6,14,1,3,13,2023,1842.0,71.5,89.0,0.332,0.325,0.471,51.4,53.6,8.2,6.9,0.428,17.0,27.7,0.234
67,Delaware,31,16,15,0.516,-2.28,-2.93,11,7,8,7,8,8,1906,1886.0,73.0,84.2,0.26,0.195,0.437,50.7,55.8,11.9,11.0,0.404,18.1,34.8,0.174
68,Delaware State,28,7,21,0.25,-23.42,-10.04,5,11,7,6,0,15,1682,1828.0,69.7,86.2,0.296,0.297,0.451,48.9,46.4,8.8,8.4,0.413,21.3,32.3,0.204
69,Denver,32,18,14,0.563,2.47,-1.32,10,6,13,3,5,11,2568,2447.0,78.8,100.3,0.29,0.364,0.535,49.5,55.7,9.8,11.5,0.5,16.8,29.1,0.216
70,DePaul,34,26,8,0.765,20.08,11.91,14,4,15,5,11,3,2758,2419.0,74.4,107.8,0.247,0.487,0.536,53.4,66.5,11.4,3.8,0.503,15.5,35.3,0.191
71,Detroit Mercy,29,4,25,0.138,-16.44,-0.73,2,16,2,11,2,14,1537,1909.0,69.4,76.4,0.363,0.342,0.432,40.2,46.5,11.5,8.0,0.395,20.7,21.3,0.224
72,Drake,34,27,7,0.794,17.53,4.68,17,1,14,3,13,4,2738,2223.0,75.1,106.5,0.316,0.404,0.582,54.3,74.7,12.1,7.3,0.55,20.0,31.7,0.24
73,Drexel,33,24,9,0.727,6.16,-3.54,14,4,12,7,12,2,1985,1665.0,63.2,93.4,0.251,0.324,0.479,49.6,67.3,12.6,5.6,0.445,15.6,30.9,0.183
74,Duke,30,15,15,0.5,13.71,12.11,6,10,10,6,5,9,1909,1861.0,71.1,88.7,0.268,0.29,0.501,50.6,52.2,12.5,10.0,0.478,21.8,31.6,0.174
75,Duquesne,32,19,13,0.594,1.85,-0.19,11,5,10,6,9,7,2088,2023.0,70.9,91.7,0.281,0.361,0.489,50.0,61.4,10.7,12.4,0.45,17.0,27.6,0.208
76,East Carolina,31,16,15,0.516,-3.68,-0.13,6,10,14,5,2,10,1896,2006.0,74.9,81.0,0.245,0.253,0.419,46.0,50.1,14.5,9.1,0.383,17.1,31.1,0.169
77,East Tennessee State,31,10,21,0.323,-6.58,-2.06,8,6,8,7,2,14,2103,2243.0,77.5,86.4,0.338,0.24,0.478,49.1,49.1,11.1,8.0,0.447,20.4,29.5,0.215
78,Eastern Illinois,29,11,18,0.379,-12.94,-4.67,5,13,9,5,2,13,1906,1818.0,67.6,96.8,0.266,0.352,0.51,48.8,56.7,14.4,7.3,0.486,19.8,27.5,0.176
79,Eastern Kentucky,29,2,27,0.069,-21.21,-0.36,0,18,2,11,0,16,1581,1984.0,68.4,79.8,0.176,0.376,0.444,48.1,58.9,9.3,5.3,0.421,21.9,26.2,0.119
80,Eastern Michigan,31,14,17,0.452,-0.94,2.06,6,12,9,7,5,10,1943,1980.0,71.1,86.0,0.279,0.364,0.456,51.0,42.8,11.2,7.3,0.434,18.3,29.5,0.164
81,Eastern Washington,33,13,20,0.394,-6.44,0.59,9,11,5,10,8,10,2081,2240.0,69.7,89.5,0.249,0.418,0.492,47.7,55.8,9.9,9.4,0.46,20.5,26.9,0.181
82,Elon,30,9,21,0.3,-10.35,-2.18,4,14,5,11,4,10,1865,2014.0,71.0,87.2,0.333,0.281,0.478,48.5,50.3,10.4,5.7,0.436,21.4,31.3,0.235
83,Evansville,30,4,26,0.133,-19.92,-2.76,2,16,2,12,2,14,1698,2213.0,71.1,79.3,0.267,0.393,0.448,39.9,52.6,7.6,5.8,0.402,17.8,15.5,0.206
84,Fairfield,31,11,20,0.355,-13.08,-9.04,7,11,6,8,5,12,1734,1859.0,65.3,85.0,0.228,0.332,0.472,50.6,69.0,9.4,6.4,0.438,20.3,29.6,0.171
85,Fairleigh Dickinson,30,8,22,0.267,-24.19,-13.58,5,13,6,8,2,14,1729,1859.0,67.8,85.0,0.242,0.343,0.456,48.4,51.8,12.7,10.8,0.419,19.8,27.9,0.179
86,Florida,31,8,23,0.258,0.93,10.16,3,13,6,9,2,14,1883,2169.0,71.0,85.2,0.233,0.432,0.465,48.2,49.6,8.4,2.6,0.44,19.0,28.5,0.154
87,Florida A&M,29,4,25,0.138,-26.45,-9.62,2,14,3,9,1,16,1492,1784.0,71.0,72.1,0.301,0.292,0.404,48.2,44.1,11.0,5.8,0.37,25.0,29.4,0.183
88,Florida Atlantic,30,5,25,0.167,-17.14,-2.18,2,14,4,12,1,13,1710,2159.0,73.8,77.3,0.323,0.377,0.442,45.3,50.5,7.9,5.3,0.406,22.2,26.6,0.207
89,Florida Gulf Coast,33,28,5,0.848,11.83,-5.17,16,0,17,2,11,3,2485,1750.0,69.9,107.8,0.226,0.533,0.538,51.3,58.2,14.1,9.0,0.518,14.3,28.2,0.155
90,Florida International,29,5,24,0.172,-17.94,-4.87,2,14,5,13,0,11,1700,2003.0,70.7,82.2,0.315,0.373,0.456,46.6,53.0,7.2,7.3,0.42,19.9,21.8,0.21
91,Florida State,33,24,9,0.727,18.74,11.43,10,6,15,4,9,5,2260,2019.0,71.2,96.2,0.265,0.317,0.489,54.1,49.5,10.6,9.7,0.453,16.2,36.4,0.195
92,Fordham,34,25,9,0.735,5.46,-0.33,13,3,16,4,9,5,2047,1850.0,62.6,95.8,0.206,0.433,0.489,53.9,60.1,8.0,2.7,0.461,15.0,32.8,0.151
93,Fresno State,32,19,13,0.594,6.32,3.08,11,7,12,5,7,8,2230,1957.0,68.3,102.0,0.206,0.384,0.524,50.9,58.9,14.5,7.2,0.494,17.5,32.1,0.161
94,Furman,33,19,14,0.576,-5.46,-5.62,9,5,15,3,4,11,2132,1982.0,67.4,95.1,0.343,0.315,0.495,53.5,52.3,8.5,8.7,0.448,19.3,34.2,0.255
95,Gardner-Webb,31,16,15,0.516,-11.84,-10.84,10,8,10,5,6,10,2078,1845.0,70.9,93.4,0.316,0.314,0.46,49.3,49.6,16.4,9.0,0.418,17.1,33.7,0.221
96,George Mason,30,16,14,0.533,-3.38,-4.68,8,8,10,5,6,9,1937,1898.0,70.7,90.2,0.316,0.33,0.48,52.2,55.3,9.9,7.7,0.444,19.1,33.8,0.215
97,George Washington,30,10,20,0.333,-5.33,0.77,7,9,6,10,4,10,1538,1721.0,65.6,78.2,0.257,0.34,0.432,46.2,64.5,8.4,7.5,0.405,18.4,21.3,0.16
98,Georgetown,35,19,16,0.543,12.24,10.53,9,9,12,6,7,10,2164,2104.0,68.6,90.2,0.274,0.323,0.46,50.7,48.5,11.0,13.4,0.423,14.9,29.4,0.194
99,Georgia,30,18,12,0.6,14.58,6.28,9,7,14,4,4,8,2051,1802.0,71.9,94.3,0.242,0.235,0.497,54.8,59.7,11.3,14.3,0.473,18.5,36.3,0.162
100,Georgia Southern,29,7,22,0.241,-17.02,-4.49,2,16,4,10,3,12,1805,2017.0,68.7,90.7,0.247,0.373,0.477,47.1,55.1,10.3,4.6,0.442,19.9,30.9,0.181
101,Georgia State,31,17,14,0.548,-4.39,-4.29,11,7,10,5,7,9,1961,1964.0,71.4,87.9,0.298,0.339,0.487,46.7,44.4,11.6,6.4,0.456,19.0,25.0,0.201
102,Georgia Tech,30,17,13,0.567,13.96,10.06,7,9,13,4,4,9,2026,1909.0,74.7,89.7,0.253,0.278,0.461,53.4,49.3,14.0,11.7,0.43,18.9,39.6,0.173
103,Gonzaga,34,29,5,0.853,20.54,6.07,16,2,18,2,11,3,2496,1899.0,68.2,106.8,0.299,0.205,0.532,55.4,57.0,13.4,9.8,0.493,15.5,35.5,0.229
104,Grambling,32,16,16,0.5,-13.27,-9.71,12,6,9,4,7,12,2034,2097.0,76.9,82.7,0.345,0.247,0.46,46.7,51.5,14.0,8.2,0.427,22.6,30.8,0.216
105,Grand Canyon,27,7,20,0.259,-18.87,-9.98,5,11,6,7,1,13,1521,1761.0,67.3,81.4,0.3,0.289,0.468,46.0,58.2,8.2,5.9,0.449,21.0,22.6,0.172
106,Green Bay,32,22,10,0.688,12.88,2.59,15,3,14,3,8,7,2030,1630.0,64.8,97.5,0.295,0.334,0.504,52.7,61.2,14.1,10.8,0.476,16.3,30.5,0.198
107,Hampton,30,16,14,0.533,-9.65,-9.03,12,6,10,5,6,9,2071,1974.0,74.3,92.5,0.354,0.273,0.491,46.4,55.4,16.5,12.5,0.45,18.5,30.8,0.247
108,Hartford,34,23,11,0.676,1.5,-5.24,14,2,14,3,9,8,2166,1937.0,71.3,89.1,0.243,0.354,0.473,44.7,50.2,18.1,5.9,0.446,17.6,29.2,0.163
109,Harvard,30,17,13,0.567,9.0,2.6,9,5,10,5,7,8,2125,1933.0,71.2,97.5,0.195,0.435,0.502,53.9,61.6,9.5,8.6,0.479,17.0,35.8,0.138
110,Hawaii,32,15,17,0.469,-0.61,0.68,10,6,9,8,6,9,1906,1822.0,64.4,91.7,0.322,0.378,0.502,50.9,61.9,9.4,7.0,0.465,19.5,25.0,0.228
111,High Point,31,22,9,0.71,-3.98,-8.12,15,3,14,2,8,7,2256,1948.0,73.6,96.9,0.276,0.289,0.504,53.9,59.9,14.9,6.9,0.473,19.5,36.3,0.194
112,Hofstra,33,11,22,0.333,-11.23,-3.82,3,15,5,10,6,12,1953,2113.0,69.7,84.5,0.265,0.323,0.464,46.0,54.2,10.0,5.5,0.434,21.1,27.4,0.178
113,Holy Cross,31,18,13,0.581,-7.27,-7.53,9,9,11,4,7,9,1964,1956.0,69.6,89.9,0.279,0.331,0.484,51.5,55.3,7.2,6.3,0.457,18.3,29.1,0.184
114,Houston,31,15,16,0.484,6.7,6.99,9,7,6,8,9,8,2114,2123.0,74.6,88.3,0.27,0.388,0.481,50.0,53.9,12.2,8.1,0.457,20.6,34.9,0.172
115,Houston Christian,28,9,19,0.321,-19.22,-8.34,4,14,7,8,2,11,1832,1574.0,69.1,94.6,0.314,0.251,0.471,54.8,55.0,10.2,13.0,0.436,20.3,33.4,0.21
116,Howard,31,18,13,0.581,-10.89,-13.66,10,6,9,4,9,9,2205,2049.0,78.7,90.0,0.375,0.32,0.466,52.9,54.0,12.0,11.3,0.425,19.2,37.2,0.248
117,Idaho,34,22,12,0.647,4.83,0.27,16,4,12,3,10,9,2631,2476.0,73.2,105.7,0.2,0.464,0.54,50.6,53.4,6.1,5.9,0.516,13.9,29.0,0.15
118,Idaho State,31,20,11,0.645,5.15,-0.78,15,5,11,4,9,7,2042,1776.0,68.4,95.9,0.276,0.28,0.523,53.3,63.7,9.6,10.4,0.499,19.1,29.9,0.185
119,Illinois,30,10,20,0.333,5.42,8.28,2,16,8,10,2,10,2035,2121.0,71.1,94.2,0.245,0.333,0.498,48.2,53.6,8.6,11.6,0.47,15.5,26.6,0.172
120,Illinois State,31,19,12,0.613,-0.77,-1.44,11,7,12,3,7,9,1936,1855.0,67.7,92.2,0.39,0.292,0.504,54.2,49.1,8.8,6.9,0.459,19.8,30.0,0.276
121,Illinois-Chicago,29,3,26,0.103,-20.71,-0.2,1,17,2,12,1,14,1428,2023.0,72.7,67.5,0.294,0.262,0.404,42.0,57.1,11.0,9.8,0.369,24.3,22.0,0.183
122,Incarnate Word,29,5,24,0.172,-22.58,-4.06,5,13,4,9,1,15,1652,2123.0,73.7,77.3,0.316,0.353,0.427,46.7,61.4,10.1,6.8,0.38,22.1,30.1,0.222
123,Indiana,34,21,13,0.618,15.84,12.28,8,10,12,4,9,9,2348,2227.0,73.0,94.2,0.314,0.26,0.514,50.0,47.8,8.5,7.0,0.474,17.8,25.6,0.233
124,Indiana State,30,11,19,0.367,-7.08,-2.18,5,13,4,10,7,9,1887,1950.0,71.2,87.2,0.319,0.31,0.472,48.1,51.3,13.4,6.3,0.431,20.3,29.0,0.225
125,Iona,31,5,26,0.161,-21.93,-5.73,3,15,2,13,3,13,1461,1963.0,67.7,69.6,0.237,0.381,0.426,46.0,58.7,8.6,3.4,0.396,26.2,24.7,0.157
126,Iowa,36,29,7,0.806,25.21,14.13,14,4,21,1,8,6,2821,2422.0,72.5,108.2,0.276,0.273,0.592,54.1,71.4,8.6,8.2,0.563,17.0,28.8,0.214
127,Iowa State,35,26,9,0.743,28.91,14.02,13,5,19,3,7,6,2761,2240.0,75.7,104.3,0.271,0.41,0.549,53.0,55.2,9.0,10.3,0.512,15.5,28.7,0.214
128,IUPUI,32,20,12,0.625,6.32,-0.49,13,5,11,4,9,8,2095,1783.0,66.7,96.2,0.316,0.39,0.493,56.7,60.4,9.1,4.6,0.456,18.7,36.8,0.223
129,Jackson State,32,18,14,0.563,-12.09,-13.65,12,6,11,4,7,10,2219,1979.0,75.0,91.4,0.398,0.205,0.492,53.8,55.1,14.7,6.8,0.464,21.9,36.7,0.242
130,Jacksonville,30,14,16,0.467,-9.13,-6.47,7,9,8,5,6,11,1970,1706.0,68.5,95.1,0.304,0.282,0.482,57.0,46.3,12.2,8.7,0.454,21.1,38.7,0.194
131,Jacksonville State,30,15,15,0.5,-5.47,-5.13,9,9,7,6,8,9,1795,1721.0,70.3,84.4,0.296,0.347,0.436,51.9,47.7,9.9,10.8,0.401,18.5,33.6,0.192
132,James Madison,35,29,6,0.829,13.0,-1.51,17,1,18,2,11,4,2314,1806.0,67.9,97.0,0.262,0.338,0.483,56.9,50.4,10.8,15.6,0.45,16.2,39.6,0.186
133,Kansas,31,13,18,0.419,10.4,12.14,2,16,8,8,5,10,2003,2057.0,71.8,89.7,0.29,0.358,0.477,46.9,48.5,11.4,7.8,0.441,17.4,28.9,0.202
134,Kansas City,31,16,15,0.516,-3.05,-7.22,9,7,9,6,7,9,2355,2044.0,73.0,102.9,0.311,0.372,0.519,54.2,52.9,12.7,6.7,0.485,17.6,37.7,0.222
135,Kansas State,33,21,12,0.636,14.97,14.91,11,7,12,6,9,6,2128,2126.0,71.0,90.5,0.318,0.333,0.494,47.0,56.3,11.5,11.1,0.456,18.3,27.6,0.227
136,Kennesaw State,31,9,22,0.29,-11.17,-5.33,4,12,7,7,2,15,1904,1999.0,70.7,85.8,0.285,0.215,0.464,51.5,51.8,12.5,7.0,0.425,21.7,34.4,0.204
137,Kent State,33,20,13,0.606,5.37,3.65,11,7,12,3,8,10,2163,2016.0,71.6,91.2,0.312,0.375,0.477,50.4,48.6,11.5,11.0,0.433,17.4,29.4,0.229
