Name,Adj_NRtg,NC_Rec,NC_SOS_RPI,NET,Record,Q1,Q2,Q34,Conf_NC_WP
Eastern Illinois,-0.6304,-1.0157,-1.121,-0.765,-0.3553,-0.4617,-0.7664,-0.6049,-1.4637
Kennesaw State,-0.6497,-1.2061,1.3712,-0.7746,-0.646,-0.4617,-0.7664,-0.6404,-0.6151
Jacksonville State,-0.6637,-0.7469,-0.5822,-0.8323,-0.6165,-0.4617,-0.7664,-0.8631,-0.3717
Binghamton,-0.6711,-0.8529,-1.3231,-0.611,-0.4588,-0.4617,-0.7664,-0.8733,-0.3278
Utah Valley,-0.6373,0.0302,-1.6695,-0.7073,-0.6953,-0.4617,-0.7664,-0.9077,-0.6407
Denver,-0.6726,-1.2648,-1.0152,-0.8227,-1.2177,-0.4617,-0.7664,-1.3405,-0.4356
Bethune-Cookman,-0.6284,0.4188,-0.9093,-0.688,0.108,-0.4617,-0.7664,-0.2304,-1.6533
Northern Illinois,-0.6458,0.207,-1.198,-0.6976,-0.0793,-0.4617,-0.0114,-0.3186,-0.1883
Samford,-0.7054,-0.2934,0.4956,-0.7554,-0.2666,-0.4617,-0.0114,-0.5291,0.0324
San Jose State,-0.7139,-0.4997,-1.0729,-0.9767,-1.3606,-0.4617,-0.7664,-1.4257,0.2891
Cornell,-0.7188,0.0302,0.4667,-0.7457,-0.9762,-0.4617,-0.7664,-0.5291,0.2902
Southern Utah,-0.6666,-1.4268,1.1306,-0.8035,-1.1044,-0.4617,-0.7664,-1.2863,-0.6407
Coppin State,-0.7616,-1.0798,0.2454,-0.8612,-0.6165,-0.4617,-0.7664,-0.4178,-1.1736
Weber State,-0.7422,-1.2648,-0.332,-0.9286,-1.267,-0.4617,-0.7664,-1.3405,-0.4306
Jacksonville,-0.6413,-1.2061,1.0633,-0.6784,-0.9664,-0.4617,-0.7664,-1.0024,-0.6151
Canisius,-0.7243,0.0302,-1.4674,-0.6591,0.3298,-0.4617,-0.7664,0.0388,-0.3078
North Alabama,-0.6895,-1.2061,-0.2935,-0.7939,-0.4588,-0.4617,-0.7664,-0.7184,-0.6151
Loyola (MD),-0.7909,-0.1466,-0.8227,-0.7842,0.1277,-0.4617,-0.7664,-0.0786,-0.3806
Nicholls State,-0.7278,-0.6175,-0.3801,-0.7169,-0.1778,-0.4617,-0.7664,-0.6287,-1.2064
North Dakota,-0.7009,-1.1354,1.044,-0.9093,-0.8382,-0.4617,-0.7664,-0.9498,-0.4356
High Point,-0.7531,-0.8529,1.4482,-0.842,0.4875,-0.4617,-0.7664,0.3674,-1.3176
Alabama A&M,-0.768,-0.2934,-0.9382,-0.9382,-0.1778,-0.4617,-0.7664,-0.439,-1.6533
New Orleans,-0.7467,-0.8529,-0.842,-0.8805,-0.5721,-0.4617,-0.7664,-0.4296,-1.2064
Ohio,-0.7566,-0.8529,-0.8516,-0.919,-1.0452,-0.4617,-0.7664,-0.6552,-0.1883
Furman,-0.7819,0.1798,-1.6214,-0.8131,0.108,-0.4617,-0.7664,-0.2304,0.0324
Cal State Bakersfield,-0.8272,-0.9411,-1.5156,-0.9863,-0.9023,-0.4617,-0.7664,-1.097,-0.7051
Northwestern State,-0.7904,-1.0491,1.2942,-0.8708,-0.7692,-0.4617,-0.7664,-0.8631,-1.2064
Sam Houston,-0.7571,-0.7469,-1.352,-1.0922,-1.2572,-0.4617,-0.7664,-1.5809,-0.3717
Massachusetts,-0.8287,-1.2648,0.178,-1.1018,-1.9964,-0.4617,-0.7664,-1.7123,0.363
Miami (OH),-0.863,-0.8529,-0.0048,-1.0633,-1.0452,-0.4617,-0.7664,-0.9498,-0.1883
North Florida,-0.8217,-0.8529,0.8323,-0.9574,-1.0255,-0.4617,-0.7664,-1.3087,-0.6151
Bryant,-0.856,-0.1466,-1.2365,-0.8901,-0.0793,-0.4617,-0.7664,-0.3398,-0.3278
Texas A&M-Commerce,-0.7531,-0.4555,0.7265,-0.8516,-0.2863,-0.4617,0.7436,-0.7396,-1.2064
Xavier,-0.9057,-1.4808,-0.1491,-1.3135,-2.3315,-0.4617,-0.7664,-2.131,0.8682
IUPUI,-0.777,-1.0491,0.2742,-0.9959,-1.3606,-0.4617,-0.7664,-1.2265,-0.1683
Bucknell,-0.9276,-0.8529,0.4571,-1.0056,-0.6953,-0.4617,-0.7664,-0.7184,-0.3806
Texas-Rio Grande Valley,-0.8371,-1.4808,0.7746,-1.0344,-1.474,-0.4617,-0.7664,-1.4257,-0.6407
Quinnipiac,-0.8963,-0.6175,1.0825,-0.8997,-0.4883,-0.4617,-0.0114,-0.6287,-0.3078
La Salle,-0.9132,-0.8529,-0.2839,-1.1884,-1.1635,-0.4617,-0.7664,-0.9498,0.363
Sacramento State,-0.931,-1.5593,-0.5629,-1.2846,-1.5578,-0.4617,-0.0114,-1.7009,-0.4306
Tarleton State,-0.848,-0.9411,-1.2654,-0.9671,-1.0452,-0.4617,-0.7664,-1.3405,-0.6407
Elon,-0.9206,-0.8529,0.8708,-1.0152,-0.8382,-0.4617,-0.7664,-0.8279,-0.2589
American,-0.9291,-1.2061,-0.7554,-1.0729,-0.6953,-0.4617,-0.7664,-0.8733,-0.3806
St. Bonaventure,-0.9117,-0.8529,0.1588,-1.0537,-1.7549,-0.4617,-0.7664,-1.6252,0.363
New Hampshire,-0.9445,-0.2934,-0.5341,-1.0825,-0.7692,-0.4617,-0.7664,-0.7396,-0.3278
Hofstra,-0.937,0.0302,-0.9863,-1.044,-0.6165,-0.4617,0.7436,-0.9498,-0.2589
Southeast Missouri State,-0.9027,-1.4808,-1.0633,-1.1788,-0.9664,-0.4617,-0.7664,-1.2863,-1.4637
Le Moyne,-0.9445,-1.3149,1.5925,-0.9478,-0.1778,-0.4617,-0.7664,0.2504,-1.8611
South Alabama,-0.9256,-0.1466,-1.3135,-1.1499,-1.0847,-0.4617,-0.7664,-1.2265,0.3369
Omaha,-0.8803,-1.2061,-0.3705,-1.1114,-1.405,-0.4617,-0.7664,-1.6252,-0.4356
Dartmouth,-1.0548,-0.3583,-0.9286,-1.2557,-0.9762,-0.4617,-0.7664,-1.0702,0.2902
Valparaiso,-0.9032,-1.4808,-1.1884,-1.1691,-1.474,-0.4617,-0.7664,-1.3704,-0.1338
Tennessee State,-0.9529,-1.4268,-0.4474,-1.121,-0.9023,-0.4617,-0.7664,-1.3405,-1.4637
Northeastern,-1.0657,-0.3583,-1.1788,-1.2654,-0.8284,-0.4617,-0.7664,-0.9077,-0.2589
Radford,-0.9693,-1.0157,0.3416,-1.0248,-0.4588,-0.4617,-0.7664,-0.5291,-1.3176
Mount St. Mary's,-1.0344,-0.6175,-0.7169,-1.1403,-0.4883,-0.4617,-0.7664,-0.4296,-0.3078
Central Michigan,-0.9574,-1.5239,-1.3039,-1.2173,-1.4247,-0.4617,-0.7664,-1.4756,-0.1883
Seattle,-0.9847,-1.9125,-0.6303,-1.352,-1.9274,-0.4617,-0.7664,-1.8243,-0.6407
Eastern Michigan,-1.0285,-0.7469,-1.4289,-1.3616,-1.2572,-0.4617,-0.7664,-1.239,-0.1883
Florida A&M,-1.028,-1.5593,-0.3897,-1.2269,-1.1044,-0.4617,-0.7664,-0.7658,-1.6533
Iona,-1.0911,0.2462,-0.6591,-1.198,-0.6953,-0.4617,-0.7664,-0.7184,-0.3078
Pepperdine,-1.112,-1.2061,0.9959,-1.4674,-1.5972,-0.4617,-0.7664,-1.8243,-0.0688
Army,-1.097,-1.4268,-1.3616,-1.275,-0.1877,-0.4617,-0.7664,-0.7184,-0.3806
Lafayette,-1.1587,-0.1466,-1.2557,-1.2461,-0.6953,-0.4617,-0.7664,-0.8733,-0.3806
Portland State,-1.1845,-0.7469,-1.4001,-1.4867,-1.405,-0.4617,-0.7664,-1.6649,-0.4306
SIU Edwardsville,-1.0399,-1.2648,-1.1018,-1.3905,-1.6317,-0.4617,-0.7664,-1.7338,-1.4637
Bellarmine,-0.9902,-0.7469,-0.1203,-1.1306,-0.9664,-0.4617,-0.7664,-1.1603,-0.6151
South Carolina Upstate,-1.0255,-0.6175,-1.4097,-1.1595,0.3002,-0.4617,-0.7664,0.102,-1.3176
Lindenwood,-1.0767,-1.4808,-1.2846,-1.4097,-1.3114,-0.4617,-0.7664,-1.5207,-1.4637
Maryland-Baltimore County,-1.1418,-1.1354,-0.6688,-1.2365,-0.9664,-0.4617,-0.7664,-1.1603,-0.3278
Robert Morris,-1.1408,-0.8024,-0.6784,-1.4001,-1.405,-0.4617,-0.7664,-1.6252,-0.1683
Morgan State,-1.1313,-1.0157,0.6591,-1.3039,-0.9762,-0.4617,-0.7664,-1.1603,-1.1736
NJIT,-1.1472,0.4786,-1.5348,-1.3327,-0.7692,-0.4617,-0.7664,-0.7184,-0.3278
Merrimack,-1.1974,-1.0157,-0.7457,-1.2942,-0.5721,-0.4617,-0.7664,-0.8445,-1.8611
Charleston Southern,-1.0886,-1.2648,-0.4186,-1.3423,-0.7692,-0.4617,-0.7664,-1.0455,-1.3176
Bradley,-1.1527,-0.7469,-1.6406,-1.4578,-1.3606,-0.4617,-0.7664,-1.3704,-0.1338
Marist,-1.1984,-1.1354,-0.7073,-1.3808,-1.5184,-0.4617,-0.7664,-1.4257,-0.3078
Presbyterian,-1.1313,0.0302,-0.7265,-1.3231,0.0981,-0.4617,-0.7664,-0.447,-1.3176
Fairleigh Dickinson,-1.2427,-1.5888,0.3705,-1.3712,-0.4883,-0.4617,-0.7664,-0.5291,-1.8611
Alcorn State,-1.1333,-1.5239,0.6784,-1.4193,-1.1044,-0.4617,-0.7664,-1.0861,-1.6533
Utah State,-1.2258,-1.0491,-1.4193,-1.5156,-1.7549,-0.4617,-0.7664,-1.8542,0.2891
Massachusetts-Lowell,-1.2864,-1.9125,-1.1499,-1.4771,-1.7204,-0.4617,-0.7664,-1.6649,-0.3278
UNC Asheville,-1.2287,-0.4997,-1.5252,-1.4386,-0.646,-0.4617,-0.7664,-1.1603,-1.3176
Navy,-1.2253,-1.0491,-1.0825,-1.4289,-0.6953,-0.4617,-0.7664,-1.097,-0.3806
Winthrop,-1.2516,-0.7469,-1.5637,-1.4482,-0.1778,-0.4617,-0.7664,-0.6287,-1.3176
Cal State Northridge,-1.2635,-1.0491,-1.6022,-1.5733,-2.1492,-0.4617,-0.7664,-2.0435,-0.7051
Rider,-1.3669,-0.6175,-0.1107,-1.4963,-1.0452,-0.4617,-0.7664,-1.097,-0.3078
North Carolina Central,-1.2133,-0.9411,-0.8708,-1.2076,-0.0793,-0.4617,-0.7664,-0.5291,-1.1736
Evansville,-1.2223,-1.2061,-1.6118,-1.554,-1.7549,-0.4617,-0.7664,-1.6252,-0.1338
Hampton,-1.3247,-1.9125,-0.6495,-1.5252,-2.095,-0.4617,-0.7664,-2.0015,-0.2589
Central Connecticut State,-1.3769,-1.3149,0.255,-1.5059,-1.3114,-0.4617,-0.7664,-1.2265,-1.8611
Prairie View,-1.3401,-1.3572,-0.1588,-1.5444,-0.6165,-0.4617,-0.7664,-0.9077,-1.6533
Houston Christian,-1.4479,-1.3572,0.7073,-1.5829,-1.3114,-0.4617,-0.7664,-1.9174,-1.2064
Texas Southern,-1.3177,-1.9125,1.0729,-1.5348,-1.5184,-0.4617,-0.7664,-1.5313,-1.6533
Queens (NC),-1.4579,-0.7469,-1.4482,-1.5925,-1.405,-0.4617,-0.7664,-1.791,-0.6151
Longwood,-1.4733,-1.5593,0.611,-1.5637,-1.3606,-0.4617,-0.7664,-1.6252,-1.3176
Saint Peter's,-1.5896,-0.6175,-1.7272,-1.6118,-1.3114,-0.4617,-0.7664,-1.2863,-0.3078
Western Carolina,-1.5687,-1.2648,-1.0537,-1.631,-1.405,-0.4617,-0.7664,-1.8811,0.0324
Mississippi Valley State,-1.4703,-1.6137,1.5829,-1.6022,-1.9767,-0.4617,-0.7664,-1.791,-1.6533
Gardner-Webb,-1.5473,-1.6137,0.8227,-1.6214,-1.7549,-0.4617,-0.7664,-1.6649,-1.3176
UNC Wilmington,-1.686,-1.5239,-0.3608,-1.6406,-1.474,-0.4617,-0.7664,-1.5313,-0.2589
Delaware State,-1.7839,-1.2061,0.8805,-1.6599,-1.1339,-0.4617,-0.7664,-1.4124,-1.1736
Long Island University,-1.8112,-1.0157,-1.6984,-1.6503,-1.3606,-0.4617,-0.7664,-1.3897,-1.8611
Alabama State,-1.7491,-1.9125,1.0922,-1.6695,-1.9274,-0.4617,-0.7664,-1.7539,-1.6533
South Carolina State,-2.0324,-1.6533,-0.5533,-1.6888,-2.3365,-0.4617,-0.7664,-2.2419,-1.1736
McNeese State,-1.7904,-1.9125,-0.0433,-1.6791,-1.7845,-0.4617,-0.7664,-2.4221,-1.2064
Stonehill,-2.0001,-1.9125,0.0818,-1.6984,-1.9521,-0.4617,-0.7664,-1.9057,-1.8611
Saint Francis (PA),-2.1363,-1.6137,-1.3808,-1.7176,-1.5578,-0.4617,-0.7664,-1.5991,-1.8611
Chicago State,-1.9156,-1.9125,-0.5725,-1.708,-2.3611,-0.4617,-0.7664,-2.4221,-2.7464
Wagner,-2.1472,-1.2061,-1.4386,-1.7272,-1.2572,-0.4617,-0.7664,-1.5207,-1.8611
