Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Opp_Pace,Opp_ORtg,Opp_FTr,Opp_3PAr,Opp_TS_Pct,Opp_TRB_Pct,Opp_AST_Pct,Opp_STL_Pct,Opp_BLK_Pct,Opp_eFG_Pct,Opp_TOV_Pct,Opp_ORB_Pct,Opp_FTperFGA
25,Boise State,33,17,16,0.515,-1.09,-0.61,11.0,7.0,10,7,5,6,2176,2068,71.1,87.5,0.308,0.293,0.455,44.7,44.9,11.8,7.0,0.411,15.8,25.6,0.221
26,Boston College,33,16,17,0.485,10.94,11.76,5.0,13.0,11,7,3,8,2175,2202,74.1,89.8,0.297,0.292,0.504,46.8,57.6,13.9,7.4,0.466,21.7,29.9,0.219
27,Boston University,33,24,9,0.727,0.7,-10.06,17.0,1.0,14,3,10,6,2246,1891,68.3,83.6,0.189,0.317,0.441,46.3,50.8,9.7,6.3,0.41,17.7,27.1,0.14
28,Bowling Green State,38,31,7,0.816,11.5,-0.85,14.0,4.0,14,3,14,3,2924,2426,74.3,85.7,0.305,0.373,0.52,49.2,56.1,9.0,9.0,0.487,25.8,25.5,0.216
29,Bradley,32,4,28,0.125,-17.33,0.12,1.0,19.0,2,12,2,14,1825,2346,68.1,107.2,0.264,0.327,0.538,54.8,68.8,12.2,9.2,0.516,15.4,34.0,0.178
30,Brigham Young,33,16,17,0.485,6.34,4.9,9.0,9.0,7,9,6,6,2102,2032,67.3,91.2,0.25,0.328,0.479,45.0,53.3,12.2,8.9,0.444,15.8,24.4,0.182
31,Brown,26,11,15,0.423,-7.67,-2.67,4.0,10.0,6,7,5,8,1649,1718,73.2,90.2,0.251,0.288,0.475,55.0,63.5,11.4,9.6,0.441,20.4,36.9,0.18
32,Bryant,30,9,21,0.3,-20.39,-12.89,3.0,13.0,5,9,3,12,1848,1909,67.8,93.0,0.25,0.317,0.481,50.6,55.4,12.3,8.8,0.453,18.3,33.7,0.17
33,Bucknell,30,13,17,0.433,-8.86,-6.56,9.0,9.0,7,7,6,10,1708,1777,65.4,89.4,0.186,0.278,0.463,50.7,48.8,9.6,7.9,0.433,15.7,25.9,0.141
34,Buffalo,28,12,16,0.429,-4.26,-4.04,7.0,11.0,6,7,6,8,1823,1831,68.2,95.4,0.169,0.395,0.503,51.5,61.3,10.0,6.7,0.486,17.3,28.8,0.115
35,Butler,30,11,19,0.367,5.11,9.38,6.0,14.0,6,9,3,9,1832,1960,66.5,98.2,0.196,0.306,0.518,50.9,56.9,10.0,11.4,0.494,17.1,29.1,0.145
36,Cal Poly,28,10,18,0.357,-7.37,0.78,7.0,12.0,7,8,3,9,1547,1735,65.3,94.4,0.338,0.307,0.511,52.1,57.9,10.8,12.6,0.472,20.1,32.6,0.242
37,Cal State Bakersfield,31,8,23,0.258,-9.97,-0.32,3.0,17.0,4,8,2,14,1605,1904,66.6,90.0,0.362,0.361,0.47,54.4,57.5,13.6,8.2,0.413,19.4,34.9,0.275
38,Cal State Fullerton,30,14,16,0.467,-3.07,-1.21,9.0,11.0,9,5,5,10,1838,1894,66.8,92.2,0.249,0.362,0.487,52.0,56.4,10.8,5.0,0.451,18.5,30.8,0.187
39,Cal State Northridge,31,7,24,0.226,-9.47,-0.38,6.0,14.0,3,11,4,12,1813,2095,68.0,99.0,0.375,0.379,0.522,50.0,57.2,11.8,8.7,0.477,18.3,30.7,0.274
40,California,30,13,17,0.433,12.21,13.77,4.0,14.0,9,7,3,8,2042,2089,70.4,98.4,0.295,0.278,0.514,50.7,55.8,9.0,6.2,0.476,17.3,31.4,0.221
41,California Baptist,35,22,13,0.629,2.39,-0.33,13.0,5.0,10,5,7,5,2593,2498,76.2,91.4,0.353,0.384,0.487,50.7,59.9,9.3,7.0,0.438,18.6,28.9,0.261
42,Campbell,31,16,15,0.516,-12.33,-14.71,10.0,8.0,9,5,6,7,1804,1629,66.8,78.7,0.269,0.268,0.429,44.1,50.5,13.4,7.8,0.389,19.8,25.7,0.19
43,Canisius,30,9,21,0.3,-17.67,-10.84,6.0,14.0,6,8,3,12,1799,2004,70.4,93.6,0.362,0.318,0.503,52.4,58.5,11.4,10.3,0.461,20.4,34.2,0.258
44,Central Arkansas,26,8,18,0.308,-17.39,-4.85,3.0,12.0,6,6,2,12,1337,1607,65.1,94.1,0.289,0.361,0.497,50.8,56.7,11.5,7.0,0.466,18.8,31.7,0.199
45,Central Connecticut State,29,7,22,0.241,-22.85,-15.19,3.0,13.0,5,8,2,14,1647,1869,67.7,94.8,0.3,0.264,0.504,51.0,49.8,10.4,6.7,0.47,19.8,33.4,0.212
46,Central Florida,29,14,15,0.483,0.66,2.25,4.0,11.0,11,5,2,9,1757,1803,71.5,85.5,0.271,0.287,0.446,47.6,51.2,11.2,9.6,0.403,18.7,31.7,0.2
47,Central Michigan,29,6,23,0.207,-10.93,-1.21,4.0,14.0,6,8,0,13,1873,2155,71.0,103.8,0.34,0.343,0.543,48.9,49.6,12.6,6.1,0.505,16.7,31.3,0.251
48,Charleston Southern,30,5,25,0.167,-28.45,-9.79,3.0,15.0,4,10,1,14,1601,2107,72.9,96.0,0.322,0.31,0.503,53.3,51.4,13.6,6.0,0.468,19.2,34.5,0.225
49,Charlotte,31,12,19,0.387,-3.21,3.04,7.0,13.0,8,6,2,11,1921,2115,69.0,97.4,0.295,0.335,0.488,50.8,47.9,11.2,7.1,0.454,16.3,33.9,0.205
50,Chattanooga,33,20,13,0.606,-1.86,-4.8,9.0,5.0,8,5,9,8,1941,1809,64.1,84.5,0.25,0.278,0.467,48.9,38.8,8.4,11.2,0.434,18.6,22.8,0.179
51,Chicago State,28,6,22,0.214,-31.92,-7.92,,,4,8,2,14,1695,2240,78.7,101.7,0.385,0.327,0.524,54.1,58.0,11.8,5.6,0.484,16.7,33.5,0.272
52,Cincinnati,30,9,21,0.3,-1.54,2.63,2.0,14.0,3,10,5,9,1794,1919,69.3,91.2,0.383,0.277,0.486,49.7,54.3,12.3,10.2,0.444,19.9,34.8,0.262
53,Clemson,35,19,16,0.543,15.24,11.7,7.0,11.0,13,6,4,7,2322,2198,71.5,87.2,0.262,0.389,0.472,49.7,57.9,12.2,7.5,0.445,21.6,33.2,0.172
54,Cleveland State,35,30,5,0.857,10.47,-5.62,17.0,3.0,15,1,11,4,2592,2029,72.0,79.9,0.211,0.382,0.435,45.5,65.5,9.2,9.4,0.407,20.7,28.6,0.143
55,Coastal Carolina,30,14,16,0.467,-5.62,-3.23,9.0,9.0,11,3,3,12,2100,2042,73.3,92.8,0.292,0.315,0.491,50.0,53.1,12.3,8.9,0.455,19.5,34.0,0.207
56,Colgate,30,16,14,0.533,-8.42,-10.42,10.0,8.0,8,7,8,7,1753,1638,64.8,82.9,0.253,0.269,0.467,50.5,56.3,9.6,5.4,0.437,21.7,27.5,0.171
57,College of Charleston,29,11,18,0.379,-12.55,-6.93,6.0,12.0,7,7,4,10,1913,1960,71.9,93.2,0.261,0.343,0.507,52.9,57.2,8.9,8.8,0.476,22.2,37.1,0.187
58,Colorado,34,25,9,0.735,24.4,14.51,12.0,5.0,12,2,10,5,2353,2017,68.9,84.6,0.26,0.345,0.47,46.3,55.6,11.1,9.2,0.434,20.8,27.8,0.188
59,Colorado State,32,20,12,0.625,8.18,1.41,12.0,6.0,14,2,4,8,2314,2053,68.7,92.0,0.288,0.353,0.479,54.5,52.8,5.3,5.6,0.44,16.8,27.5,0.21
60,Columbia,34,28,6,0.824,17.13,2.27,12.0,2.0,13,2,14,3,2658,2153,73.6,85.1,0.244,0.307,0.461,44.9,52.7,9.4,7.1,0.428,19.7,28.5,0.173
61,Connecticut,37,31,6,0.838,34.04,16.96,18.0,2.0,15,2,10,3,2808,2176,71.5,82.2,0.21,0.381,0.432,42.7,54.1,10.8,8.1,0.402,17.3,26.1,0.147
62,Coppin State,30,8,22,0.267,-15.04,-10.37,5.0,9.0,5,5,3,16,1657,1797,69.8,84.8,0.282,0.261,0.462,49.8,52.7,10.8,9.6,0.428,19.6,27.4,0.192
63,Cornell,27,10,17,0.37,-8.59,-2.09,3.0,11.0,6,7,4,10,1582,1707,70.8,88.4,0.316,0.379,0.523,48.8,61.7,12.1,7.4,0.496,24.1,27.7,0.211
64,Creighton,31,22,9,0.71,23.09,13.96,15.0,5.0,9,4,12,3,2200,1917,67.0,91.9,0.246,0.303,0.487,48.7,56.3,8.8,6.9,0.449,16.5,25.4,0.19
65,Dartmouth,28,2,26,0.071,-14.64,0.96,0.0,14.0,1,13,1,12,1504,1941,69.7,99.5,0.264,0.34,0.525,53.3,58.9,14.2,11.1,0.506,19.0,33.7,0.169
66,Davidson,30,14,16,0.467,-0.69,0.58,6.0,8.0,6,4,6,9,1870,1908,65.7,96.4,0.301,0.322,0.528,50.8,50.4,9.9,6.5,0.497,20.1,30.6,0.212
67,Dayton,28,7,21,0.25,-4.39,2.02,5.0,10.0,3,10,3,8,1826,1963,70.6,98.1,0.258,0.364,0.486,47.1,59.5,11.8,9.2,0.454,15.3,32.8,0.183
68,Delaware,30,16,14,0.533,-4.3,-5.56,9.0,9.0,7,7,8,5,1979,1941,73.6,87.6,0.298,0.313,0.456,48.1,55.7,12.2,5.9,0.417,19.0,31.8,0.207
69,Delaware State,26,7,19,0.269,-22.53,-8.87,5.0,9.0,4,7,3,11,1271,1529,66.3,88.7,0.194,0.372,0.467,52.8,65.0,13.3,9.4,0.446,20.5,35.5,0.129
70,Denver,30,12,18,0.4,-10.43,-4.77,8.0,10.0,7,8,5,9,1968,2102,69.5,100.4,0.271,0.333,0.524,49.9,58.0,10.0,9.6,0.488,15.8,28.5,0.208
71,DePaul,33,16,17,0.485,15.45,11.12,8.0,12.0,8,7,5,8,2528,2385,74.5,96.7,0.247,0.328,0.516,47.4,59.0,9.9,8.9,0.486,18.4,30.6,0.182
72,Detroit Mercy,30,5,25,0.167,-19.68,-2.96,3.0,17.0,4,10,1,15,1683,2161,71.6,100.1,0.282,0.305,0.508,48.1,53.2,14.2,8.1,0.483,14.5,28.0,0.187
73,Drake,32,22,10,0.688,16.08,2.95,14.0,6.0,12,2,6,6,2533,2113,74.8,87.5,0.225,0.322,0.46,43.1,51.8,10.6,9.5,0.427,16.5,24.6,0.165
74,Drexel,31,21,10,0.677,0.09,-7.3,13.0,5.0,12,2,9,7,2078,1849,65.5,90.3,0.28,0.331,0.501,51.1,58.1,9.3,5.6,0.466,22.2,32.7,0.203
75,Duke,33,26,7,0.788,27.82,15.24,14.0,4.0,14,2,10,3,2099,1684,68.1,74.6,0.263,0.288,0.433,45.3,44.5,10.7,5.7,0.393,23.8,25.5,0.189
76,Duquesne,31,19,12,0.613,1.06,-2.04,8.0,8.0,14,3,4,8,2119,1979,70.5,90.5,0.223,0.395,0.454,48.9,56.8,8.1,9.7,0.426,15.2,29.4,0.153
77,East Carolina,33,23,10,0.697,7.95,2.01,11.0,5.0,13,3,6,7,2067,1871,71.5,77.8,0.329,0.339,0.46,51.1,63.0,11.3,7.5,0.421,28.0,36.6,0.223
78,East Tennessee State,35,25,10,0.714,-2.1,-7.76,9.0,5.0,10,4,9,3,2253,1950,64.8,85.4,0.263,0.335,0.451,46.6,47.2,9.3,5.8,0.417,19.2,30.9,0.182
79,Eastern Illinois,29,21,8,0.724,-5.1,-11.77,13.0,4.0,12,3,9,4,1974,1776,70.5,86.5,0.252,0.336,0.461,47.3,55.7,10.4,6.2,0.422,18.9,29.3,0.187
80,Eastern Kentucky,32,18,14,0.563,-4.84,-7.32,11.0,7.0,12,3,5,10,2444,2225,76.1,91.3,0.274,0.349,0.498,52.0,56.9,10.3,6.1,0.469,21.4,33.6,0.187
81,Eastern Michigan,30,15,15,0.5,-6.49,-3.97,7.0,11.0,9,7,5,6,1910,1968,71.4,91.2,0.272,0.352,0.5,48.1,50.6,10.9,6.8,0.463,19.3,25.4,0.203
82,Eastern Washington,30,19,11,0.633,1.9,-1.5,11.0,7.0,11,4,7,6,2086,1906,71.2,88.8,0.268,0.302,0.484,51.1,48.9,8.6,6.2,0.446,20.0,28.5,0.2
83,Elon,30,9,21,0.3,-11.17,-5.51,5.0,13.0,6,7,3,12,1742,1912,68.5,92.6,0.298,0.335,0.495,49.0,53.1,14.7,7.8,0.463,19.5,32.1,0.203
84,Evansville,30,11,19,0.367,-11.77,-1.37,6.0,14.0,6,8,5,10,1884,2196,72.2,100.9,0.294,0.286,0.523,52.4,52.2,12.2,9.2,0.493,16.9,32.1,0.206
85,Fairfield,30,15,15,0.5,-9.58,-9.38,11.0,9.0,8,5,7,9,1797,1803,69.8,83.7,0.253,0.307,0.471,50.0,54.0,12.5,8.9,0.438,22.1,30.0,0.179
86,Fairleigh Dickinson,32,24,8,0.75,-1.1,-12.97,14.0,2.0,12,3,10,4,2083,1703,66.3,80.2,0.261,0.279,0.432,47.6,42.7,9.8,5.6,0.397,20.2,29.7,0.179
87,Florida,34,19,15,0.559,10.89,10.36,5.0,11.0,11,5,6,8,2343,2325,74.0,91.8,0.287,0.305,0.48,50.8,49.5,10.9,5.9,0.445,19.4,34.3,0.202
88,Florida A&M,29,6,23,0.207,-19.71,-7.21,4.0,14.0,5,7,1,16,1712,2060,73.7,95.1,0.381,0.282,0.506,53.0,52.2,13.7,7.7,0.47,20.8,37.5,0.254
89,Florida Atlantic,30,12,18,0.4,-5.22,0.14,5.0,15.0,9,6,3,11,1945,2008,72.2,92.3,0.274,0.316,0.499,47.5,49.5,12.1,7.5,0.463,19.6,29.0,0.202
90,Florida Gulf Coast,37,33,4,0.892,17.39,-1.47,17.0,1.0,17,1,13,2,2863,2093,69.4,81.2,0.248,0.251,0.461,50.2,42.3,7.4,8.4,0.43,22.2,27.2,0.17
91,Florida International,33,14,19,0.424,-4.63,-0.04,7.0,13.0,10,8,2,9,2271,2360,74.8,95.6,0.361,0.318,0.528,48.0,52.4,11.1,9.9,0.491,21.0,32.3,0.254
92,Florida State,33,23,10,0.697,25.06,12.7,12.0,6.0,14,1,7,5,2617,2209,77.1,86.2,0.235,0.317,0.447,48.7,56.4,7.9,9.5,0.413,17.7,30.6,0.167
93,Fordham,32,19,13,0.594,7.1,0.88,10.0,6.0,12,4,6,7,2315,2091,74.9,86.6,0.259,0.287,0.483,49.6,53.1,9.0,6.3,0.45,20.6,26.0,0.185
94,Fresno State,32,10,22,0.313,-4.64,-0.14,3.0,15.0,8,9,1,11,1885,1960,65.0,93.1,0.266,0.298,0.513,50.1,51.6,11.6,7.6,0.481,19.5,27.4,0.195
95,Furman,30,11,19,0.367,-14.84,-7.58,3.0,11.0,8,7,3,11,1898,1916,69.1,91.2,0.229,0.35,0.482,44.8,54.2,12.4,11.2,0.456,19.0,31.7,0.157
96,Gardner-Webb,34,29,5,0.853,-1.21,-11.3,18.0,0.0,13,0,12,4,2617,2274,74.5,89.4,0.34,0.281,0.519,49.6,49.8,8.6,7.2,0.482,25.1,32.9,0.241
97,George Mason,31,16,15,0.516,-1.55,-0.22,8.0,8.0,11,4,4,7,1876,1917,68.9,89.5,0.287,0.338,0.475,47.8,50.3,10.5,9.4,0.44,18.6,29.2,0.199
98,George Washington,31,18,13,0.581,-0.68,-1.25,9.0,7.0,11,3,5,8,1997,1932,68.0,91.7,0.295,0.354,0.487,48.1,55.6,9.4,9.3,0.451,19.2,30.2,0.209
99,Georgetown,31,14,17,0.452,6.15,10.28,6.0,14.0,8,6,4,9,1833,1926,69.5,89.5,0.29,0.372,0.494,51.0,65.4,9.9,6.7,0.456,21.1,29.5,0.212
100,Georgia,34,22,12,0.647,22.23,13.91,9.0,7.0,13,3,4,6,2280,1997,70.3,83.2,0.29,0.389,0.476,46.9,68.6,10.8,5.3,0.442,24.4,31.3,0.2
101,Georgia Southern,31,21,10,0.677,-5.03,-7.81,12.0,6.0,10,4,10,3,2450,2191,77.7,89.5,0.31,0.354,0.47,45.5,51.7,10.3,5.6,0.436,18.1,29.8,0.206
102,Georgia State,33,12,21,0.364,-8.42,-4.23,5.0,13.0,8,7,1,13,2024,2025,68.5,89.2,0.314,0.353,0.464,48.0,61.6,12.1,6.9,0.42,17.6,30.7,0.225
103,Georgia Tech,30,13,17,0.433,12.61,14.11,4.0,14.0,8,6,3,9,1828,1873,68.6,90.3,0.268,0.277,0.469,50.5,50.6,11.2,6.6,0.436,18.6,34.1,0.185
104,Gonzaga,33,28,5,0.848,17.16,5.43,17.0,1.0,15,0,10,2,2364,1977,67.0,89.1,0.247,0.343,0.475,45.8,51.4,10.4,6.6,0.441,19.3,30.3,0.181
105,Grambling,30,10,20,0.333,-13.04,-6.61,9.0,9.0,4,6,6,11,1683,1876,68.9,90.4,0.383,0.289,0.495,53.3,56.8,10.7,7.9,0.457,21.6,33.6,0.258
106,Grand Canyon,31,21,10,0.677,1.26,-4.43,12.0,6.0,13,4,7,5,2220,1941,72.8,84.6,0.34,0.369,0.501,48.2,57.0,11.5,5.3,0.458,25.4,29.3,0.248
107,Green Bay,34,28,6,0.824,9.21,-4.32,18.0,2.0,15,2,11,2,2310,1850,66.7,81.6,0.224,0.456,0.435,46.6,59.6,8.8,6.8,0.401,18.4,26.3,0.161
108,Hampton,30,12,18,0.4,-10.67,-4.6,8.0,10.0,6,7,5,11,1855,1947,72.7,88.5,0.373,0.338,0.517,57.5,59.3,9.4,8.2,0.481,27.1,39.7,0.254
109,Hartford,28,2,26,0.071,-41.21,-13.87,,,1,7,1,17,1317,1965,71.0,98.8,0.264,0.344,0.511,59.7,62.2,12.7,9.0,0.485,19.8,39.8,0.178
110,Harvard,32,20,12,0.625,11.12,3.78,9.0,5.0,12,3,7,6,2288,2053,70.3,90.5,0.277,0.34,0.498,49.8,54.4,9.3,5.2,0.47,21.5,31.6,0.186
111,Hawaii,33,18,15,0.545,1.42,1.15,13.0,7.0,7,9,8,6,1989,1980,65.6,89.7,0.296,0.363,0.479,49.4,50.3,10.7,8.8,0.444,18.4,28.1,0.205
112,High Point,32,17,15,0.531,-8.99,-10.69,13.0,5.0,8,6,7,6,2068,1954,69.1,88.1,0.282,0.306,0.48,54.1,47.7,9.1,6.6,0.451,21.0,30.8,0.189
113,Hofstra,32,12,20,0.375,-14.24,-8.46,4.0,14.0,7,7,3,12,1861,2016,69.3,90.2,0.345,0.308,0.487,49.3,55.2,13.9,8.4,0.447,20.3,31.4,0.239
114,Holy Cross,33,24,9,0.727,-3.52,-9.05,13.0,5.0,11,4,13,5,2038,1845,66.0,84.0,0.229,0.293,0.448,48.0,50.4,12.2,6.6,0.42,19.0,28.6,0.154
115,Houston,31,15,16,0.484,12.36,7.07,10.0,5.0,9,5,4,8,2008,1844,73.5,78.4,0.395,0.246,0.46,52.8,54.7,10.9,8.4,0.411,27.3,36.1,0.27
116,Houston Christian,29,11,18,0.379,-15.99,-5.76,6.0,12.0,7,6,3,12,1701,1829,68.7,91.8,0.3,0.247,0.486,52.4,50.3,10.7,6.5,0.449,19.2,32.1,0.213
117,Howard,30,16,14,0.533,-11.36,-9.63,10.0,4.0,8,4,6,8,1797,1849,71.9,85.7,0.335,0.368,0.45,53.0,53.9,9.9,7.8,0.416,20.7,35.2,0.212
118,Idaho,30,13,17,0.433,-4.03,-1.66,9.0,9.0,7,3,5,11,2087,2158,72.3,98.6,0.238,0.317,0.503,55.9,49.5,8.5,7.4,0.472,14.9,28.7,0.175
119,Idaho State,30,11,19,0.367,-5.22,-0.97,6.0,12.0,5,7,5,10,1674,1749,66.7,87.1,0.301,0.393,0.477,47.1,57.9,13.5,6.6,0.437,20.2,27.4,0.216
120,Illinois,32,22,10,0.688,19.6,9.51,11.0,7.0,12,3,8,4,2410,2087,70.3,92.8,0.307,0.304,0.485,46.6,51.1,9.0,6.7,0.444,17.1,28.8,0.223
121,Illinois State,33,24,9,0.727,7.68,1.58,17.0,3.0,11,3,10,5,2269,2059,67.8,91.7,0.312,0.354,0.484,51.2,59.1,8.3,7.9,0.442,18.8,31.9,0.229
122,Illinois-Chicago,36,19,17,0.528,-2.61,-1.89,9.0,11.0,9,5,6,8,2076,2102,63.8,90.9,0.301,0.321,0.496,48.1,56.0,9.9,8.8,0.464,19.8,29.0,0.205
123,Incarnate Word,29,15,14,0.517,-12.35,-8.43,10.0,8.0,11,4,4,9,1700,1691,65.1,89.5,0.324,0.311,0.481,53.5,57.4,9.4,7.2,0.44,21.6,34.8,0.231
124,Indiana,32,28,4,0.875,33.51,14.66,16.0,2.0,17,1,8,2,2589,1986,72.1,85.7,0.276,0.31,0.467,46.9,49.7,8.5,7.4,0.435,19.1,25.9,0.187
125,Indiana State,30,11,19,0.367,-5.63,-2.66,6.0,14.0,7,10,4,8,1934,2023,71.3,94.5,0.349,0.407,0.519,49.5,60.6,10.3,9.2,0.487,20.5,28.4,0.237
126,Iona,33,26,7,0.788,-2.93,-10.45,18.0,2.0,12,2,11,5,2079,1831,68.0,81.6,0.235,0.311,0.444,51.8,57.0,14.8,6.3,0.412,22.2,33.6,0.164
127,Iowa,38,31,7,0.816,33.25,17.75,15.0,3.0,17,1,7,4,3316,2727,76.2,93.6,0.254,0.36,0.491,47.1,54.0,10.8,7.6,0.456,16.3,26.3,0.187
128,Iowa State,32,22,10,0.688,27.31,16.49,11.0,7.0,13,1,4,7,2414,2068,72.2,88.8,0.244,0.315,0.461,45.5,52.3,9.1,12.5,0.432,15.0,23.6,0.164
129,IUPUI,30,17,13,0.567,-3.04,-2.97,13.0,7.0,10,5,7,8,2149,2151,71.8,99.9,0.27,0.331,0.524,50.5,49.1,10.0,7.6,0.492,16.3,27.9,0.198
130,Jackson State,31,21,10,0.677,3.93,-5.3,17.0,1.0,10,1,9,8,2134,1848,71.9,82.9,0.293,0.33,0.427,44.8,52.1,11.2,6.0,0.388,16.6,29.5,0.196
131,Jacksonville,28,11,17,0.393,-7.13,-2.36,5.0,12.0,9,5,2,11,1751,1771,67.4,93.4,0.343,0.372,0.514,50.9,55.8,9.3,7.7,0.483,20.8,30.8,0.229
132,Jacksonville State,30,16,14,0.533,-4.38,-5.6,9.0,9.0,9,5,5,8,1876,1738,67.9,84.3,0.296,0.277,0.477,49.1,46.7,8.1,7.6,0.438,21.0,23.7,0.212
133,James Madison,34,26,8,0.765,3.48,-4.31,13.0,5.0,10,4,12,4,2365,2067,70.3,86.2,0.294,0.34,0.45,44.7,47.6,7.1,6.3,0.409,16.2,25.1,0.207
