Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Pace,ORtg,FTr,3PAr,TS_Pct,TRB_Pct,AST_Pct,STL_Pct,BLK_Pct,eFG_Pct,TOV_Pct,ORB_Pct,FTperFGA
18,Austin Peay,33,20,13,0.606,-1.8,-5.89,11,7,13,4,7,9,2182,1903.0,65.0,101.0,0.332,0.328,0.543,55.0,56.2,11.2,6.4,0.517,19.6,31.6,0.223
19,Ball State,33,20,13,0.606,4.55,1.25,11,8,10,7,10,6,2356,2247.0,72.6,97.6,0.239,0.444,0.526,48.6,60.0,10.6,8.4,0.503,15.9,23.5,0.167
20,Baylor,35,28,7,0.8,28.19,11.87,15,3,18,3,10,4,2677,2106.0,72.7,104.8,0.313,0.317,0.545,54.4,63.0,9.0,9.6,0.513,15.1,30.7,0.228
21,Bellarmine,28,4,24,0.143,-20.51,-3.78,1,15,4,9,0,15,1702,1950.0,71.6,84.8,0.234,0.357,0.468,45.3,53.8,9.5,7.3,0.436,21.4,24.9,0.168
22,Belmont,31,23,8,0.742,13.06,-0.01,16,2,12,2,11,6,2155,1750.0,67.8,101.7,0.242,0.443,0.526,50.4,60.5,13.0,10.2,0.503,15.5,30.8,0.167
23,Bethune-Cookman,27,6,21,0.222,-22.56,-9.28,4,13,3,8,3,13,1619,1808.0,73.6,81.1,0.337,0.227,0.447,47.6,45.0,11.6,6.1,0.412,22.2,29.4,0.215
24,Binghamton,29,9,20,0.31,-13.19,-10.27,5,13,7,9,2,11,1668,1581.0,66.6,86.0,0.217,0.308,0.468,49.3,56.4,10.1,7.8,0.437,20.1,25.0,0.158
25,Boise State,29,8,21,0.276,-6.02,0.5,4,13,7,8,1,13,1800,1803.0,69.0,89.6,0.29,0.255,0.459,55.5,58.3,8.1,10.1,0.429,18.7,34.0,0.186
26,Boston College,33,21,12,0.636,15.89,9.35,10,8,15,4,6,8,2378,2162.0,75.1,95.6,0.29,0.296,0.525,53.3,57.7,11.1,8.7,0.498,20.6,35.7,0.199
27,Boston University,31,17,14,0.548,-1.78,-4.62,12,6,11,4,6,10,1937,1849.0,68.6,91.1,0.222,0.321,0.498,53.9,50.6,8.7,10.6,0.477,19.6,31.2,0.147
28,Bowling Green State,33,17,16,0.515,3.55,1.14,10,10,12,7,5,9,2403,2226.0,72.8,99.6,0.283,0.364,0.544,49.8,58.2,12.7,4.7,0.516,18.1,23.3,0.202
29,Bradley,28,4,24,0.143,-8.18,3.9,1,17,4,9,0,15,1648,1808.0,66.7,88.3,0.271,0.396,0.462,47.7,56.3,7.5,10.5,0.429,17.4,26.2,0.185
30,Brigham Young,30,26,4,0.867,24.81,6.01,15,1,16,2,10,2,2314,1639.0,69.4,110.6,0.22,0.341,0.547,55.2,66.6,14.2,13.7,0.521,15.1,35.6,0.166
31,Brown,26,6,20,0.231,-18.67,-5.23,1,13,2,10,4,10,1473,1719.0,71.0,79.8,0.215,0.39,0.449,43.2,51.0,13.6,7.6,0.422,20.4,21.9,0.146
32,Bryant,32,10,22,0.313,-20.6,-11.05,6,12,6,9,4,13,1807,1986.0,68.7,82.2,0.245,0.265,0.465,52.1,62.9,9.6,7.1,0.432,23.2,31.5,0.174
33,Bucknell,34,24,10,0.706,2.52,-5.16,12,6,13,3,11,7,2129,1868.0,68.1,91.2,0.268,0.279,0.495,49.5,56.1,10.3,7.7,0.463,15.6,21.6,0.189
34,Buffalo,34,25,9,0.735,12.12,2.94,16,4,17,1,8,8,2577,2265.0,75.6,99.6,0.279,0.269,0.506,52.5,52.7,12.6,9.2,0.472,15.4,35.6,0.203
35,Butler,28,1,27,0.036,-16.65,5.68,0,18,1,16,0,11,1556,2181.0,69.8,78.2,0.217,0.398,0.467,46.8,54.3,6.9,5.0,0.441,24.1,25.4,0.148
36,Cal Poly,25,3,22,0.12,-13.83,-0.67,2,13,2,13,1,9,1431,1760.0,72.7,77.6,0.233,0.249,0.425,48.6,55.3,8.1,5.6,0.395,18.4,26.1,0.155
37,Cal State Bakersfield,25,5,20,0.2,-9.42,-1.05,3,11,4,9,1,11,1530,1620.0,66.4,91.2,0.282,0.335,0.471,49.8,50.2,10.7,7.2,0.427,17.4,30.0,0.214
38,Cal State Fullerton,29,11,18,0.379,-5.94,-1.6,5,12,9,6,2,12,1749,1875.0,69.7,86.1,0.309,0.289,0.477,48.8,55.8,10.7,7.7,0.44,19.4,27.6,0.213
39,Cal State Northridge,28,9,19,0.321,-7.94,1.44,5,12,5,8,4,11,1603,1602.0,64.4,87.3,0.283,0.297,0.463,47.9,52.0,15.8,6.8,0.428,19.6,27.0,0.193
40,California,24,11,13,0.458,9.98,9.8,1,10,8,6,3,7,1643,1481.0,69.7,97.7,0.306,0.29,0.497,53.3,55.6,12.1,11.6,0.449,17.4,34.4,0.24
41,California Baptist,32,23,9,0.719,1.61,-4.77,13,5,11,4,12,5,2419,2139.0,77.1,96.9,0.239,0.446,0.534,47.8,67.6,12.1,9.8,0.513,17.1,19.1,0.163
42,Campbell,31,23,8,0.742,-8.38,-13.27,15,3,14,4,9,4,1982,1544.0,63.6,99.6,0.269,0.413,0.514,53.6,65.7,13.1,10.2,0.488,19.5,32.6,0.182
43,Canisius,31,6,25,0.194,-18.25,-7.51,3,17,5,9,1,16,1793,2126.0,69.8,82.2,0.231,0.45,0.466,45.2,49.1,9.1,7.5,0.441,21.3,26.7,0.152
44,Central Arkansas,28,9,19,0.321,-16.85,-4.37,4,12,7,7,2,12,1509,1606.0,64.1,83.4,0.304,0.155,0.438,54.9,50.6,10.1,6.6,0.396,21.6,34.7,0.211
45,Central Connecticut State,26,6,20,0.231,-21.17,-11.79,4,12,3,8,3,12,1516,1760.0,70.7,82.5,0.211,0.37,0.448,45.7,47.4,8.8,9.2,0.422,19.0,27.7,0.143
46,Central Florida,30,26,4,0.867,21.95,9.22,14,1,17,1,9,3,1815,1433.0,66.4,91.2,0.288,0.197,0.479,54.3,60.3,16.3,11.4,0.443,18.8,37.8,0.203
47,Central Michigan,29,4,25,0.138,-10.17,2.25,2,18,2,12,2,13,1716,2076.0,71.5,82.8,0.221,0.423,0.457,47.5,52.2,8.2,5.3,0.427,19.3,26.0,0.157
48,Charleston Southern,29,2,27,0.069,-32.22,-9.65,2,15,1,14,1,13,1435,2019.0,71.3,69.4,0.22,0.355,0.421,45.5,56.1,9.3,8.5,0.398,25.7,22.8,0.134
49,Charlotte,32,22,10,0.688,6.7,2.45,15,3,13,4,9,6,2023,1887.0,69.0,89.6,0.324,0.297,0.478,49.9,51.5,9.3,11.0,0.435,17.4,28.3,0.233
50,Chattanooga,30,7,23,0.233,-14.56,-6.06,5,9,3,11,4,12,1808,2063.0,70.6,84.0,0.283,0.367,0.475,45.7,55.6,8.1,6.5,0.438,19.9,22.6,0.202
51,Chicago State,27,4,23,0.148,-16.16,-3.94,3,15,2,11,2,12,1526,1856.0,72.6,77.1,0.31,0.256,0.427,48.6,40.4,11.2,8.6,0.39,21.0,30.8,0.199
52,Cincinnati,28,11,17,0.393,-2.26,4.17,4,11,9,7,2,10,1674,1854.0,73.0,81.2,0.296,0.282,0.459,45.9,66.8,11.1,11.3,0.416,20.5,26.5,0.214
53,Clemson,31,10,21,0.323,6.53,12.82,3,15,7,11,3,10,1997,2192.0,73.0,87.5,0.282,0.278,0.466,50.1,44.2,12.2,8.9,0.429,18.6,34.0,0.2
54,Cleveland State,30,21,9,0.7,1.55,-5.49,12,6,12,4,9,5,2099,1705.0,70.5,98.9,0.381,0.342,0.502,55.3,48.0,13.4,10.7,0.457,18.1,36.1,0.272
55,Coastal Carolina,26,15,11,0.577,-6.43,-8.78,4,9,11,4,4,7,1881,1520.0,71.9,100.6,0.329,0.274,0.501,59.7,50.9,11.5,8.8,0.465,20.2,44.6,0.228
56,Colgate,30,6,24,0.2,-16.83,-7.63,4,14,3,11,3,13,1617,1893.0,67.1,80.3,0.194,0.308,0.456,46.2,51.9,8.4,6.3,0.425,20.8,25.7,0.146
57,College of Charleston,31,18,13,0.581,-2.62,-7.24,9,9,9,7,9,6,2322,1973.0,73.7,100.7,0.233,0.359,0.486,48.2,52.0,15.4,9.6,0.452,14.3,32.5,0.175
58,Colorado,31,22,9,0.71,20.5,12.57,9,7,14,4,8,5,2035,1789.0,68.5,93.9,0.303,0.33,0.495,51.5,58.9,15.3,10.5,0.463,16.9,31.0,0.208
59,Colorado State,33,21,12,0.636,4.2,-0.44,9,9,13,5,8,7,2277,1992.0,68.4,100.5,0.232,0.36,0.513,49.1,57.0,7.1,7.7,0.48,11.9,18.0,0.179
60,Columbia,32,25,7,0.781,4.7,-1.96,12,2,13,5,12,2,2196,1983.0,73.5,92.6,0.298,0.408,0.498,54.1,65.6,10.0,9.3,0.475,19.8,33.5,0.187
61,Connecticut,36,30,6,0.833,32.74,13.88,16,1,20,3,10,3,2656,1977.0,70.2,104.4,0.224,0.337,0.553,55.4,62.0,12.6,12.2,0.534,16.7,32.0,0.154
62,Coppin State,28,15,13,0.536,-11.66,-11.2,9,5,8,4,7,9,1760,1773.0,75.0,83.8,0.35,0.343,0.453,47.7,50.7,10.0,7.6,0.405,17.3,24.7,0.246
63,Cornell,25,9,16,0.36,-14.43,-4.81,4,10,5,7,4,9,1333,1482.0,67.2,78.9,0.291,0.299,0.426,51.0,65.2,10.9,11.1,0.392,21.9,35.0,0.184
64,Creighton,33,23,10,0.697,20.18,10.48,15,5,12,4,11,6,2444,2124.0,69.2,106.2,0.197,0.452,0.556,52.5,73.3,10.0,6.8,0.537,15.7,29.2,0.143
65,Dartmouth,26,3,23,0.115,-21.31,-3.27,2,12,1,10,2,13,1222,1691.0,67.8,69.0,0.183,0.376,0.392,45.8,52.2,9.4,6.1,0.368,22.5,27.7,0.116
66,Davidson,33,18,15,0.545,2.57,0.69,6,10,8,7,10,8,2097,2035.0,67.7,93.4,0.226,0.356,0.507,49.3,50.3,8.9,6.9,0.475,18.6,30.1,0.172
67,Dayton,32,26,6,0.813,14.24,3.68,14,1,15,3,11,3,2107,1769.0,69.9,93.9,0.285,0.294,0.483,54.4,54.5,8.1,10.7,0.452,15.1,30.2,0.194
68,Delaware,32,24,8,0.75,4.23,-2.86,15,3,12,2,12,6,2303,1996.0,72.9,98.3,0.287,0.241,0.466,56.1,45.3,10.5,8.4,0.427,14.6,40.6,0.206
69,Delaware State,24,0,24,0.0,-39.99,-10.7,0,14,0,10,0,14,1122,1825.0,69.7,66.7,0.308,0.258,0.409,42.7,47.4,6.2,3.1,0.371,25.7,24.1,0.196
70,Denver,30,10,20,0.333,-9.35,0.33,5,13,6,9,4,11,1935,2047.0,68.0,92.5,0.291,0.43,0.493,48.5,55.3,8.8,12.4,0.45,17.9,25.2,0.223
71,DePaul,33,22,11,0.667,15.67,6.91,14,6,13,6,9,5,2882,2593.0,81.3,106.2,0.202,0.331,0.529,50.8,54.6,11.9,7.6,0.503,14.0,34.9,0.154
72,Detroit Mercy,28,1,27,0.036,-17.89,-4.54,1,19,0,14,1,13,1560,1934.0,72.9,76.1,0.277,0.221,0.437,47.9,51.5,12.2,6.4,0.405,23.3,28.1,0.181
73,Drake,34,20,14,0.588,9.47,5.29,9,9,13,6,7,8,2497,2258.0,73.7,98.9,0.277,0.408,0.543,54.9,69.7,9.8,11.3,0.513,20.4,30.9,0.203
74,Drexel,34,28,6,0.824,4.71,-4.29,16,2,17,4,11,2,2219,1913.0,65.4,98.8,0.212,0.283,0.499,50.2,64.7,11.0,7.9,0.466,13.6,31.2,0.165
75,Duke,30,17,13,0.567,15.29,12.42,7,11,10,7,7,6,1951,1865.0,71.2,91.3,0.244,0.362,0.49,51.9,56.5,9.4,9.0,0.466,19.5,33.3,0.161
76,Duquesne,29,11,18,0.379,0.18,0.9,6,10,8,7,3,11,1851,1872.0,69.6,91.3,0.254,0.398,0.493,48.8,63.8,10.7,7.5,0.465,17.2,26.2,0.175
77,East Carolina,29,11,18,0.379,0.93,0.17,4,11,9,5,2,13,1746,1724.0,73.9,81.1,0.301,0.245,0.425,50.0,56.7,14.5,13.6,0.394,18.7,35.3,0.183
78,East Tennessee State,28,6,22,0.214,-19.22,-6.54,5,9,4,8,2,14,1550,1905.0,70.6,78.4,0.208,0.39,0.434,43.7,52.5,10.8,7.6,0.406,18.2,21.4,0.14
79,Eastern Illinois,30,16,14,0.533,-2.98,-2.91,11,7,8,7,8,7,2038,1875.0,69.2,96.5,0.271,0.296,0.502,50.6,62.5,15.6,4.7,0.464,18.3,31.0,0.205
80,Eastern Kentucky,31,15,16,0.484,-9.83,-6.38,7,9,10,5,5,11,2077,1841.0,69.0,95.2,0.341,0.277,0.475,55.0,52.3,13.2,13.8,0.426,19.8,37.6,0.252
81,Eastern Michigan,27,7,20,0.259,-7.28,1.18,4,16,5,8,2,12,1804,1891.0,73.3,91.2,0.279,0.309,0.47,49.6,39.9,11.9,8.4,0.437,16.4,27.9,0.192
82,Eastern Washington,30,9,21,0.3,-10.28,-2.81,7,13,6,10,3,11,1830,1836.0,70.6,86.4,0.242,0.369,0.444,48.3,55.3,12.5,6.3,0.41,16.6,25.6,0.17
83,Elon,29,17,12,0.586,-2.74,-2.81,9,9,10,5,7,7,1808,1806.0,69.4,89.4,0.285,0.347,0.491,48.7,56.4,10.4,8.3,0.452,19.8,31.8,0.212
84,Evansville,30,8,22,0.267,-11.3,-0.06,2,16,6,8,2,14,1982,2208.0,74.2,87.5,0.346,0.335,0.473,45.0,49.1,10.6,7.7,0.427,18.5,24.4,0.247
85,Fairfield,32,25,7,0.781,2.17,-5.52,19,1,15,1,10,6,2069,1823.0,66.8,96.1,0.241,0.299,0.507,49.4,58.7,11.9,7.4,0.474,15.0,25.7,0.182
86,Fairleigh Dickinson,31,19,12,0.613,-9.07,-13.16,14,3,12,4,7,8,1892,1765.0,67.2,89.1,0.286,0.329,0.481,52.2,58.1,8.8,6.4,0.444,18.3,28.9,0.205
87,Florida,32,21,11,0.656,15.06,11.81,10,6,14,4,7,7,2176,2072.0,75.6,89.2,0.271,0.286,0.486,50.7,49.9,11.4,7.3,0.449,18.9,29.2,0.199
88,Florida A&M,28,3,25,0.107,-29.27,-9.35,3,14,1,9,2,16,1512,1995.0,70.9,75.9,0.303,0.329,0.418,48.3,49.5,8.7,2.7,0.377,22.5,32.4,0.204
89,Florida Atlantic,30,5,25,0.167,-10.36,-0.25,1,17,4,12,1,13,1759,1883.0,65.7,88.1,0.306,0.347,0.469,49.7,55.3,8.7,5.6,0.425,19.5,28.6,0.225
90,Florida Gulf Coast,33,30,3,0.909,14.99,-0.68,15,1,18,2,12,1,2578,1824.0,69.5,111.5,0.238,0.564,0.547,51.7,62.9,14.1,7.7,0.531,12.8,25.4,0.156
91,Florida International,31,15,16,0.484,-3.3,-2.98,6,12,12,6,3,10,1988,1754.0,67.3,94.5,0.293,0.369,0.482,51.2,50.2,13.9,7.6,0.444,19.2,34.5,0.209
92,Florida State,31,17,14,0.548,15.28,11.63,10,8,11,4,6,10,2023,1910.0,70.6,91.7,0.285,0.262,0.504,52.2,57.6,8.7,11.5,0.472,19.2,30.8,0.201
93,Fordham,29,18,11,0.621,9.58,5.48,8,6,13,3,5,8,1803,1684.0,67.7,91.4,0.201,0.377,0.469,50.9,58.3,11.0,6.2,0.444,15.9,32.7,0.141
94,Fresno State,29,11,18,0.379,-1.16,1.18,7,10,7,8,4,10,2011,1837.0,66.6,103.7,0.252,0.34,0.512,51.1,51.4,9.6,6.1,0.479,14.0,26.6,0.187
95,Furman,34,20,14,0.588,-9.44,-9.19,10,4,12,4,8,10,2183,2027.0,67.7,94.1,0.283,0.336,0.47,55.8,57.0,9.7,5.6,0.429,18.3,38.2,0.21
96,Gardner-Webb,31,16,15,0.516,-10.12,-10.89,13,5,8,5,8,10,2180,2156.0,76.4,92.1,0.315,0.325,0.493,49.2,47.3,11.4,10.4,0.456,17.7,29.5,0.221
97,George Mason,29,10,19,0.345,-6.86,0.14,3,12,3,10,7,9,1701,1904.0,70.7,82.3,0.312,0.32,0.449,46.7,51.3,8.0,6.6,0.409,18.7,24.2,0.212
98,George Washington,31,13,18,0.419,-2.89,1.91,4,11,10,8,3,10,1600,1680.0,64.4,80.2,0.244,0.306,0.409,52.7,49.3,11.4,5.3,0.385,18.1,32.6,0.143
99,Georgetown,29,10,19,0.345,-4.77,4.7,4,15,5,11,5,8,1743,1922.0,68.8,85.1,0.264,0.313,0.463,50.8,57.3,11.3,11.2,0.431,21.1,31.3,0.181
100,Georgia,31,21,10,0.677,21.39,12.14,9,7,13,6,8,4,2119,1830.0,73.0,92.9,0.247,0.174,0.488,54.6,60.5,11.6,14.5,0.455,17.9,34.6,0.181
101,Georgia Southern,28,18,10,0.643,-2.65,-7.41,8,6,13,3,5,7,2220,1769.0,76.7,102.5,0.321,0.291,0.5,57.7,47.9,14.2,10.2,0.464,18.5,41.3,0.224
102,Georgia State,26,10,16,0.385,-11.73,-6.19,4,9,6,8,4,8,1682,1666.0,72.1,88.1,0.313,0.332,0.467,46.7,49.6,12.6,7.3,0.437,18.2,25.2,0.199
103,Georgia Tech,32,21,11,0.656,19.75,11.47,11,7,13,4,8,7,1950,1685.0,66.3,90.8,0.247,0.312,0.479,54.8,65.7,8.8,11.0,0.454,17.4,31.2,0.163
104,Gonzaga,34,27,7,0.794,20.97,8.09,15,2,14,3,13,4,2345,1798.0,65.4,105.4,0.29,0.326,0.529,60.1,58.8,11.8,11.5,0.489,17.8,41.8,0.225
105,Grambling,31,14,17,0.452,-14.75,-10.95,10,7,9,2,5,14,1929,2043.0,71.6,87.0,0.328,0.305,0.48,46.0,52.6,11.6,6.4,0.44,19.8,28.1,0.23
106,Grand Canyon,32,22,10,0.688,-3.54,-5.47,14,4,14,4,8,6,2107,1856.0,69.9,93.8,0.281,0.317,0.481,51.3,51.8,18.0,8.5,0.447,18.9,34.6,0.195
107,Green Bay,27,19,8,0.704,3.46,-2.65,14,4,9,4,10,4,1672,1507.0,66.4,92.4,0.22,0.392,0.487,49.2,64.0,10.4,8.1,0.452,16.9,27.8,0.173
108,Hampton,29,13,16,0.448,-15.78,-11.4,8,9,9,5,4,11,1722,1849.0,71.5,83.1,0.347,0.218,0.446,46.7,49.4,12.2,5.8,0.407,17.9,26.7,0.224
109,Hartford,30,4,26,0.133,-25.84,-8.34,4,14,1,13,3,13,1622,2147.0,72.2,74.3,0.217,0.365,0.441,45.6,54.8,9.6,6.1,0.418,24.4,26.5,0.137
110,Harvard,27,13,14,0.481,2.63,-0.93,7,7,7,4,6,10,1915,1819.0,73.7,95.3,0.186,0.405,0.478,46.8,57.1,14.5,7.2,0.458,14.0,31.1,0.124
111,Hawaii,30,20,10,0.667,0.13,0.03,13,3,14,4,6,6,1918,1829.0,68.3,93.6,0.368,0.402,0.506,50.3,55.9,10.9,8.0,0.464,18.6,27.5,0.261
112,High Point,31,17,14,0.548,-9.34,-10.3,13,5,10,6,7,8,1957,1744.0,69.2,90.8,0.259,0.428,0.482,45.9,57.0,12.5,4.9,0.455,15.3,15.7,0.174
113,Hofstra,28,8,20,0.286,-14.16,-3.05,4,14,6,7,2,13,1434,1682.0,66.9,76.2,0.258,0.256,0.423,47.2,54.5,13.1,4.2,0.394,21.7,28.3,0.161
114,Holy Cross,31,20,11,0.645,-3.5,-6.04,14,4,12,5,8,6,1872,1717.0,67.4,89.2,0.226,0.328,0.477,52.7,57.7,9.7,7.1,0.452,19.5,32.1,0.153
115,Houston,34,18,16,0.529,9.59,7.53,7,9,12,5,6,11,2149,2079.0,71.7,87.9,0.257,0.305,0.46,51.3,54.1,13.9,12.0,0.432,17.9,33.3,0.167
116,Houston Christian,27,16,11,0.593,-12.63,-11.96,12,2,10,3,6,8,1558,1236.0,63.1,91.0,0.3,0.322,0.453,52.2,58.1,13.3,11.2,0.401,19.4,29.9,0.233
117,Howard,31,21,10,0.677,-11.64,-13.01,11,3,13,2,8,8,1977,1836.0,73.4,86.5,0.354,0.295,0.444,52.2,49.6,12.1,10.7,0.404,18.7,34.9,0.231
118,Idaho,32,14,18,0.438,-3.72,-0.43,11,9,9,6,5,12,2191,2132.0,72.6,94.0,0.226,0.439,0.486,48.6,58.7,8.3,6.4,0.453,14.8,21.0,0.17
119,Idaho State,31,19,12,0.613,0.25,-0.65,15,5,12,2,7,10,2070,1866.0,67.6,97.5,0.194,0.336,0.494,52.5,61.4,13.2,8.3,0.467,17.0,32.6,0.145
120,Illinois,27,7,20,0.259,-2.52,7.55,1,13,6,10,1,10,1738,2010.0,74.3,86.7,0.283,0.307,0.476,49.3,53.0,9.0,8.6,0.447,19.6,29.6,0.187
121,Illinois State,33,19,14,0.576,2.3,2.62,12,6,9,6,10,8,2145,2064.0,66.6,97.5,0.32,0.297,0.527,51.1,46.5,8.0,9.1,0.486,17.2,26.1,0.242
122,Illinois-Chicago,27,2,25,0.074,-17.72,-3.16,1,20,1,12,1,13,1431,1824.0,70.0,75.3,0.384,0.288,0.443,42.5,53.4,12.3,7.8,0.399,21.9,22.6,0.249
123,Incarnate Word,30,13,17,0.433,-16.81,-13.28,5,9,8,6,4,11,1732,1490.0,62.4,91.4,0.305,0.286,0.453,53.9,49.9,13.0,8.8,0.413,19.9,35.2,0.211
124,Indiana,33,24,9,0.727,24.22,14.68,11,5,15,3,9,6,2353,2038.0,71.7,98.8,0.306,0.252,0.533,50.8,52.9,9.1,7.7,0.496,16.0,23.5,0.229
125,Indiana State,31,11,20,0.355,-3.08,0.42,5,13,5,10,6,10,1984,2001.0,69.0,92.7,0.247,0.239,0.49,51.8,50.7,14.6,5.9,0.462,19.5,35.3,0.172
126,Iona,27,11,16,0.407,-10.72,-8.2,8,12,7,7,4,9,1521,1589.0,68.4,82.0,0.197,0.349,0.478,46.9,61.1,10.9,7.0,0.461,22.3,23.8,0.123
127,Iowa,32,24,8,0.75,26.07,12.07,14,4,15,5,9,3,2695,2247.0,76.9,109.1,0.29,0.343,0.602,52.1,63.5,9.3,7.7,0.562,16.8,24.3,0.245
128,Iowa State,35,28,7,0.8,26.26,13.63,14,4,19,4,9,3,2673,2231.0,71.9,105.8,0.271,0.433,0.555,53.6,52.4,7.3,8.8,0.517,14.9,26.8,0.22
129,IUPUI,29,24,5,0.828,10.96,-3.08,18,2,14,2,10,3,2044,1637.0,68.5,101.9,0.252,0.388,0.552,56.6,57.4,8.1,7.7,0.525,18.5,31.8,0.188
130,Jackson State,30,23,7,0.767,5.91,-11.03,18,0,14,0,9,7,2386,1878.0,77.6,102.4,0.385,0.216,0.515,58.4,49.1,11.2,11.3,0.477,16.5,41.4,0.265
131,Jacksonville,29,16,13,0.552,-7.45,-4.05,8,8,11,4,5,9,1737,1505.0,65.7,91.1,0.301,0.273,0.462,52.9,47.8,15.3,13.4,0.425,19.5,31.6,0.205
132,Jacksonville State,32,24,8,0.75,-1.79,-6.89,13,3,16,1,8,7,2119,1786.0,68.4,96.8,0.266,0.34,0.476,53.2,43.2,9.9,2.6,0.444,14.3,30.8,0.185
133,James Madison,29,14,15,0.483,-2.0,-0.97,10,8,8,7,6,8,1843,1873.0,70.7,89.1,0.326,0.318,0.472,52.5,41.3,8.3,6.0,0.426,18.5,32.5,0.239
134,Kansas,31,21,10,0.677,19.9,13.32,11,7,13,5,8,5,2226,2022.0,76.8,93.1,0.351,0.28,0.528,50.8,50.6,10.3,13.8,0.483,19.9,25.1,0.264
135,Kansas City,32,23,9,0.719,2.45,-0.36,12,6,16,2,7,7,2291,2019.0,68.0,104.5,0.272,0.336,0.526,56.0,56.0,9.7,7.1,0.489,16.6,34.2,0.209
136,Kansas State,33,20,13,0.606,19.55,14.1,9,9,14,3,6,10,2181,2001.0,71.8,91.4,0.284,0.328,0.495,50.0,69.0,10.3,12.6,0.454,16.6,24.6,0.216
137,Kennesaw State,28,9,19,0.321,-10.41,-2.89,5,11,7,8,2,11,1688,1791.0,69.1,86.8,0.293,0.274,0.466,48.7,48.6,10.9,6.6,0.433,19.2,29.3,0.196
