Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Opp_MP,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_3P,Opp_3PA,Opp_3P_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
25,Boise State,29,8,21,0.276,-6.02,0.5,4,13,7,8,1,13,1800,1803.0,1164,641.0,1609.0,0.398,159.0,503.0,0.316,362.0,482.0,0.751,229.0,839.0,310.0,221.0,81.0,310.0,432.0
26,Boston College,33,21,12,0.636,15.89,9.35,10,8,15,4,6,8,2378,2162.0,1324,807.0,1972.0,0.409,169.0,575.0,0.294,379.0,531.0,0.714,312.0,966.0,400.0,299.0,105.0,572.0,590.0
27,Boston University,31,17,14,0.548,-1.78,-4.62,12,6,11,4,6,10,1937,1849.0,1240,718.0,1847.0,0.389,166.0,555.0,0.299,247.0,360.0,0.686,266.0,922.0,345.0,215.0,72.0,380.0,479.0
28,Bowling Green State,33,17,16,0.515,3.55,1.14,10,10,12,7,5,9,2403,2226.0,1326,821.0,1868.0,0.44,209.0,627.0,0.333,375.0,519.0,0.723,252.0,1019.0,439.0,248.0,120.0,499.0,531.0
29,Bradley,28,4,24,0.143,-8.18,3.9,1,17,4,9,0,15,1648,1808.0,1126,651.0,1600.0,0.407,183.0,577.0,0.317,323.0,448.0,0.721,297.0,952.0,375.0,189.0,77.0,289.0,391.0
30,Brigham Young,30,26,4,0.867,24.81,6.01,15,1,16,2,10,2,2314,1639.0,1203,574.0,1596.0,0.36,182.0,592.0,0.307,309.0,440.0,0.702,268.0,854.0,345.0,168.0,67.0,481.0,427.0
31,Brown,26,6,20,0.231,-18.67,-5.23,1,13,2,10,4,10,1473,1719.0,1041,653.0,1616.0,0.404,161.0,485.0,0.332,252.0,364.0,0.692,344.0,1000.0,425.0,219.0,78.0,372.0,338.0
32,Bryant,32,10,22,0.313,-20.6,-11.05,6,12,6,9,4,13,1807,1986.0,1280,757.0,1791.0,0.423,194.0,574.0,0.338,278.0,419.0,0.663,276.0,938.0,419.0,317.0,102.0,451.0,504.0
33,Bucknell,34,24,10,0.706,2.52,-5.16,12,6,13,3,11,7,2129,1868.0,1371,710.0,1924.0,0.369,163.0,529.0,0.308,285.0,404.0,0.705,269.0,1106.0,341.0,184.0,123.0,500.0,565.0
34,Buffalo,34,25,9,0.735,12.12,2.94,16,4,17,1,8,8,2577,2265.0,1370,845.0,2194.0,0.385,218.0,759.0,0.287,357.0,514.0,0.695,397.0,1183.0,490.0,246.0,64.0,562.0,592.0
35,Butler,28,1,27,0.036,-16.65,5.68,0,18,1,16,0,11,1556,2181.0,1139,837.0,1836.0,0.456,257.0,727.0,0.354,250.0,351.0,0.712,313.0,951.0,552.0,260.0,100.0,314.0,384.0
36,Cal Poly,25,3,22,0.12,-13.83,-0.67,2,13,2,13,1,9,1431,1760.0,1015,615.0,1498.0,0.411,188.0,601.0,0.313,342.0,471.0,0.726,219.0,858.0,365.0,191.0,105.0,352.0,389.0
37,Cal State Bakersfield,25,5,20,0.2,-9.42,-1.05,3,11,4,9,1,11,1530,1620.0,1008,572.0,1333.0,0.429,163.0,471.0,0.346,313.0,433.0,0.723,220.0,788.0,329.0,158.0,47.0,312.0,400.0
38,Cal State Fullerton,29,11,18,0.379,-5.94,-1.6,5,12,9,6,2,12,1749,1875.0,1164,658.0,1656.0,0.397,177.0,584.0,0.303,382.0,533.0,0.717,291.0,927.0,381.0,248.0,72.0,411.0,504.0
39,Cal State Northridge,28,9,19,0.321,-7.94,1.44,5,12,5,8,4,11,1603,1602.0,1140,546.0,1348.0,0.405,153.0,510.0,0.3,357.0,480.0,0.744,242.0,851.0,335.0,196.0,77.0,408.0,385.0
40,California,24,11,13,0.458,9.98,9.8,1,10,8,6,3,7,1643,1481.0,971,526.0,1298.0,0.405,138.0,389.0,0.355,291.0,387.0,0.752,212.0,681.0,303.0,149.0,74.0,335.0,418.0
41,California Baptist,32,23,9,0.719,1.61,-4.77,13,5,11,4,12,5,2419,2139.0,1295,773.0,2053.0,0.377,200.0,627.0,0.319,393.0,552.0,0.712,341.0,1207.0,434.0,245.0,82.0,490.0,488.0
42,Campbell,31,23,8,0.742,-8.38,-13.27,15,3,14,4,9,4,1982,1544.0,1250,574.0,1438.0,0.399,114.0,410.0,0.278,282.0,430.0,0.656,231.0,829.0,305.0,223.0,75.0,461.0,452.0
43,Canisius,31,6,25,0.194,-18.25,-7.51,3,17,5,9,1,16,1793,2126.0,1250,821.0,1890.0,0.434,150.0,526.0,0.285,334.0,490.0,0.682,363.0,1093.0,425.0,239.0,105.0,425.0,462.0
44,Central Arkansas,28,9,19,0.321,-16.85,-4.37,4,12,7,7,2,12,1509,1606.0,1129,574.0,1399.0,0.41,164.0,473.0,0.347,294.0,424.0,0.693,220.0,747.0,326.0,219.0,110.0,322.0,384.0
45,Central Connecticut State,26,6,20,0.231,-21.17,-11.79,4,12,3,8,3,12,1516,1760.0,1040,656.0,1554.0,0.422,144.0,443.0,0.325,304.0,457.0,0.665,299.0,935.0,370.0,206.0,70.0,362.0,420.0
46,Central Florida,30,26,4,0.867,21.95,9.22,14,1,17,1,9,3,1815,1433.0,1201,509.0,1539.0,0.331,173.0,581.0,0.298,242.0,365.0,0.663,273.0,834.0,346.0,220.0,93.0,548.0,499.0
47,Central Michigan,29,4,25,0.138,-10.17,2.25,2,18,2,12,2,13,1716,2076.0,1160,763.0,1772.0,0.431,192.0,560.0,0.343,358.0,504.0,0.71,274.0,1007.0,399.0,231.0,81.0,341.0,392.0
48,Charleston Southern,29,2,27,0.069,-32.22,-9.65,2,15,1,14,1,13,1435,2019.0,1160,735.0,1756.0,0.419,176.0,604.0,0.291,373.0,511.0,0.73,315.0,1022.0,468.0,309.0,70.0,369.0,374.0
49,Charlotte,32,22,10,0.688,6.7,2.45,15,3,13,4,9,6,2023,1887.0,1309,686.0,1906.0,0.36,140.0,572.0,0.245,375.0,519.0,0.723,341.0,1088.0,340.0,242.0,85.0,440.0,549.0
50,Chattanooga,30,7,23,0.233,-14.56,-6.06,5,9,3,11,4,12,1808,2063.0,1221,756.0,1833.0,0.412,213.0,644.0,0.331,338.0,483.0,0.7,319.0,1064.0,392.0,245.0,124.0,403.0,509.0
51,Chicago State,27,4,23,0.148,-16.16,-3.94,3,15,2,11,2,12,1526,1856.0,1090,638.0,1489.0,0.428,140.0,453.0,0.309,440.0,641.0,0.686,249.0,895.0,343.0,247.0,81.0,438.0,478.0
52,Cincinnati,28,11,17,0.393,-2.26,4.17,4,11,9,7,2,10,1674,1854.0,1130,652.0,1695.0,0.385,151.0,495.0,0.305,399.0,574.0,0.695,338.0,991.0,404.0,257.0,132.0,433.0,446.0
53,Clemson,31,10,21,0.323,6.53,12.82,3,15,7,11,3,10,1997,2192.0,1250,812.0,1843.0,0.441,217.0,647.0,0.335,351.0,514.0,0.683,309.0,1000.0,463.0,244.0,96.0,511.0,553.0
54,Cleveland State,30,21,9,0.7,1.55,-5.49,12,6,12,4,9,5,2099,1705.0,1204,640.0,1696.0,0.377,183.0,595.0,0.308,242.0,344.0,0.703,266.0,884.0,394.0,211.0,106.0,450.0,552.0
55,Coastal Carolina,26,15,11,0.577,-6.43,-8.78,4,9,11,4,4,7,1881,1520.0,1040,536.0,1426.0,0.376,146.0,518.0,0.282,302.0,467.0,0.647,254.0,718.0,311.0,222.0,67.0,365.0,475.0
56,Colgate,30,6,24,0.2,-16.83,-7.63,4,14,3,11,3,13,1617,1893.0,1200,726.0,1715.0,0.423,162.0,488.0,0.332,279.0,417.0,0.669,303.0,981.0,414.0,251.0,86.0,413.0,449.0
57,College of Charleston,31,18,13,0.581,-2.62,-7.24,9,9,9,7,9,6,2322,1973.0,1250,741.0,1824.0,0.406,147.0,535.0,0.275,344.0,445.0,0.773,360.0,1155.0,420.0,204.0,95.0,528.0,468.0
58,Colorado,31,22,9,0.71,20.5,12.57,9,7,14,4,8,5,2035,1789.0,1263,645.0,1675.0,0.385,182.0,604.0,0.301,317.0,438.0,0.724,249.0,931.0,332.0,219.0,145.0,532.0,490.0
59,Colorado State,33,21,12,0.636,4.2,-0.44,9,9,13,5,8,7,2277,1992.0,1323,755.0,1986.0,0.38,216.0,685.0,0.315,266.0,365.0,0.729,274.0,1138.0,405.0,157.0,90.0,315.0,448.0
60,Columbia,32,25,7,0.781,4.7,-1.96,12,2,13,5,12,2,2196,1983.0,1289,731.0,1995.0,0.366,176.0,615.0,0.286,345.0,501.0,0.689,305.0,1039.0,368.0,254.0,101.0,436.0,534.0
61,Connecticut,36,30,6,0.833,32.74,13.88,16,1,20,3,10,3,2656,1977.0,1449,739.0,2074.0,0.356,199.0,706.0,0.282,300.0,419.0,0.716,281.0,989.0,380.0,212.0,89.0,544.0,532.0
62,Coppin State,28,15,13,0.536,-11.66,-11.2,9,5,8,4,7,9,1760,1773.0,1120,660.0,1766.0,0.374,147.0,510.0,0.288,306.0,468.0,0.654,305.0,1092.0,335.0,182.0,102.0,424.0,505.0
63,Cornell,25,9,16,0.36,-14.43,-4.81,4,10,5,7,4,9,1333,1482.0,1005,520.0,1343.0,0.387,192.0,569.0,0.337,250.0,351.0,0.712,243.0,767.0,338.0,230.0,80.0,390.0,467.0
64,Creighton,33,23,10,0.697,20.18,10.48,15,5,12,4,11,6,2444,2124.0,1329,800.0,1912.0,0.418,184.0,554.0,0.332,340.0,454.0,0.749,260.0,986.0,438.0,197.0,110.0,428.0,479.0
65,Dartmouth,26,3,23,0.115,-21.31,-3.27,2,12,1,10,2,13,1222,1691.0,1045,632.0,1568.0,0.403,200.0,631.0,0.317,227.0,356.0,0.638,314.0,945.0,394.0,221.0,74.0,349.0,342.0
66,Davidson,33,18,15,0.545,2.57,0.69,6,10,8,7,10,8,2097,2035.0,1323,728.0,1795.0,0.406,189.0,601.0,0.314,390.0,566.0,0.689,298.0,1001.0,343.0,228.0,80.0,481.0,524.0
67,Dayton,32,26,6,0.813,14.24,3.68,14,1,15,3,11,3,2107,1769.0,1285,650.0,1860.0,0.349,159.0,568.0,0.28,310.0,470.0,0.66,255.0,998.0,340.0,168.0,132.0,414.0,528.0
68,Delaware,32,24,8,0.75,4.23,-2.86,15,3,12,2,12,6,2303,1996.0,1287,747.0,1888.0,0.396,154.0,515.0,0.299,348.0,483.0,0.72,288.0,1017.0,359.0,201.0,81.0,460.0,559.0
69,Delaware State,24,0,24,0.0,-39.99,-10.7,0,14,0,10,0,14,1122,1825.0,966,715.0,1691.0,0.423,180.0,576.0,0.313,215.0,329.0,0.653,396.0,965.0,446.0,270.0,95.0,247.0,379.0
70,Denver,30,10,20,0.333,-9.35,0.33,5,13,6,9,4,11,1935,2047.0,1231,760.0,1748.0,0.435,153.0,500.0,0.306,374.0,489.0,0.765,286.0,988.0,382.0,219.0,81.0,338.0,462.0
71,DePaul,33,22,11,0.667,15.67,6.91,14,6,13,6,9,5,2882,2593.0,1335,1037.0,2233.0,0.464,179.0,607.0,0.295,340.0,480.0,0.708,344.0,1168.0,565.0,242.0,136.0,584.0,521.0
72,Detroit Mercy,28,1,27,0.036,-17.89,-4.54,1,19,0,14,1,13,1560,1934.0,1123,685.0,1633.0,0.419,209.0,624.0,0.335,355.0,492.0,0.722,284.0,937.0,400.0,275.0,98.0,446.0,431.0
73,Drake,34,20,14,0.588,9.47,5.29,9,9,13,6,7,8,2497,2258.0,1369,829.0,2119.0,0.391,271.0,779.0,0.348,329.0,464.0,0.709,319.0,1022.0,444.0,316.0,151.0,456.0,547.0
74,Drexel,34,28,6,0.824,4.71,-4.29,16,2,17,4,11,2,2219,1913.0,1374,706.0,1893.0,0.373,177.0,642.0,0.276,324.0,439.0,0.738,336.0,1068.0,393.0,201.0,76.0,484.0,516.0
75,Duke,30,17,13,0.567,15.29,12.42,7,11,10,7,7,6,1951,1865.0,1199,722.0,1828.0,0.395,151.0,458.0,0.33,270.0,391.0,0.691,288.0,974.0,333.0,224.0,96.0,414.0,459.0
76,Duquesne,29,11,18,0.379,0.18,0.9,6,10,8,7,3,11,1851,1872.0,1165,684.0,1673.0,0.409,181.0,575.0,0.315,323.0,449.0,0.719,270.0,961.0,373.0,184.0,92.0,419.0,459.0
77,East Carolina,29,11,18,0.379,0.93,0.17,4,11,9,5,2,13,1746,1724.0,1166,601.0,1578.0,0.381,165.0,543.0,0.304,357.0,509.0,0.701,284.0,962.0,424.0,233.0,111.0,611.0,477.0
78,East Tennessee State,28,6,22,0.214,-19.22,-6.54,5,9,4,8,2,14,1550,1905.0,1120,677.0,1633.0,0.415,178.0,555.0,0.321,373.0,531.0,0.702,291.0,1059.0,369.0,201.0,97.0,384.0,367.0
79,Eastern Illinois,30,16,14,0.533,-2.98,-2.91,11,7,8,7,8,7,2038,1875.0,1219,664.0,1568.0,0.423,193.0,648.0,0.298,354.0,499.0,0.709,263.0,899.0,400.0,244.0,85.0,479.0,433.0
80,Eastern Kentucky,31,15,16,0.484,-9.83,-6.38,7,9,10,5,5,11,2077,1841.0,1263,661.0,1601.0,0.413,208.0,667.0,0.312,311.0,440.0,0.707,271.0,889.0,404.0,258.0,78.0,471.0,546.0
81,Eastern Michigan,27,7,20,0.259,-7.28,1.18,4,16,5,8,2,12,1804,1891.0,1080,682.0,1559.0,0.437,200.0,513.0,0.39,327.0,429.0,0.762,214.0,908.0,325.0,186.0,71.0,381.0,398.0
82,Eastern Washington,30,9,21,0.3,-10.28,-2.81,7,13,6,10,3,11,1830,1836.0,1200,637.0,1631.0,0.391,184.0,560.0,0.329,378.0,498.0,0.759,265.0,1068.0,360.0,230.0,84.0,435.0,413.0
83,Elon,29,17,12,0.586,-2.74,-2.81,9,9,10,5,7,7,1808,1806.0,1166,665.0,1676.0,0.397,148.0,472.0,0.314,328.0,467.0,0.702,337.0,947.0,335.0,237.0,114.0,473.0,498.0
84,Evansville,30,8,22,0.267,-11.3,-0.06,2,16,6,8,2,14,1982,2208.0,1220,800.0,1821.0,0.439,178.0,567.0,0.314,430.0,577.0,0.745,329.0,1127.0,453.0,242.0,99.0,449.0,528.0
85,Fairfield,32,25,7,0.781,2.17,-5.52,19,1,15,1,10,6,2069,1823.0,1289,681.0,1781.0,0.382,215.0,719.0,0.299,246.0,358.0,0.687,277.0,1002.0,390.0,179.0,62.0,484.0,496.0
86,Fairleigh Dickinson,31,19,12,0.613,-9.07,-13.16,14,3,12,4,7,8,1892,1765.0,1267,671.0,1780.0,0.377,131.0,481.0,0.272,292.0,413.0,0.707,264.0,969.0,348.0,209.0,82.0,416.0,530.0
87,Florida,32,21,11,0.656,15.06,11.81,10,6,14,4,7,7,2176,2072.0,1287,758.0,1908.0,0.397,123.0,425.0,0.289,433.0,637.0,0.68,297.0,1062.0,347.0,265.0,116.0,519.0,524.0
88,Florida A&M,28,3,25,0.107,-29.27,-9.35,3,14,1,9,2,16,1512,1995.0,1125,728.0,1651.0,0.441,162.0,511.0,0.317,377.0,574.0,0.657,326.0,953.0,414.0,272.0,92.0,359.0,478.0
89,Florida Atlantic,30,5,25,0.167,-10.36,-0.25,1,17,4,12,1,13,1759,1883.0,1215,713.0,1704.0,0.418,166.0,535.0,0.31,291.0,410.0,0.71,297.0,928.0,372.0,215.0,89.0,319.0,451.0
90,Florida Gulf Coast,33,30,3,0.909,14.99,-0.68,15,1,18,2,12,1,2578,1824.0,1329,699.0,1672.0,0.418,109.0,373.0,0.292,317.0,446.0,0.711,214.0,991.0,310.0,143.0,60.0,515.0,503.0
91,Florida International,31,15,16,0.484,-3.3,-2.98,6,12,12,6,3,10,1988,1754.0,1249,621.0,1520.0,0.409,133.0,445.0,0.299,379.0,514.0,0.737,275.0,892.0,325.0,210.0,121.0,486.0,503.0
92,Florida State,31,17,14,0.548,15.28,11.63,10,8,11,4,6,10,2023,1910.0,1252,697.0,1832.0,0.38,193.0,601.0,0.321,323.0,437.0,0.739,294.0,931.0,385.0,233.0,90.0,465.0,546.0
93,Fordham,29,18,11,0.621,9.58,5.48,8,6,13,3,5,8,1803,1684.0,1165,636.0,1610.0,0.395,124.0,415.0,0.299,288.0,400.0,0.72,254.0,930.0,271.0,181.0,66.0,445.0,464.0
94,Fresno State,29,11,18,0.379,-1.16,1.18,7,10,7,8,4,10,2011,1837.0,1166,674.0,1599.0,0.422,169.0,525.0,0.322,320.0,430.0,0.744,245.0,894.0,388.0,168.0,65.0,272.0,404.0
95,Furman,34,20,14,0.588,-9.44,-9.19,10,4,12,4,8,10,2183,2027.0,1370,765.0,1860.0,0.411,220.0,677.0,0.325,277.0,402.0,0.689,284.0,978.0,429.0,220.0,117.0,459.0,576.0
96,Gardner-Webb,31,16,15,0.516,-10.12,-10.89,13,5,8,5,8,10,2180,2156.0,1238,789.0,1795.0,0.44,155.0,482.0,0.322,423.0,617.0,0.686,286.0,1047.0,424.0,220.0,90.0,566.0,602.0
97,George Mason,29,10,19,0.345,-6.86,0.14,3,12,3,10,7,9,1701,1904.0,1170,705.0,1721.0,0.41,185.0,592.0,0.313,309.0,443.0,0.698,275.0,1041.0,400.0,226.0,99.0,392.0,497.0
98,George Washington,31,13,18,0.419,-2.89,1.91,4,11,10,8,3,10,1600,1680.0,1242,619.0,1562.0,0.396,164.0,521.0,0.315,278.0,437.0,0.636,241.0,935.0,321.0,235.0,98.0,411.0,443.0
99,Georgetown,29,10,19,0.345,-4.77,4.7,4,15,5,11,5,8,1743,1922.0,1189,688.0,1661.0,0.414,241.0,691.0,0.349,305.0,429.0,0.711,291.0,954.0,475.0,268.0,74.0,436.0,449.0
100,Georgia,31,21,10,0.677,21.39,12.14,9,7,13,6,8,4,2119,1830.0,1249,685.0,1812.0,0.378,138.0,452.0,0.305,322.0,478.0,0.674,271.0,952.0,326.0,258.0,103.0,512.0,483.0
101,Georgia Southern,28,18,10,0.643,-2.65,-7.41,8,6,13,3,5,7,2220,1769.0,1131,627.0,1597.0,0.393,154.0,518.0,0.297,361.0,529.0,0.682,267.0,862.0,282.0,235.0,94.0,446.0,516.0
102,Georgia State,26,10,16,0.385,-11.73,-6.19,4,9,6,8,4,8,1682,1666.0,1059,589.0,1434.0,0.411,122.0,426.0,0.286,366.0,511.0,0.716,261.0,912.0,326.0,198.0,73.0,420.0,435.0
103,Georgia Tech,32,21,11,0.656,19.75,11.47,11,7,13,4,8,7,1950,1685.0,1295,642.0,1787.0,0.359,148.0,504.0,0.294,253.0,384.0,0.659,234.0,921.0,323.0,210.0,82.0,408.0,496.0
104,Gonzaga,34,27,7,0.794,20.97,8.09,15,2,14,3,13,4,2345,1798.0,1360,670.0,1802.0,0.372,172.0,630.0,0.273,286.0,418.0,0.684,250.0,824.0,363.0,212.0,92.0,414.0,521.0
105,Grambling,31,14,17,0.452,-14.75,-10.95,10,7,9,2,5,14,1929,2043.0,1200,737.0,1713.0,0.43,138.0,461.0,0.299,431.0,638.0,0.676,339.0,1050.0,403.0,252.0,105.0,532.0,517.0
106,Grand Canyon,32,22,10,0.688,-3.54,-5.47,14,4,14,4,8,6,2107,1856.0,1284,626.0,1532.0,0.409,181.0,582.0,0.311,423.0,607.0,0.697,265.0,947.0,365.0,248.0,62.0,594.0,539.0
107,Green Bay,27,19,8,0.704,3.46,-2.65,14,4,9,4,10,4,1672,1507.0,1088,524.0,1475.0,0.355,202.0,658.0,0.307,257.0,355.0,0.724,256.0,870.0,316.0,174.0,81.0,404.0,412.0
108,Hampton,29,13,16,0.448,-15.78,-11.4,8,9,9,5,4,11,1722,1849.0,1165,654.0,1562.0,0.419,186.0,603.0,0.308,355.0,504.0,0.704,252.0,995.0,384.0,204.0,120.0,513.0,547.0
109,Hartford,30,4,26,0.133,-25.84,-8.34,4,14,1,13,3,13,1622,2147.0,1210,800.0,1869.0,0.428,202.0,630.0,0.321,345.0,482.0,0.716,343.0,1046.0,463.0,310.0,90.0,435.0,426.0
110,Harvard,27,13,14,0.481,2.63,-0.93,7,7,7,4,6,10,1915,1819.0,1090,661.0,1593.0,0.415,197.0,601.0,0.328,300.0,438.0,0.685,292.0,984.0,396.0,175.0,80.0,492.0,408.0
111,Hawaii,30,20,10,0.667,0.13,0.03,13,3,14,4,6,6,1918,1829.0,1200,649.0,1671.0,0.388,183.0,602.0,0.304,348.0,477.0,0.73,274.0,933.0,332.0,206.0,69.0,398.0,503.0
112,High Point,31,17,14,0.548,-9.34,-10.3,13,5,10,6,7,8,1957,1744.0,1245,631.0,1602.0,0.394,146.0,485.0,0.301,336.0,504.0,0.667,240.0,1081.0,334.0,146.0,101.0,472.0,449.0
113,Hofstra,28,8,20,0.286,-14.16,-3.05,4,14,6,7,2,13,1434,1682.0,1126,609.0,1529.0,0.398,162.0,520.0,0.312,302.0,420.0,0.719,296.0,911.0,368.0,233.0,98.0,408.0,396.0
114,Holy Cross,31,20,11,0.645,-3.5,-6.04,14,4,12,5,8,6,1872,1717.0,1246,655.0,1742.0,0.376,166.0,592.0,0.28,241.0,373.0,0.646,292.0,946.0,333.0,233.0,88.0,442.0,440.0
115,Houston,34,18,16,0.529,9.59,7.53,7,9,12,5,6,11,2149,2079.0,1365,723.0,1824.0,0.396,155.0,507.0,0.306,478.0,641.0,0.746,267.0,1069.0,436.0,286.0,103.0,586.0,521.0
116,Houston Christian,27,16,11,0.593,-12.63,-11.96,12,2,10,3,6,8,1558,1236.0,1083,472.0,1247.0,0.379,67.0,294.0,0.228,225.0,343.0,0.656,237.0,785.0,231.0,172.0,72.0,355.0,334.0
117,Howard,31,21,10,0.677,-11.64,-13.01,11,3,13,2,8,8,1977,1836.0,1249,626.0,1776.0,0.352,160.0,604.0,0.265,424.0,594.0,0.714,335.0,1069.0,339.0,240.0,89.0,504.0,546.0
