Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Opp_Pace,Opp_ORtg,Opp_FTr,Opp_3PAr,Opp_TS_Pct,Opp_TRB_Pct,Opp_AST_Pct,Opp_STL_Pct,Opp_BLK_Pct,Opp_eFG_Pct,Opp_TOV_Pct,Opp_ORB_Pct,Opp_FTperFGA
19,Ball State,23,10,13,0.435,-1.96,-1.22,8.0,9.0,7.0,4.0,3.0,8.0,1719.0,1736.0,72.0,103.7,0.357,0.379,0.523,50.6,47.1,10.0,7.4,0.489,14.8,30.5,0.245
20,Baylor,30,28,2,0.933,24.83,7.4,13.0,1.0,11.0,0.0,7.0,1.0,2487.0,1964.0,69.6,93.7,0.313,0.343,0.521,46.8,51.8,8.0,10.6,0.489,21.3,29.7,0.217
21,Bellarmine,22,14,8,0.636,-1.76,-5.56,10.0,3.0,6.0,4.0,7.0,2.0,1634.0,1456.0,65.8,100.6,0.278,0.474,0.563,49.2,56.8,8.1,7.5,0.539,20.4,26.5,0.196
22,Belmont,30,26,4,0.867,3.46,-8.71,18.0,2.0,11.0,1.0,10.0,2.0,2439.0,2074.0,71.9,95.8,0.247,0.364,0.512,49.6,49.9,8.7,10.6,0.488,17.9,27.5,0.168
23,Binghamton,18,4,14,0.222,-12.24,-5.35,4.0,10.0,1.0,9.0,3.0,5.0,1178.0,1302.0,66.2,107.1,0.313,0.36,0.546,49.8,46.6,10.0,7.9,0.515,14.3,27.5,0.225
24,Boise State,28,19,9,0.679,9.75,1.71,14.0,6.0,11.0,1.0,6.0,6.0,2122.0,1868.0,70.2,94.5,0.275,0.347,0.52,47.9,45.8,7.5,6.8,0.488,18.3,23.1,0.2
25,Boston College,20,4,16,0.2,0.82,8.97,2.0,11.0,3.0,5.0,0.0,7.0,1427.0,1590.0,71.8,110.0,0.291,0.36,0.578,52.8,50.1,9.4,10.6,0.555,16.3,28.6,0.207
26,Boston University,18,7,11,0.389,-3.71,0.84,6.0,10.0,2.0,6.0,5.0,5.0,1249.0,1331.0,67.9,108.9,0.297,0.351,0.555,48.8,48.1,9.5,7.5,0.534,13.4,25.9,0.199
27,Bowling Green State,26,14,12,0.538,-0.17,-2.37,10.0,8.0,4.0,7.0,10.0,3.0,2015.0,1939.0,71.9,102.8,0.294,0.388,0.537,50.6,49.4,7.3,9.3,0.509,16.5,29.6,0.207
28,Bradley,28,12,16,0.429,0.32,1.17,6.0,12.0,8.0,6.0,2.0,9.0,1948.0,1864.0,66.4,99.4,0.291,0.435,0.522,47.7,55.2,9.7,5.7,0.497,15.8,25.6,0.193
29,Brigham Young,27,20,7,0.741,15.19,7.23,10.0,3.0,11.0,2.0,7.0,2.0,2109.0,1853.0,70.2,96.5,0.295,0.35,0.499,45.3,46.6,8.8,5.5,0.469,14.2,22.9,0.201
31,Bryant,22,15,7,0.682,-1.37,-7.27,10.0,4.0,10.0,1.0,5.0,5.0,1843.0,1664.0,77.2,97.9,0.27,0.385,0.498,49.2,53.4,9.4,9.8,0.467,15.3,30.0,0.191
32,Bucknell,12,5,7,0.417,-7.78,-5.36,4.0,6.0,2.0,3.0,3.0,4.0,899.0,928.0,73.1,105.8,0.292,0.324,0.534,52.4,55.1,9.6,9.1,0.496,13.7,28.3,0.224
33,Buffalo,25,16,9,0.64,6.5,-1.58,12.0,5.0,8.0,3.0,5.0,3.0,2034.0,1823.0,74.2,97.3,0.283,0.329,0.503,44.9,49.2,8.6,6.6,0.462,15.3,26.8,0.216
34,Butler,25,10,15,0.4,4.76,9.92,8.0,12.0,8.0,4.0,1.0,9.0,1588.0,1717.0,65.1,103.9,0.285,0.376,0.555,51.2,54.5,7.7,11.0,0.53,16.6,25.2,0.2
35,Cal Poly,24,4,20,0.167,-13.69,-1.56,1.0,15.0,3.0,8.0,0.0,11.0,1475.0,1700.0,68.5,102.9,0.359,0.336,0.535,53.6,51.8,10.5,9.2,0.499,16.2,28.8,0.254
36,Cal State Bakersfield,26,15,11,0.577,-0.13,-2.38,11.0,7.0,9.0,2.0,6.0,8.0,1811.0,1665.0,65.7,97.1,0.402,0.41,0.536,43.8,56.3,8.8,6.7,0.497,19.2,25.5,0.284
37,Cal State Fullerton,16,6,10,0.375,-6.32,-3.05,5.0,9.0,5.0,4.0,1.0,5.0,1232.0,1257.0,72.7,107.3,0.273,0.345,0.567,52.4,57.6,9.3,8.7,0.543,16.7,29.0,0.193
38,Cal State Northridge,22,9,13,0.409,-8.69,-1.97,5.0,9.0,4.0,7.0,4.0,4.0,1586.0,1709.0,70.9,109.0,0.331,0.4,0.575,53.0,54.7,8.4,6.3,0.54,16.4,28.8,0.252
39,California,29,9,20,0.31,4.89,9.75,3.0,17.0,6.0,8.0,1.0,11.0,1897.0,2008.0,66.3,104.5,0.335,0.326,0.556,50.6,51.5,9.3,9.0,0.525,15.7,24.4,0.239
40,California Baptist,23,13,10,0.565,-5.25,-5.04,6.0,6.0,11.0,4.0,2.0,5.0,1820.0,1674.0,71.1,101.8,0.355,0.332,0.527,46.9,52.7,8.9,6.7,0.499,14.8,25.2,0.233
41,Campbell,27,17,10,0.63,-6.82,-7.34,11.0,6.0,9.0,3.0,6.0,7.0,1917.0,1840.0,65.8,102.1,0.305,0.379,0.548,53.8,43.7,8.5,6.7,0.517,18.8,30.2,0.22
42,Canisius,13,7,6,0.538,-8.61,-7.84,7.0,5.0,3.0,1.0,4.0,4.0,915.0,925.0,71.5,99.5,0.316,0.311,0.538,51.4,44.1,7.5,9.8,0.505,18.0,26.8,0.228
43,Central Arkansas,24,5,19,0.208,-14.86,-1.99,4.0,12.0,4.0,5.0,1.0,14.0,1701.0,1933.0,74.0,108.8,0.292,0.384,0.556,48.9,57.2,12.6,8.8,0.526,14.1,27.6,0.214
44,Central Connecticut State,21,5,16,0.238,-15.12,-6.27,5.0,13.0,3.0,6.0,2.0,9.0,1439.0,1625.0,72.0,107.5,0.304,0.393,0.563,55.3,57.3,10.7,8.1,0.539,17.4,32.6,0.212
45,Central Florida,23,11,12,0.478,5.94,8.15,8.0,10.0,6.0,3.0,4.0,8.0,1546.0,1597.0,68.0,101.6,0.336,0.384,0.525,51.1,56.9,10.1,8.1,0.493,16.8,31.5,0.232
46,Central Michigan,23,7,16,0.304,-12.34,-4.19,3.0,13.0,5.0,7.0,2.0,9.0,1766.0,1835.0,74.9,106.5,0.269,0.397,0.555,51.7,52.5,8.4,9.2,0.524,16.2,30.5,0.203
47,Charleston Southern,21,3,18,0.143,-16.72,-6.22,2.0,15.0,1.0,9.0,2.0,8.0,1375.0,1550.0,70.2,104.5,0.339,0.372,0.533,50.5,49.5,12.5,11.7,0.507,16.0,30.5,0.224
48,Charlotte,25,9,16,0.36,-5.68,-2.43,5.0,11.0,6.0,7.0,3.0,8.0,1587.0,1668.0,64.6,100.8,0.235,0.386,0.541,50.6,54.0,10.5,10.7,0.512,16.8,24.4,0.18
49,Chattanooga,26,18,8,0.692,-1.54,-2.92,9.0,7.0,9.0,3.0,9.0,4.0,1888.0,1801.0,68.6,99.9,0.232,0.356,0.537,50.7,49.1,7.5,10.7,0.515,17.0,24.5,0.164
50,Chicago State,9,0,9,0.0,-31.82,1.41,,,,,0.0,7.0,499.0,798.0,71.2,124.5,0.328,0.367,0.619,62.0,59.0,9.0,8.8,0.601,13.9,37.9,0.228
51,Cincinnati,23,12,11,0.522,3.99,7.21,8.0,6.0,5.0,5.0,5.0,5.0,1585.0,1659.0,71.3,101.2,0.378,0.351,0.541,48.9,56.2,9.6,10.3,0.496,16.6,25.3,0.285
52,Clemson,24,16,8,0.667,12.49,9.49,10.0,6.0,11.0,1.0,2.0,5.0,1558.0,1486.0,64.9,95.0,0.289,0.409,0.516,50.1,50.9,10.0,9.9,0.487,19.0,26.9,0.202
53,Cleveland State,27,19,8,0.704,-5.12,-4.82,16.0,4.0,9.0,2.0,8.0,5.0,1914.0,1922.0,67.6,103.0,0.376,0.424,0.532,50.6,52.5,9.3,7.6,0.49,17.1,32.2,0.275
54,Coastal Carolina,26,18,8,0.692,-2.74,-7.6,9.0,5.0,12.0,1.0,3.0,5.0,2067.0,1773.0,72.3,93.4,0.288,0.453,0.491,43.6,53.2,10.7,6.4,0.46,16.7,25.8,0.196
55,Colgate,16,14,2,0.875,13.66,-1.9,11.0,1.0,8.0,1.0,6.0,0.0,1363.0,1114.0,72.7,95.1,0.263,0.362,0.487,46.8,42.7,7.5,7.4,0.458,14.3,25.1,0.18
56,College of Charleston,19,9,10,0.474,-4.96,-3.13,6.0,4.0,8.0,6.0,1.0,3.0,1341.0,1329.0,64.7,105.3,0.329,0.398,0.55,50.6,51.8,7.2,8.9,0.517,15.5,25.8,0.238
57,Colorado,32,23,9,0.719,18.88,9.57,14.0,6.0,11.0,1.0,6.0,6.0,2340.0,2042.0,66.5,96.0,0.291,0.351,0.514,46.8,48.8,7.1,8.1,0.479,17.5,25.2,0.212
58,Colorado State,28,20,8,0.714,8.06,1.06,14.0,4.0,10.0,1.0,6.0,4.0,2072.0,1871.0,69.5,96.1,0.263,0.435,0.51,49.4,54.2,9.1,10.5,0.49,17.4,26.8,0.168
60,Connecticut,23,15,8,0.652,15.77,8.59,11.0,6.0,7.0,3.0,6.0,3.0,1650.0,1485.0,66.2,97.0,0.368,0.333,0.509,46.4,47.1,8.2,6.8,0.467,17.0,29.1,0.26
61,Coppin State,22,9,13,0.409,-12.37,-6.06,8.0,4.0,5.0,3.0,4.0,9.0,1602.0,1741.0,79.3,99.7,0.27,0.408,0.512,56.3,48.8,9.1,9.5,0.479,17.4,32.5,0.198
63,Creighton,31,22,9,0.71,16.28,8.54,14.0,6.0,11.0,3.0,7.0,4.0,2355.0,2115.0,69.6,97.3,0.255,0.392,0.499,50.6,52.7,7.9,8.3,0.47,15.5,28.0,0.179
65,Davidson,22,13,9,0.591,9.02,3.4,7.0,4.0,7.0,4.0,4.0,2.0,1579.0,1411.0,63.6,100.4,0.287,0.409,0.528,46.5,47.4,7.4,7.9,0.496,14.7,21.9,0.208
66,Dayton,24,14,10,0.583,6.31,4.35,9.0,7.0,8.0,3.0,4.0,6.0,1674.0,1627.0,66.2,99.8,0.263,0.378,0.505,50.1,50.4,8.3,9.7,0.485,15.0,29.0,0.167
67,Delaware,15,7,8,0.467,-5.19,-5.04,5.0,4.0,6.0,3.0,1.0,4.0,1013.0,1012.0,67.8,99.5,0.307,0.343,0.516,48.4,44.3,9.5,8.3,0.481,14.9,25.9,0.221
68,Delaware State,19,3,16,0.158,-24.09,-6.33,1.0,11.0,3.0,6.0,0.0,10.0,1345.0,1629.0,77.1,110.4,0.43,0.382,0.572,53.5,54.2,10.9,11.1,0.536,16.4,32.0,0.304
69,Denver,21,2,19,0.095,-16.4,-5.8,1.0,13.0,2.0,10.0,0.0,9.0,1466.0,1662.0,71.3,109.6,0.408,0.386,0.593,53.2,42.3,9.0,9.1,0.551,16.9,26.3,0.314
70,DePaul,19,5,14,0.263,2.67,8.83,2.0,13.0,2.0,8.0,2.0,5.0,1250.0,1367.0,70.6,100.5,0.353,0.406,0.519,49.9,55.7,10.2,9.1,0.48,17.2,31.6,0.254
71,Detroit Mercy,22,12,10,0.545,-3.66,-6.21,10.0,6.0,7.0,5.0,5.0,5.0,1683.0,1627.0,68.2,107.8,0.224,0.425,0.561,50.9,62.1,8.0,8.3,0.541,16.1,28.9,0.159
72,Drake,31,26,5,0.839,9.42,-0.48,15.0,3.0,14.0,1.0,9.0,2.0,2354.0,1999.0,66.8,95.8,0.288,0.36,0.512,46.3,46.3,8.1,7.6,0.478,16.7,24.9,0.207
73,Drexel,20,12,8,0.6,-0.97,-3.92,4.0,5.0,3.0,2.0,4.0,5.0,1407.0,1348.0,66.0,102.0,0.264,0.33,0.533,46.8,42.5,9.3,8.9,0.501,14.2,23.9,0.197
74,Duke,24,13,11,0.542,13.04,8.33,9.0,9.0,8.0,5.0,3.0,6.0,1824.0,1711.0,69.1,102.1,0.319,0.323,0.543,48.7,48.8,9.1,10.2,0.513,17.4,28.9,0.225
75,Duquesne,18,9,9,0.5,2.32,2.49,7.0,7.0,5.0,2.0,2.0,5.0,1205.0,1208.0,68.4,98.2,0.355,0.391,0.511,49.8,56.9,9.9,8.5,0.473,16.9,30.1,0.249
76,East Carolina,19,8,11,0.421,1.0,3.83,2.0,10.0,7.0,6.0,1.0,4.0,1269.0,1291.0,68.9,98.0,0.376,0.425,0.531,51.0,56.1,9.6,8.3,0.492,18.5,27.3,0.267
77,East Tennessee State,25,13,12,0.52,1.65,0.3,8.0,7.0,8.0,4.0,3.0,5.0,1736.0,1654.0,67.6,97.4,0.313,0.45,0.525,47.8,56.0,9.5,9.2,0.495,17.9,25.7,0.217
78,Eastern Illinois,27,9,18,0.333,-12.71,-7.19,6.0,14.0,5.0,7.0,4.0,11.0,1874.0,2023.0,70.2,105.3,0.31,0.373,0.551,51.1,55.4,10.4,7.6,0.519,16.4,29.5,0.226
79,Eastern Kentucky,29,22,7,0.759,-2.68,-8.24,15.0,5.0,10.0,2.0,9.0,4.0,2372.0,2137.0,76.2,95.1,0.315,0.357,0.536,52.5,57.4,8.0,6.9,0.502,21.8,29.6,0.228
80,Eastern Michigan,18,6,12,0.333,-14.23,-1.23,3.0,11.0,5.0,4.0,1.0,8.0,1267.0,1362.0,71.4,106.0,0.254,0.43,0.575,53.3,63.2,8.4,6.2,0.559,19.0,29.3,0.171
81,Eastern Washington,24,16,8,0.667,4.03,-3.15,12.0,3.0,7.0,2.0,6.0,5.0,1879.0,1690.0,71.8,98.0,0.271,0.358,0.506,49.3,45.1,8.0,6.2,0.473,14.3,25.5,0.196
82,Elon,19,10,9,0.526,-5.32,-4.43,4.0,7.0,4.0,2.0,3.0,6.0,1249.0,1235.0,66.8,97.3,0.408,0.411,0.525,49.3,43.9,9.4,10.2,0.493,16.7,21.9,0.268
83,Evansville,25,9,16,0.36,-4.85,-0.01,7.0,11.0,8.0,4.0,1.0,10.0,1619.0,1740.0,62.4,110.0,0.343,0.292,0.596,54.4,43.4,8.2,8.5,0.574,16.5,24.1,0.239
84,Fairfield,27,10,17,0.37,-11.46,-6.57,7.0,11.0,4.0,8.0,3.0,8.0,1668.0,1800.0,65.2,101.2,0.307,0.334,0.518,49.4,49.8,9.3,10.0,0.491,14.3,26.6,0.204
85,Fairleigh Dickinson,24,9,15,0.375,-10.17,-6.46,8.0,10.0,4.0,6.0,5.0,9.0,1801.0,1890.0,71.9,108.3,0.339,0.385,0.557,52.2,58.4,9.6,8.7,0.53,16.6,33.1,0.234
86,Florida,25,15,10,0.6,13.7,9.82,9.0,7.0,6.0,3.0,5.0,5.0,1854.0,1757.0,70.6,99.1,0.351,0.362,0.516,48.5,51.3,10.7,8.9,0.478,17.3,30.2,0.249
87,Florida A&M,20,8,12,0.4,-12.35,-9.55,7.0,5.0,4.0,1.0,4.0,10.0,1314.0,1370.0,70.9,96.6,0.339,0.363,0.508,50.1,48.2,10.4,6.4,0.479,18.4,31.8,0.222
88,Florida Atlantic,23,13,10,0.565,-2.05,-4.94,7.0,5.0,7.0,1.0,4.0,7.0,1796.0,1537.0,70.7,94.1,0.347,0.365,0.512,44.6,44.8,7.6,7.3,0.476,17.9,23.1,0.241
89,Florida Gulf Coast,18,10,8,0.556,-9.63,-7.13,4.0,5.0,7.0,4.0,2.0,2.0,1292.0,1242.0,72.5,95.2,0.255,0.374,0.506,49.1,46.2,9.8,10.0,0.479,17.5,27.9,0.175
90,Florida International,26,9,17,0.346,-11.2,-3.24,2.0,15.0,7.0,8.0,2.0,9.0,1914.0,1985.0,72.8,103.4,0.329,0.317,0.559,54.0,46.2,9.5,9.1,0.529,19.5,32.4,0.235
91,Florida State,25,18,7,0.72,17.12,9.16,11.0,4.0,12.0,1.0,3.0,4.0,1929.0,1730.0,70.0,97.9,0.352,0.395,0.506,47.4,51.4,9.8,7.3,0.461,16.8,31.0,0.258
92,Fordham,14,2,12,0.143,-11.69,3.09,2.0,11.0,2.0,5.0,0.0,6.0,725.0,932.0,64.2,103.7,0.278,0.478,0.54,56.5,65.4,10.6,8.8,0.515,16.7,30.4,0.191
93,Fresno State,24,12,12,0.5,-3.57,0.07,9.0,11.0,7.0,5.0,4.0,6.0,1591.0,1618.0,66.9,100.2,0.322,0.383,0.536,47.6,46.6,9.9,9.6,0.5,17.2,25.3,0.236
94,Furman,25,16,9,0.64,5.99,-1.69,10.0,5.0,11.0,1.0,5.0,7.0,1990.0,1723.0,70.9,96.8,0.294,0.388,0.525,48.4,51.3,10.1,8.7,0.504,18.4,25.8,0.189
95,Gardner-Webb,26,11,15,0.423,-3.87,-6.14,10.0,10.0,7.0,4.0,4.0,11.0,1837.0,1778.0,67.0,102.1,0.365,0.407,0.528,50.5,55.9,8.2,10.0,0.486,15.9,28.1,0.267
96,George Mason,22,13,9,0.591,1.91,0.48,8.0,6.0,7.0,3.0,3.0,4.0,1569.0,1538.0,69.2,98.2,0.282,0.358,0.532,48.1,44.3,9.2,6.6,0.501,17.7,24.3,0.204
97,George Washington,17,5,12,0.294,-5.75,-1.57,3.0,5.0,3.0,6.0,1.0,5.0,1158.0,1229.0,68.9,104.2,0.25,0.365,0.531,50.7,54.4,10.3,10.1,0.51,14.6,28.5,0.168
98,Georgetown,26,13,13,0.5,10.13,10.36,7.0,9.0,7.0,6.0,2.0,6.0,1857.0,1863.0,70.4,101.4,0.259,0.398,0.516,46.7,57.4,10.7,7.9,0.489,14.2,26.8,0.179
99,Georgia,26,14,12,0.538,6.62,8.02,7.0,11.0,12.0,5.0,2.0,6.0,2014.0,2027.0,75.7,102.4,0.31,0.374,0.549,49.2,48.2,11.3,10.5,0.521,18.9,31.4,0.218
100,Georgia Southern,26,13,13,0.5,-10.22,-6.26,7.0,9.0,9.0,4.0,4.0,8.0,1860.0,1762.0,68.4,96.3,0.305,0.391,0.524,48.1,44.4,10.2,7.8,0.492,19.6,28.2,0.216
101,Georgia State,22,16,6,0.727,-1.7,-4.6,8.0,4.0,9.0,1.0,5.0,4.0,1767.0,1599.0,71.2,99.9,0.327,0.408,0.516,49.6,48.4,8.6,7.1,0.482,17.3,31.5,0.228
102,Georgia Tech,26,17,9,0.654,12.79,7.91,11.0,6.0,11.0,3.0,4.0,5.0,1948.0,1821.0,67.9,100.8,0.289,0.353,0.55,53.1,55.1,7.8,7.6,0.524,19.8,30.1,0.203
103,Gonzaga,32,31,1,0.969,27.2,5.92,15.0,0.0,12.0,0.0,7.0,0.0,2911.0,2230.0,74.6,93.1,0.257,0.337,0.505,45.0,45.5,8.1,6.8,0.477,17.3,23.1,0.181
104,Grambling,24,12,12,0.5,-14.27,-12.49,9.0,6.0,6.0,4.0,5.0,7.0,1617.0,1649.0,72.1,94.8,0.378,0.381,0.5,51.5,62.4,10.6,11.6,0.464,17.9,30.4,0.252
105,Grand Canyon,24,17,7,0.708,5.11,-3.46,9.0,3.0,10.0,3.0,5.0,1.0,1812.0,1491.0,68.2,91.1,0.292,0.419,0.481,43.2,46.3,8.3,5.7,0.445,15.3,22.0,0.207
106,Green Bay,25,8,17,0.32,-10.15,-5.23,8.0,12.0,6.0,6.0,2.0,11.0,1790.0,1913.0,67.7,109.8,0.319,0.343,0.566,52.4,44.9,8.1,6.7,0.535,14.8,29.0,0.232
107,Hampton,25,11,14,0.44,-13.67,-9.27,9.0,9.0,5.0,7.0,6.0,7.0,1721.0,1831.0,70.1,104.5,0.354,0.378,0.527,54.1,49.9,9.2,7.7,0.492,15.3,31.7,0.247
108,Hartford,24,15,9,0.625,-3.45,-4.95,8.0,6.0,10.0,1.0,5.0,6.0,1570.0,1534.0,67.0,95.3,0.244,0.409,0.5,51.3,48.4,8.6,11.1,0.477,17.3,28.8,0.162
110,Hawaii,21,11,10,0.524,-2.98,-2.72,9.0,9.0,7.0,5.0,4.0,4.0,1503.0,1452.0,68.4,99.3,0.28,0.303,0.525,47.3,40.7,10.1,7.7,0.493,15.5,24.5,0.204
111,High Point,24,9,15,0.375,-10.78,-7.58,6.0,11.0,5.0,5.0,4.0,10.0,1600.0,1677.0,67.4,103.1,0.341,0.449,0.55,49.0,58.2,9.2,10.6,0.523,17.6,28.2,0.232
112,Hofstra,23,13,10,0.565,-2.77,-2.94,8.0,6.0,7.0,3.0,5.0,6.0,1683.0,1679.0,68.9,105.4,0.258,0.381,0.541,50.0,60.4,8.5,8.8,0.511,15.1,28.9,0.192
113,Holy Cross,16,5,11,0.313,-4.99,0.45,5.0,11.0,2.0,7.0,3.0,4.0,1130.0,1217.0,69.9,107.9,0.352,0.331,0.558,52.9,48.6,9.8,8.3,0.526,16.2,31.4,0.252
114,Houston,32,28,4,0.875,21.66,5.37,14.0,3.0,15.0,0.0,5.0,3.0,2434.0,1863.0,66.1,88.1,0.405,0.381,0.476,43.8,53.6,7.5,7.0,0.433,18.8,26.8,0.268
115,Houston Christian,25,6,19,0.24,-16.72,-5.72,4.0,11.0,4.0,6.0,1.0,12.0,1776.0,2007.0,74.2,107.6,0.282,0.385,0.563,52.9,53.1,12.0,8.8,0.537,16.6,31.2,0.203
116,Howard,5,1,4,0.2,-14.26,-2.51,,,1.0,1.0,,,363.0,424.0,73.1,115.8,0.303,0.411,0.556,52.8,62.8,11.2,9.4,0.542,10.4,30.6,0.189
117,Idaho,22,1,21,0.045,-18.32,-2.91,1.0,17.0,1.0,9.0,0.0,11.0,1343.0,1682.0,67.4,112.1,0.358,0.367,0.578,53.4,48.6,13.1,8.6,0.543,15.0,29.7,0.267
118,Idaho State,24,13,11,0.542,-8.39,-5.71,8.0,6.0,8.0,3.0,5.0,5.0,1637.0,1481.0,66.2,92.2,0.33,0.315,0.494,45.3,44.7,10.8,5.9,0.458,16.8,24.7,0.226
119,Illinois,31,24,7,0.774,23.25,11.34,16.0,4.0,11.0,2.0,9.0,3.0,2497.0,2128.0,71.2,95.2,0.301,0.326,0.497,43.2,45.1,9.3,9.3,0.465,14.3,21.9,0.207
120,Illinois State,25,7,18,0.28,-5.45,0.38,4.0,14.0,3.0,8.0,3.0,9.0,1799.0,1870.0,70.7,104.2,0.257,0.415,0.539,50.5,57.5,9.8,6.8,0.512,14.7,26.1,0.186
121,Illinois-Chicago,22,9,13,0.409,-12.06,-7.42,6.0,10.0,7.0,4.0,2.0,9.0,1489.0,1591.0,69.6,102.7,0.339,0.267,0.514,51.6,44.5,9.1,7.3,0.48,12.4,27.3,0.233
122,Incarnate Word,22,8,14,0.364,-15.91,-8.33,5.0,9.0,5.0,7.0,3.0,6.0,1495.0,1578.0,68.2,104.6,0.323,0.326,0.541,52.9,53.4,9.7,9.2,0.513,16.3,30.6,0.222
123,Indiana,27,12,15,0.444,12.79,12.45,7.0,12.0,6.0,6.0,3.0,7.0,1882.0,1873.0,67.1,100.1,0.335,0.376,0.525,51.0,48.7,8.5,9.6,0.488,15.6,27.3,0.24
124,Indiana State,25,15,10,0.6,2.04,1.91,11.0,7.0,9.0,3.0,5.0,6.0,1662.0,1645.0,66.8,98.6,0.273,0.38,0.54,51.1,54.7,7.7,7.4,0.515,19.4,26.5,0.191
