Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Opp_MP,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_3P,Opp_3PA,Opp_3P_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
1,Abilene Christian,29,24,5,0.828,6.27,-6.37,13.0,2.0,13.0,0.0,5.0,4.0,2196.0,1753.0,1160.0,601.0,1488.0,0.404,161.0,520.0,0.31,390.0,573.0,0.681,263.0,985.0,299.0,189.0,110.0,578.0,580.0
2,Air Force,25,5,20,0.2,-12.98,0.22,3.0,17.0,3.0,8.0,1.0,10.0,1468.0,1798.0,1000.0,654.0,1309.0,0.5,194.0,530.0,0.366,296.0,430.0,0.688,258.0,865.0,368.0,150.0,53.0,348.0,418.0
3,Akron,23,15,8,0.652,1.85,-1.96,12.0,6.0,9.0,1.0,5.0,5.0,1798.0,1660.0,930.0,621.0,1435.0,0.433,151.0,486.0,0.311,267.0,375.0,0.712,253.0,837.0,279.0,129.0,51.0,274.0,422.0
4,Alabama,33,26,7,0.788,19.58,10.01,16.0,2.0,12.0,1.0,7.0,3.0,2629.0,2313.0,1325.0,837.0,2053.0,0.408,205.0,704.0,0.291,434.0,630.0,0.689,378.0,1254.0,368.0,261.0,161.0,506.0,599.0
5,Alabama A&M,15,6,9,0.4,-18.86,-14.99,4.0,9.0,5.0,2.0,1.0,7.0,950.0,1008.0,610.0,350.0,891.0,0.393,84.0,297.0,0.283,224.0,333.0,0.673,172.0,582.0,188.0,121.0,40.0,192.0,251.0
6,Alabama State,18,4,14,0.222,-24.28,-16.95,4.0,14.0,3.0,6.0,1.0,8.0,1156.0,1288.0,720.0,456.0,1042.0,0.438,108.0,332.0,0.325,268.0,385.0,0.696,188.0,677.0,227.0,139.0,75.0,268.0,388.0
7,Albany (NY),16,7,9,0.438,-4.53,-5.22,6.0,6.0,4.0,5.0,2.0,4.0,1110.0,1099.0,640.0,402.0,894.0,0.45,114.0,330.0,0.345,181.0,262.0,0.691,139.0,522.0,196.0,90.0,64.0,233.0,295.0
8,Alcorn State,19,6,13,0.316,-19.58,-10.06,6.0,7.0,4.0,3.0,2.0,9.0,1256.0,1437.0,760.0,483.0,992.0,0.487,134.0,387.0,0.346,337.0,497.0,0.678,175.0,663.0,280.0,128.0,79.0,299.0,338.0
9,American,10,4,6,0.4,-6.32,-1.82,4.0,5.0,2.0,2.0,2.0,4.0,691.0,736.0,420.0,268.0,584.0,0.459,50.0,172.0,0.291,150.0,224.0,0.67,106.0,351.0,117.0,85.0,25.0,125.0,156.0
10,Appalachian State,29,17,12,0.586,-5.84,-5.72,7.0,8.0,9.0,4.0,4.0,7.0,2039.0,1860.0,1185.0,689.0,1648.0,0.418,202.0,622.0,0.325,280.0,394.0,0.711,269.0,1020.0,346.0,164.0,125.0,405.0,507.0
11,Arizona,26,17,9,0.654,15.02,8.18,11.0,9.0,12.0,4.0,5.0,5.0,1961.0,1783.0,1050.0,631.0,1470.0,0.429,184.0,539.0,0.341,337.0,477.0,0.706,220.0,812.0,292.0,140.0,72.0,322.0,524.0
12,Arizona State,25,11,14,0.44,7.48,10.24,7.0,10.0,7.0,6.0,2.0,6.0,1858.0,1927.0,1010.0,671.0,1460.0,0.46,192.0,530.0,0.362,393.0,527.0,0.746,257.0,990.0,373.0,139.0,80.0,380.0,455.0
13,Arkansas,32,25,7,0.781,17.8,7.18,13.0,4.0,16.0,1.0,5.0,4.0,2604.0,2264.0,1285.0,813.0,1958.0,0.415,248.0,738.0,0.336,390.0,568.0,0.687,313.0,1144.0,393.0,209.0,116.0,483.0,607.0
14,Arkansas State,24,11,13,0.458,-7.97,-5.87,7.0,8.0,9.0,3.0,1.0,9.0,1741.0,1667.0,965.0,608.0,1431.0,0.425,160.0,479.0,0.334,291.0,393.0,0.74,239.0,806.0,294.0,163.0,101.0,301.0,425.0
15,Arkansas-Pine Bluff,25,4,21,0.16,-22.67,-7.79,3.0,12.0,2.0,3.0,2.0,17.0,1549.0,1921.0,1010.0,680.0,1434.0,0.474,191.0,478.0,0.4,370.0,549.0,0.674,263.0,922.0,404.0,207.0,95.0,322.0,472.0
16,Army,22,12,10,0.545,0.06,0.63,7.0,7.0,5.0,5.0,5.0,3.0,1578.0,1529.0,885.0,560.0,1276.0,0.439,184.0,518.0,0.355,225.0,310.0,0.726,185.0,775.0,283.0,154.0,74.0,303.0,375.0
17,Auburn,27,13,14,0.481,10.02,9.28,7.0,11.0,8.0,5.0,3.0,8.0,2084.0,2064.0,1090.0,748.0,1708.0,0.438,198.0,606.0,0.327,370.0,540.0,0.685,329.0,980.0,340.0,236.0,101.0,369.0,535.0
18,Austin Peay,27,14,13,0.519,-6.66,-8.22,10.0,10.0,8.0,5.0,4.0,6.0,2007.0,1890.0,1090.0,687.0,1457.0,0.472,194.0,541.0,0.359,322.0,477.0,0.675,249.0,856.0,312.0,210.0,70.0,436.0,489.0
19,Ball State,23,10,13,0.435,-1.96,-1.22,8.0,9.0,7.0,4.0,3.0,8.0,1719.0,1736.0,930.0,611.0,1419.0,0.431,167.0,538.0,0.31,347.0,506.0,0.686,272.0,867.0,288.0,168.0,60.0,288.0,409.0
20,Baylor,30,28,2,0.933,24.83,7.4,13.0,1.0,11.0,0.0,7.0,1.0,2487.0,1964.0,1205.0,711.0,1642.0,0.433,185.0,563.0,0.329,357.0,514.0,0.695,298.0,951.0,368.0,167.0,123.0,510.0,493.0
21,Bellarmine,22,14,8,0.636,-1.76,-5.56,10.0,3.0,6.0,4.0,7.0,2.0,1634.0,1456.0,880.0,514.0,1142.0,0.45,204.0,541.0,0.377,224.0,318.0,0.704,179.0,645.0,292.0,117.0,62.0,332.0,349.0
22,Belmont,30,26,4,0.867,3.46,-8.71,18.0,2.0,11.0,1.0,10.0,2.0,2439.0,2074.0,1205.0,773.0,1813.0,0.426,223.0,660.0,0.338,305.0,448.0,0.681,307.0,1054.0,386.0,189.0,110.0,441.0,489.0
