,Rk,School,Conf,AP Rank,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Adj_ORtg,Adj_DRtg,Adj_NRtg
224,225,Northern Colorado,Big Sky,,6,6,78.2,77.1,1.08,-0.79,5.41,-9.91,-4.49,104.54,110.83,-6.29
225,226,Texas State,Sun Belt,,6,7,69.6,69.8,-0.15,3.89,-10.0,5.44,-4.56,92.22,99.03,-6.81
226,227,Columbia,Ivy,,8,4,78.6,68.9,9.67,-6.72,-0.33,-4.29,-4.62,103.94,110.06,-6.12
227,228,Montana State,Big Sky,,6,7,73.2,73.0,0.15,0.85,-5.24,0.59,-4.65,98.31,105.54,-7.23
228,229,Northern Kentucky,Horizon,,7,7,72.4,71.1,1.21,-1.97,-2.95,-1.94,-4.89,101.55,109.3,-7.75
229,230,UNC Asheville,Big South,,8,7,81.7,74.9,6.8,0.25,-1.85,-3.07,-4.92,102.47,109.51,-7.04
230,231,Air Force,MWC,,7,6,68.5,66.8,1.69,-6.7,-8.98,3.98,-5.01,97.03,104.82,-7.79
231,232,Georgia State,Sun Belt,,6,6,79.9,74.3,5.67,-0.94,-1.56,-3.49,-5.04,102.2,109.9,-7.7
232,233,Nicholls State,Southland,,5,8,72.2,75.7,-3.46,4.63,-1.3,-3.87,-5.17,97.22,105.09,-7.87
233,234,Chattanooga,Southern,,8,5,78.8,71.3,7.54,-4.53,-1.11,-4.15,-5.26,103.19,110.41,-7.23
234,235,Tennessee-Martin,OVC,,9,6,85.2,80.3,4.93,-2.49,8.09,-13.58,-5.49,103.36,110.76,-7.39
235,236,Old Dominion,Sun Belt,,4,9,70.3,76.3,-6.0,2.17,-2.96,-2.54,-5.5,98.59,106.69,-8.1
236,237,Saint Peter's,MAAC,,6,5,63.3,64.0,-0.73,-4.41,-13.65,8.14,-5.51,94.28,102.16,-7.88
237,238,Austin Peay,A-Sun,,7,8,67.3,65.4,1.87,0.3,-10.17,4.56,-5.62,95.97,104.73,-8.75
238,239,Mount St. Mary's,MAAC,,5,8,73.8,71.2,2.69,-8.45,-0.94,-4.82,-5.76,98.73,107.08,-8.35
239,240,Quinnipiac,MAAC,,9,4,78.1,72.7,5.38,-5.99,-0.42,-5.41,-5.82,99.79,108.03,-8.24
240,241,Mercer,Southern,,7,6,70.0,70.2,-0.23,-1.66,-6.98,1.02,-5.96,98.68,107.07,-8.39
241,242,Albany (NY),AEC,,8,7,77.0,74.6,2.4,-5.76,1.8,-7.77,-5.97,99.42,108.33,-8.92
242,243,Southern,SWAC,,6,7,76.2,75.1,1.08,7.98,-1.46,-4.56,-6.02,99.41,106.49,-7.08
243,244,Howard,MEAC,,5,9,77.1,78.3,-1.21,-1.74,1.81,-7.86,-6.04,103.75,112.4,-8.65
244,245,Fairfield,MAAC,,7,6,74.0,71.0,3.0,-5.4,-3.4,-2.66,-6.06,97.67,106.18,-8.5
245,246,Florida Gulf Coast,A-Sun,,6,9,68.4,71.9,-3.47,2.03,-6.91,0.86,-6.06,100.02,109.24,-9.22
246,247,Kennesaw State,A-Sun,,9,5,85.5,78.0,7.5,-4.31,7.72,-13.85,-6.12,101.73,109.86,-8.13
247,248,Lehigh,Patriot,,3,8,74.0,73.5,0.45,2.19,-2.84,-3.31,-6.14,96.15,104.76,-8.61
248,249,Ball State,MAC,,8,5,74.5,68.8,5.77,-3.85,-6.18,-0.13,-6.31,100.58,109.94,-9.36
249,250,Maine,AEC,,8,7,68.8,66.3,2.53,-5.37,-8.51,2.14,-6.37,96.68,106.11,-9.42
250,251,Stony Brook,CAA,,7,6,71.5,73.1,-1.62,-1.24,-1.63,-4.78,-6.4,102.46,111.18,-8.72
251,252,Little Rock,OVC,,7,8,79.2,80.5,-1.33,-5.13,4.71,-11.18,-6.46,104.12,113.05,-8.92
252,253,North Dakota State,Summit,,7,7,76.0,70.6,5.36,0.36,-2.73,-3.73,-6.46,101.41,111.56,-10.14
253,254,Sam Houston,CUSA,,7,8,71.8,72.2,-0.4,-1.7,-2.05,-4.5,-6.55,97.37,106.7,-9.33
254,255,Cal State Fullerton,Big West,,8,6,67.8,67.9,-0.07,0.05,-8.95,2.25,-6.7,95.19,104.5,-9.31
255,256,Florida International,CUSA,,5,10,77.9,77.0,0.87,-1.25,-0.74,-6.08,-6.82,96.97,106.28,-9.31
256,257,Navy,Patriot,,4,7,68.2,63.3,4.91,-6.45,-9.33,2.47,-6.85,91.98,103.13,-11.15
257,258,Miami (OH),MAC,,6,7,74.8,72.5,2.31,-1.55,-1.59,-5.32,-6.91,100.45,110.99,-10.54
258,259,New Mexico State,CUSA,,6,9,70.9,72.8,-1.93,5.64,-3.6,-3.4,-6.99,98.78,109.92,-11.14
259,260,Idaho,Big Sky,,7,7,71.7,69.1,2.64,-2.59,-5.73,-1.28,-7.01,99.28,110.43,-11.15
260,261,North Alabama,A-Sun,,6,8,76.4,75.1,1.21,-2.24,-0.99,-6.25,-7.24,99.0,109.3,-10.3
261,262,Utah Tech,WAC,,6,7,71.4,76.4,-5.0,-1.06,-1.25,-6.23,-7.48,97.99,108.93,-10.94
262,263,Alabama State,SWAC,,5,8,72.9,74.1,-1.15,5.47,-5.65,-1.89,-7.53,94.95,105.0,-10.05
263,264,Tennessee State,OVC,,8,7,77.6,73.8,3.8,-2.37,-2.33,-5.31,-7.64,97.91,109.18,-11.27
264,265,Portland,WCC,,6,9,74.1,77.8,-3.67,-0.46,-2.6,-5.17,-7.76,98.87,110.44,-11.57
265,266,Central Connecticut State,NEC,,6,7,73.5,67.2,6.31,-4.56,-5.66,-2.17,-7.83,97.6,108.83,-11.23
266,267,SIU Edwardsville,OVC,,8,7,71.7,69.3,2.4,-3.24,-6.77,-1.15,-7.91,101.07,113.14,-12.07
267,268,Middle Tennessee,CUSA,,5,9,62.7,67.9,-5.21,-0.31,-13.08,5.15,-7.93,89.82,102.26,-12.44
268,269,Bellarmine,A-Sun,,4,11,68.5,72.9,-4.47,5.48,-7.45,-0.48,-7.94,97.17,109.2,-12.03
269,270,Brown,Ivy,,4,11,69.5,71.3,-1.8,-3.17,-5.63,-2.4,-8.03,95.25,107.23,-11.98
270,271,Western Michigan,MAC,,4,9,72.3,74.8,-2.54,-0.68,-2.92,-5.18,-8.1,98.27,110.29,-12.02
271,272,North Carolina Central,MEAC,,7,7,75.4,69.0,6.43,-1.14,-3.94,-4.29,-8.23,99.27,112.35,-13.08
272,273,Milwaukee,Horizon,,7,7,76.2,78.1,-1.86,-2.18,1.36,-9.63,-8.26,105.27,117.65,-12.39
273,274,Lamar,Southland,,6,7,82.5,78.0,4.46,-6.73,2.64,-10.92,-8.28,102.2,113.88,-11.68
274,275,Kansas City,Summit,,6,9,70.4,69.8,0.6,-0.27,-4.6,-3.84,-8.43,98.2,110.79,-12.59
275,276,Western Illinois,OVC,,8,6,72.4,67.3,5.07,-1.16,-7.76,-0.8,-8.56,93.27,105.51,-12.24
276,277,Boston University,Patriot,,5,8,65.9,66.3,-0.38,-4.81,-9.18,0.54,-8.64,93.0,105.82,-12.82
277,278,Jackson State,SWAC,,4,9,68.8,80.7,-11.92,3.26,-2.1,-6.56,-8.66,97.66,109.2,-11.54
278,279,Idaho State,Big Sky,,4,9,68.1,67.5,0.54,-1.32,-7.2,-1.67,-8.87,98.79,112.21,-13.42
279,280,Texas A&M-Corpus Christi,Southland,,7,6,76.9,67.1,9.85,-1.04,-5.13,-3.8,-8.93,94.33,106.1,-11.77
280,281,Coastal Carolina,Sun Belt,,3,9,79.3,78.8,0.5,-2.94,-1.73,-7.21,-8.94,101.46,114.18,-12.72
281,282,Robert Morris,Horizon,,4,11,71.8,74.0,-2.2,-1.9,-3.94,-5.04,-8.97,97.0,110.09,-13.09
282,283,Binghamton,AEC,,8,5,75.8,70.9,4.85,-4.89,-1.74,-7.42,-9.16,97.61,110.31,-12.7
283,284,Chicago State,Ind,,7,13,64.0,70.2,-6.25,-2.98,-9.67,0.43,-9.23,94.33,108.3,-13.97
284,285,Omaha,Summit,,7,8,72.4,70.0,2.4,-3.07,-6.93,-2.32,-9.25,96.28,110.01,-13.74
285,286,Valparaiso,MVC,,4,9,67.6,71.1,-3.46,-2.27,-9.63,0.37,-9.27,92.53,106.23,-13.7
286,287,American,Patriot,,6,7,73.7,75.2,-1.54,-5.21,-4.1,-5.2,-9.29,104.6,119.29,-14.69
287,288,Cal State Bakersfield,Big West,,5,8,69.6,70.7,-1.08,-0.66,-8.53,-0.76,-9.3,96.98,112.09,-15.11
288,289,Bucknell,Patriot,,3,10,61.9,71.8,-9.92,0.55,-8.92,-0.45,-9.38,96.31,110.94,-14.63
289,290,UTSA,AAC,,6,8,78.5,79.1,-0.64,-6.16,1.74,-11.13,-9.39,101.6,114.68,-13.08
290,291,Queens (NC),A-Sun,,6,9,79.9,82.9,-3.0,2.46,2.26,-11.96,-9.7,99.17,111.62,-12.45
291,292,Sacred Heart,NEC,,6,9,72.8,72.9,-0.13,-4.03,-5.07,-4.72,-9.8,94.04,107.95,-13.92
292,293,Northern Arizona,Big Sky,,6,7,66.9,76.6,-9.69,-0.2,-6.85,-3.04,-9.89,94.77,108.72,-13.96
293,294,Elon,CAA,,7,6,80.5,76.8,3.77,-4.81,0.63,-10.54,-9.9,102.22,116.6,-14.38
294,295,South Carolina Upstate,Big South,,5,8,72.2,70.5,1.69,-1.03,-7.46,-2.68,-10.13,93.62,108.47,-14.85
295,296,Texas A&M-Commerce,Southland,,6,7,74.2,73.8,0.46,6.94,-9.73,-0.64,-10.36,89.06,105.2,-16.14
296,297,Rider,MAAC,,3,10,71.1,77.0,-5.92,-0.16,-4.77,-5.64,-10.41,94.86,109.25,-14.39
297,298,Southern Mississippi,Sun Belt,,6,7,69.8,71.4,-1.62,-3.89,-4.69,-5.93,-10.62,97.13,112.81,-15.68
298,299,Campbell,CAA,,6,7,68.5,63.9,4.54,-5.65,-11.6,0.95,-10.65,92.43,108.27,-15.84
299,300,Prairie View,SWAC,,5,8,71.2,79.1,-7.85,3.3,-6.37,-4.52,-10.88,91.08,104.8,-13.72
300,301,Texas Southern,SWAC,,2,9,65.6,78.4,-12.73,6.72,-9.26,-1.63,-10.88,91.18,106.55,-15.37
301,302,Eastern Kentucky,A-Sun,,4,9,82.2,79.8,2.38,1.88,-3.95,-6.97,-10.92,97.14,111.81,-14.67
302,303,Eastern Michigan,MAC,,7,6,69.0,74.5,-5.54,-2.89,-5.91,-5.16,-11.07,99.56,115.75,-16.19
303,304,Presbyterian,Big South,,8,7,78.3,72.3,6.07,-7.57,-4.93,-6.15,-11.07,95.04,111.09,-16.06
304,305,South Dakota,Summit,,8,7,77.0,74.3,2.67,-5.66,-0.87,-10.29,-11.16,98.57,114.6,-16.03
305,306,Niagara,MAAC,,4,8,72.9,75.2,-2.25,-4.5,-3.19,-8.22,-11.41,100.84,117.89,-17.05
306,307,Eastern Illinois,OVC,,6,8,69.9,64.9,5.0,-0.98,-11.5,0.02,-11.48,90.82,108.09,-17.28
307,308,North Dakota,Summit,,8,7,72.3,70.2,2.07,-4.74,-7.17,-4.32,-11.49,94.01,110.67,-16.65
308,309,Delaware State,MEAC,,7,9,72.6,74.6,-2.0,-3.51,-5.8,-5.71,-11.51,91.44,107.69,-16.25
309,310,North Florida,A-Sun,,7,8,76.8,75.2,1.6,-2.92,-4.49,-7.26,-11.75,98.07,114.05,-15.98
310,311,Jacksonville,A-Sun,,9,5,75.5,73.8,1.71,-2.06,-3.23,-8.55,-11.78,98.42,113.81,-15.38
311,312,Cal Poly,Big West,,4,10,64.3,72.7,-8.43,-1.34,-9.5,-2.31,-11.8,91.08,108.59,-17.51
312,313,William & Mary,CAA,,5,8,76.6,74.0,2.62,-5.59,-0.81,-11.15,-11.96,104.12,121.89,-17.77
313,314,Incarnate Word,Southland,,5,8,75.5,77.6,-2.15,-4.89,-2.61,-9.38,-11.98,97.83,113.6,-15.77
314,315,Southeastern Louisiana,Southland,,5,8,67.9,72.2,-4.23,2.26,-11.47,-0.57,-12.04,92.3,109.11,-16.81
315,316,Southern Indiana,OVC,,4,11,67.2,71.5,-4.27,0.81,-9.28,-3.0,-12.28,87.96,105.64,-17.68
316,317,Buffalo,MAC,,2,11,67.9,78.8,-10.85,-0.22,-8.08,-4.39,-12.47,92.28,109.89,-17.62
317,318,Wagner,NEC,,6,6,63.8,62.8,1.0,-5.44,-15.01,2.37,-12.64,90.17,109.04,-18.87
318,319,Sacramento State,Big Sky,,3,10,72.0,73.8,-1.77,-0.05,-8.01,-4.77,-12.78,93.18,112.18,-19.0
319,320,Georgia Southern,Sun Belt,,1,12,67.3,78.2,-10.92,-2.05,-6.92,-6.06,-12.98,93.0,111.88,-18.88
320,321,Louisiana-Monroe,Sun Belt,,4,7,69.7,72.7,-3.0,-0.95,-10.66,-2.4,-13.06,91.49,110.94,-19.44
321,322,Army,Patriot,,4,9,61.5,63.4,-1.85,-6.99,-16.46,3.38,-13.08,85.99,105.57,-19.58
322,323,Florida A&M,SWAC,,2,9,65.1,83.5,-18.45,11.89,-10.62,-2.6,-13.23,91.39,110.44,-19.05
323,324,Tennessee Tech,OVC,,5,10,71.3,77.5,-6.2,-2.08,-9.3,-4.28,-13.58,92.03,111.2,-19.17
324,325,Texas-Rio Grande Valley,WAC,,4,9,73.7,79.2,-5.46,-0.9,-4.4,-9.32,-13.71,91.14,109.16,-18.02
325,326,Maryland-Baltimore County,AEC,,5,10,79.0,84.0,-5.0,-7.04,4.14,-17.89,-13.75,98.48,117.68,-19.2
326,327,Lafayette,Patriot,,1,12,58.9,71.5,-12.54,0.81,-14.88,0.77,-14.11,83.94,104.8,-20.85
327,328,Loyola (MD),Patriot,,2,11,66.4,74.8,-8.38,-2.24,-11.45,-2.7,-14.16,89.27,109.48,-20.21
328,329,Saint Francis (PA),NEC,,5,8,66.2,71.4,-5.23,-1.94,-11.36,-2.85,-14.21,88.95,110.39,-21.44
329,330,Dartmouth,Ivy,,4,9,61.5,67.8,-6.31,-2.58,-15.12,0.81,-14.31,85.93,107.09,-21.16
330,331,New Orleans,Southland,,5,8,74.4,76.6,-2.23,2.35,-4.37,-9.95,-14.32,91.59,111.12,-19.53
331,332,Le Moyne,NEC,,5,9,73.9,73.6,0.21,-3.97,-5.78,-8.55,-14.33,96.43,117.21,-20.78
332,333,Manhattan,MAAC,,4,7,65.3,76.0,-10.73,-1.59,-8.8,-5.79,-14.59,90.8,111.12,-20.32
333,334,Alcorn State,SWAC,,1,12,68.3,87.9,-19.62,7.27,-1.46,-13.19,-14.65,99.38,119.88,-20.49
334,335,Bethune-Cookman,SWAC,,5,8,72.5,74.1,-1.62,-2.93,-8.47,-6.19,-14.66,88.72,108.45,-19.73
335,336,Central Michigan,MAC,,5,8,65.3,76.1,-10.77,-1.0,-7.9,-6.76,-14.67,93.39,114.61,-21.22
336,337,NJIT,AEC,,4,8,72.1,75.8,-3.67,-4.61,-7.29,-8.24,-15.52,92.82,115.48,-22.66
337,338,VMI,Southern,,3,10,69.5,71.9,-2.38,-3.62,-8.93,-6.59,-15.52,87.91,109.99,-22.07
338,339,Fairleigh Dickinson,NEC,,6,8,80.8,82.6,-1.86,-5.12,-0.07,-15.72,-15.79,98.38,119.21,-20.84
339,340,South Carolina State,MEAC,,4,12,71.0,82.9,-11.88,-0.47,-4.13,-11.69,-15.82,92.4,113.36,-20.97
340,341,Charleston Southern,Big South,,4,9,70.8,76.0,-5.15,0.55,-10.79,-5.37,-16.15,93.76,117.32,-23.55
341,342,Houston Christian,Southland,,2,9,69.6,83.2,-13.55,8.31,-6.89,-9.36,-16.25,87.3,107.36,-20.06
342,343,Lindenwood,OVC,,6,8,67.1,71.6,-4.43,-3.9,-10.67,-5.69,-16.35,88.44,111.68,-23.24
343,344,Central Arkansas,A-Sun,,3,12,68.7,77.5,-8.87,-3.87,-7.34,-9.1,-16.44,93.27,116.28,-23.01
344,345,Hampton,CAA,,4,9,79.2,77.1,2.15,-2.77,-5.47,-11.0,-16.47,90.74,114.17,-23.43
345,346,Maryland-Eastern Shore,MEAC,,3,9,65.3,74.8,-9.5,2.42,-9.31,-7.28,-16.58,90.19,115.48,-25.29
346,347,Grambling,SWAC,,3,10,65.2,77.5,-12.23,5.78,-13.96,-2.86,-16.82,89.12,114.82,-25.7
347,348,North Carolina A&T,CAA,,2,11,69.3,85.3,-16.0,-0.86,-2.24,-14.62,-16.86,97.85,121.55,-23.7
348,349,Arkansas-Pine Bluff,SWAC,,5,8,86.9,89.3,-2.38,3.8,6.16,-23.81,-17.65,103.21,126.04,-22.84
349,350,Morgan State,MEAC,,4,12,71.3,78.9,-7.56,2.01,-6.63,-11.14,-17.77,91.06,116.66,-25.61
350,351,Alabama A&M,SWAC,,1,12,70.0,88.2,-18.23,0.32,-3.55,-14.37,-17.92,92.43,116.27,-23.84
351,352,Southeast Missouri State,OVC,,5,9,70.8,76.4,-5.64,-1.12,-7.59,-10.35,-17.94,88.88,113.82,-24.94
352,353,Detroit Mercy,Horizon,,0,15,60.6,78.0,-17.4,-0.57,-12.56,-5.41,-17.97,87.75,113.92,-26.17
353,354,Stonehill,NEC,,2,13,63.5,80.4,-16.87,1.0,-9.42,-9.59,-19.0,90.32,116.08,-25.76
354,355,Holy Cross,Patriot,,3,10,66.2,77.2,-11.08,-4.76,-10.64,-8.46,-19.09,93.75,121.77,-28.02
355,356,Pacific,WCC,,6,9,64.9,73.8,-8.93,-6.3,-11.87,-7.51,-19.38,86.36,115.27,-28.91
356,357,Long Island University,NEC,,1,11,62.8,80.8,-18.0,-1.52,-9.99,-9.53,-19.52,85.72,112.15,-26.43
357,358,IUPUI,Horizon,,5,10,67.9,76.7,-8.8,-5.53,-10.84,-8.86,-19.7,90.52,119.01,-28.5
358,359,Coppin State,MEAC,,1,13,54.4,73.3,-18.93,-2.3,-19.42,-1.81,-21.23,79.01,109.84,-30.83
359,360,Siena,MAAC,,2,11,59.5,77.1,-17.54,-4.57,-17.27,-4.84,-22.11,81.82,113.71,-31.9
360,361,Northwestern State,Southland,,2,11,69.2,81.8,-12.69,-0.92,-10.45,-11.93,-22.38,90.09,122.48,-32.39
361,362,Mississippi Valley State,SWAC,,0,13,48.2,84.8,-36.62,8.08,-19.88,-8.65,-28.53,79.53,124.83,-45.3
