,Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Opp_Pace,Opp_ORtg,Opp_FTr,Opp_3PAr,Opp_TS_Pct,Opp_TRB_Pct,Opp_AST_Pct,Opp_STL_Pct,Opp_BLK_Pct,Opp_eFG_Pct,Opp_TOV_Pct,Opp_ORB_Pct,Opp_FTperFGA
176,177,Middle Tennessee,18,6,12,0.333,-8.39,-0.27,0.0,3.0,5,6,0,4,1124,1191,65.2,99.4,0.286,0.313,0.513,49.9,41.8,10.4,9.9,0.482,15.8,30.6,0.202
177,178,Milwaukee,18,9,9,0.5,-6.4,-2.34,4.0,3.0,6,2,2,6,1406,1424,70.4,111.6,0.344,0.369,0.559,49.2,56.3,10.0,12.1,0.524,14.6,33.6,0.253
178,179,Minnesota,18,12,6,0.667,8.83,0.05,3.0,4.0,11,2,1,3,1389,1231,69.1,99.0,0.28,0.279,0.504,46.7,52.3,10.9,8.3,0.47,14.7,28.6,0.203
179,180,Mississippi,17,15,2,0.882,9.26,2.14,2.0,2.0,11,0,2,2,1322,1201,69.7,101.4,0.293,0.375,0.504,51.7,52.7,9.8,6.9,0.469,15.8,34.3,0.211
180,181,Mississippi State,17,12,5,0.706,14.63,5.58,1.0,3.0,6,2,0,3,1281,1127,69.6,95.2,0.34,0.396,0.5,45.7,46.9,10.7,8.3,0.459,16.5,26.6,0.243
181,182,Mississippi Valley State,17,0,17,0.0,-27.52,3.66,0.0,4.0,0,2,0,15,869,1399,65.6,124.6,0.378,0.399,0.611,55.7,58.4,14.2,7.4,0.588,13.3,37.7,0.266
182,183,Missouri,17,8,9,0.471,5.99,4.35,0.0,4.0,6,4,2,3,1284,1256,68.9,106.4,0.37,0.407,0.551,53.2,52.4,8.4,8.1,0.506,17.6,34.2,0.285
183,184,Missouri State,18,10,8,0.556,0.54,-0.47,2.0,5.0,5,2,2,6,1272,1254,68.9,100.4,0.246,0.35,0.494,47.5,44.2,9.4,8.1,0.463,11.8,25.8,0.179
184,185,Monmouth,18,9,9,0.5,-1.46,0.21,2.0,3.0,6,1,1,8,1273,1303,68.2,106.1,0.334,0.451,0.533,52.2,58.2,9.3,10.3,0.497,15.5,33.8,0.242
185,186,Montana,17,11,6,0.647,2.25,0.25,2.0,2.0,7,2,4,4,1337,1216,69.0,103.0,0.325,0.322,0.525,47.6,44.4,8.3,8.3,0.491,12.9,24.7,0.23
186,187,Montana State,17,8,9,0.471,-5.72,-2.08,3.0,1.0,6,4,2,5,1257,1251,70.2,103.2,0.373,0.325,0.555,53.9,48.1,8.3,6.6,0.523,17.5,27.2,0.26
187,188,Morehead State,19,14,5,0.737,0.97,-2.17,5.0,1.0,9,0,5,5,1467,1192,67.4,93.1,0.298,0.358,0.474,41.7,43.0,9.0,7.4,0.434,13.9,24.3,0.214
188,189,Morgan State,18,4,14,0.222,-18.5,-0.5,0.0,2.0,4,3,0,9,1281,1415,72.3,108.8,0.346,0.333,0.534,51.1,47.7,11.6,9.2,0.503,13.9,34.1,0.238
189,190,Mount St. Mary's,16,6,10,0.375,-6.01,-7.07,2.0,3.0,4,1,2,9,1168,1151,69.3,101.3,0.372,0.315,0.531,49.3,49.9,13.0,7.6,0.484,17.3,30.9,0.282
190,191,Murray State,18,8,10,0.444,1.09,-0.15,5.0,2.0,5,4,3,4,1306,1252,66.7,103.5,0.268,0.398,0.547,49.5,51.0,6.7,10.0,0.525,16.0,25.3,0.184
191,192,Navy,16,7,9,0.438,-8.6,-7.66,3.0,2.0,6,2,1,7,1097,1053,67.7,96.4,0.377,0.437,0.526,50.3,53.3,7.2,12.4,0.488,19.7,28.4,0.265
192,193,NC State,17,13,4,0.765,10.61,2.73,5.0,1.0,9,1,3,1,1314,1180,69.8,98.7,0.351,0.35,0.524,50.2,48.8,7.1,7.1,0.489,17.3,28.0,0.246
193,194,Nebraska,18,13,5,0.722,11.9,3.51,3.0,4.0,11,1,1,4,1413,1262,69.6,100.0,0.252,0.415,0.496,48.6,51.5,8.6,10.3,0.467,14.3,30.0,0.176
194,195,Nevada,18,15,3,0.833,13.07,1.95,2.0,2.0,9,1,3,1,1369,1147,68.1,93.5,0.319,0.433,0.492,49.4,53.0,6.8,6.4,0.46,16.8,27.4,0.212
195,196,Nevada-Las Vegas,16,9,7,0.563,9.63,7.99,2.0,2.0,7,3,2,1,1228,1113,68.2,100.5,0.282,0.332,0.52,51.2,53.3,8.4,8.6,0.484,17.3,32.8,0.211
196,197,New Hampshire,17,10,7,0.588,-3.23,-2.17,2.0,2.0,5,2,5,5,1315,1255,74.7,98.7,0.282,0.376,0.505,50.8,50.2,10.5,12.7,0.467,14.0,26.3,0.211
197,198,New Mexico,18,15,3,0.833,16.59,3.47,3.0,2.0,10,0,1,3,1504,1248,74.5,93.1,0.37,0.352,0.509,47.2,53.5,7.7,9.0,0.466,19.0,25.8,0.265
198,199,New Mexico State,18,8,10,0.444,-6.09,3.7,2.0,1.0,8,1,0,7,1265,1292,70.6,100.3,0.475,0.433,0.531,49.5,60.3,11.2,6.1,0.486,16.6,26.3,0.331
199,200,New Orleans,17,7,10,0.412,-12.73,-1.04,2.0,2.0,6,1,1,8,1281,1312,74.5,102.9,0.346,0.347,0.536,53.0,54.4,9.3,9.1,0.506,17.9,33.9,0.236
200,201,Niagara,16,7,9,0.438,-8.71,-5.98,3.0,3.0,3,5,4,4,1215,1207,69.1,108.3,0.319,0.296,0.562,49.9,43.3,8.5,8.0,0.535,13.7,25.9,0.224
201,202,Nicholls State,17,8,9,0.471,-5.8,0.49,3.0,1.0,5,1,3,6,1257,1292,68.9,106.4,0.362,0.363,0.517,52.5,49.0,10.6,12.1,0.49,13.5,34.0,0.234
202,203,NJIT,16,4,12,0.25,-14.21,-3.34,0.0,4.0,3,4,1,8,1117,1204,69.4,108.4,0.405,0.35,0.546,52.8,53.4,9.9,10.6,0.515,15.9,35.6,0.274
203,204,Norfolk State,19,11,8,0.579,-5.02,-2.75,1.0,1.0,6,0,3,6,1441,1293,68.8,98.9,0.412,0.48,0.521,48.6,60.8,8.3,8.6,0.483,18.7,31.5,0.282
204,205,North Alabama,18,7,11,0.389,-7.15,-3.47,1.0,3.0,6,3,1,8,1371,1353,69.6,105.1,0.399,0.351,0.54,48.8,54.3,8.1,9.0,0.5,14.0,26.2,0.284
205,206,North Carolina,17,14,3,0.824,21.97,7.62,6.0,0.0,8,0,3,0,1426,1182,72.4,95.4,0.268,0.377,0.491,45.6,42.2,7.5,10.0,0.456,14.7,25.5,0.196
206,207,North Carolina A&T,18,5,13,0.278,-14.17,-2.62,3.0,2.0,2,3,2,7,1252,1460,69.4,116.9,0.292,0.347,0.584,57.7,51.0,8.1,11.6,0.562,14.4,35.7,0.206
207,208,North Carolina Central,17,10,7,0.588,-6.37,-1.98,2.0,0.0,7,1,3,5,1301,1148,70.2,95.5,0.356,0.386,0.505,51.0,55.0,8.7,10.5,0.46,18.7,32.6,0.261
208,209,North Dakota,20,10,10,0.5,-10.67,-5.55,2.0,3.0,5,3,3,7,1474,1449,68.3,105.4,0.291,0.34,0.54,48.9,44.0,8.5,5.6,0.506,14.2,27.4,0.217
209,210,North Dakota State,19,8,11,0.421,-6.79,-0.29,1.0,3.0,5,3,3,7,1487,1441,67.8,108.3,0.294,0.3,0.552,49.0,44.1,7.2,10.5,0.524,12.9,25.4,0.211
210,211,North Florida,19,10,9,0.526,-7.26,-2.88,3.0,1.0,8,2,2,7,1470,1410,70.6,105.1,0.326,0.301,0.541,51.2,47.5,9.9,13.3,0.504,14.4,27.8,0.241
211,212,North Texas,16,11,5,0.688,10.17,1.88,4.0,0.0,8,0,2,1,1103,935,62.8,92.3,0.346,0.355,0.474,45.6,44.7,10.9,10.4,0.432,16.8,29.7,0.239
212,213,Northeastern,18,7,11,0.389,-4.47,-1.86,2.0,3.0,4,2,2,8,1264,1311,65.8,110.7,0.283,0.374,0.572,47.1,47.6,10.6,10.2,0.544,14.7,28.5,0.211
213,214,Northern Arizona,18,8,10,0.444,-14.18,-2.85,1.0,3.0,4,0,3,9,1180,1384,69.8,110.2,0.383,0.377,0.575,54.9,45.0,10.3,7.3,0.539,16.1,30.9,0.28
214,215,Northern Colorado,17,10,7,0.588,-4.67,-3.07,3.0,1.0,6,1,3,5,1377,1351,71.2,108.4,0.288,0.412,0.572,50.4,46.3,9.4,7.5,0.541,15.4,25.3,0.219
215,216,Northern Illinois,17,6,11,0.353,-5.82,3.18,0.0,5.0,3,5,2,6,1314,1353,72.3,109.3,0.322,0.336,0.54,51.9,49.7,9.3,5.9,0.512,13.3,32.2,0.222
216,217,Northern Iowa,18,10,8,0.556,4.91,3.03,4.0,3.0,5,2,4,4,1361,1289,68.5,103.1,0.313,0.412,0.554,49.0,44.2,8.8,9.9,0.517,15.5,21.3,0.238
217,218,Northern Kentucky,19,10,9,0.526,-3.77,-2.77,5.0,3.0,7,1,3,8,1413,1378,69.6,102.8,0.287,0.404,0.541,50.9,56.7,9.3,8.3,0.509,18.5,32.2,0.212
218,219,Northwestern,17,13,4,0.765,10.16,4.21,4.0,2.0,9,1,2,2,1240,1139,65.0,102.3,0.374,0.387,0.553,51.6,55.8,7.7,8.7,0.513,18.5,29.1,0.277
219,220,Northwestern State,17,4,13,0.235,-17.74,-2.14,2.0,2.0,4,3,0,8,1194,1357,71.6,111.4,0.37,0.376,0.574,53.8,51.1,10.8,11.7,0.543,16.8,35.0,0.264
220,221,Notre Dame,18,7,11,0.389,2.99,5.32,2.0,5.0,5,6,1,4,1130,1172,65.0,98.1,0.265,0.349,0.495,47.7,48.6,10.8,9.7,0.459,13.4,25.6,0.196
221,222,Oakland,20,12,8,0.6,1.93,1.23,7.0,2.0,5,2,5,5,1492,1478,69.0,106.5,0.29,0.423,0.55,49.7,61.5,9.1,7.7,0.519,14.9,29.1,0.213
222,223,Ohio,17,8,9,0.471,-1.65,-3.9,2.0,3.0,6,3,0,4,1337,1221,69.2,102.2,0.368,0.39,0.531,49.9,44.5,7.2,8.8,0.496,17.0,30.6,0.255
223,224,Ohio State,17,12,5,0.706,14.03,4.26,2.0,4.0,8,2,0,3,1297,1131,67.1,98.4,0.269,0.341,0.499,45.9,42.0,7.7,7.0,0.473,14.5,28.0,0.18
224,225,Oklahoma,17,14,3,0.824,17.05,2.22,2.0,2.0,11,0,0,2,1358,1106,70.2,92.6,0.287,0.355,0.49,44.4,44.9,10.2,10.3,0.448,16.2,25.0,0.218
225,226,Oklahoma State,17,8,9,0.471,5.75,2.69,0.0,4.0,7,4,0,3,1231,1179,68.6,99.7,0.282,0.297,0.519,47.6,42.1,12.0,8.2,0.485,14.9,25.3,0.209
226,227,Old Dominion,18,5,13,0.278,-6.08,0.16,1.0,5.0,4,3,0,8,1298,1390,71.2,107.8,0.366,0.447,0.555,52.6,57.3,8.1,9.8,0.519,15.9,30.5,0.266
227,228,Omaha,20,10,10,0.5,-5.75,-4.25,3.0,2.0,8,1,1,8,1491,1411,67.8,103.4,0.324,0.423,0.546,49.5,49.8,8.1,6.8,0.509,15.6,25.4,0.241
228,229,Oral Roberts,18,8,10,0.444,-4.34,0.26,2.0,3.0,6,2,2,8,1365,1358,69.2,107.5,0.281,0.385,0.53,54.8,50.1,6.7,7.7,0.501,13.9,32.6,0.199
229,230,Oregon,17,13,4,0.765,11.32,5.44,5.0,1.0,9,0,3,1,1330,1230,69.9,102.7,0.35,0.351,0.543,49.3,46.0,7.3,8.7,0.51,16.6,27.1,0.246
230,231,Oregon State,17,9,8,0.529,2.61,5.43,1.0,5.0,9,2,0,3,1196,1205,66.4,102.3,0.36,0.392,0.526,50.2,55.3,9.8,9.1,0.49,16.0,30.5,0.253
231,232,Pacific,20,6,14,0.3,-17.27,-4.0,0.0,5.0,5,6,1,8,1336,1539,70.2,108.3,0.348,0.401,0.57,56.5,49.9,8.9,9.0,0.54,15.7,30.2,0.25
232,233,Penn State,18,9,9,0.5,7.23,4.4,3.0,4.0,9,2,0,3,1384,1333,71.2,102.5,0.34,0.34,0.553,54.3,56.8,7.9,8.3,0.514,19.7,33.3,0.257
233,234,Pennsylvania,17,9,8,0.529,-0.12,1.55,1.0,1.0,8,1,1,5,1302,1228,67.0,104.8,0.23,0.409,0.532,46.5,53.7,10.0,11.1,0.51,13.6,27.0,0.159
234,235,Pepperdine,20,9,11,0.45,-1.46,1.6,2.0,3.0,8,4,1,4,1451,1458,68.9,105.8,0.344,0.297,0.57,48.4,49.8,9.3,5.5,0.54,16.1,24.2,0.246
235,236,Pittsburgh,17,10,7,0.588,12.18,2.12,1.0,5.0,7,5,2,1,1297,1126,68.8,96.3,0.289,0.395,0.509,46.1,53.5,8.0,11.0,0.469,15.7,23.8,0.219
236,237,Portland,18,7,11,0.389,-9.92,-0.49,1.0,2.0,6,2,1,6,1311,1422,71.0,111.3,0.262,0.449,0.554,50.6,57.0,9.8,6.2,0.532,12.7,29.0,0.181
237,238,Portland State,18,11,7,0.611,-7.19,-3.79,2.0,3.0,5,1,5,5,1284,1268,69.3,101.0,0.285,0.352,0.52,50.6,51.4,8.4,11.3,0.495,15.7,29.3,0.19
238,239,Prairie View,16,6,10,0.375,-13.3,-1.01,1.0,2.0,3,0,2,10,1118,1236,74.3,104.0,0.493,0.336,0.562,55.1,48.7,9.3,10.3,0.519,20.2,34.5,0.349
239,240,Presbyterian,20,9,11,0.45,-10.16,-6.16,1.0,4.0,4,6,4,4,1537,1472,70.5,103.8,0.419,0.364,0.558,49.0,46.3,8.6,8.6,0.51,16.5,24.6,0.318
240,241,Princeton,15,14,1,0.933,10.73,-0.74,2.0,0.0,7,0,6,1,1181,949,65.2,97.0,0.242,0.354,0.51,46.7,47.7,7.7,10.1,0.477,15.4,24.9,0.183
241,242,Providence,18,12,6,0.667,13.7,5.37,3.0,4.0,10,2,1,3,1333,1183,69.8,92.9,0.265,0.315,0.486,48.1,36.7,9.7,8.7,0.451,16.0,25.3,0.192
242,243,Purdue,18,16,2,0.889,26.13,10.35,5.0,2.0,9,0,2,2,1532,1248,71.1,96.8,0.229,0.397,0.494,42.3,56.6,10.4,6.3,0.468,13.4,24.2,0.158
243,244,Purdue Fort Wayne,19,13,6,0.684,0.01,-6.76,4.0,4.0,8,2,3,4,1603,1361,74.1,96.0,0.313,0.366,0.527,54.5,50.3,6.1,7.8,0.497,20.9,31.8,0.217
244,245,Queens (NC),19,7,12,0.368,-10.64,-0.17,1.0,3.0,6,2,0,10,1497,1562,74.7,110.1,0.306,0.37,0.563,50.6,44.6,9.1,13.9,0.531,14.3,29.0,0.228
245,246,Quinnipiac,16,12,4,0.75,-4.6,-6.87,4.0,1.0,7,1,5,3,1245,1143,73.3,96.7,0.251,0.367,0.503,46.5,54.7,9.2,9.3,0.479,15.1,25.3,0.17
246,247,Radford,19,11,8,0.579,-2.99,-1.64,1.0,3.0,5,2,3,6,1399,1338,66.0,104.5,0.332,0.389,0.518,50.1,45.3,8.1,7.1,0.48,14.1,32.3,0.239
247,248,Rhode Island,17,9,8,0.529,-0.6,2.21,3.0,1.0,8,2,1,3,1256,1263,68.9,107.9,0.274,0.37,0.528,46.5,49.9,10.7,12.3,0.504,11.9,29.0,0.184
248,249,Rice,17,6,11,0.353,-4.59,0.73,0.0,4.0,5,4,1,4,1253,1294,69.1,108.5,0.27,0.38,0.548,49.3,53.4,10.9,9.9,0.521,13.9,28.9,0.196
249,250,Richmond,17,12,5,0.706,8.28,-0.07,4.0,0.0,9,0,2,3,1238,1096,67.7,95.2,0.256,0.412,0.489,52.4,49.6,7.0,7.5,0.458,15.3,26.9,0.18
250,251,Rider,17,5,12,0.294,-9.99,-1.61,2.0,4.0,4,2,1,10,1218,1306,70.6,106.4,0.398,0.421,0.545,47.4,52.0,11.7,7.5,0.51,13.7,27.3,0.276
251,252,Robert Morris,19,7,12,0.368,-7.47,-3.53,3.0,5.0,6,5,1,7,1438,1446,70.5,105.9,0.359,0.341,0.558,47.2,50.4,11.1,7.8,0.525,15.8,27.6,0.257
252,253,Rutgers,17,10,7,0.588,7.86,4.56,2.0,4.0,9,1,1,4,1167,1111,69.5,93.4,0.292,0.39,0.489,50.3,53.1,9.3,9.4,0.455,18.5,31.1,0.204
253,254,Sacramento State,18,6,12,0.333,-10.05,-0.8,2.0,3.0,5,2,1,8,1265,1296,67.4,106.8,0.317,0.381,0.55,43.7,48.9,11.2,8.6,0.522,13.3,23.8,0.222
254,255,Sacred Heart,19,9,10,0.474,-9.3,-6.59,3.0,1.0,6,3,2,7,1398,1371,71.2,101.3,0.32,0.411,0.534,53.0,57.3,8.9,8.6,0.507,18.9,33.5,0.215
255,256,Saint Francis (PA),17,5,12,0.294,-16.65,-4.25,0.0,4.0,3,5,2,7,1115,1234,67.6,107.4,0.341,0.37,0.547,50.9,52.3,10.4,10.7,0.518,16.2,34.0,0.236
256,257,Saint Joseph's,17,11,6,0.647,8.84,-1.87,1.0,3.0,8,2,1,4,1329,1147,68.9,97.2,0.324,0.475,0.489,48.3,56.8,9.8,11.9,0.458,15.4,30.2,0.214
257,258,Saint Louis,17,8,9,0.471,-1.49,3.26,1.0,3.0,7,2,0,5,1255,1295,69.2,110.1,0.352,0.417,0.55,51.5,48.6,8.8,10.3,0.519,13.0,30.1,0.246
258,259,Saint Mary's (CA),19,13,6,0.684,15.02,5.02,4.0,0.0,8,3,4,0,1372,1113,64.2,90.1,0.351,0.294,0.477,41.2,47.2,8.7,6.8,0.435,16.6,23.7,0.243
259,260,Saint Peter's,14,9,5,0.643,-3.09,-4.63,5.0,0.0,4,1,5,4,916,893,65.7,97.2,0.464,0.395,0.532,47.2,54.8,11.0,11.6,0.488,19.2,28.1,0.321
260,261,Sam Houston,18,10,8,0.556,-3.93,-1.05,3.0,0.0,6,2,3,6,1296,1285,71.1,99.1,0.353,0.386,0.532,49.4,56.6,9.7,11.0,0.5,17.9,27.4,0.243
261,262,Samford,18,16,2,0.889,7.83,-4.05,5.0,0.0,12,0,4,2,1630,1350,76.7,97.8,0.393,0.384,0.529,48.2,52.6,11.9,9.9,0.489,20.0,31.6,0.277
262,263,San Diego,19,10,9,0.526,-2.84,0.98,0.0,4.0,9,4,0,4,1377,1425,72.4,103.6,0.355,0.391,0.536,49.9,58.6,11.8,9.4,0.504,15.7,29.5,0.245
263,264,San Diego State,18,15,3,0.833,15.79,8.23,4.0,1.0,9,0,3,3,1378,1203,69.1,95.4,0.306,0.425,0.499,46.9,49.5,8.3,8.0,0.463,16.3,26.9,0.218
264,265,San Francisco,19,15,4,0.789,11.81,-3.02,4.0,0.0,10,0,3,2,1519,1183,68.5,90.3,0.361,0.392,0.505,44.0,45.9,8.9,4.8,0.464,19.7,23.2,0.256
265,266,San Jose State,18,8,10,0.444,-0.96,-1.02,1.0,4.0,5,3,1,6,1356,1310,67.3,106.7,0.333,0.337,0.545,51.6,46.9,6.3,8.2,0.512,14.3,28.3,0.238
266,267,Santa Clara,20,13,7,0.65,4.64,2.16,4.0,1.0,6,3,4,2,1517,1433,70.3,102.0,0.312,0.383,0.509,46.7,49.3,10.7,6.6,0.475,13.2,27.7,0.22
267,268,Seattle,18,10,8,0.556,3.06,-1.82,3.0,4.0,9,2,1,6,1342,1204,69.2,93.5,0.372,0.361,0.503,47.3,47.4,8.4,8.6,0.463,17.2,25.0,0.258
268,269,Seton Hall,18,13,5,0.722,11.84,6.5,6.0,1.0,9,1,3,2,1332,1236,67.3,102.1,0.278,0.411,0.522,45.4,57.3,11.3,10.8,0.485,16.2,30.8,0.213
269,270,Siena,16,3,13,0.188,-19.52,-3.83,2.0,3.0,2,4,1,7,999,1250,69.1,113.0,0.287,0.342,0.568,48.4,48.5,13.5,8.7,0.541,13.5,30.8,0.207
270,271,South Alabama,18,10,8,0.556,-5.33,-0.93,3.0,3.0,6,4,4,4,1334,1380,70.3,106.2,0.337,0.364,0.539,53.0,44.6,10.2,10.9,0.511,14.3,29.5,0.229
271,272,South Carolina,17,14,3,0.824,9.31,1.25,2.0,2.0,9,1,2,2,1236,1099,65.1,98.6,0.326,0.327,0.504,46.9,48.5,9.3,12.7,0.465,14.5,27.9,0.233
272,273,South Carolina State,18,4,14,0.222,-14.85,-0.72,0.0,2.0,4,3,0,11,1286,1487,73.0,112.4,0.486,0.399,0.598,48.8,60.6,12.3,10.6,0.551,17.9,31.9,0.369
273,274,South Carolina Upstate,17,6,11,0.353,-10.46,-1.46,1.0,3.0,4,3,2,8,1229,1242,68.7,104.8,0.462,0.374,0.56,53.0,47.5,9.0,8.2,0.516,17.7,30.5,0.334
274,275,South Dakota,19,9,10,0.474,-11.56,-4.31,2.0,2.0,6,3,2,6,1437,1447,70.7,106.9,0.248,0.373,0.523,45.7,50.3,9.2,8.8,0.498,11.7,27.9,0.174
275,276,South Dakota State,19,10,9,0.526,-0.45,0.24,3.0,1.0,6,2,2,3,1464,1393,70.0,104.7,0.291,0.466,0.535,49.4,52.6,10.2,9.5,0.501,14.5,27.4,0.216
276,277,South Florida,15,10,5,0.667,3.98,-1.82,3.0,1.0,8,2,1,3,1144,1057,71.1,99.2,0.364,0.384,0.521,50.6,53.2,8.9,8.3,0.49,17.6,29.7,0.243
277,278,Southeast Missouri State,18,6,12,0.333,-19.38,-4.45,1.0,4.0,6,3,0,8,1250,1343,71.5,103.7,0.448,0.293,0.553,52.0,48.9,9.9,7.8,0.519,16.2,26.5,0.304
278,279,Southeastern Louisiana,17,6,11,0.353,-10.14,1.07,1.0,3.0,4,1,2,8,1150,1219,66.6,107.7,0.315,0.442,0.553,49.3,61.4,10.8,10.1,0.518,15.6,31.2,0.236
279,280,Southern,17,9,8,0.529,-4.84,2.66,3.0,1.0,6,0,3,8,1282,1233,73.4,97.3,0.423,0.399,0.543,52.4,59.0,8.8,9.0,0.51,21.0,31.0,0.284
280,281,Southern California,18,8,10,0.444,9.67,8.28,2.0,5.0,5,3,1,5,1372,1347,71.4,104.1,0.311,0.384,0.536,49.8,59.2,10.4,9.9,0.504,16.1,30.6,0.223
281,282,Southern Illinois,18,12,6,0.667,7.0,-0.76,4.0,3.0,9,3,2,2,1329,1166,65.5,99.0,0.319,0.315,0.507,49.6,46.3,8.9,10.5,0.474,14.7,28.2,0.219
282,283,SIU Edwardsville,19,11,8,0.579,-5.63,-3.82,4.0,2.0,8,1,1,7,1362,1299,65.9,103.7,0.327,0.385,0.524,50.1,53.5,8.1,9.2,0.487,15.0,31.2,0.237
283,284,Southern Indiana,19,5,14,0.263,-12.93,-2.05,2.0,4.0,4,5,1,9,1275,1356,70.6,100.4,0.436,0.364,0.519,49.0,51.8,9.9,8.3,0.47,14.8,25.8,0.312
284,285,Southern Methodist,17,12,5,0.706,13.98,1.61,3.0,1.0,8,2,3,2,1270,1053,68.2,90.9,0.318,0.371,0.456,46.4,53.5,11.8,12.7,0.414,16.3,32.3,0.221
