,Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Opp_Pace,Opp_ORtg,Opp_FTr,Opp_3PAr,Opp_TS_Pct,Opp_TRB_Pct,Opp_AST_Pct,Opp_STL_Pct,Opp_BLK_Pct,Opp_eFG_Pct,Opp_TOV_Pct,Opp_ORB_Pct,Opp_FTperFGA
43,44,Central Arkansas,20,7,13,0.35,-14.21,-3.98,3.0,1.0,4,5,3,8,1452,1527,70.9,107.8,0.342,0.413,0.549,50.9,50.9,10.4,8.5,0.52,14.9,31.2,0.236
44,45,Central Connecticut State,16,9,7,0.563,-6.48,-6.33,3.0,0.0,4,2,5,5,1179,1063,70.0,94.9,0.28,0.338,0.508,50.0,54.5,10.2,7.9,0.483,18.3,29.2,0.184
45,46,Central Florida,16,11,5,0.688,11.48,1.85,2.0,2.0,8,3,1,2,1195,1041,70.7,91.3,0.366,0.387,0.51,45.8,56.7,11.1,8.5,0.467,20.2,24.9,0.265
46,47,Central Michigan,17,8,9,0.471,-10.36,-1.67,3.0,2.0,4,2,3,6,1138,1253,68.1,108.3,0.308,0.411,0.558,52.2,56.7,9.0,7.8,0.52,15.9,31.1,0.239
47,48,Charleston Southern,17,6,11,0.353,-13.48,-0.9,2.0,2.0,5,3,1,8,1201,1277,68.3,110.1,0.336,0.3,0.542,51.5,41.6,9.7,6.3,0.508,12.2,29.7,0.241
48,49,Charlotte,17,10,7,0.588,4.78,3.34,4.0,1.0,7,1,2,4,1179,1109,63.4,101.4,0.293,0.373,0.519,50.5,46.3,8.4,7.3,0.482,15.3,29.1,0.219
49,50,Chattanooga,18,11,7,0.611,-2.2,-4.58,3.0,2.0,8,2,3,5,1409,1265,69.6,99.6,0.275,0.425,0.502,47.6,49.2,9.2,9.5,0.477,14.0,27.7,0.181
50,51,Chicago State,24,9,15,0.375,-8.93,-3.05,,,3,5,5,9,1553,1694,66.5,105.5,0.36,0.356,0.558,52.4,50.6,10.3,8.5,0.529,18.8,34.9,0.249
51,52,Cincinnati,17,13,4,0.765,16.7,3.64,2.0,2.0,11,1,2,2,1351,1129,69.9,93.7,0.259,0.377,0.503,42.5,52.9,8.7,9.4,0.47,15.8,21.5,0.19
52,53,Clemson,17,12,5,0.706,14.67,7.2,2.0,4.0,7,2,2,3,1375,1248,68.2,106.1,0.304,0.419,0.535,46.5,46.6,9.1,6.6,0.501,12.3,25.2,0.222
53,54,Cleveland State,19,11,8,0.579,-2.99,-3.71,4.0,4.0,9,0,2,8,1460,1386,69.5,104.3,0.374,0.378,0.541,51.3,53.1,8.4,7.8,0.514,18.4,37.2,0.245
54,55,Coastal Carolina,17,5,12,0.294,-8.58,-2.98,2.0,4.0,4,9,1,3,1294,1312,72.0,106.5,0.305,0.472,0.511,47.7,55.6,10.6,9.1,0.478,12.1,32.1,0.214
55,56,Colgate,18,10,8,0.556,-1.36,-0.89,4.0,1.0,4,2,4,5,1270,1200,67.6,98.5,0.255,0.396,0.512,47.9,55.5,9.1,8.2,0.492,15.3,24.9,0.165
56,57,College of Charleston,18,13,5,0.722,3.14,-0.27,4.0,1.0,8,1,4,1,1439,1344,72.2,103.4,0.275,0.375,0.529,47.6,44.0,9.7,10.6,0.501,14.3,26.8,0.193
57,58,Colorado,18,13,5,0.722,15.04,5.48,4.0,3.0,11,0,0,4,1450,1278,70.5,100.0,0.293,0.36,0.525,44.1,41.2,11.3,8.2,0.492,15.4,24.2,0.211
58,59,Colorado State,17,14,3,0.824,16.32,6.85,2.0,2.0,9,1,2,2,1385,1166,68.7,99.1,0.286,0.358,0.526,49.4,45.5,8.2,7.6,0.491,16.9,26.9,0.212
59,60,Columbia,15,9,6,0.6,-5.76,-4.92,0.0,2.0,7,1,2,5,1212,1059,71.7,98.5,0.249,0.457,0.512,47.2,55.6,8.5,10.7,0.484,15.9,27.0,0.177
60,61,Connecticut,18,16,2,0.889,20.03,2.7,6.0,1.0,10,0,2,2,1474,1162,66.9,96.5,0.357,0.316,0.493,43.5,47.6,8.6,8.4,0.449,15.0,27.3,0.256
61,62,Coppin State,16,2,14,0.125,-19.9,-3.4,1.0,1.0,2,2,0,11,872,1136,67.6,104.3,0.331,0.4,0.539,56.8,61.4,13.4,8.7,0.502,18.6,38.1,0.245
62,63,Cornell,15,12,3,0.8,4.08,-1.99,2.0,0.0,5,0,5,3,1263,1157,74.0,104.2,0.288,0.432,0.539,49.7,51.6,10.4,8.9,0.525,16.7,31.1,0.175
63,64,Creighton,18,13,5,0.722,19.68,6.9,4.0,3.0,8,1,4,3,1407,1177,67.4,96.3,0.141,0.27,0.466,45.5,38.6,9.7,8.7,0.445,9.9,25.0,0.104
64,65,Dartmouth,15,4,11,0.267,-14.84,-1.3,0.0,2.0,4,2,0,9,909,1038,67.1,103.2,0.231,0.393,0.532,50.8,47.8,10.5,9.5,0.509,13.5,22.7,0.163
65,66,Davidson,17,11,6,0.647,2.8,1.13,1.0,3.0,7,2,2,3,1238,1155,66.6,101.3,0.281,0.428,0.525,49.5,54.0,8.9,10.0,0.503,15.5,27.2,0.186
66,67,Dayton,16,14,2,0.875,14.3,5.68,4.0,0.0,8,0,3,1,1171,1033,63.6,101.5,0.198,0.362,0.491,49.7,50.8,9.5,9.7,0.468,13.7,32.7,0.138
67,68,Delaware,18,11,7,0.611,1.07,-2.99,3.0,2.0,4,2,5,3,1368,1266,68.8,101.4,0.273,0.377,0.519,49.2,47.4,8.5,10.0,0.488,14.4,27.8,0.195
68,69,Delaware State,18,9,9,0.5,-11.41,-5.29,2.0,0.0,4,2,3,6,1295,1313,71.9,98.8,0.334,0.404,0.554,46.0,55.0,10.0,5.8,0.526,19.3,25.1,0.232
69,70,Denver,19,12,7,0.632,0.57,-2.3,3.0,1.0,7,1,4,5,1620,1482,72.0,106.9,0.275,0.337,0.533,48.6,44.8,7.3,11.7,0.506,12.6,28.8,0.193
70,71,DePaul,17,3,14,0.176,-5.79,7.33,0.0,6.0,3,8,0,4,1113,1336,68.2,115.3,0.318,0.367,0.571,54.4,54.0,10.4,9.4,0.542,12.9,32.1,0.23
71,72,Detroit Mercy,19,0,19,0.0,-17.78,-1.46,0.0,8.0,0,6,0,13,1196,1506,68.0,115.1,0.334,0.368,0.581,55.0,54.8,9.4,9.1,0.546,14.9,35.3,0.255
72,73,Drake,18,15,3,0.833,9.88,-0.6,6.0,1.0,9,0,3,2,1418,1220,67.9,99.1,0.325,0.399,0.54,48.5,42.5,7.6,6.1,0.509,17.8,23.9,0.228
73,74,Drexel,19,13,6,0.684,2.77,-3.95,6.0,0.0,7,1,5,5,1405,1216,65.9,96.6,0.274,0.372,0.487,42.9,47.6,8.5,6.8,0.452,12.8,24.5,0.198
74,75,Duke,16,13,3,0.813,20.23,4.29,4.0,1.0,9,1,2,2,1312,1057,69.0,95.7,0.266,0.374,0.518,46.9,52.6,7.4,12.8,0.491,17.3,24.1,0.184
75,76,Duquesne,16,9,7,0.563,6.01,3.88,0.0,4.0,6,3,1,3,1184,1104,69.1,99.8,0.347,0.352,0.528,48.6,52.3,8.3,10.8,0.493,18.0,29.5,0.244
76,77,East Carolina,18,9,9,0.5,0.35,-0.42,2.0,3.0,8,6,1,2,1286,1243,66.2,104.4,0.307,0.433,0.535,49.4,50.9,8.6,9.4,0.5,16.7,32.7,0.225
77,78,East Tennessee State,18,9,9,0.5,-4.79,-1.67,1.0,4.0,6,1,2,8,1285,1256,69.6,100.2,0.37,0.364,0.514,50.3,47.3,8.7,9.3,0.475,16.5,31.4,0.259
78,79,Eastern Illinois,18,8,10,0.444,-10.53,-1.6,2.0,3.0,5,3,2,7,1260,1210,68.4,98.2,0.341,0.398,0.551,48.2,59.2,8.4,10.1,0.517,19.7,23.5,0.246
79,80,Eastern Kentucky,17,8,9,0.471,-5.56,0.01,4.0,0.0,6,3,2,6,1385,1304,74.1,102.7,0.289,0.372,0.522,46.9,51.2,10.3,5.9,0.493,14.8,29.2,0.2
80,81,Eastern Michigan,17,8,9,0.471,-13.1,-4.1,1.0,4.0,6,3,2,5,1148,1265,67.0,109.4,0.317,0.389,0.555,50.9,50.3,10.2,7.0,0.527,13.9,28.4,0.223
81,82,Eastern Washington,17,10,7,0.588,1.47,2.07,4.0,0.0,5,0,5,7,1345,1234,71.0,102.2,0.356,0.384,0.534,49.3,51.2,8.7,8.8,0.494,15.8,27.2,0.26
82,83,Elon,18,8,10,0.444,-10.17,-4.23,1.0,4.0,6,2,0,8,1395,1385,69.2,111.2,0.326,0.385,0.554,49.4,48.3,7.9,9.3,0.524,13.5,31.7,0.231
83,84,Evansville,18,11,7,0.611,-2.51,-1.16,2.0,5.0,7,2,3,5,1372,1325,71.6,101.5,0.255,0.436,0.533,49.9,52.6,8.6,7.7,0.506,16.0,26.1,0.182
84,85,Fairfield,17,10,7,0.588,-3.77,-6.15,4.0,2.0,4,2,6,4,1297,1212,70.4,101.3,0.263,0.338,0.523,51.2,50.0,9.2,8.0,0.496,16.9,31.7,0.184
85,86,Fairleigh Dickinson,19,8,11,0.421,-14.36,-6.89,2.0,2.0,4,4,4,6,1486,1511,74.7,105.8,0.328,0.414,0.552,51.3,55.6,9.9,7.6,0.523,16.9,30.8,0.231
86,87,Florida,17,11,6,0.647,13.98,5.33,1.0,3.0,7,1,0,3,1448,1301,73.9,102.0,0.329,0.314,0.515,43.7,42.2,11.4,9.9,0.481,13.4,27.8,0.23
87,88,Florida A&M,14,2,12,0.143,-15.55,6.11,0.0,3.0,1,4,1,7,919,1156,70.2,115.5,0.429,0.404,0.577,52.5,53.6,12.5,9.1,0.553,13.7,31.7,0.284
88,89,Florida Atlantic,18,14,4,0.778,16.39,5.16,4.0,1.0,7,1,1,2,1486,1284,69.1,101.9,0.256,0.359,0.523,46.9,38.9,8.3,6.5,0.496,15.4,29.5,0.182
89,90,Florida Gulf Coast,19,7,12,0.368,-8.49,-1.43,1.0,3.0,5,2,1,7,1314,1382,66.0,109.4,0.289,0.428,0.548,48.9,52.0,10.1,7.0,0.523,13.3,28.9,0.2
90,91,Florida International,19,7,12,0.368,-6.22,-1.78,2.0,2.0,6,3,1,6,1449,1438,73.2,102.8,0.387,0.405,0.574,53.2,58.2,10.0,10.4,0.546,21.9,33.8,0.267
91,92,Florida State,17,11,6,0.647,10.5,6.61,5.0,1.0,7,3,2,2,1311,1245,72.9,99.8,0.414,0.407,0.533,50.5,46.2,8.1,6.6,0.503,18.4,30.9,0.271
92,93,Fordham,17,8,9,0.471,-0.55,-1.9,2.0,2.0,4,6,2,1,1292,1269,72.2,100.5,0.444,0.285,0.533,48.9,46.5,10.6,10.5,0.482,17.8,29.4,0.328
93,94,Fresno State,17,8,9,0.471,-3.66,0.15,1.0,3.0,6,3,1,4,1184,1234,67.2,106.4,0.25,0.355,0.535,50.2,44.8,9.9,9.6,0.516,13.9,29.8,0.165
94,95,Furman,18,9,9,0.5,0.44,-2.43,3.0,2.0,7,1,2,6,1491,1395,74.1,103.1,0.262,0.343,0.538,47.3,50.2,10.6,10.0,0.517,14.9,25.6,0.176
95,96,Gardner-Webb,19,7,12,0.368,-5.05,0.83,2.0,2.0,5,2,1,7,1399,1393,71.3,101.5,0.393,0.353,0.533,49.0,47.2,7.9,8.9,0.494,14.7,23.9,0.277
96,97,George Mason,18,13,5,0.722,6.23,0.12,2.0,3.0,9,1,3,3,1317,1189,66.4,99.5,0.307,0.407,0.499,46.0,50.4,10.5,10.2,0.46,13.6,26.4,0.224
97,98,George Washington,17,14,3,0.824,2.82,-4.24,3.0,1.0,11,1,1,1,1406,1278,72.6,98.5,0.199,0.393,0.481,49.5,47.6,9.8,10.1,0.455,13.1,30.8,0.143
98,99,Georgetown,17,8,9,0.471,1.48,2.25,1.0,5.0,7,5,1,4,1223,1236,67.1,106.8,0.288,0.354,0.542,49.2,51.3,11.3,10.1,0.515,15.2,32.4,0.201
99,100,Georgia,17,13,4,0.765,9.66,4.13,3.0,1.0,10,1,3,0,1284,1190,70.9,98.8,0.29,0.38,0.491,50.6,52.2,8.0,12.3,0.457,14.3,30.6,0.205
100,101,Georgia Southern,18,3,15,0.167,-13.58,-3.03,3.0,3.0,2,2,1,10,1243,1433,69.6,114.5,0.404,0.387,0.568,54.5,54.8,11.2,12.5,0.534,14.7,36.0,0.284
101,102,Georgia State,17,9,8,0.529,-2.65,-2.25,4.0,2.0,6,1,3,7,1357,1254,71.5,102.5,0.355,0.366,0.52,48.0,49.9,7.5,10.1,0.485,13.5,26.7,0.246
102,103,Georgia Tech,17,9,8,0.529,5.16,6.39,2.0,4.0,5,3,2,4,1258,1279,68.9,106.1,0.342,0.385,0.517,47.7,45.0,10.0,9.5,0.479,11.7,30.0,0.243
103,104,Gonzaga,17,12,5,0.706,15.53,2.53,3.0,1.0,8,1,1,2,1435,1161,72.3,94.4,0.264,0.369,0.486,43.9,47.6,8.6,7.1,0.452,15.0,26.3,0.19
104,105,Grambling,17,6,11,0.353,-13.41,0.81,3.0,1.0,4,1,2,8,1113,1245,67.9,107.8,0.323,0.334,0.56,51.6,62.5,10.6,6.8,0.531,16.2,32.0,0.231
105,106,Grand Canyon,18,17,1,0.944,10.32,-2.5,7.0,0.0,10,0,4,0,1471,1203,70.3,95.0,0.316,0.324,0.498,44.3,46.4,9.7,5.8,0.461,17.0,27.6,0.223
106,107,Green Bay,20,12,8,0.6,-3.32,-2.49,7.0,2.0,7,1,5,6,1369,1335,63.8,104.1,0.335,0.349,0.514,48.8,50.2,10.1,14.3,0.476,12.3,28.5,0.239
107,108,Hampton,18,4,14,0.222,-17.89,-4.75,0.0,6.0,3,5,0,7,1370,1402,73.1,106.5,0.345,0.413,0.546,48.2,46.1,10.4,6.3,0.504,14.5,28.0,0.263
108,109,Harvard,15,9,6,0.6,-3.45,-1.88,0.0,2.0,6,2,3,4,1084,1078,68.4,104.3,0.236,0.402,0.505,51.5,47.7,9.4,11.1,0.487,13.2,32.5,0.149
109,110,Hawaii,18,10,8,0.556,1.11,-1.39,2.0,4.0,7,5,1,2,1279,1198,67.2,98.3,0.308,0.248,0.516,48.3,36.6,8.8,8.3,0.481,15.3,24.7,0.22
110,111,High Point,19,15,4,0.789,2.24,-4.77,4.0,0.0,10,0,3,3,1620,1398,69.7,105.0,0.329,0.351,0.538,42.1,47.7,7.5,7.6,0.503,13.1,23.3,0.239
111,112,Hofstra,18,9,9,0.5,2.15,0.92,2.0,3.0,5,2,1,7,1360,1286,68.2,104.0,0.283,0.42,0.532,52.4,55.1,8.4,7.9,0.499,15.7,30.2,0.21
112,113,Holy Cross,18,4,14,0.222,-18.33,-6.09,1.0,4.0,1,5,2,8,1182,1362,65.6,114.6,0.283,0.39,0.555,52.0,50.9,10.6,11.0,0.523,11.0,30.6,0.214
113,114,Houston,17,15,2,0.882,27.92,4.57,2.0,2.0,10,0,1,2,1273,876,64.0,80.4,0.398,0.417,0.451,44.4,65.3,7.5,6.7,0.412,22.9,28.9,0.248
114,115,Houston Christian,15,3,12,0.2,-17.14,1.94,1.0,3.0,2,3,1,9,1052,1228,75.7,107.2,0.275,0.365,0.536,50.1,57.1,13.2,11.7,0.508,13.1,30.9,0.195
115,116,Howard,19,8,11,0.421,-7.34,-3.34,2.0,1.0,5,2,3,7,1443,1466,70.0,107.3,0.363,0.357,0.538,48.8,51.0,10.6,9.0,0.506,14.5,32.1,0.25
116,117,Idaho,17,7,10,0.412,-8.63,-2.83,1.0,3.0,5,5,1,5,1188,1185,66.9,103.4,0.373,0.393,0.538,50.6,54.3,9.0,11.4,0.503,15.2,26.7,0.262
117,118,Idaho State,18,7,11,0.389,-8.46,-3.08,2.0,3.0,5,2,2,8,1227,1223,64.7,104.4,0.288,0.295,0.549,49.2,45.9,10.3,7.1,0.516,16.2,27.4,0.215
118,119,Illinois,17,13,4,0.765,20.27,5.98,4.0,2.0,9,2,2,2,1395,1152,70.8,95.8,0.231,0.294,0.469,44.1,42.1,8.4,8.3,0.44,11.7,27.0,0.16
119,120,Illinois State,18,8,10,0.444,-4.46,-0.4,2.0,5.0,6,4,1,4,1193,1243,67.0,103.0,0.289,0.367,0.545,48.4,52.9,8.2,8.8,0.515,15.4,24.0,0.211
120,121,Illinois-Chicago,18,8,10,0.444,0.19,-0.28,1.0,6.0,4,5,2,4,1242,1183,67.8,96.9,0.326,0.327,0.491,50.6,45.4,10.1,10.6,0.449,14.7,28.4,0.237
121,122,Incarnate Word,16,5,11,0.313,-15.66,-6.38,0.0,3.0,3,2,2,8,1176,1256,73.1,107.4,0.372,0.353,0.541,51.7,54.3,10.9,12.4,0.501,14.3,32.4,0.272
122,123,Indiana,18,12,6,0.667,6.69,6.13,4.0,3.0,10,2,1,2,1330,1320,70.6,103.9,0.297,0.416,0.516,50.3,53.9,10.5,9.1,0.481,14.0,30.7,0.216
123,124,Indiana State,18,15,3,0.833,14.81,1.16,6.0,1.0,8,0,3,3,1557,1295,72.2,99.6,0.276,0.324,0.518,48.3,40.5,8.9,11.9,0.484,15.4,26.2,0.205
124,125,Iona,16,7,9,0.438,-1.86,-2.55,2.0,3.0,4,3,2,3,1147,1136,68.7,103.3,0.433,0.418,0.559,52.1,56.0,8.2,10.8,0.519,19.4,30.9,0.311
125,126,Iowa,17,11,6,0.647,15.08,5.5,3.0,3.0,8,1,1,4,1480,1317,75.3,102.8,0.29,0.361,0.533,49.4,49.4,8.7,8.4,0.504,15.7,28.8,0.204
126,127,Iowa State,17,13,4,0.765,23.01,1.95,2.0,2.0,11,0,1,2,1379,1021,69.7,86.2,0.323,0.478,0.505,46.2,59.1,8.6,6.8,0.467,23.3,25.4,0.23
127,128,IUPUI,20,6,14,0.3,-19.01,-4.31,2.0,7.0,4,5,2,7,1340,1552,68.4,112.7,0.335,0.372,0.589,51.9,55.9,10.2,7.6,0.566,17.1,33.8,0.233
128,129,Jackson State,16,7,9,0.438,-7.48,0.58,3.0,0.0,1,0,4,9,1130,1259,71.4,110.2,0.393,0.43,0.562,51.0,58.0,11.2,10.2,0.528,16.1,33.9,0.279
129,130,Jacksonville,18,10,8,0.556,-12.72,-3.45,1.0,3.0,7,0,2,8,1335,1343,71.5,103.7,0.413,0.391,0.532,47.4,52.7,11.0,8.2,0.495,16.1,31.2,0.283
130,131,Jacksonville State,18,10,8,0.556,-1.35,-3.55,2.0,1.0,5,3,4,5,1289,1130,67.2,92.8,0.331,0.35,0.496,45.2,44.4,10.1,8.1,0.459,17.3,25.0,0.229
131,132,James Madison,18,16,2,0.889,8.38,-5.27,4.0,2.0,8,1,6,1,1565,1262,73.3,93.8,0.337,0.324,0.504,46.3,42.6,7.7,7.4,0.467,18.5,27.5,0.236
132,133,Kansas,17,15,2,0.882,18.58,6.58,3.0,1.0,9,0,2,1,1346,1127,70.5,94.0,0.248,0.395,0.482,45.8,47.4,10.4,7.2,0.452,15.1,25.5,0.174
133,134,Kansas City,19,7,12,0.368,-8.79,-2.6,1.0,3.0,6,2,1,7,1363,1355,67.6,103.4,0.405,0.357,0.543,45.6,51.0,8.9,7.2,0.504,15.7,26.3,0.288
134,135,Kansas State,17,13,4,0.765,12.04,4.63,3.0,1.0,10,1,2,1,1271,1145,67.6,96.1,0.249,0.382,0.487,46.3,47.7,10.8,10.3,0.455,15.5,31.1,0.18
135,136,Kennesaw State,18,12,6,0.667,-4.61,-4.28,3.0,1.0,8,0,2,6,1518,1398,77.4,99.7,0.381,0.37,0.518,49.8,46.4,9.3,12.5,0.48,16.9,29.7,0.264
136,137,Kent State,17,9,8,0.529,-0.7,-1.36,2.0,3.0,5,3,2,4,1330,1257,69.8,103.7,0.332,0.411,0.559,48.6,54.5,10.1,7.6,0.533,18.3,29.0,0.229
137,138,Kentucky,16,13,3,0.813,18.73,4.04,3.0,1.0,9,1,2,1,1452,1217,74.3,100.8,0.305,0.427,0.513,49.0,52.9,8.0,7.8,0.484,15.1,28.9,0.209
138,139,La Salle,18,10,8,0.556,-3.2,-0.91,1.0,4.0,7,3,2,5,1347,1320,67.6,105.6,0.306,0.323,0.534,52.9,53.9,6.7,8.9,0.505,15.0,32.4,0.212
139,140,Lafayette,18,6,12,0.333,-10.66,-2.36,5.0,0.0,3,4,3,6,1096,1221,67.1,101.2,0.289,0.381,0.519,52.9,50.8,10.7,7.6,0.482,15.6,30.0,0.215
140,141,Lamar,17,9,8,0.529,-6.29,-6.43,3.0,1.0,6,1,1,7,1384,1307,73.3,103.4,0.431,0.437,0.547,47.4,62.6,10.4,8.9,0.506,17.9,30.0,0.307
141,142,Le Moyne,17,6,11,0.353,-13.23,-5.09,1.0,2.0,4,2,2,9,1243,1240,71.0,102.6,0.239,0.453,0.539,54.2,58.8,9.3,7.8,0.514,18.2,32.5,0.174
142,143,Lehigh,16,4,12,0.25,-8.62,-2.69,1.0,4.0,2,4,2,8,1183,1186,73.1,100.6,0.333,0.36,0.541,50.2,44.8,9.8,7.7,0.51,16.3,23.8,0.235
143,144,Liberty,19,12,7,0.632,4.87,0.37,1.0,3.0,7,2,1,3,1447,1200,65.7,95.5,0.279,0.326,0.505,47.4,40.2,8.4,12.3,0.467,16.1,24.2,0.209
144,145,Lindenwood,18,7,11,0.389,-17.19,-5.45,1.0,4.0,3,4,2,7,1190,1291,69.1,103.9,0.394,0.411,0.552,52.6,53.0,9.6,8.4,0.516,16.4,28.3,0.279
145,146,Lipscomb,19,11,8,0.579,-0.62,-2.56,2.0,2.0,6,1,3,6,1539,1421,72.3,103.5,0.228,0.385,0.527,50.7,44.0,7.1,9.6,0.503,14.4,28.1,0.161
146,147,Little Rock,19,9,10,0.474,-6.42,-5.53,3.0,3.0,7,4,2,5,1513,1530,72.3,109.9,0.43,0.368,0.563,50.3,47.7,7.1,7.6,0.515,15.3,31.4,0.326
147,148,Long Beach State,19,12,7,0.632,-1.89,-1.6,4.0,3.0,5,1,6,4,1521,1475,74.8,103.1,0.33,0.465,0.541,48.0,60.0,9.7,5.5,0.513,17.1,30.0,0.225
148,149,Long Island University,15,3,12,0.2,-19.99,-3.79,2.0,1.0,1,2,1,10,951,1194,72.5,109.8,0.394,0.316,0.557,55.1,54.1,11.9,10.5,0.524,13.8,30.1,0.275
149,150,Longwood,20,13,7,0.65,-1.42,-7.36,1.0,4.0,9,1,4,6,1504,1271,68.2,91.4,0.317,0.376,0.501,42.1,47.2,9.4,6.3,0.468,18.4,23.7,0.217
150,151,Louisiana,18,10,8,0.556,0.06,-1.0,3.0,3.0,5,1,3,6,1391,1299,70.3,102.6,0.421,0.315,0.544,52.0,47.3,10.0,10.4,0.499,19.0,34.1,0.305
151,152,Louisiana State,17,11,6,0.647,8.89,1.94,3.0,1.0,8,2,1,2,1310,1192,71.2,97.7,0.319,0.434,0.513,48.7,49.0,11.5,10.6,0.47,17.8,30.1,0.241
152,153,Louisiana Tech,18,12,6,0.667,5.18,0.65,2.0,1.0,9,0,3,6,1369,1163,67.9,93.9,0.305,0.363,0.488,45.9,46.8,9.5,9.4,0.452,16.3,27.2,0.214
153,154,Louisiana-Monroe,16,4,12,0.25,-13.85,-1.5,0.0,6.0,3,5,1,7,1074,1171,69.0,106.1,0.393,0.461,0.545,47.7,63.0,10.5,10.6,0.503,15.2,29.4,0.286
154,155,Louisville,17,6,11,0.353,-0.17,3.36,1.0,5.0,5,5,1,4,1251,1311,70.4,108.8,0.316,0.382,0.557,49.6,54.7,9.9,9.6,0.523,14.7,28.7,0.235
155,156,Loyola (IL),18,12,6,0.667,4.81,1.22,4.0,1.0,9,2,2,2,1330,1218,70.5,95.9,0.343,0.366,0.502,47.7,51.4,9.8,9.8,0.464,15.4,24.6,0.239
156,157,Loyola (MD),18,3,15,0.167,-15.32,-4.26,1.0,4.0,1,6,2,8,1175,1329,67.2,108.4,0.307,0.38,0.554,49.9,52.1,12.3,11.6,0.531,14.2,27.9,0.209
157,158,Loyola Marymount,18,8,10,0.444,1.36,0.42,1.0,3.0,6,5,1,2,1321,1264,68.2,103.0,0.305,0.283,0.519,47.0,49.2,9.4,10.5,0.48,12.4,25.9,0.229
158,159,Maine,18,8,10,0.444,-6.36,-4.54,0.0,3.0,3,2,3,8,1229,1208,68.0,98.6,0.332,0.332,0.523,51.9,52.7,8.5,9.0,0.494,17.2,27.2,0.224
159,160,Manhattan,15,4,11,0.267,-15.91,-2.55,1.0,5.0,2,4,2,7,970,1145,71.1,106.5,0.252,0.325,0.541,53.5,58.5,11.8,11.9,0.512,14.4,29.8,0.188
160,161,Marist,14,8,6,0.571,-5.06,-8.78,3.0,2.0,4,2,4,4,929,877,66.7,93.9,0.408,0.396,0.51,50.4,43.0,9.9,5.9,0.468,19.2,26.0,0.282
161,162,Marquette,17,12,5,0.706,18.98,9.22,3.0,3.0,9,1,1,3,1316,1150,70.3,96.2,0.271,0.439,0.529,51.1,56.2,8.2,8.0,0.501,20.4,28.8,0.193
162,163,Marshall,19,9,10,0.474,-4.62,-1.51,4.0,2.0,5,4,3,3,1447,1470,74.1,104.3,0.284,0.356,0.527,49.2,49.8,10.4,7.7,0.499,14.4,29.0,0.2
163,164,Maryland,18,11,7,0.611,8.97,2.14,3.0,4.0,9,1,2,4,1275,1152,66.9,95.0,0.323,0.285,0.493,49.0,47.8,9.0,9.2,0.45,16.9,31.5,0.237
164,165,Maryland-Baltimore County,19,6,13,0.316,-11.88,-5.65,1.0,3.0,5,4,1,9,1476,1569,75.1,110.0,0.299,0.334,0.544,51.9,45.0,11.7,7.4,0.511,12.9,31.1,0.22
165,166,Maryland-Eastern Shore,15,4,11,0.267,-17.6,-1.98,1.0,2.0,4,1,0,10,974,1101,68.5,105.4,0.351,0.375,0.546,52.8,53.8,9.9,8.1,0.519,16.6,32.2,0.236
166,167,Massachusetts,17,11,6,0.647,8.12,-1.41,2.0,3.0,8,1,0,4,1385,1223,71.0,100.5,0.418,0.391,0.525,47.4,53.2,7.6,7.9,0.48,17.5,31.6,0.299
167,168,Massachusetts-Lowell,17,13,4,0.765,-0.53,-6.67,4.0,0.0,6,1,7,3,1385,1138,72.9,91.8,0.233,0.352,0.474,43.3,42.7,10.8,6.9,0.444,15.1,25.4,0.166
168,169,McNeese State,17,15,2,0.882,5.87,-3.2,4.0,0.0,9,0,5,2,1353,1029,67.2,90.0,0.259,0.504,0.486,46.4,60.5,6.6,8.1,0.451,19.8,28.5,0.19
169,170,Memphis,18,15,3,0.833,11.68,4.74,4.0,1.0,8,1,5,1,1463,1338,72.2,101.5,0.271,0.438,0.514,49.8,52.3,9.8,11.4,0.484,16.3,33.4,0.192
170,171,Mercer,18,8,10,0.444,-6.88,-2.94,1.0,4.0,5,4,2,5,1250,1269,67.6,104.4,0.414,0.348,0.545,50.2,44.2,9.3,7.8,0.505,16.4,29.5,0.295
171,172,Merrimack,18,9,9,0.5,-3.52,-2.21,3.0,1.0,6,0,2,8,1243,1239,69.4,98.5,0.319,0.318,0.513,55.4,57.6,10.2,10.0,0.475,19.4,36.4,0.233
172,173,Miami (FL),17,12,5,0.706,13.16,2.93,3.0,3.0,9,2,1,2,1414,1240,72.5,99.9,0.199,0.44,0.516,47.8,54.2,9.8,8.5,0.49,15.7,28.3,0.148
173,174,Miami (OH),17,8,9,0.471,-5.32,-3.32,2.0,3.0,6,3,2,6,1266,1207,69.6,102.0,0.331,0.332,0.526,51.8,45.4,9.0,10.8,0.489,15.8,29.7,0.238
174,175,Michigan,18,7,11,0.389,9.79,8.06,2.0,5.0,4,5,2,3,1428,1397,69.8,109.0,0.302,0.333,0.534,48.3,43.2,10.5,11.7,0.501,12.2,30.5,0.219
175,176,Michigan State,18,11,7,0.611,19.64,8.14,3.0,4.0,10,2,0,3,1387,1180,68.0,95.8,0.313,0.421,0.496,48.0,56.4,8.4,6.5,0.457,16.2,28.4,0.227
