,Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Opp_Pace,Opp_ORtg,Opp_FTr,Opp_3PAr,Opp_TS_Pct,Opp_TRB_Pct,Opp_AST_Pct,Opp_STL_Pct,Opp_BLK_Pct,Opp_eFG_Pct,Opp_TOV_Pct,Opp_ORB_Pct,Opp_FTperFGA
86,87,Florida,17,11,6,0.647,13.98,5.33,1.0,3.0,7,1,0,3,1448,1301,73.9,113.5,0.385,0.344,0.542,56.3,51.3,9.5,11.6,0.512,14.3,40.8,0.258
87,88,Florida A&M,14,2,12,0.143,-15.55,6.11,0.0,3.0,1,4,1,7,919,1156,70.2,91.8,0.236,0.285,0.497,47.5,55.8,8.6,7.3,0.473,18.7,27.1,0.16
88,89,Florida Atlantic,18,14,4,0.778,16.39,5.16,4.0,1.0,7,1,1,2,1486,1284,69.1,117.9,0.327,0.39,0.583,53.1,50.6,10.6,7.0,0.56,13.8,34.4,0.228
89,90,Florida Gulf Coast,19,7,12,0.368,-8.49,-1.43,1.0,3.0,5,2,1,7,1314,1382,66.0,104.0,0.313,0.394,0.53,51.1,47.2,8.3,10.1,0.503,15.4,31.4,0.211
90,91,Florida International,19,7,12,0.368,-6.22,-1.78,2.0,2.0,6,3,1,6,1449,1438,73.2,103.6,0.294,0.407,0.543,46.8,55.1,15.4,10.0,0.522,17.2,29.2,0.193
91,92,Florida State,17,11,6,0.647,10.5,6.61,5.0,1.0,7,3,2,2,1311,1245,72.9,105.0,0.374,0.321,0.529,49.5,48.7,12.7,12.1,0.494,14.3,30.3,0.258
92,93,Fordham,17,8,9,0.471,-0.55,-1.9,2.0,2.0,4,6,2,1,1292,1269,72.2,102.3,0.391,0.41,0.516,51.1,54.1,11.8,12.4,0.482,16.2,34.0,0.261
93,94,Fresno State,17,8,9,0.471,-3.66,0.15,1.0,3.0,6,3,1,4,1184,1234,67.2,102.1,0.318,0.353,0.553,49.8,48.3,9.0,7.1,0.534,17.9,26.9,0.204
94,95,Furman,18,9,9,0.5,0.44,-2.43,3.0,2.0,7,1,2,6,1491,1395,74.1,110.2,0.326,0.471,0.557,52.7,60.5,10.1,7.4,0.527,15.1,31.7,0.233
95,96,Gardner-Webb,19,7,12,0.368,-5.05,0.83,2.0,2.0,5,2,1,7,1399,1393,71.3,102.0,0.327,0.368,0.508,51.0,47.1,8.7,6.0,0.481,13.2,28.2,0.213
96,97,George Mason,18,13,5,0.722,6.23,0.12,2.0,3.0,9,1,3,3,1317,1189,66.4,110.2,0.362,0.362,0.565,54.0,46.1,8.5,10.9,0.526,15.3,31.7,0.272
97,98,George Washington,17,14,3,0.824,2.82,-4.24,3.0,1.0,11,1,1,1,1406,1278,72.6,108.3,0.383,0.399,0.582,50.5,47.8,8.3,13.8,0.546,16.9,26.2,0.283
98,99,Georgetown,17,8,9,0.471,1.48,2.25,1.0,5.0,7,5,1,4,1223,1236,67.1,105.7,0.379,0.418,0.535,50.8,51.5,9.1,10.2,0.495,16.3,34.5,0.271
99,100,Georgia,17,13,4,0.765,9.66,4.13,3.0,1.0,10,1,3,0,1284,1190,70.9,106.6,0.422,0.405,0.537,49.4,50.8,9.0,9.1,0.494,13.6,28.0,0.302
100,101,Georgia Southern,18,3,15,0.167,-13.58,-3.03,3.0,3.0,2,2,1,10,1243,1433,69.6,99.3,0.268,0.474,0.523,45.5,42.7,9.9,10.8,0.496,17.2,27.8,0.187
101,102,Georgia State,17,9,8,0.529,-2.65,-2.25,4.0,2.0,6,1,3,7,1357,1254,71.5,110.9,0.282,0.371,0.541,52.0,44.7,8.3,7.3,0.507,12.0,30.8,0.214
102,103,Georgia Tech,17,9,8,0.529,5.16,6.39,2.0,4.0,5,3,2,4,1258,1279,68.9,104.3,0.311,0.4,0.522,52.3,51.7,6.9,11.6,0.495,15.1,34.0,0.208
103,104,Gonzaga,17,12,5,0.706,15.53,2.53,3.0,1.0,8,1,1,2,1435,1161,72.3,116.7,0.307,0.313,0.574,56.1,50.4,10.2,9.3,0.551,13.4,36.0,0.214
104,105,Grambling,17,6,11,0.353,-13.41,0.81,3.0,1.0,4,1,2,8,1113,1245,67.9,96.4,0.314,0.269,0.511,48.4,40.3,11.0,6.6,0.476,17.4,29.6,0.222
105,106,Grand Canyon,18,17,1,0.944,10.32,-2.5,7.0,0.0,10,0,4,0,1471,1203,70.3,116.2,0.419,0.351,0.59,55.7,45.3,11.8,14.5,0.553,15.6,36.4,0.309
106,107,Green Bay,20,12,8,0.6,-3.32,-2.49,7.0,2.0,7,1,5,6,1369,1335,63.8,106.7,0.268,0.479,0.575,51.2,51.3,7.4,6.4,0.551,17.7,28.0,0.194
107,108,Hampton,18,4,14,0.222,-17.89,-4.75,0.0,6.0,3,5,0,7,1370,1402,73.1,104.0,0.311,0.382,0.538,51.8,50.4,9.5,7.9,0.506,16.5,31.9,0.222
108,109,Harvard,15,9,6,0.6,-3.45,-1.88,0.0,2.0,6,2,3,4,1084,1078,68.4,104.8,0.352,0.386,0.546,48.5,53.0,8.1,11.0,0.515,14.8,26.3,0.246
109,110,Hawaii,18,10,8,0.556,1.11,-1.39,2.0,4.0,7,5,1,2,1279,1198,67.2,104.9,0.36,0.442,0.548,51.7,52.1,7.1,7.0,0.517,15.8,27.9,0.251
110,111,High Point,19,15,4,0.789,2.24,-4.77,4.0,0.0,10,0,3,3,1620,1398,69.7,121.6,0.45,0.407,0.591,57.9,44.9,8.0,9.2,0.544,13.2,38.2,0.346
111,112,Hofstra,18,9,9,0.5,2.15,0.92,2.0,3.0,5,2,1,7,1360,1286,68.2,109.9,0.206,0.484,0.573,47.6,55.9,9.1,11.2,0.55,14.3,24.0,0.157
112,113,Holy Cross,18,4,14,0.222,-18.33,-6.09,1.0,4.0,1,5,2,8,1182,1362,65.6,99.4,0.225,0.386,0.517,48.0,46.8,6.0,8.2,0.5,16.0,26.8,0.144
113,114,Houston,17,15,2,0.882,27.92,4.57,2.0,2.0,10,0,1,2,1273,876,64.0,116.9,0.294,0.36,0.533,55.6,50.1,16.4,19.5,0.509,11.6,40.9,0.198
114,115,Houston Christian,15,3,12,0.2,-17.14,1.94,1.0,3.0,2,3,1,9,1052,1228,75.7,91.9,0.333,0.255,0.483,49.9,45.1,9.2,7.9,0.457,19.0,31.1,0.205
115,116,Howard,19,8,11,0.421,-7.34,-3.34,2.0,1.0,5,2,3,7,1443,1466,70.0,105.6,0.395,0.388,0.567,51.2,53.0,8.6,7.0,0.528,19.0,32.4,0.289
116,117,Idaho,17,7,10,0.412,-8.63,-2.83,1.0,3.0,5,5,1,5,1188,1185,66.9,103.7,0.295,0.429,0.532,49.4,50.9,9.2,11.1,0.501,14.3,25.8,0.21
117,118,Idaho State,18,7,11,0.389,-8.46,-3.08,2.0,3.0,5,2,2,8,1227,1223,64.7,104.7,0.291,0.361,0.546,50.8,48.7,10.8,10.0,0.521,16.1,29.9,0.201
118,119,Illinois,17,13,4,0.765,20.27,5.98,4.0,2.0,9,2,2,2,1395,1152,70.8,116.0,0.34,0.395,0.568,55.9,44.7,6.4,9.5,0.535,13.7,36.3,0.249
119,120,Illinois State,18,8,10,0.444,-4.46,-0.4,2.0,5.0,6,4,1,4,1193,1243,67.0,98.8,0.369,0.392,0.501,51.6,50.8,8.6,6.6,0.462,15.4,30.0,0.253
120,121,Illinois-Chicago,18,8,10,0.444,0.19,-0.28,1.0,6.0,4,5,2,4,1242,1183,67.8,101.7,0.244,0.42,0.543,49.4,57.7,7.9,15.5,0.528,16.3,25.0,0.156
121,122,Incarnate Word,16,5,11,0.313,-15.66,-6.38,0.0,3.0,3,2,2,8,1176,1256,73.1,100.6,0.362,0.417,0.542,48.3,50.0,9.7,10.8,0.499,19.0,28.1,0.274
122,123,Indiana,18,12,6,0.667,6.69,6.13,4.0,3.0,10,2,1,2,1330,1320,70.6,104.6,0.409,0.275,0.55,49.7,57.9,8.7,11.1,0.522,15.4,27.1,0.269
123,124,Indiana State,18,15,3,0.833,14.81,1.16,6.0,1.0,8,0,3,3,1557,1295,72.2,119.8,0.373,0.499,0.645,51.7,59.5,9.3,4.3,0.616,15.4,23.9,0.287
124,125,Iona,16,7,9,0.438,-1.86,-2.55,2.0,3.0,4,3,2,3,1147,1136,68.7,104.3,0.311,0.383,0.522,47.9,53.5,14.3,10.4,0.498,13.8,29.1,0.201
125,126,Iowa,17,11,6,0.647,15.08,5.5,3.0,3.0,8,1,1,4,1480,1317,75.3,115.5,0.316,0.312,0.569,50.6,62.3,10.9,9.4,0.536,11.6,29.3,0.238
126,127,Iowa State,17,13,4,0.765,23.01,1.95,2.0,2.0,11,0,1,2,1379,1021,69.7,116.5,0.398,0.307,0.573,53.8,60.7,15.8,10.7,0.542,13.2,33.2,0.28
127,128,IUPUI,20,6,14,0.3,-19.01,-4.31,2.0,7.0,4,5,2,7,1340,1552,68.4,97.3,0.33,0.267,0.523,48.1,41.8,11.1,5.3,0.481,18.4,30.6,0.247
128,129,Jackson State,16,7,9,0.438,-7.48,0.58,3.0,0.0,1,0,4,9,1130,1259,71.4,98.9,0.347,0.345,0.506,49.0,51.3,9.8,10.6,0.469,17.1,33.1,0.24
129,130,Jacksonville,18,10,8,0.556,-12.72,-3.45,1.0,3.0,7,0,2,8,1335,1343,71.5,103.1,0.388,0.344,0.535,52.6,43.3,11.6,9.8,0.496,17.6,35.1,0.274
130,131,Jacksonville State,18,10,8,0.556,-1.35,-3.55,2.0,1.0,5,3,4,5,1289,1130,67.2,105.8,0.326,0.301,0.547,54.8,43.8,10.2,12.2,0.514,17.1,33.8,0.235
131,132,James Madison,18,16,2,0.889,8.38,-5.27,4.0,2.0,8,1,6,1,1565,1262,73.3,116.3,0.3,0.39,0.57,53.7,52.6,12.5,8.2,0.547,12.7,34.4,0.21
132,133,Kansas,17,15,2,0.882,18.58,6.58,3.0,1.0,9,0,2,1,1346,1127,70.5,112.3,0.315,0.301,0.591,54.2,70.6,10.4,12.3,0.563,15.4,28.6,0.233
133,134,Kansas City,19,7,12,0.368,-8.79,-2.6,1.0,3.0,6,2,1,7,1363,1355,67.6,104.0,0.289,0.408,0.513,54.4,51.6,8.0,11.6,0.485,15.2,36.3,0.195
134,135,Kansas State,17,13,4,0.765,12.04,4.63,3.0,1.0,10,1,2,1,1271,1145,67.6,106.6,0.365,0.41,0.54,53.7,58.5,9.7,11.9,0.499,17.3,37.4,0.269
135,136,Kennesaw State,18,12,6,0.667,-4.61,-4.28,3.0,1.0,8,0,2,6,1518,1398,77.4,108.3,0.33,0.446,0.546,50.2,52.9,10.9,11.7,0.52,13.9,30.4,0.222
136,137,Kent State,17,9,8,0.529,-0.7,-1.36,2.0,3.0,5,3,2,4,1330,1257,69.8,109.7,0.349,0.378,0.564,51.4,49.3,10.5,8.2,0.524,15.9,32.5,0.268
137,138,Kentucky,16,13,3,0.813,18.73,4.04,3.0,1.0,9,1,2,1,1452,1217,74.3,120.3,0.311,0.389,0.6,51.0,56.4,10.9,15.2,0.573,11.4,28.2,0.232
138,139,La Salle,18,10,8,0.556,-3.2,-0.91,1.0,4.0,7,3,2,5,1347,1320,67.6,107.8,0.268,0.411,0.532,47.1,56.2,10.1,8.1,0.503,12.0,27.6,0.195
139,140,Lafayette,18,6,12,0.333,-10.66,-2.36,5.0,0.0,3,4,3,6,1096,1221,67.1,90.8,0.24,0.408,0.48,47.1,56.5,10.5,13.1,0.454,16.6,24.7,0.16
140,141,Lamar,17,9,8,0.529,-6.29,-6.43,3.0,1.0,6,1,1,7,1384,1307,73.3,109.5,0.333,0.366,0.55,52.6,58.4,10.5,11.1,0.517,15.8,35.6,0.241
141,142,Le Moyne,17,6,11,0.353,-13.23,-5.09,1.0,2.0,4,2,2,9,1243,1240,71.0,102.9,0.241,0.471,0.537,45.8,61.1,13.1,10.3,0.506,15.1,24.6,0.185
142,143,Lehigh,16,4,12,0.25,-8.62,-2.69,1.0,4.0,2,4,2,8,1183,1186,73.1,100.3,0.284,0.369,0.527,49.8,49.8,10.2,5.3,0.498,15.7,24.5,0.2
143,144,Liberty,19,12,7,0.632,4.87,0.37,1.0,3.0,7,2,1,3,1447,1200,65.7,115.1,0.224,0.492,0.568,52.6,62.4,8.8,5.2,0.554,12.5,30.0,0.148
144,145,Lindenwood,18,7,11,0.389,-17.19,-5.45,1.0,4.0,3,4,2,7,1190,1291,69.1,95.7,0.399,0.295,0.504,47.4,33.1,8.8,7.9,0.453,16.0,24.2,0.293
145,146,Lipscomb,19,11,8,0.579,-0.62,-2.56,2.0,2.0,6,1,3,6,1539,1421,72.3,112.1,0.274,0.427,0.583,49.3,50.6,8.7,9.3,0.558,13.5,24.1,0.203
146,147,Little Rock,19,9,10,0.474,-6.42,-5.53,3.0,3.0,7,4,2,5,1513,1530,72.3,108.7,0.378,0.347,0.547,49.7,50.9,8.3,11.1,0.509,14.4,31.6,0.272
147,148,Long Beach State,19,12,7,0.632,-1.89,-1.6,4.0,3.0,5,1,6,4,1521,1475,74.8,106.4,0.386,0.281,0.542,52.0,53.5,11.9,10.9,0.511,15.7,33.1,0.262
148,149,Long Island University,15,3,12,0.2,-19.99,-3.79,2.0,1.0,1,2,1,10,951,1194,72.5,87.5,0.3,0.337,0.484,44.9,49.6,9.1,5.3,0.447,18.6,20.9,0.213
149,150,Longwood,20,13,7,0.65,-1.42,-7.36,1.0,4.0,9,1,4,6,1504,1271,68.2,108.2,0.371,0.284,0.536,57.9,46.6,10.6,8.3,0.508,15.8,39.7,0.245
150,151,Louisiana,18,10,8,0.556,0.06,-1.0,3.0,3.0,5,1,3,6,1391,1299,70.3,109.9,0.258,0.374,0.562,48.0,48.0,12.7,11.7,0.538,14.7,30.8,0.186
151,152,Louisiana State,17,11,6,0.647,8.89,1.94,3.0,1.0,8,2,1,2,1310,1192,71.2,107.4,0.395,0.368,0.561,51.3,45.4,13.6,12.3,0.524,16.5,30.5,0.284
152,153,Louisiana Tech,18,12,6,0.667,5.18,0.65,2.0,1.0,9,0,3,6,1369,1163,67.9,110.5,0.409,0.373,0.553,54.1,51.4,11.3,13.6,0.518,15.2,34.0,0.285
153,154,Louisiana-Monroe,16,4,12,0.25,-13.85,-1.5,0.0,6.0,3,5,1,7,1074,1171,69.0,97.3,0.337,0.308,0.48,52.3,56.5,10.3,9.0,0.448,15.8,35.7,0.218
154,155,Louisville,17,6,11,0.353,-0.17,3.36,1.0,5.0,5,5,1,4,1251,1311,70.4,103.8,0.396,0.324,0.533,50.4,45.5,7.6,7.8,0.487,15.4,30.1,0.291
155,156,Loyola (IL),18,12,6,0.667,4.81,1.22,4.0,1.0,9,2,2,2,1330,1218,70.5,104.7,0.321,0.414,0.559,52.3,64.9,9.5,13.6,0.536,16.7,26.0,0.216
156,157,Loyola (MD),18,3,15,0.167,-15.32,-4.26,1.0,4.0,1,6,2,8,1175,1329,67.2,95.8,0.284,0.388,0.517,50.1,55.5,9.1,6.6,0.499,18.9,28.4,0.176
157,158,Loyola Marymount,18,8,10,0.444,1.36,0.42,1.0,3.0,6,5,1,2,1321,1264,68.2,107.7,0.344,0.404,0.545,53.0,45.5,5.9,6.6,0.509,14.7,31.2,0.251
158,159,Maine,18,8,10,0.444,-6.36,-4.54,0.0,3.0,3,2,3,8,1229,1208,68.0,100.3,0.26,0.337,0.529,48.1,50.0,12.6,7.4,0.499,14.6,22.6,0.191
159,160,Manhattan,15,4,11,0.267,-15.91,-2.55,1.0,5.0,2,4,2,7,970,1145,71.1,90.2,0.212,0.402,0.482,46.5,57.2,10.7,6.1,0.456,17.1,24.6,0.149
160,161,Marist,14,8,6,0.571,-5.06,-8.78,3.0,2.0,4,2,4,4,929,877,66.7,99.5,0.309,0.376,0.537,49.6,49.3,11.9,9.9,0.516,16.4,23.7,0.199
161,162,Marquette,17,12,5,0.706,18.98,9.22,3.0,3.0,9,1,1,3,1316,1150,70.3,110.1,0.273,0.426,0.556,48.9,56.4,13.2,8.1,0.528,12.7,27.2,0.202
162,163,Marshall,19,9,10,0.474,-4.62,-1.51,4.0,2.0,5,4,3,3,1447,1470,74.1,102.7,0.337,0.389,0.516,50.8,59.0,8.9,12.1,0.478,14.5,30.8,0.241
163,164,Maryland,18,11,7,0.611,8.97,2.14,3.0,4.0,9,1,2,4,1275,1152,66.9,105.2,0.445,0.384,0.517,51.0,46.7,10.6,13.0,0.47,14.6,33.8,0.312
164,165,Maryland-Baltimore County,19,6,13,0.316,-11.88,-5.65,1.0,3.0,5,4,1,9,1476,1569,75.1,103.4,0.242,0.356,0.546,48.1,43.8,6.6,8.0,0.527,16.4,26.7,0.163
165,166,Maryland-Eastern Shore,15,4,11,0.267,-17.6,-1.98,1.0,2.0,4,1,0,10,974,1101,68.5,93.2,0.26,0.345,0.478,47.2,50.7,10.0,6.9,0.44,16.1,29.0,0.194
166,167,Massachusetts,17,11,6,0.647,8.12,-1.41,2.0,3.0,8,1,0,4,1385,1223,71.0,113.8,0.387,0.321,0.544,52.6,56.0,12.2,8.6,0.511,12.6,37.4,0.266
167,168,Massachusetts-Lowell,17,13,4,0.765,-0.53,-6.67,4.0,0.0,6,1,7,3,1385,1138,72.9,111.7,0.349,0.285,0.573,56.7,45.0,9.4,12.0,0.541,16.1,35.3,0.255
168,169,McNeese State,17,15,2,0.882,5.87,-3.2,4.0,0.0,9,0,5,2,1353,1029,67.2,118.4,0.338,0.319,0.577,53.6,48.9,15.3,12.0,0.554,12.3,34.0,0.23
169,170,Memphis,18,15,3,0.833,11.68,4.74,4.0,1.0,8,1,5,1,1463,1338,72.2,111.0,0.384,0.389,0.573,50.2,48.2,11.7,13.6,0.533,15.5,31.4,0.286
170,171,Mercer,18,8,10,0.444,-6.88,-2.94,1.0,4.0,5,4,2,5,1250,1269,67.6,102.8,0.296,0.336,0.514,49.8,51.2,10.6,9.1,0.49,14.4,31.0,0.192
171,172,Merrimack,18,9,9,0.5,-3.52,-2.21,3.0,1.0,6,0,2,8,1243,1239,69.4,98.8,0.343,0.413,0.539,44.6,51.5,14.2,9.1,0.504,17.8,23.9,0.245
172,173,Miami (FL),17,12,5,0.706,13.16,2.93,3.0,3.0,9,2,1,2,1414,1240,72.5,113.9,0.277,0.385,0.596,52.2,51.8,11.2,9.8,0.567,15.5,29.4,0.214
173,174,Miami (OH),17,8,9,0.471,-5.32,-3.32,2.0,3.0,6,3,2,6,1266,1207,69.6,107.0,0.348,0.395,0.572,48.2,61.1,8.5,6.3,0.545,15.6,24.3,0.242
174,175,Michigan,18,7,11,0.389,9.79,8.06,2.0,5.0,4,5,2,3,1428,1397,69.8,111.4,0.316,0.386,0.573,51.7,47.2,5.9,8.7,0.547,15.6,31.6,0.225
175,176,Michigan State,18,11,7,0.611,19.64,8.14,3.0,4.0,10,2,0,3,1387,1180,68.0,112.6,0.317,0.318,0.56,52.0,63.9,10.3,13.0,0.533,13.2,31.1,0.221
176,177,Middle Tennessee,18,6,12,0.333,-8.39,-0.27,0.0,3.0,5,6,0,4,1124,1191,65.2,93.8,0.303,0.399,0.489,50.1,42.1,9.1,11.7,0.46,18.6,31.7,0.198
177,178,Milwaukee,18,9,9,0.5,-6.4,-2.34,4.0,3.0,6,2,2,6,1406,1424,70.4,110.2,0.337,0.43,0.537,50.8,49.4,8.9,12.3,0.503,14.3,36.4,0.239
178,179,Minnesota,18,12,6,0.667,8.83,0.05,3.0,4.0,11,2,1,3,1389,1231,69.1,111.7,0.346,0.4,0.57,53.3,67.5,9.8,10.9,0.547,15.8,33.2,0.233
179,180,Mississippi,17,15,2,0.882,9.26,2.14,2.0,2.0,11,0,2,2,1322,1201,69.7,111.6,0.354,0.332,0.564,48.3,57.0,12.5,17.2,0.526,12.9,28.3,0.265
180,181,Mississippi State,17,12,5,0.706,14.63,5.58,1.0,3.0,6,2,0,3,1281,1127,69.6,108.2,0.374,0.404,0.551,54.3,58.1,12.6,11.1,0.517,15.9,33.9,0.264
181,182,Mississippi Valley State,17,0,17,0.0,-27.52,3.66,0.0,4.0,0,2,0,15,869,1399,65.6,77.4,0.297,0.245,0.437,44.3,38.8,9.2,4.5,0.409,22.7,28.3,0.179
182,183,Missouri,17,8,9,0.471,5.99,4.35,0.0,4.0,6,4,2,3,1284,1256,68.9,108.8,0.272,0.422,0.553,46.8,49.9,12.5,16.3,0.521,13.9,28.1,0.207
183,184,Missouri State,18,10,8,0.556,0.54,-0.47,2.0,5.0,5,2,2,6,1272,1254,68.9,101.8,0.342,0.42,0.537,52.5,51.1,6.2,10.8,0.505,15.8,27.4,0.24
184,185,Monmouth,18,9,9,0.5,-1.46,0.21,2.0,3.0,6,1,1,8,1273,1303,68.2,103.7,0.308,0.363,0.529,47.8,49.3,10.8,11.2,0.497,15.0,29.0,0.219
185,186,Montana,17,11,6,0.647,2.25,0.25,2.0,2.0,7,2,4,4,1337,1216,69.0,113.2,0.265,0.354,0.57,52.4,53.3,6.6,7.5,0.539,13.0,28.4,0.204
186,187,Montana State,17,8,9,0.471,-5.72,-2.08,3.0,1.0,6,4,2,5,1257,1251,70.2,103.7,0.285,0.459,0.563,46.1,50.0,12.1,5.4,0.531,15.5,20.0,0.215
187,188,Morehead State,19,14,5,0.737,0.97,-2.17,5.0,1.0,9,0,5,5,1467,1192,67.4,114.5,0.273,0.443,0.568,58.3,55.7,8.7,14.1,0.547,15.3,38.6,0.19
188,189,Morgan State,18,4,14,0.222,-18.5,-0.5,0.0,2.0,4,3,0,9,1281,1415,72.3,98.5,0.241,0.285,0.516,48.9,46.3,8.1,7.5,0.49,17.6,31.1,0.17
189,190,Mount St. Mary's,16,6,10,0.375,-6.01,-7.07,2.0,3.0,4,1,2,9,1168,1151,69.3,102.8,0.27,0.344,0.547,50.7,51.2,10.6,10.5,0.522,18.3,31.9,0.19
190,191,Murray State,18,8,10,0.444,1.09,-0.15,5.0,2.0,5,4,3,4,1306,1252,66.7,107.9,0.326,0.375,0.537,50.5,49.7,9.2,8.7,0.506,12.1,27.8,0.23
191,192,Navy,16,7,9,0.438,-8.6,-7.66,3.0,2.0,6,2,1,7,1097,1053,67.7,100.5,0.338,0.343,0.494,49.7,52.2,12.5,5.6,0.454,13.3,30.9,0.238
192,193,NC State,17,13,4,0.765,10.61,2.73,5.0,1.0,9,1,3,1,1314,1180,69.8,110.0,0.312,0.348,0.538,49.8,47.2,11.1,7.8,0.506,11.5,28.7,0.224
193,194,Nebraska,18,13,5,0.722,11.9,3.51,3.0,4.0,11,1,1,4,1413,1262,69.6,112.0,0.348,0.457,0.563,51.4,59.6,9.5,7.8,0.525,13.6,30.3,0.263
194,195,Nevada,18,15,3,0.833,13.07,1.95,2.0,2.0,9,1,3,1,1369,1147,68.1,111.6,0.454,0.315,0.564,50.6,53.1,9.2,12.4,0.522,12.3,25.9,0.326
195,196,Nevada-Las Vegas,16,9,7,0.563,9.63,7.99,2.0,2.0,7,3,2,1,1228,1113,68.2,110.8,0.269,0.374,0.555,48.8,52.7,11.1,12.2,0.532,13.4,30.2,0.189
196,197,New Hampshire,17,10,7,0.588,-3.23,-2.17,2.0,2.0,5,2,5,5,1315,1255,74.7,103.5,0.297,0.43,0.533,49.2,49.1,9.8,4.7,0.5,14.1,24.1,0.218
197,198,New Mexico,18,15,3,0.833,16.59,3.47,3.0,2.0,10,0,1,3,1504,1248,74.5,112.2,0.358,0.286,0.548,52.8,52.1,13.5,12.7,0.52,12.1,31.8,0.244
198,199,New Mexico State,18,8,10,0.444,-6.09,3.7,2.0,1.0,8,1,0,7,1265,1292,70.6,98.2,0.373,0.346,0.527,50.5,52.5,10.1,8.9,0.489,16.9,26.9,0.263
199,200,New Orleans,17,7,10,0.412,-12.73,-1.04,2.0,2.0,6,1,1,8,1281,1312,74.5,100.5,0.381,0.277,0.515,47.0,44.7,11.0,8.7,0.469,15.1,28.7,0.279
200,201,Niagara,16,7,9,0.438,-8.71,-5.98,3.0,3.0,3,5,4,4,1215,1207,69.1,109.1,0.34,0.3,0.572,50.1,49.1,6.7,4.9,0.533,14.2,25.8,0.264
201,202,Nicholls State,17,8,9,0.471,-5.8,0.49,3.0,1.0,5,1,3,6,1257,1292,68.9,103.5,0.365,0.416,0.54,47.5,44.3,10.0,11.4,0.499,16.0,27.6,0.268
202,203,NJIT,16,4,12,0.25,-14.21,-3.34,0.0,4.0,3,4,1,8,1117,1204,69.4,100.5,0.322,0.409,0.504,47.2,47.7,10.6,9.7,0.466,14.9,31.2,0.23
203,204,Norfolk State,19,11,8,0.579,-5.02,-2.75,1.0,1.0,6,0,3,6,1441,1293,68.8,110.2,0.399,0.341,0.556,51.4,46.6,12.8,9.8,0.511,14.6,33.4,0.301
204,205,North Alabama,18,7,11,0.389,-7.15,-3.47,1.0,3.0,6,3,1,8,1371,1353,69.6,106.5,0.331,0.361,0.534,51.2,44.4,8.2,8.2,0.495,13.8,29.7,0.245
205,206,North Carolina,17,14,3,0.824,21.97,7.62,6.0,0.0,8,0,3,0,1426,1182,72.4,115.1,0.398,0.35,0.563,54.4,50.3,8.6,11.9,0.518,12.3,33.2,0.302
206,207,North Carolina A&T,18,5,13,0.278,-14.17,-2.62,3.0,2.0,2,3,2,7,1252,1460,69.4,100.2,0.353,0.378,0.508,42.3,47.6,8.5,8.6,0.464,12.1,22.9,0.258
207,208,North Carolina Central,17,10,7,0.588,-6.37,-1.98,2.0,0.0,7,1,3,5,1301,1148,70.2,108.2,0.381,0.37,0.542,49.0,49.1,12.3,8.9,0.509,14.0,30.7,0.263
208,209,North Dakota,20,10,10,0.5,-10.67,-5.55,2.0,3.0,5,3,3,7,1474,1449,68.3,107.2,0.326,0.434,0.53,51.1,44.4,8.9,6.9,0.498,13.5,31.4,0.228
209,210,North Dakota State,19,8,11,0.421,-6.79,-0.29,1.0,3.0,5,3,3,7,1487,1441,67.8,111.7,0.278,0.358,0.569,51.0,42.2,7.1,3.4,0.548,13.3,27.5,0.192
210,211,North Florida,19,10,9,0.526,-7.26,-2.88,3.0,1.0,8,2,2,7,1470,1410,70.6,109.5,0.258,0.564,0.559,48.8,51.6,9.0,7.7,0.532,14.2,26.8,0.192
211,212,North Texas,16,11,5,0.688,10.17,1.88,4.0,0.0,8,0,2,1,1103,935,62.8,108.9,0.302,0.404,0.544,54.4,45.2,10.7,8.8,0.509,16.1,37.2,0.227
212,213,Northeastern,18,7,11,0.389,-4.47,-1.86,2.0,3.0,4,2,2,8,1264,1311,65.8,106.8,0.346,0.349,0.556,52.9,51.5,9.0,8.4,0.517,17.5,34.0,0.259
213,214,Northern Arizona,18,8,10,0.444,-14.18,-2.85,1.0,3.0,4,0,3,9,1180,1384,69.8,93.9,0.292,0.369,0.505,45.1,54.6,8.2,9.0,0.48,16.8,23.0,0.19
214,215,Northern Colorado,17,10,7,0.588,-4.67,-3.07,3.0,1.0,6,1,3,5,1377,1351,71.2,110.5,0.316,0.385,0.574,49.6,48.8,8.8,5.4,0.546,13.6,24.1,0.229
215,216,Northern Illinois,17,6,11,0.353,-5.82,3.18,0.0,5.0,3,5,2,6,1314,1353,72.3,106.1,0.382,0.386,0.558,48.1,41.4,8.1,11.9,0.532,15.7,26.6,0.254
216,217,Northern Iowa,18,10,8,0.556,4.91,3.03,4.0,3.0,5,2,4,4,1361,1289,68.5,108.9,0.343,0.386,0.572,51.0,50.4,9.4,6.4,0.542,14.2,22.6,0.248
217,218,Northern Kentucky,19,10,9,0.526,-3.77,-2.77,5.0,3.0,7,1,3,8,1413,1378,69.6,105.4,0.379,0.32,0.545,49.1,52.3,12.9,8.4,0.512,15.5,30.6,0.263
218,219,Northwestern,17,13,4,0.765,10.16,4.21,4.0,2.0,9,1,2,2,1240,1139,65.0,111.4,0.289,0.367,0.564,48.4,60.7,11.8,10.1,0.536,12.6,26.2,0.211
