Rk,School,Conf,AP_Rank,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Adj_ORtg,Adj_DRtg,Adj_NRtg
228,Stony Brook,CAA,,14,13,72.0,72.8,-0.74,-2.34,-1.46,-3.23,-4.69,102.79,109.11,-6.32
229,Saint Peter's,MAAC,,13,11,64.7,63.6,1.08,-5.87,-11.02,6.15,-4.87,95.53,102.21,-6.68
230,Bowling Green State,MAC,,16,9,75.8,72.4,3.36,-5.72,-1.05,-4.02,-5.07,100.23,107.71,-7.49
231,Texas State,Sun Belt,,11,16,68.0,70.1,-2.04,0.61,-8.41,3.19,-5.23,95.49,102.74,-7.25
232,Northeastern,CAA,,10,17,70.3,73.1,-2.78,-2.48,-2.54,-2.73,-5.26,104.98,112.71,-7.73
233,Cal State Fullerton,Big West,,11,15,67.1,68.9,-1.81,0.02,-6.59,1.31,-5.28,97.63,104.95,-7.31
234,Austin Peay,A-Sun,,15,13,72.2,70.0,2.14,-3.82,-5.15,-0.23,-5.38,102.62,110.71,-8.09
235,Abilene Christian,WAC,,10,15,72.8,74.9,-2.16,-1.1,-2.75,-2.72,-5.48,98.69,106.16,-7.47
236,Miami (OH),MAC,,12,13,72.4,70.6,1.8,-3.58,-4.02,-1.48,-5.5,100.71,108.54,-7.83
237,Radford,Big South,,13,14,72.2,71.8,0.41,-2.72,-4.67,-0.97,-5.64,104.03,111.98,-7.95
238,South Alabama,Sun Belt,,13,14,73.4,75.8,-2.41,-2.12,-1.45,-4.21,-5.66,102.86,110.73,-7.87
239,Tennessee-Martin,OVC,,17,10,80.3,76.3,3.93,-5.62,3.62,-9.28,-5.66,101.7,109.9,-8.2
240,Mercer,Southern,,12,15,69.5,71.0,-1.44,-2.4,-6.67,0.98,-5.69,97.66,106.11,-8.45
241,Maine,AEC,,11,15,67.6,67.3,0.31,-3.97,-8.51,2.77,-5.73,96.01,104.06,-8.05
242,Portland State,Big Sky,,16,11,72.1,71.4,0.74,-3.78,-3.58,-2.16,-5.74,97.54,105.01,-7.47
243,Cal State Bakersfield,Big West,,10,16,68.7,69.6,-0.92,-1.41,-6.54,0.76,-5.78,98.63,107.7,-9.07
244,Omaha,Summit,,13,15,75.5,73.0,2.5,-4.38,-1.41,-4.39,-5.8,103.99,111.83,-7.84
245,Brown,Ivy,,7,17,69.7,72.1,-2.38,-1.67,-4.02,-1.91,-5.93,99.76,108.44,-8.69
246,Milwaukee,Horizon,,14,13,78.0,78.6,-0.59,-3.41,2.05,-7.99,-5.93,103.87,112.44,-8.57
247,North Florida,A-Sun,,15,13,78.9,75.9,3.0,-4.11,-0.58,-5.37,-5.95,106.33,113.85,-7.52
248,Kansas City,Summit,,12,15,71.9,70.3,1.59,-3.31,-4.01,-1.97,-5.97,99.48,108.16,-8.68
249,North Alabama,A-Sun,,13,14,76.9,75.9,1.0,-3.98,0.16,-6.14,-5.98,103.12,111.38,-8.26
250,The Citadel,Southern,,10,17,70.1,69.7,0.33,-3.21,-7.15,1.15,-6.0,99.74,108.7,-8.96
251,Norfolk State,MEAC,,17,9,74.3,67.7,6.69,-5.66,-5.77,-0.25,-6.02,99.19,107.75,-8.56
252,DePaul,Big East,,3,22,64.3,80.5,-16.24,10.2,-3.41,-2.63,-6.04,100.96,109.59,-8.64
253,Mount St. Mary's,MAAC,,11,15,72.7,71.4,1.27,-7.35,-2.18,-3.9,-6.08,99.36,108.04,-8.68
254,Montana State,Big Sky,,11,15,74.1,74.7,-0.58,-2.97,-3.01,-3.09,-6.1,100.4,109.01,-8.61
255,North Dakota,Summit,,17,11,75.4,72.0,3.39,-5.42,-3.38,-2.73,-6.1,100.83,109.68,-8.86
256,Niagara,MAAC,,14,11,74.9,73.0,1.96,-6.14,-0.81,-5.33,-6.14,103.75,112.3,-8.55
257,Oral Roberts,Summit,,11,15,74.4,75.9,-1.5,-1.15,-0.82,-5.33,-6.15,103.12,111.91,-8.79
258,Florida Gulf Coast,A-Sun,,11,16,70.2,71.7,-1.48,-2.62,-6.33,0.16,-6.16,102.24,111.14,-8.9
259,Ball State,MAC,,12,13,74.1,71.2,2.88,-5.17,-3.32,-3.16,-6.48,102.5,111.89,-9.39
260,North Dakota State,Summit,,13,14,76.4,74.6,1.85,-2.34,-1.61,-4.9,-6.51,102.59,112.23,-9.64
261,Central Michigan,MAC,,15,10,66.8,69.8,-2.96,-2.52,-7.96,1.36,-6.6,95.48,104.7,-9.22
262,Southern,SWAC,,16,10,73.8,70.3,3.54,-3.99,-4.51,-2.17,-6.68,97.55,105.85,-8.31
263,Rider,MAAC,,10,16,73.0,74.1,-1.12,-3.72,-1.93,-4.8,-6.72,101.33,110.59,-9.26
264,Kennesaw State,A-Sun,,14,13,83.5,80.4,3.11,-5.1,6.1,-12.91,-6.81,103.01,112.33,-9.32
265,New Mexico State,CUSA,,11,15,68.5,71.8,-3.31,1.91,-5.84,-1.17,-7.0,98.43,108.73,-10.3
266,Old Dominion,Sun Belt,,6,21,70.5,75.9,-5.41,-0.88,-3.49,-3.54,-7.04,97.41,107.09,-9.68
267,UTSA,AAC,,8,18,78.8,83.4,-4.62,-1.05,5.32,-12.49,-7.17,105.88,115.74,-9.86
268,Albany (NY),AEC,,12,14,78.0,77.8,0.19,-5.84,2.39,-9.59,-7.2,100.54,110.43,-9.89
269,Idaho State,Big Sky,,11,16,69.5,68.9,0.56,-4.21,-6.63,-0.58,-7.21,100.43,110.48,-10.05
270,Utah Tech,WAC,,10,16,69.7,75.8,-6.08,-0.42,-3.22,-4.0,-7.22,97.04,106.82,-9.78
271,Middle Tennessee,CUSA,,11,15,65.3,69.0,-3.65,-0.65,-9.05,1.82,-7.23,94.04,104.62,-10.58
272,Central Connecticut State,NEC,,15,10,72.5,66.5,5.96,-8.66,-6.17,-1.14,-7.31,97.79,107.9,-10.11
273,Western Illinois,OVC,,17,10,69.2,64.5,4.74,-6.59,-10.43,3.1,-7.33,95.71,105.61,-9.9
274,Valparaiso,MVC,,6,21,68.2,75.1,-6.89,1.26,-4.77,-2.63,-7.39,98.59,108.81,-10.22
275,Canisius,MAAC,,10,15,71.9,73.8,-1.96,-3.84,-3.68,-3.86,-7.54,99.47,110.6,-11.13
276,SIU Edwardsville,OVC,,15,12,71.7,69.1,2.59,-6.63,-6.32,-1.23,-7.55,98.77,109.65,-10.88
277,American,Patriot,,14,13,69.9,68.3,1.63,-8.46,-6.76,-1.12,-7.88,102.65,114.28,-11.63
278,Nicholls State,Southland,,14,12,72.9,74.9,-1.96,-3.46,-3.2,-4.78,-7.98,97.71,108.63,-10.91
279,Florida International,CUSA,,8,18,73.5,76.5,-2.96,-1.47,-1.8,-6.39,-8.19,98.07,109.23,-11.16
280,Robert Morris,Horizon,,10,17,75.0,76.2,-1.26,-4.48,-1.45,-6.75,-8.2,102.1,113.52,-11.42
281,North Carolina Central,MEAC,,13,11,75.3,68.2,7.13,-6.35,-5.83,-2.47,-8.3,98.21,110.08,-11.88
282,South Carolina Upstate,Big South,,9,17,71.6,73.2,-1.58,-1.85,-5.01,-3.53,-8.54,98.41,110.65,-12.24
283,Lehigh,Patriot,,10,15,73.3,72.6,0.76,-5.9,-1.97,-6.58,-8.55,96.94,109.18,-12.24
284,Howard,MEAC,,11,15,75.3,75.9,-0.58,-6.06,-0.34,-8.22,-8.56,102.64,114.65,-12.01
285,Idaho,Big Sky,,10,16,69.1,70.8,-1.69,-3.19,-6.91,-1.86,-8.77,99.25,112.13,-12.87
286,Queens (NC),A-Sun,,11,17,80.3,82.1,-1.86,-2.47,2.47,-11.28,-8.81,100.89,112.78,-11.89
287,Presbyterian,Big South,,12,16,75.3,74.1,1.14,-4.94,-3.77,-5.21,-8.98,100.41,113.23,-12.82
288,Northern Illinois,MAC,,9,16,74.3,78.4,-4.08,-0.41,-1.56,-7.46,-9.02,99.69,112.76,-13.07
289,Tennessee State,OVC,,15,12,72.7,70.1,2.56,-7.05,-5.52,-3.53,-9.05,96.71,109.47,-12.76
290,Bucknell,Patriot,,10,17,65.4,69.7,-4.26,-4.92,-7.32,-1.86,-9.18,97.32,110.86,-13.54
291,Southeastern Louisiana,Southland,,13,14,69.3,70.7,-1.44,-3.99,-8.42,-0.86,-9.28,97.64,110.08,-12.44
292,Louisiana-Monroe,Sun Belt,,10,15,70.3,74.5,-4.2,-1.46,-6.0,-3.33,-9.33,97.77,111.33,-13.56
293,Texas Southern,SWAC,,10,14,68.0,71.3,-3.25,-4.41,-8.65,-0.72,-9.37,92.47,105.42,-12.95
294,Binghamton,AEC,,12,13,71.4,71.4,0.0,-4.6,-5.9,-3.48,-9.39,97.43,110.31,-12.88
295,Campbell,CAA,,12,15,70.2,69.9,0.3,-5.29,-6.66,-2.84,-9.5,97.44,111.24,-13.8
296,Chicago State,Ind,,12,18,69.1,70.2,-1.1,-2.87,-9.84,0.23,-9.61,95.01,109.18,-14.17
297,Maryland-Baltimore County,AEC,,9,18,79.1,82.5,-3.37,-5.42,4.44,-14.09,-9.65,102.28,115.51,-13.23
298,Portland,WCC,,9,19,72.0,80.7,-8.68,1.13,-1.84,-7.91,-9.75,100.53,114.45,-13.92
299,Jackson State,SWAC,,12,14,70.7,75.1,-4.42,-5.37,-4.68,-5.11,-9.79,96.51,109.76,-13.25
300,Lafayette,Patriot,,11,17,63.5,67.3,-3.82,-5.34,-10.26,0.36,-9.9,92.01,106.1,-14.09
301,Coastal Carolina,Sun Belt,,8,17,74.9,79.2,-4.24,-2.65,-1.9,-8.24,-10.13,99.24,113.49,-14.25
302,Western Michigan,MAC,,8,17,70.3,75.2,-4.92,-2.67,-5.14,-4.99,-10.13,96.79,111.49,-14.7
303,Delaware State,MEAC,,12,13,70.9,70.6,0.32,-7.11,-7.1,-3.14,-10.24,92.48,106.65,-14.17
304,Alabama State,SWAC,,12,14,69.2,69.0,0.15,-5.51,-10.21,-0.13,-10.33,89.48,103.49,-14.01
305,Boston University,Patriot,,11,16,64.3,65.8,-1.44,-7.41,-10.17,-0.32,-10.48,93.26,108.51,-15.25
306,Jacksonville,A-Sun,,13,14,71.6,72.4,-0.81,-4.13,-8.09,-2.42,-10.51,95.59,109.4,-13.81
307,Eastern Illinois,OVC,,13,14,68.8,66.7,2.04,-5.31,-10.0,-0.53,-10.52,93.01,108.42,-15.4
308,Georgia Southern,Sun Belt,,5,22,71.4,79.8,-8.44,-2.12,-2.76,-7.81,-10.56,99.11,113.93,-14.83
309,Elon,CAA,,12,15,74.7,76.0,-1.37,-4.89,-2.92,-7.65,-10.57,101.12,116.43,-15.31
310,Le Moyne,NEC,,12,14,73.8,71.7,2.08,-7.92,-4.32,-6.34,-10.66,99.82,114.72,-14.9
311,Sacred Heart,NEC,,13,14,73.4,72.5,0.85,-8.83,-4.35,-6.48,-10.83,96.56,111.52,-14.95
312,Grambling,SWAC,,13,13,66.8,70.5,-3.69,-4.21,-11.11,-0.18,-11.29,94.13,110.15,-16.02
313,William & Mary,CAA,,8,19,69.9,72.1,-2.19,-4.86,-6.84,-4.54,-11.38,98.48,115.16,-16.68
314,South Carolina State,MEAC,,10,16,71.3,77.0,-5.77,-4.11,-4.27,-7.14,-11.4,96.78,111.52,-14.75
315,Texas-Rio Grande Valley,WAC,,6,19,73.5,80.5,-6.96,-0.88,-1.82,-9.67,-11.48,94.94,109.85,-14.9
316,Northern Arizona,Big Sky,,12,15,67.7,75.9,-8.22,-3.27,-6.78,-4.72,-11.5,94.6,111.07,-16.48
317,Wagner,NEC,,12,12,64.0,62.8,1.17,-9.08,-14.37,2.74,-11.63,93.63,110.3,-16.67
318,Bellarmine,A-Sun,,6,21,68.2,74.3,-6.04,-0.97,-9.31,-2.37,-11.68,96.67,113.79,-17.12
319,Alcorn State,SWAC,,9,17,69.9,77.8,-7.92,-3.25,-4.46,-7.35,-11.81,101.19,117.12,-15.94
320,South Dakota,Summit,,10,17,76.4,79.1,-2.74,-4.33,-1.25,-10.58,-11.83,99.36,115.95,-16.6
321,Army,Patriot,,10,17,61.0,62.7,-1.7,-8.42,-14.73,2.75,-11.98,89.57,107.31,-17.74
322,Navy,Patriot,,8,17,66.3,67.9,-1.64,-8.13,-9.75,-2.51,-12.25,93.76,112.09,-18.34
323,Sacramento State,Big Sky,,6,21,65.8,70.5,-4.7,-2.49,-12.04,-0.21,-12.25,94.45,113.01,-18.55
324,Charleston Southern,Big South,,8,17,69.1,75.5,-6.36,-0.56,-8.48,-3.85,-12.33,94.81,112.46,-17.65
325,Bethune-Cookman,SWAC,,12,14,73.9,73.7,0.15,-8.26,-5.05,-7.54,-12.59,94.35,111.97,-17.61
326,Eastern Michigan,MAC,,10,15,67.6,75.0,-7.36,-4.13,-8.16,-4.75,-12.91,96.02,114.59,-18.57
327,Texas A&M-Commerce,Southland,,10,17,71.7,74.3,-2.56,-2.61,-9.0,-3.94,-12.94,91.76,110.39,-18.63
328,Cal Poly,Big West,,4,22,62.4,72.8,-10.42,-1.52,-11.6,-1.48,-13.08,89.22,108.28,-19.06
329,Southern Indiana,OVC,,7,20,68.4,72.8,-4.41,-4.28,-7.87,-5.24,-13.11,91.98,110.44,-18.46
330,NJIT,AEC,,7,17,67.7,73.8,-6.08,-3.95,-9.56,-4.04,-13.6,93.63,113.24,-19.61
331,Prairie View,SWAC,,10,16,71.1,76.7,-5.58,-5.32,-5.91,-7.7,-13.61,93.44,111.84,-18.4
332,Northwestern State,Southland,,8,19,69.9,76.1,-6.15,-4.23,-7.77,-5.94,-13.71,94.89,114.08,-19.2
333,Fairleigh Dickinson,NEC,,13,14,77.7,78.3,-0.63,-8.97,-1.33,-12.4,-13.73,96.07,114.86,-18.79
334,Dartmouth,Ivy,,5,17,61.2,70.5,-9.36,-1.43,-14.29,0.21,-14.08,88.61,109.33,-20.72
335,Tennessee Tech,OVC,,9,18,67.6,73.4,-5.85,-5.64,-10.27,-3.83,-14.1,92.64,112.85,-20.21
336,Buffalo,MAC,,3,22,67.2,79.8,-12.52,-1.53,-7.75,-7.07,-14.82,93.05,113.82,-20.77
337,Incarnate Word,Southland,,8,18,73.0,77.9,-4.88,-7.5,-5.47,-9.4,-14.87,94.99,115.13,-20.14
338,North Carolina A&T,CAA,,7,20,66.1,77.9,-11.81,-3.16,-7.33,-7.64,-14.97,94.52,115.85,-21.33
339,Pacific,WCC,,6,22,65.2,78.4,-13.18,0.48,-7.6,-7.5,-15.1,93.53,115.89,-22.36
340,Loyola (MD),Patriot,,6,21,64.6,72.2,-7.59,-6.08,-11.17,-4.1,-15.27,91.27,113.37,-22.1
341,Central Arkansas,A-Sun,,9,20,71.9,77.8,-5.97,-4.89,-5.94,-9.39,-15.33,94.41,115.82,-21.41
342,Alabama A&M,SWAC,,8,18,69.7,78.6,-8.96,-6.53,-6.63,-8.86,-15.49,90.95,111.94,-20.99
343,Arkansas-Pine Bluff,SWAC,,11,15,80.2,82.2,-2.08,-5.88,0.03,-15.72,-15.7,98.56,119.48,-20.91
344,Manhattan,MAAC,,5,19,66.8,77.8,-11.0,-3.78,-8.09,-7.69,-15.78,91.95,114.09,-22.14
345,Hampton,CAA,,6,21,73.8,78.0,-4.22,-4.54,-5.92,-10.25,-16.17,93.6,116.37,-22.77
346,Maryland-Eastern Shore,MEAC,,8,15,65.9,70.0,-4.09,-5.52,-11.9,-4.84,-16.73,87.79,112.12,-24.34
347,New Orleans,Southland,,8,19,74.9,80.5,-5.67,-4.84,-3.38,-13.38,-16.76,94.84,117.49,-22.66
348,Morgan State,MEAC,,9,16,72.3,78.0,-5.72,-4.09,-5.17,-11.61,-16.77,92.8,116.54,-23.74
349,Florida A&M,SWAC,,4,20,67.6,79.9,-12.29,-2.47,-9.15,-7.78,-16.93,91.62,115.45,-23.83
350,Detroit Mercy,Horizon,,1,27,65.3,80.3,-14.96,-2.49,-9.44,-8.02,-17.45,92.64,117.74,-25.1
351,Saint Francis (PA),NEC,,8,18,65.8,72.8,-6.96,-7.24,-11.88,-5.69,-17.57,90.56,116.0,-25.44
352,Southeast Missouri State,OVC,,8,19,67.6,73.1,-5.56,-6.1,-9.89,-7.78,-17.67,89.8,114.61,-24.81
353,Holy Cross,Patriot,,8,19,65.4,74.3,-8.96,-7.52,-9.9,-8.0,-17.91,93.69,119.78,-26.09
354,Long Island University,NEC,,6,19,66.6,77.6,-11.0,-6.91,-8.52,-9.38,-17.91,89.56,114.15,-24.59
355,Lindenwood,OVC,,8,19,64.7,72.1,-7.41,-6.96,-12.03,-6.39,-18.42,88.19,114.25,-26.06
356,Houston Christian,Southland,,6,18,70.8,82.5,-11.67,-2.53,-6.68,-11.85,-18.53,90.22,114.37,-24.15
357,VMI,Southern,,4,23,70.3,81.7,-11.41,-2.36,-5.53,-13.33,-18.86,88.23,113.11,-24.88
358,Siena,MAAC,,4,22,60.3,75.1,-14.81,-4.44,-14.21,-5.04,-19.25,86.17,113.92,-27.76
359,Stonehill,NEC,,3,25,63.5,76.4,-12.93,-5.21,-11.74,-7.88,-19.62,88.45,115.34,-26.89
360,Coppin State,MEAC,,2,21,57.2,72.6,-15.35,-5.61,-17.82,-3.14,-20.96,80.97,110.96,-29.99
361,IUPUI,Horizon,,6,22,65.8,80.0,-14.18,-4.12,-11.87,-9.65,-21.52,89.6,120.78,-31.19
362,Mississippi Valley State,SWAC,,0,26,54.1,79.4,-25.31,-1.8,-19.44,-7.67,-27.11,81.05,121.63,-40.58
