Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Pace,ORtg,FTr,3PAr,TS_Pct,TRB_Pct,AST_Pct,STL_Pct,BLK_Pct,eFG_Pct,TOV_Pct,ORB_Pct,FTperFGA
132,James Madison,23,20,3,0.87,8.96,-5.13,8.0,3.0,11,1,7,2,1969,1588,73.3,114.9,0.303,0.382,0.567,53.7,54.6,12.8,8.3,0.543,12.8,33.1,0.21
133,Kansas,22,18,4,0.818,19.78,8.87,6.0,3.0,12,0,2,3,1741,1485,70.2,112.8,0.317,0.305,0.598,53.7,69.8,10.3,11.1,0.571,15.4,27.8,0.234
134,Kansas City,24,10,14,0.417,-6.78,-2.82,4.0,5.0,8,3,2,8,1725,1701,67.6,104.7,0.289,0.416,0.522,53.1,51.6,8.2,11.3,0.495,15.2,34.1,0.198
135,Kansas State,22,14,8,0.636,10.53,7.17,4.0,5.0,11,2,2,4,1585,1511,67.8,103.4,0.356,0.42,0.537,52.0,57.8,9.7,12.1,0.498,18.2,34.9,0.258
136,Kennesaw State,23,13,10,0.565,-6.62,-5.47,4.0,5.0,8,3,3,7,1943,1841,75.9,110.1,0.335,0.449,0.546,49.8,51.7,10.0,10.7,0.52,13.2,31.2,0.226
137,Kent State,22,11,11,0.5,-0.02,-1.52,4.0,6.0,5,6,4,4,1705,1612,69.1,109.6,0.357,0.389,0.56,51.5,49.7,10.0,8.1,0.521,15.7,32.2,0.268
138,Kentucky,21,15,6,0.714,16.52,6.09,5.0,4.0,10,3,3,2,1865,1646,73.8,118.2,0.289,0.375,0.59,50.3,55.4,10.3,16.0,0.564,11.5,28.0,0.214
139,La Salle,22,11,11,0.5,-2.47,-0.13,2.0,7.0,7,5,3,6,1632,1615,67.9,106.8,0.256,0.415,0.526,47.3,56.3,9.9,8.6,0.499,11.8,27.4,0.184
140,Lafayette,23,9,14,0.391,-10.01,-4.51,8.0,2.0,4,6,5,6,1419,1524,65.6,93.0,0.235,0.398,0.488,47.9,57.2,10.0,12.4,0.463,16.2,25.0,0.16
141,Lamar,22,12,10,0.545,-5.1,-7.05,6.0,3.0,9,1,1,9,1780,1666,72.4,110.4,0.344,0.349,0.557,51.9,57.9,10.1,11.4,0.52,15.5,34.6,0.255
142,Le Moyne,22,9,13,0.409,-11.98,-7.19,4.0,4.0,6,2,3,11,1637,1611,70.1,106.2,0.233,0.468,0.547,46.2,60.1,12.0,9.7,0.519,14.2,24.7,0.179
143,Lehigh,21,7,14,0.333,-8.19,-4.67,4.0,6.0,4,4,3,10,1536,1523,71.9,101.2,0.312,0.375,0.534,49.8,51.5,9.7,5.1,0.502,15.6,23.5,0.222
144,Liberty,23,14,9,0.609,3.36,-0.29,3.0,5.0,8,2,2,5,1731,1483,66.0,112.8,0.244,0.489,0.566,51.3,60.3,8.4,5.3,0.551,12.6,27.1,0.161
145,Lindenwood,23,8,15,0.348,-17.16,-6.51,2.0,8.0,4,6,2,9,1520,1658,68.1,97.0,0.377,0.3,0.505,47.5,35.1,8.9,7.7,0.456,15.6,25.3,0.278
146,Lipscomb,24,14,10,0.583,-1.78,-3.59,5.0,4.0,8,1,4,8,1944,1819,71.3,113.6,0.274,0.42,0.592,48.5,50.1,8.5,8.9,0.565,13.2,23.5,0.207
147,Little Rock,23,12,11,0.522,-6.29,-7.33,6.0,4.0,9,4,3,6,1796,1772,71.3,108.4,0.35,0.331,0.551,50.8,53.0,8.4,11.5,0.516,15.1,32.0,0.253
148,Long Beach State,23,14,9,0.609,-1.1,-1.05,6.0,5.0,6,2,7,5,1808,1758,73.5,105.9,0.39,0.28,0.536,52.0,54.2,11.4,12.6,0.499,15.4,33.6,0.271
149,Long Island University,21,5,16,0.238,-19.7,-6.75,4.0,5.0,3,3,1,13,1362,1634,71.0,91.3,0.304,0.324,0.496,46.3,48.9,8.5,6.7,0.462,17.8,22.7,0.213
150,Longwood,24,14,10,0.583,-2.95,-6.57,2.0,7.0,10,2,4,8,1801,1593,68.4,108.1,0.388,0.273,0.527,57.5,46.9,10.3,8.1,0.495,15.2,40.1,0.259
151,Louisiana,23,15,8,0.652,1.78,-2.03,8.0,3.0,9,1,4,6,1786,1631,70.2,110.6,0.273,0.371,0.563,50.0,46.0,12.4,10.4,0.534,14.9,32.8,0.204
152,Louisiana State,21,12,9,0.571,9.75,4.42,4.0,4.0,9,3,1,4,1628,1516,71.2,108.2,0.382,0.384,0.563,50.3,46.8,12.5,11.8,0.526,16.0,29.8,0.279
153,Louisiana Tech,22,16,6,0.727,8.28,-0.09,6.0,1.0,11,0,5,6,1677,1380,67.5,111.6,0.422,0.368,0.562,54.6,50.7,11.3,13.1,0.528,15.5,34.7,0.293
154,Louisiana-Monroe,21,7,14,0.333,-10.14,-1.09,3.0,8.0,5,5,2,9,1471,1567,69.4,100.3,0.362,0.283,0.498,52.6,51.9,10.0,8.5,0.464,15.7,35.6,0.239
155,Louisville,22,7,15,0.318,0.94,6.08,2.0,9.0,6,7,1,6,1602,1715,70.6,102.6,0.41,0.309,0.531,50.2,43.4,7.7,6.9,0.482,15.7,29.4,0.306
156,Loyola (IL),21,14,7,0.667,4.75,1.1,6.0,2.0,10,2,3,3,1539,1415,70.3,104.3,0.324,0.402,0.558,51.9,63.2,9.4,13.5,0.532,16.8,25.8,0.223
157,Loyola (MD),23,4,19,0.174,-16.78,-6.06,2.0,8.0,1,8,3,10,1490,1692,66.5,96.3,0.303,0.393,0.518,50.9,56.9,8.9,6.3,0.496,18.9,29.0,0.193
158,Loyola Marymount,22,10,12,0.455,1.65,1.13,3.0,5.0,7,5,2,4,1604,1552,67.6,107.9,0.314,0.407,0.549,53.1,45.8,5.6,5.9,0.515,15.0,31.0,0.232
159,Maine,23,11,12,0.478,-5.72,-4.58,3.0,5.0,5,3,4,9,1571,1544,68.2,100.1,0.287,0.322,0.53,48.7,51.5,12.4,7.8,0.498,15.2,23.6,0.208
160,Manhattan,19,5,14,0.263,-14.37,-2.92,2.0,8.0,2,6,3,8,1270,1464,71.2,92.7,0.204,0.4,0.496,47.0,55.3,10.9,6.9,0.471,17.5,25.4,0.146
161,Marist,19,10,9,0.526,-7.28,-8.49,5.0,5.0,5,3,5,6,1227,1204,66.4,97.2,0.272,0.365,0.529,48.5,49.2,11.5,9.5,0.509,16.9,22.4,0.177
162,Marquette,22,17,5,0.773,19.79,9.02,8.0,3.0,10,1,5,3,1726,1489,69.9,112.3,0.267,0.427,0.573,49.1,56.8,12.8,9.1,0.549,13.2,26.8,0.195
163,Marshall,24,12,12,0.5,-3.43,-1.87,7.0,4.0,8,5,3,4,1826,1829,73.4,103.7,0.326,0.411,0.521,51.0,60.8,9.3,11.2,0.486,14.3,30.1,0.232
164,Maryland,22,13,9,0.591,11.3,5.11,5.0,6.0,10,2,3,5,1530,1394,66.3,104.3,0.412,0.391,0.516,51.4,46.9,10.6,13.7,0.471,15.1,33.9,0.294
165,Maryland-Baltimore County,23,7,16,0.304,-10.84,-5.79,2.0,6.0,5,6,2,10,1817,1909,75.7,104.4,0.243,0.354,0.551,48.6,44.0,6.4,7.7,0.531,16.2,26.5,0.167
166,Maryland-Eastern Shore,19,5,14,0.263,-18.33,-4.27,1.0,5.0,5,3,0,11,1218,1357,68.4,91.9,0.29,0.349,0.48,47.7,48.8,9.7,6.3,0.439,16.9,27.9,0.213
167,Massachusetts,21,14,7,0.667,8.47,-0.43,5.0,4.0,10,2,1,4,1693,1506,70.8,113.2,0.372,0.327,0.545,53.2,56.7,12.0,9.2,0.511,13.1,37.6,0.26
168,Massachusetts-Lowell,21,15,6,0.714,-0.92,-6.31,6.0,2.0,7,3,8,3,1679,1421,72.0,110.5,0.339,0.288,0.567,55.2,44.9,9.6,11.8,0.533,15.5,33.2,0.249
169,McNeese State,22,19,3,0.864,5.69,-4.92,8.0,1.0,11,0,7,3,1760,1363,67.5,118.5,0.356,0.331,0.58,52.5,50.2,15.4,11.6,0.555,12.3,33.2,0.245
170,Memphis,22,16,6,0.727,9.16,4.02,5.0,4.0,9,2,5,3,1766,1653,72.1,110.0,0.371,0.38,0.565,50.6,47.9,11.5,13.9,0.526,16.1,32.9,0.276
171,Mercer,23,10,13,0.435,-5.51,-3.21,3.0,7.0,6,5,3,7,1605,1611,67.6,103.1,0.289,0.33,0.518,49.8,51.8,10.9,9.4,0.494,15.0,31.7,0.189
172,Merrimack,23,13,10,0.565,-3.74,-5.03,7.0,2.0,8,1,4,8,1576,1524,68.5,99.4,0.34,0.428,0.538,44.7,52.9,14.1,9.0,0.503,17.1,23.4,0.244
173,Miami (FL),22,15,7,0.682,13.12,4.53,6.0,5.0,11,2,2,4,1778,1589,71.3,112.7,0.274,0.391,0.586,52.5,50.6,10.5,9.6,0.555,15.4,29.4,0.213
174,Miami (OH),22,11,11,0.5,-5.12,-3.02,5.0,5.0,7,3,4,8,1618,1571,68.8,106.3,0.344,0.382,0.566,48.3,58.2,8.4,6.9,0.537,15.3,23.8,0.244
175,Michigan,22,7,15,0.318,8.07,9.89,2.0,9.0,4,7,2,5,1694,1734,69.3,109.2,0.312,0.393,0.561,51.2,49.0,5.5,9.0,0.534,15.6,31.8,0.221
176,Michigan State,22,14,8,0.636,19.26,9.17,6.0,5.0,12,2,1,4,1658,1436,67.0,111.9,0.302,0.313,0.557,50.8,62.2,10.7,13.1,0.531,13.0,30.2,0.211
177,Middle Tennessee,22,8,14,0.364,-7.2,-0.3,2.0,5.0,7,6,0,6,1405,1480,66.0,95.2,0.305,0.418,0.496,50.1,42.9,8.9,11.7,0.464,18.6,31.8,0.207
178,Milwaukee,22,11,11,0.5,-5.96,-2.76,6.0,5.0,7,3,3,7,1729,1746,70.6,109.5,0.337,0.407,0.541,51.3,48.8,8.7,11.9,0.507,15.0,35.7,0.241
179,Minnesota,21,14,7,0.667,10.23,1.94,5.0,5.0,12,3,2,3,1606,1432,68.4,111.2,0.348,0.395,0.569,52.9,67.6,9.6,11.5,0.544,15.7,32.4,0.238
180,Mississippi,22,18,4,0.818,10.46,5.14,5.0,4.0,13,1,3,3,1692,1575,68.9,111.6,0.326,0.337,0.558,48.0,58.2,12.5,16.0,0.522,12.9,30.0,0.245
181,Mississippi State,22,14,8,0.636,13.5,7.68,3.0,6.0,8,2,0,6,1632,1504,69.5,106.7,0.365,0.394,0.54,54.3,56.2,11.5,9.5,0.51,16.1,35.0,0.248
182,Mississippi Valley State,22,0,22,0.0,-27.12,-0.07,0.0,9.0,0,5,0,17,1180,1775,66.7,80.0,0.331,0.274,0.445,45.2,40.9,9.6,5.9,0.409,21.6,28.3,0.213
183,Missouri,22,8,14,0.364,4.71,5.26,0.0,9.0,6,6,2,6,1617,1629,68.5,106.7,0.277,0.409,0.548,46.2,50.3,11.8,14.6,0.512,14.2,27.1,0.216
184,Missouri State,23,14,9,0.609,1.74,0.39,6.0,6.0,7,3,4,6,1659,1628,68.6,102.9,0.314,0.395,0.532,53.3,48.1,6.2,12.2,0.5,15.1,28.9,0.223
185,Monmouth,23,12,11,0.522,-1.69,-0.6,5.0,5.0,9,1,1,10,1651,1676,68.4,104.9,0.318,0.365,0.528,48.6,49.4,10.7,10.5,0.494,14.3,29.4,0.227
186,Montana,23,15,8,0.652,-0.45,-1.45,6.0,4.0,9,3,6,5,1755,1642,67.6,112.3,0.277,0.365,0.572,51.4,53.6,6.9,7.8,0.539,13.0,26.4,0.216
187,Montana State,23,11,12,0.478,-4.94,-2.69,6.0,4.0,8,6,3,6,1717,1705,70.0,105.5,0.314,0.433,0.571,46.7,49.9,11.6,5.5,0.541,15.5,20.8,0.231
188,Morehead State,23,18,5,0.783,1.44,-3.72,9.0,1.0,10,0,8,5,1747,1421,66.4,114.4,0.283,0.434,0.566,58.0,55.4,9.0,12.9,0.542,15.2,38.6,0.201
189,Morgan State,22,7,15,0.318,-17.11,-2.95,3.0,3.0,5,3,2,10,1600,1733,72.1,100.4,0.277,0.283,0.528,48.6,46.4,8.8,7.9,0.496,17.8,31.5,0.203
190,Mount St. Mary's,21,8,13,0.381,-6.0,-7.09,4.0,6.0,5,3,3,10,1507,1484,68.8,102.4,0.254,0.343,0.548,51.5,49.3,10.9,9.7,0.522,18.4,31.3,0.183
191,Murray State,23,9,14,0.391,2.55,1.28,6.0,6.0,5,7,4,5,1620,1559,65.7,106.6,0.302,0.37,0.535,49.4,47.3,9.0,9.5,0.506,12.4,26.5,0.211
192,Navy,21,8,13,0.381,-10.69,-7.79,4.0,6.0,7,3,1,10,1416,1416,66.6,100.7,0.358,0.331,0.49,48.8,51.9,12.2,5.8,0.446,12.8,31.5,0.254
193,NC State,22,15,7,0.682,10.12,4.58,7.0,4.0,11,2,3,3,1666,1544,69.6,107.6,0.304,0.348,0.529,48.7,48.6,11.6,8.5,0.494,11.9,28.1,0.222
194,Nebraska,22,16,6,0.727,12.81,5.67,6.0,5.0,14,1,1,5,1702,1545,68.8,111.2,0.346,0.45,0.568,51.1,60.1,9.4,7.7,0.532,14.4,29.1,0.26
195,Nevada,22,17,5,0.773,12.19,3.0,4.0,4.0,11,1,3,3,1684,1458,67.8,112.9,0.44,0.317,0.563,51.0,54.7,9.1,12.4,0.524,12.1,28.2,0.313
196,Nevada-Las Vegas,21,12,9,0.571,7.42,6.21,5.0,4.0,9,4,3,2,1578,1463,67.4,110.3,0.283,0.369,0.554,49.1,53.7,10.3,12.5,0.531,13.3,29.6,0.196
197,New Hampshire,21,13,8,0.619,-3.11,-3.31,5.0,3.0,6,3,7,5,1626,1545,74.4,103.5,0.302,0.426,0.535,49.1,47.0,10.2,5.1,0.5,14.1,23.7,0.222
198,New Mexico,22,18,4,0.818,17.95,4.24,6.0,3.0,11,1,3,3,1851,1530,73.8,114.0,0.345,0.294,0.557,52.4,49.9,13.3,13.3,0.529,11.9,32.0,0.239
199,New Mexico State,23,11,12,0.478,-5.04,2.86,5.0,3.0,11,1,0,9,1604,1644,69.8,98.2,0.362,0.344,0.522,49.9,48.2,9.3,8.6,0.484,16.0,26.4,0.256
200,New Orleans,22,7,15,0.318,-17.11,-3.28,2.0,7.0,6,3,1,11,1646,1774,74.0,100.5,0.375,0.277,0.51,46.6,44.9,10.3,8.3,0.465,14.5,29.2,0.271
201,Niagara,21,11,10,0.524,-7.64,-6.74,7.0,4.0,4,6,7,4,1588,1557,68.5,108.4,0.37,0.297,0.573,49.6,48.0,7.8,4.7,0.533,14.5,24.9,0.283
202,Nicholls State,21,11,10,0.524,-6.97,-2.47,6.0,2.0,6,1,5,7,1564,1592,68.3,104.1,0.376,0.393,0.546,47.5,40.3,10.0,11.5,0.507,16.0,26.9,0.274
203,NJIT,20,5,15,0.25,-14.17,-4.06,1.0,7.0,3,6,2,9,1377,1493,68.9,99.9,0.326,0.407,0.497,47.7,46.1,10.3,9.3,0.46,14.7,31.9,0.228
204,Norfolk State,23,15,8,0.652,-5.3,-4.82,5.0,1.0,9,0,4,6,1722,1549,68.7,109.1,0.403,0.331,0.553,52.0,47.0,12.8,10.0,0.509,15.4,34.4,0.299
205,North Alabama,23,11,12,0.478,-6.24,-3.95,5.0,4.0,9,3,2,9,1779,1750,69.8,108.5,0.326,0.357,0.547,50.6,43.5,7.9,8.2,0.51,13.6,28.8,0.245
206,North Carolina,22,18,4,0.818,21.61,8.43,10.0,1.0,10,0,5,1,1828,1538,72.4,114.2,0.389,0.346,0.558,54.7,49.9,8.4,11.0,0.514,12.3,33.2,0.293
207,North Carolina A&T,23,7,16,0.304,-14.35,-4.0,5.0,5.0,4,4,2,9,1570,1808,68.7,99.4,0.342,0.369,0.499,43.2,47.2,8.5,8.8,0.458,11.9,23.5,0.246
208,North Carolina Central,21,13,8,0.619,-6.84,-5.78,5.0,1.0,8,1,5,6,1580,1388,69.7,107.3,0.381,0.376,0.542,49.8,47.9,12.1,7.8,0.507,14.7,30.7,0.266
209,North Dakota,24,14,10,0.583,-7.64,-5.41,6.0,3.0,7,3,5,7,1795,1730,68.0,109.4,0.309,0.422,0.532,52.2,43.0,8.6,7.6,0.502,12.7,32.5,0.217
210,North Dakota State,23,10,13,0.435,-7.16,-1.51,3.0,5.0,6,3,4,9,1757,1720,67.4,109.7,0.294,0.351,0.566,51.0,43.0,6.7,3.2,0.543,13.9,26.4,0.206
211,North Florida,24,13,11,0.542,-5.75,-3.18,6.0,3.0,10,2,3,9,1884,1808,69.6,111.6,0.264,0.55,0.575,49.2,48.4,8.2,7.9,0.547,14.3,26.4,0.2
212,North Texas,21,12,9,0.571,8.8,3.8,5.0,4.0,9,2,2,3,1412,1265,62.1,107.1,0.301,0.392,0.533,52.7,44.6,10.9,9.2,0.5,15.5,35.7,0.218
213,Northeastern,23,8,15,0.348,-5.71,-2.54,3.0,7.0,4,4,3,10,1601,1674,65.7,105.9,0.337,0.349,0.548,53.1,51.6,9.5,8.6,0.509,17.0,33.8,0.254
214,Northern Arizona,23,10,13,0.435,-11.37,-2.72,3.0,6.0,5,2,4,10,1544,1743,69.4,96.7,0.311,0.365,0.516,45.0,54.7,8.4,8.4,0.487,16.2,23.0,0.211
215,Northern Colorado,22,13,9,0.591,-3.08,-3.53,6.0,3.0,8,2,4,6,1784,1725,70.6,111.1,0.309,0.385,0.577,50.3,49.5,8.5,5.6,0.55,13.6,24.3,0.222
216,Northern Illinois,21,7,14,0.333,-7.18,1.13,1.0,8.0,4,6,2,8,1611,1673,71.3,105.8,0.376,0.38,0.55,48.3,39.2,7.7,12.5,0.521,15.3,27.6,0.255
217,Northern Iowa,23,12,11,0.522,2.87,3.55,6.0,6.0,7,3,4,6,1667,1642,67.5,106.2,0.36,0.382,0.558,50.0,47.8,8.7,6.5,0.525,14.2,22.5,0.257
218,Northern Kentucky,22,11,11,0.5,-3.41,-1.91,6.0,5.0,8,2,3,9,1597,1575,69.2,103.8,0.386,0.325,0.539,49.2,51.7,13.0,8.9,0.503,16.0,30.5,0.27
219,Northwestern,22,15,7,0.682,11.62,6.76,6.0,5.0,11,1,2,5,1650,1543,65.1,112.7,0.278,0.372,0.573,47.4,59.6,11.3,10.4,0.548,12.3,25.0,0.201
220,Northwestern State,22,6,16,0.273,-14.79,-2.79,4.0,5.0,5,4,1,10,1551,1720,70.7,99.7,0.35,0.374,0.522,47.3,47.1,9.5,9.1,0.491,17.0,29.8,0.236
221,Notre Dame,22,7,15,0.318,2.68,6.27,2.0,9.0,5,8,1,6,1362,1441,64.6,94.3,0.267,0.44,0.501,51.8,43.8,9.1,7.2,0.468,18.1,28.8,0.193
222,Oakland,24,15,9,0.625,1.85,0.39,10.0,3.0,7,2,6,6,1812,1777,68.2,109.0,0.311,0.398,0.55,50.7,50.7,9.6,6.5,0.515,14.3,30.5,0.232
223,Ohio,22,12,10,0.545,-0.13,-4.03,6.0,4.0,9,3,1,5,1720,1558,68.8,112.3,0.31,0.401,0.559,50.2,50.5,9.6,10.0,0.531,12.3,29.6,0.22
224,Ohio State,22,13,9,0.591,12.12,6.44,3.0,8.0,9,3,0,6,1655,1530,66.6,112.4,0.337,0.364,0.549,53.0,54.6,7.8,11.8,0.51,13.1,33.7,0.253
225,Oklahoma,22,16,6,0.727,16.21,4.89,4.0,5.0,11,2,2,3,1707,1458,69.6,111.6,0.362,0.369,0.572,54.2,51.5,9.7,9.0,0.536,15.8,32.3,0.27
226,Oklahoma State,22,10,12,0.455,5.79,4.83,2.0,7.0,9,5,0,5,1565,1544,68.3,102.9,0.315,0.453,0.544,51.4,57.8,9.1,7.1,0.518,16.8,28.0,0.213
227,Old Dominion,23,6,17,0.261,-7.24,-0.74,2.0,9.0,4,6,1,9,1649,1778,71.6,99.6,0.274,0.339,0.507,46.9,39.3,11.1,10.5,0.482,13.4,25.1,0.182
228,Omaha,24,12,12,0.5,-4.55,-4.05,5.0,4.0,9,2,2,9,1790,1696,67.5,109.8,0.403,0.338,0.562,50.4,40.7,9.0,7.6,0.518,13.3,25.3,0.304
229,Oral Roberts,22,11,11,0.5,-3.7,-0.75,5.0,4.0,9,2,2,9,1675,1655,69.2,108.8,0.29,0.407,0.561,45.9,42.6,8.3,10.4,0.531,12.2,21.5,0.213
230,Oregon,22,15,7,0.682,12.14,7.23,7.0,4.0,10,1,4,3,1706,1598,69.4,111.1,0.341,0.38,0.564,50.5,51.8,10.4,9.9,0.535,13.3,28.3,0.241
231,Oregon State,22,11,11,0.5,2.66,7.33,3.0,8.0,11,2,0,6,1537,1599,66.7,101.3,0.402,0.343,0.54,49.0,46.5,9.0,10.7,0.498,16.8,27.3,0.291
232,Pacific,24,6,18,0.25,-15.35,-1.4,0.0,9.0,5,8,1,10,1570,1841,69.6,93.0,0.353,0.386,0.507,42.7,59.0,9.2,5.6,0.48,15.9,18.0,0.224
233,Penn State,22,11,11,0.5,8.19,5.51,5.0,6.0,9,3,2,4,1671,1612,70.4,106.6,0.338,0.4,0.54,46.1,45.6,12.7,7.6,0.501,13.2,27.3,0.25
234,Pennsylvania,21,9,12,0.429,-2.79,0.47,1.0,5.0,8,2,1,8,1563,1526,66.6,109.1,0.294,0.434,0.55,52.8,55.8,9.2,7.6,0.528,15.3,32.5,0.197
235,Pepperdine,24,9,15,0.375,-2.8,1.33,2.0,7.0,8,6,1,6,1739,1782,68.6,105.7,0.313,0.325,0.532,50.8,50.4,8.0,7.5,0.504,14.1,29.7,0.214
236,Pittsburgh,22,14,8,0.636,13.04,4.22,5.0,6.0,9,5,4,2,1664,1470,68.1,111.2,0.329,0.447,0.537,53.2,52.6,9.8,14.9,0.508,12.3,32.4,0.226
237,Portland,24,9,15,0.375,-9.36,-0.27,3.0,6.0,7,4,2,8,1765,1925,70.7,103.9,0.323,0.451,0.558,48.7,54.9,6.5,7.0,0.529,16.6,24.4,0.23
238,Portland State,22,14,8,0.636,-5.9,-3.58,5.0,4.0,8,1,5,6,1569,1546,68.5,103.6,0.311,0.387,0.515,49.2,50.3,9.2,10.3,0.485,13.6,29.2,0.214
239,Prairie View,21,8,13,0.381,-13.04,-3.46,3.0,5.0,4,2,3,11,1490,1618,74.1,95.8,0.369,0.265,0.501,45.1,43.9,13.1,6.3,0.456,15.5,27.1,0.267
240,Presbyterian,24,10,14,0.417,-9.87,-5.3,2.0,7.0,5,6,4,7,1813,1776,69.5,108.1,0.376,0.334,0.558,50.0,49.1,9.1,8.9,0.534,14.4,27.2,0.247
241,Princeton,19,16,3,0.842,7.58,-1.0,4.0,2.0,7,0,8,3,1453,1224,65.4,116.9,0.262,0.489,0.584,52.3,54.0,8.4,7.3,0.551,12.2,27.7,0.211
242,Providence,21,14,7,0.667,13.54,6.25,5.0,5.0,11,2,2,4,1549,1396,69.6,104.7,0.343,0.42,0.556,51.1,52.2,9.4,12.4,0.528,16.2,26.7,0.236
243,Purdue,22,20,2,0.909,26.42,10.65,9.0,2.0,11,0,4,2,1888,1541,70.5,120.3,0.423,0.369,0.6,57.8,64.2,8.0,10.8,0.57,14.1,36.5,0.303
244,Purdue Fort Wayne,22,14,8,0.636,-0.65,-6.15,5.0,6.0,8,3,4,5,1799,1562,73.7,110.3,0.324,0.424,0.566,45.6,45.0,13.5,8.7,0.54,12.7,23.7,0.228
245,Queens (NC),24,10,14,0.417,-8.96,-1.91,4.0,5.0,9,2,0,12,1931,1973,74.9,107.5,0.332,0.424,0.544,49.3,48.2,10.0,7.2,0.512,14.0,29.0,0.235
246,Quinnipiac,21,17,4,0.81,-3.68,-7.28,9.0,1.0,9,1,8,3,1640,1500,72.9,106.5,0.333,0.359,0.548,53.2,52.1,11.1,10.1,0.505,15.3,31.9,0.261
247,Radford,24,13,11,0.542,-4.13,-2.81,3.0,6.0,7,3,3,8,1734,1679,65.6,108.5,0.264,0.367,0.554,50.2,43.3,9.1,10.4,0.525,14.9,30.0,0.197
248,Rhode Island,22,10,12,0.455,-1.84,3.02,4.0,5.0,9,4,1,5,1612,1676,68.8,106.5,0.401,0.323,0.547,52.9,50.2,6.7,8.0,0.525,16.0,31.8,0.251
249,Rice,22,9,13,0.409,-2.2,2.09,3.0,6.0,5,6,4,4,1615,1661,69.3,104.8,0.296,0.413,0.535,50.5,55.9,8.8,9.1,0.508,15.5,30.6,0.205
250,Richmond,22,16,6,0.727,8.71,1.3,8.0,1.0,11,0,4,4,1593,1430,67.8,106.2,0.267,0.362,0.554,47.3,48.6,10.3,8.4,0.526,11.8,17.6,0.196
251,Rider,21,8,13,0.381,-7.42,-3.02,5.0,5.0,5,3,3,10,1511,1553,69.8,101.3,0.287,0.281,0.5,52.1,47.1,10.1,10.8,0.465,14.8,33.6,0.207
252,Robert Morris,23,9,14,0.391,-7.4,-4.59,5.0,7.0,6,5,3,9,1729,1729,69.1,107.0,0.301,0.402,0.541,53.5,49.8,7.7,6.7,0.511,16.7,36.2,0.216
253,Rutgers,21,11,10,0.524,7.23,6.28,3.0,7.0,9,3,2,5,1405,1385,69.6,95.6,0.343,0.324,0.468,49.5,49.6,10.1,14.8,0.433,14.2,31.8,0.223
254,Sacramento State,22,6,16,0.273,-10.45,-1.7,2.0,7.0,5,4,1,10,1506,1564,66.3,103.2,0.319,0.429,0.536,55.8,55.6,6.7,8.1,0.503,18.8,36.1,0.23
255,Sacred Heart,24,12,12,0.5,-10.18,-8.55,6.0,3.0,9,3,2,9,1790,1753,70.7,105.5,0.315,0.346,0.544,47.6,49.8,12.4,14.2,0.514,14.7,28.1,0.223
256,Saint Francis (PA),23,7,16,0.304,-17.61,-6.37,2.0,8.0,5,6,2,10,1503,1672,67.3,97.1,0.32,0.351,0.498,49.6,53.8,9.3,10.4,0.473,17.2,33.6,0.202
257,Saint Joseph's,22,15,7,0.682,7.08,-0.83,5.0,4.0,10,2,3,5,1713,1539,69.0,112.2,0.292,0.467,0.572,51.5,55.4,10.0,11.4,0.544,14.4,30.5,0.214
258,Saint Louis,22,8,14,0.364,-3.19,4.0,1.0,8.0,7,5,0,7,1577,1692,69.2,103.6,0.373,0.367,0.542,48.6,48.8,8.1,8.0,0.502,15.4,25.5,0.271
259,Saint Mary's (CA),24,18,6,0.75,15.83,4.66,9.0,0.0,11,3,6,0,1741,1405,63.7,112.6,0.3,0.368,0.54,58.0,58.2,10.6,11.7,0.514,13.5,39.9,0.205
260,Saint Peter's,19,11,8,0.579,-4.65,-5.7,7.0,3.0,5,3,6,5,1232,1210,65.7,98.1,0.394,0.331,0.49,51.8,51.0,11.5,10.9,0.438,16.3,35.0,0.287
261,Sam Houston,23,13,10,0.565,-3.09,-0.66,6.0,2.0,8,2,4,8,1641,1635,70.5,100.1,0.325,0.357,0.505,52.1,51.6,9.7,7.3,0.467,15.7,32.4,0.232
262,Samford,23,20,3,0.87,6.7,-3.5,9.0,1.0,14,0,6,3,2019,1715,75.2,116.7,0.315,0.402,0.6,51.1,59.2,14.6,11.3,0.575,15.6,33.0,0.229
263,San Diego,24,13,11,0.542,-3.33,1.49,3.0,6.0,9,5,3,5,1743,1832,72.4,100.3,0.299,0.335,0.533,48.9,50.9,9.6,10.5,0.498,17.5,27.9,0.222
264,San Diego State,22,17,5,0.773,15.98,8.88,6.0,3.0,11,0,3,5,1677,1481,68.7,109.8,0.375,0.378,0.55,52.7,47.6,10.9,10.6,0.511,13.8,31.8,0.273
265,San Francisco,24,18,6,0.75,10.12,-2.01,7.0,2.0,12,1,4,3,1901,1553,69.4,113.6,0.241,0.408,0.591,54.9,56.2,13.0,11.5,0.568,15.7,31.6,0.183
266,San Jose State,22,8,14,0.364,-2.3,1.6,1.0,8.0,5,5,1,8,1617,1654,67.1,108.2,0.244,0.434,0.557,47.5,51.4,7.8,9.9,0.537,13.7,25.3,0.168
267,Santa Clara,24,15,9,0.625,5.09,2.09,6.0,3.0,8,4,4,3,1848,1742,69.9,110.1,0.302,0.391,0.563,54.3,55.2,7.2,7.3,0.536,16.2,34.9,0.214
