Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,MP,FG,FGA,FG_Pct,3P,3PA,3P_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF
231,Pacific,28,6,22,0.214,-15.1,0.48,0.0,13.0,5,10,1,12,1826,2195,1130,643,1544,0.416,185,580,0.319,355,550,0.645,176,755,373,178,53,334,487
232,Penn State,26,12,14,0.462,8.4,6.98,6.0,9.0,10,4,2,6,1944,1907,1050,674,1539,0.438,203,621,0.327,393,530,0.742,245,818,317,226,86,289,461
233,Pennsylvania,24,9,15,0.375,-3.1,0.99,1.0,8.0,8,4,1,9,1759,1750,980,629,1416,0.444,221,614,0.36,280,409,0.685,262,883,348,147,58,282,352
234,Pepperdine,28,11,17,0.393,-2.56,1.71,4.0,9.0,9,7,2,7,2035,2098,1120,742,1654,0.449,195,540,0.361,356,511,0.697,284,932,373,146,78,306,458
235,Pittsburgh,25,17,8,0.68,14.05,4.65,8.0,6.0,10,5,6,2,1891,1656,1000,657,1516,0.433,239,682,0.35,338,482,0.701,299,955,349,164,119,238,376
236,Portland,28,9,19,0.321,-9.75,1.13,3.0,10.0,7,5,2,11,2016,2259,1120,705,1611,0.438,242,718,0.337,364,504,0.722,236,947,376,125,65,359,439
237,Portland State,27,16,11,0.593,-5.74,-3.78,7.0,7.0,10,2,5,8,1948,1928,1089,690,1639,0.421,205,622,0.33,363,524,0.693,298,978,336,186,96,294,471
238,Prairie View,26,10,16,0.385,-13.61,-5.32,5.0,8.0,5,4,4,12,1849,1994,1040,651,1550,0.42,124,397,0.312,423,581,0.728,260,798,306,248,65,330,534
239,Presbyterian,28,12,16,0.429,-8.98,-4.94,4.0,9.0,7,7,4,8,2108,2076,1125,758,1594,0.476,186,537,0.346,406,615,0.66,257,917,373,183,96,318,539
240,Princeton,22,19,3,0.864,7.6,-1.06,7.0,2.0,10,0,8,3,1675,1419,880,584,1266,0.461,221,627,0.352,286,353,0.81,187,748,321,117,52,189,284
241,Providence,26,17,9,0.654,12.89,7.12,8.0,7.0,14,2,2,6,1918,1768,1055,679,1496,0.454,211,643,0.328,349,497,0.702,232,942,358,173,117,322,408
242,Purdue,26,23,3,0.885,25.47,10.97,12.0,3.0,13,0,5,3,2195,1818,1050,751,1537,0.489,218,543,0.401,475,662,0.718,322,1070,474,148,104,302,362
243,Purdue Fort Wayne,27,17,10,0.63,-0.61,-6.37,8.0,8.0,9,5,6,5,2191,1920,1085,784,1658,0.473,254,704,0.361,369,530,0.696,219,853,355,263,87,281,478
244,Queens (NC),28,11,17,0.393,-8.81,-2.47,5.0,8.0,10,3,0,14,2248,2300,1120,793,1776,0.447,246,733,0.336,416,590,0.705,315,1030,375,202,82,328,488
245,Quinnipiac,25,19,6,0.76,-3.89,-7.1,11.0,3.0,11,2,8,4,1957,1812,1005,687,1539,0.446,189,546,0.346,394,505,0.78,266,926,344,196,96,312,409
246,Radford,27,13,14,0.481,-5.64,-2.72,3.0,9.0,7,4,3,10,1950,1939,1095,717,1559,0.46,207,558,0.371,309,419,0.737,263,919,309,157,98,301,468
247,Rhode Island,25,11,14,0.44,-0.69,3.1,5.0,7.0,9,5,2,6,1846,1899,1000,665,1419,0.469,161,448,0.359,355,556,0.638,266,936,329,124,79,313,425
248,Rice,25,9,16,0.36,-3.07,2.39,3.0,9.0,5,8,4,5,1831,1918,1015,660,1501,0.44,205,613,0.334,306,443,0.691,274,906,368,145,84,307,376
249,Richmond,25,18,7,0.72,8.88,1.44,10.0,2.0,12,1,5,4,1824,1638,1005,671,1450,0.463,188,521,0.361,294,397,0.741,143,841,327,172,74,208,352
250,Rider,26,10,16,0.385,-6.72,-3.72,7.0,8.0,6,4,4,12,1898,1927,1055,696,1603,0.434,156,457,0.341,350,470,0.745,313,997,352,174,101,325,466
251,Robert Morris,27,10,17,0.37,-8.2,-4.48,6.0,10.0,7,6,3,11,2024,2058,1100,720,1629,0.442,221,661,0.334,363,502,0.723,338,980,365,136,72,373,489
252,Rutgers,25,14,11,0.56,8.91,7.43,6.0,8.0,11,3,3,6,1672,1635,1005,597,1528,0.391,140,481,0.291,338,509,0.664,320,961,302,185,137,287,417
253,Sacramento State,27,6,21,0.222,-12.25,-2.49,2.0,12.0,5,7,1,12,1777,1904,1080,633,1472,0.43,190,604,0.315,321,450,0.713,331,986,355,128,75,404,458
254,Sacred Heart,27,13,14,0.481,-10.83,-8.83,7.0,5.0,9,3,3,11,1981,1958,1080,714,1602,0.446,197,556,0.354,356,509,0.699,257,903,361,237,131,320,455
255,Saint Francis (PA),26,8,18,0.308,-17.57,-7.24,3.0,10.0,6,7,2,11,1712,1893,1045,622,1476,0.421,166,511,0.325,302,488,0.619,316,908,326,159,96,356,455
256,Saint Joseph's,26,16,10,0.615,5.99,0.41,6.0,7.0,11,3,3,7,1994,1849,1045,698,1560,0.447,270,749,0.36,328,449,0.731,267,941,383,188,100,298,409
257,Saint Louis,25,9,16,0.36,-1.89,4.11,2.0,10.0,7,6,1,8,1850,1958,1000,630,1415,0.445,192,523,0.367,398,538,0.74,220,850,300,149,72,308,465
258,Saint Mary's (CA),27,21,6,0.778,17.1,2.99,12.0,0.0,12,3,8,0,2004,1558,1090,745,1610,0.463,204,594,0.343,310,451,0.687,365,1083,431,184,113,271,443
259,Saint Peter's,24,13,11,0.542,-4.87,-5.87,9.0,6.0,6,4,7,7,1553,1527,965,521,1335,0.39,142,453,0.313,369,509,0.725,302,843,266,185,88,312,462
260,Sam Houston,26,15,11,0.577,-2.0,-0.42,8.0,3.0,10,2,4,9,1862,1843,1050,653,1572,0.415,193,562,0.343,363,506,0.717,313,996,340,181,67,346,455
261,Samford,27,23,4,0.852,7.68,-3.68,12.0,2.0,15,0,8,4,2371,1997,1080,841,1696,0.496,274,678,0.404,415,572,0.726,301,983,494,290,106,354,508
262,San Diego,28,16,12,0.571,-3.3,0.81,6.0,7.0,11,6,4,5,2051,2141,1120,733,1660,0.442,199,564,0.353,386,526,0.734,276,971,368,193,106,387,523
263,San Diego State,26,20,6,0.769,16.38,8.96,9.0,4.0,13,0,4,6,1972,1740,1055,680,1498,0.454,185,565,0.327,427,582,0.734,280,962,335,201,97,305,461
264,San Francisco,27,21,6,0.778,10.23,-1.66,10.0,2.0,13,1,6,3,2134,1756,1085,797,1613,0.494,227,650,0.349,313,406,0.771,266,938,436,238,98,324,484
265,San Jose State,26,9,17,0.346,-2.71,1.73,2.0,11.0,6,7,1,9,1869,1935,1050,694,1515,0.458,223,633,0.352,258,374,0.69,214,822,355,139,93,271,438
266,Santa Clara,27,17,10,0.63,5.73,1.61,8.0,4.0,9,4,5,4,2079,1935,1080,745,1606,0.464,226,629,0.359,363,507,0.716,325,1056,412,129,74,357,476
267,Seattle,26,16,10,0.615,3.71,-0.85,9.0,6.0,12,3,4,7,1935,1766,1070,673,1519,0.443,194,571,0.34,395,544,0.726,270,970,340,149,80,337,505
268,Seton Hall,26,17,9,0.654,11.78,7.63,10.0,5.0,11,3,5,4,1904,1796,1055,688,1528,0.45,145,459,0.316,383,494,0.775,332,1002,334,192,122,336,406
269,Siena,26,4,22,0.154,-19.25,-4.44,3.0,12.0,2,10,2,10,1567,1952,1040,567,1429,0.397,134,486,0.276,299,464,0.644,313,932,274,138,111,424,399
270,South Alabama,27,13,14,0.481,-5.66,-2.12,5.0,9.0,9,6,4,8,1982,2047,1100,704,1607,0.438,202,599,0.337,372,496,0.75,222,891,291,186,73,300,451
271,South Carolina,26,21,5,0.808,11.04,4.65,9.0,4.0,13,2,5,3,1866,1700,1045,658,1497,0.44,215,635,0.339,335,463,0.724,295,929,397,125,81,269,404
272,South Carolina State,26,10,16,0.385,-11.4,-4.11,5.0,4.0,7,4,3,12,1853,2003,1050,651,1573,0.414,158,493,0.32,393,577,0.681,380,983,352,209,81,386,546
273,South Carolina Upstate,26,9,17,0.346,-8.54,-1.85,4.0,9.0,5,6,4,11,1862,1903,1055,682,1531,0.445,201,600,0.335,297,458,0.648,236,830,327,191,81,301,509
274,South Dakota,27,10,17,0.37,-11.83,-4.33,3.0,9.0,7,5,2,11,2063,2137,1100,745,1643,0.453,213,572,0.372,360,493,0.73,305,1044,333,98,50,354,440
275,South Dakota State,27,15,12,0.556,-1.15,-2.27,8.0,4.0,9,3,4,5,2072,1963,1090,760,1606,0.473,225,641,0.351,327,468,0.699,245,985,348,173,95,314,407
276,South Florida,24,19,5,0.792,6.7,0.03,12.0,1.0,13,2,5,3,1811,1651,960,609,1388,0.439,212,575,0.369,381,520,0.733,243,865,355,161,81,256,407
277,Southeast Missouri State,27,8,19,0.296,-17.67,-6.1,3.0,11.0,8,5,0,13,1825,1975,1085,679,1606,0.423,173,557,0.311,294,425,0.692,243,852,349,154,70,337,522
278,Southeastern Louisiana,27,13,14,0.481,-9.28,-3.99,8.0,6.0,8,3,5,9,1871,1910,1090,653,1497,0.436,200,573,0.349,365,501,0.729,289,934,397,188,63,363,436
279,Southern,26,16,10,0.615,-6.68,-3.99,10.0,3.0,10,0,6,10,1920,1828,1049,686,1533,0.447,183,569,0.322,365,537,0.68,250,826,364,259,77,357,513
280,Southern California,26,10,16,0.385,7.87,8.72,4.0,11.0,7,6,1,8,1942,1964,1060,694,1556,0.446,201,578,0.348,353,514,0.687,282,912,419,179,141,330,437
281,Southern Illinois,27,17,10,0.63,5.48,0.55,9.0,7.0,12,4,4,5,1969,1810,1090,671,1461,0.459,220,629,0.35,407,533,0.764,227,892,381,149,80,304,489
282,SIU Edwardsville,27,15,12,0.556,-7.55,-6.63,8.0,6.0,12,2,1,10,1936,1866,1080,677,1574,0.43,201,587,0.342,381,527,0.723,292,938,314,181,116,283,437
283,Southern Indiana,27,7,20,0.259,-13.11,-4.28,4.0,10.0,5,8,2,12,1846,1965,1085,623,1533,0.406,180,552,0.326,420,570,0.737,276,982,309,165,78,369,563
284,Southern Methodist,26,19,7,0.731,14.45,2.65,10.0,3.0,13,2,5,4,2022,1708,1040,754,1623,0.465,199,571,0.349,315,454,0.694,361,1036,433,227,132,300,426
285,Southern Mississippi,27,15,12,0.556,-4.41,-2.53,8.0,6.0,10,2,5,7,1900,1894,1080,652,1536,0.424,181,532,0.34,415,584,0.711,289,992,327,189,130,334,462
286,Southern Utah,26,9,17,0.346,-4.55,-0.59,4.0,11.0,6,6,2,11,1962,2005,1045,687,1567,0.438,157,539,0.291,431,586,0.735,278,895,295,168,72,313,468
287,St. Bonaventure,25,16,9,0.64,9.14,2.14,7.0,6.0,10,3,4,4,1861,1686,1005,663,1430,0.464,197,531,0.371,338,440,0.768,252,836,321,163,95,274,420
288,St. John's (NY),26,14,12,0.538,14.77,9.5,6.0,9.0,10,4,2,6,1979,1842,1040,737,1689,0.436,184,565,0.326,321,455,0.705,389,1026,393,180,136,304,474
289,St. Thomas,27,17,10,0.63,-0.78,-5.4,7.0,5.0,10,2,6,7,1992,1763,1085,708,1503,0.471,245,689,0.356,331,451,0.734,216,850,375,169,63,245,431
290,Stanford,25,12,13,0.48,9.07,7.59,7.0,8.0,9,4,3,6,1937,1900,1015,699,1480,0.472,237,611,0.388,302,399,0.757,191,874,425,129,75,332,388
291,Stephen F. Austin,25,14,11,0.56,0.7,-2.0,7.0,7.0,8,5,4,5,1923,1776,1020,672,1456,0.462,149,461,0.323,430,601,0.715,314,935,327,223,73,426,538
292,Stetson,27,17,10,0.63,-3.85,-2.43,9.0,3.0,10,1,5,9,2066,1920,1085,742,1612,0.46,251,691,0.363,331,429,0.772,273,965,380,141,76,287,378
293,Stonehill,28,3,25,0.107,-19.62,-5.21,1.0,12.0,3,7,0,18,1777,2139,1125,645,1613,0.4,233,758,0.307,254,367,0.692,227,917,329,189,66,396,439
294,Stony Brook,27,14,13,0.519,-4.69,-2.34,7.0,7.0,10,3,4,10,1945,1965,1095,700,1624,0.431,208,610,0.341,337,463,0.728,270,973,330,171,83,281,404
295,Syracuse,26,16,10,0.615,8.59,9.39,7.0,8.0,12,2,2,6,1961,1932,1040,704,1570,0.448,180,555,0.324,373,524,0.712,233,889,354,247,111,299,402
296,Tarleton State,25,18,7,0.72,-0.19,-0.46,11.0,3.0,8,2,8,5,1808,1687,1005,666,1482,0.449,141,429,0.329,335,447,0.749,279,851,331,227,86,300,449
297,TCU,25,18,7,0.72,15.85,5.25,7.0,5.0,11,2,5,3,2038,1773,1020,742,1534,0.484,162,453,0.358,392,547,0.717,306,928,444,230,98,323,437
298,Temple,26,9,17,0.346,-2.43,1.85,2.0,11.0,5,7,2,7,1851,1928,1065,631,1631,0.387,215,717,0.3,374,512,0.73,314,958,294,199,64,272,445
299,Tennessee,25,19,6,0.76,22.11,8.91,9.0,3.0,12,1,5,3,2009,1679,1000,702,1543,0.455,219,633,0.346,386,516,0.748,289,966,434,201,118,253,435
300,Tennessee State,27,15,12,0.556,-9.05,-7.05,8.0,6.0,9,3,5,8,1962,1893,1085,690,1558,0.443,181,547,0.331,401,533,0.752,272,939,331,170,89,346,517
301,Tennessee Tech,27,9,18,0.333,-14.1,-5.64,4.0,10.0,6,7,3,11,1825,1983,1090,662,1471,0.45,166,520,0.319,335,467,0.717,159,820,331,140,76,315,369
302,Tennessee-Martin,27,17,10,0.63,-5.66,-5.62,10.0,4.0,10,2,7,7,2167,2061,1090,765,1727,0.443,229,648,0.353,408,546,0.747,285,1122,355,175,74,325,382
303,Texas,26,17,9,0.654,15.92,8.15,6.0,7.0,12,4,3,4,1967,1765,1045,718,1521,0.472,193,523,0.369,338,454,0.744,269,920,411,178,127,309,434
304,Texas A&M,25,15,10,0.6,12.99,8.23,6.0,6.0,9,3,4,5,1855,1736,1005,636,1589,0.4,166,607,0.273,417,595,0.701,450,1074,277,182,73,246,407
305,Texas A&M-Commerce,27,10,17,0.37,-12.94,-2.61,4.0,10.0,7,6,3,11,1937,2006,1110,686,1641,0.418,253,782,0.324,312,442,0.706,255,871,400,219,141,325,484
306,Texas A&M-Corpus Christi,26,16,10,0.615,-3.68,-4.99,9.0,4.0,10,2,6,7,1954,1726,1050,700,1625,0.431,149,498,0.299,405,590,0.686,358,1061,395,225,79,309,544
307,Texas Southern,24,10,14,0.417,-9.37,-4.41,8.0,5.0,5,3,4,10,1632,1710,964,576,1442,0.399,165,545,0.303,315,451,0.698,274,865,273,170,98,310,449
308,Texas State,27,11,16,0.407,-5.23,0.61,4.0,10.0,7,4,4,10,1837,1892,1080,677,1537,0.44,121,374,0.324,362,535,0.677,303,968,319,190,94,362,478
309,Texas Tech,25,18,7,0.72,16.29,8.21,7.0,5.0,13,1,2,5,1908,1706,1005,658,1426,0.461,218,588,0.371,374,482,0.776,246,876,378,145,72,271,354
310,Texas-Rio Grande Valley,25,6,19,0.24,-11.48,-0.88,2.0,12.0,5,7,1,10,1838,2012,1010,625,1467,0.426,134,457,0.293,454,651,0.697,255,857,326,213,83,367,477
311,The Citadel,27,10,17,0.37,-6.0,-3.21,2.0,12.0,6,6,2,11,1892,1883,1085,684,1503,0.455,170,517,0.329,354,494,0.717,255,951,297,149,69,327,366
312,Toledo,25,16,9,0.64,2.24,-0.96,10.0,2.0,10,2,6,4,2021,1941,1010,729,1515,0.481,157,418,0.376,406,533,0.762,250,838,334,183,55,268,386
313,Towson,27,16,11,0.593,-0.12,-1.92,9.0,5.0,11,1,5,5,1823,1725,1095,647,1554,0.416,172,524,0.328,357,552,0.647,404,1069,305,173,110,317,446
314,Troy,27,18,9,0.667,2.58,-2.63,11.0,3.0,15,2,3,7,2157,1875,1095,740,1680,0.44,238,680,0.35,439,607,0.723,376,1077,375,261,96,362,509
315,Tulane,25,13,12,0.52,4.79,2.16,4.0,9.0,10,4,2,6,2096,2003,1020,703,1460,0.482,191,538,0.355,499,669,0.746,168,833,358,204,111,271,429
316,Tulsa,25,13,12,0.52,-0.17,-0.92,4.0,9.0,12,4,1,7,1893,1834,1015,633,1454,0.435,197,596,0.331,430,577,0.745,234,897,319,202,87,333,424
317,UAB,25,17,8,0.68,5.05,4.18,9.0,3.0,11,3,5,4,1920,1863,1020,663,1495,0.443,144,467,0.308,450,598,0.753,327,963,320,165,119,299,393
318,UC Davis,26,15,11,0.577,-1.11,-2.65,10.0,5.0,9,6,5,5,1858,1763,1050,632,1435,0.44,184,546,0.337,410,566,0.724,272,891,327,209,100,365,503
319,UC Irvine,26,19,7,0.731,7.53,-0.19,12.0,2.0,10,0,6,7,1982,1729,1045,728,1539,0.473,153,430,0.356,373,488,0.764,267,966,412,173,98,310,470
320,UC Riverside,27,12,15,0.444,-3.96,0.08,7.0,8.0,9,3,2,12,1867,1915,1081,662,1693,0.391,230,730,0.315,313,443,0.707,337,1005,362,148,40,267,461
321,UC San Diego,26,17,9,0.654,4.33,-1.55,11.0,3.0,12,1,5,7,1995,1764,1050,702,1529,0.459,234,661,0.354,357,474,0.753,242,900,342,171,76,238,407
322,UC Santa Barbara,25,14,11,0.56,-1.05,-2.18,7.0,8.0,8,6,5,5,1891,1803,1005,677,1367,0.495,149,419,0.356,388,532,0.729,214,894,336,115,82,324,394
323,Central Florida,24,13,11,0.542,12.43,6.89,4.0,8.0,10,5,1,6,1730,1597,965,599,1426,0.42,167,524,0.319,365,520,0.702,299,915,293,212,128,301,422
324,UCLA,26,14,12,0.538,8.4,7.32,9.0,6.0,8,5,5,4,1722,1667,1040,603,1446,0.417,135,422,0.32,381,526,0.724,279,905,292,152,90,287,474
325,UNC Asheville,28,19,9,0.679,-0.4,-2.0,11.0,2.0,12,1,4,6,2257,2053,1130,750,1598,0.469,230,609,0.378,527,710,0.742,276,996,430,168,123,349,493
326,UNC Greensboro,27,19,8,0.704,0.44,-1.84,10.0,4.0,9,3,7,5,2052,1885,1090,739,1606,0.46,271,691,0.392,303,420,0.721,269,973,410,184,68,289,471
327,UNC Wilmington,26,19,7,0.731,2.6,-2.36,10.0,4.0,9,1,9,5,2091,1833,1050,734,1583,0.464,223,632,0.353,400,530,0.755,282,928,335,162,66,226,448
328,UT Arlington,26,13,13,0.5,0.33,1.5,8.0,7.0,9,3,3,10,1934,1894,1045,651,1525,0.427,223,661,0.337,409,562,0.728,325,997,396,187,99,419,533
329,Utah,26,16,10,0.615,15.44,10.02,7.0,8.0,12,2,2,6,2035,1894,1055,756,1627,0.465,227,635,0.357,296,456,0.649,273,1026,452,161,114,306,415
330,Utah State,26,21,5,0.808,13.05,5.09,9.0,4.0,11,1,6,4,2082,1807,1050,757,1533,0.494,159,489,0.325,409,566,0.723,261,957,438,180,113,296,452
331,Utah Tech,26,10,16,0.385,-7.22,-0.42,6.0,9.0,6,5,4,11,1813,1971,1050,641,1449,0.442,170,500,0.34,361,565,0.639,255,897,332,168,119,406,532
332,Utah Valley,26,12,14,0.462,-0.73,1.14,7.0,8.0,8,3,3,10,1793,1795,1045,642,1497,0.429,127,454,0.28,382,556,0.687,266,951,388,185,117,323,477
333,UTEP,26,13,13,0.5,-2.16,-1.16,4.0,7.0,12,3,0,9,1933,1828,1050,663,1494,0.444,147,477,0.308,460,667,0.69,288,873,341,309,84,384,521
334,UTSA,26,8,18,0.308,-7.17,-1.05,2.0,11.0,6,7,2,11,2049,2169,1060,694,1674,0.415,250,751,0.333,411,577,0.712,345,1041,361,129,102,289,479
335,Valparaiso,27,6,21,0.222,-7.39,1.26,2.0,14.0,5,10,1,11,1841,2027,1080,672,1652,0.407,197,598,0.329,300,416,0.721,270,899,326,168,101,297,454
336,Vanderbilt,25,7,18,0.28,-0.28,7.68,2.0,10.0,7,8,0,7,1658,1857,1000,567,1443,0.393,169,593,0.285,355,507,0.7,271,866,238,151,77,269,371
337,Vermont,27,21,6,0.778,2.51,-3.73,11.0,1.0,11,1,8,4,1951,1695,1085,709,1531,0.463,239,691,0.346,294,408,0.721,202,942,378,145,102,245,376
338,Villanova,25,14,11,0.56,15.43,9.11,7.0,7.0,8,4,3,6,1809,1651,1025,621,1462,0.425,232,695,0.334,335,410,0.817,236,888,320,149,57,241,387
339,Virginia,27,20,7,0.741,11.2,5.65,11.0,5.0,14,1,4,5,1731,1581,1085,658,1480,0.445,173,467,0.37,242,377,0.642,232,873,419,204,139,226,373
340,Virginia Commonwealth,25,17,8,0.68,9.58,3.06,9.0,3.0,11,5,5,1,1810,1647,1005,605,1353,0.447,211,583,0.362,389,495,0.786,228,901,353,150,114,309,414
341,VMI,27,4,23,0.148,-18.86,-2.36,1.0,13.0,4,8,0,13,1898,2206,1085,707,1647,0.429,182,574,0.317,302,438,0.689,265,1012,290,155,69,429,462
342,Virginia Tech,26,15,11,0.577,12.81,7.77,7.0,8.0,12,2,1,7,1940,1809,1040,664,1436,0.462,220,610,0.361,392,491,0.798,203,846,395,137,69,296,412
343,Wagner,24,12,12,0.5,-11.63,-9.08,6.0,6.0,6,3,6,9,1536,1508,975,549,1400,0.392,184,549,0.335,254,360,0.706,277,862,318,147,50,239,370
344,Wake Forest,25,16,9,0.64,15.44,6.28,8.0,6.0,13,0,2,7,1974,1745,1010,698,1488,0.469,208,565,0.368,370,463,0.799,217,882,309,147,108,278,391
345,Washington,26,14,12,0.538,12.66,8.24,6.0,9.0,10,5,3,5,2103,1988,1060,763,1608,0.475,196,572,0.343,381,527,0.723,249,939,380,151,104,307,486
346,Washington State,26,20,6,0.769,14.88,5.88,11.0,4.0,13,1,5,3,1963,1729,1050,725,1526,0.475,170,481,0.353,343,491,0.699,280,985,325,140,137,274,446
347,Weber State,27,18,9,0.667,1.89,-2.86,9.0,5.0,10,2,7,5,2036,1775,1085,701,1489,0.471,217,610,0.356,417,555,0.751,204,869,336,181,43,267,413
348,West Virginia,25,8,17,0.32,3.85,10.25,3.0,9.0,8,7,0,6,1711,1871,1005,583,1397,0.417,172,519,0.331,373,519,0.719,234,857,314,111,89,309,372
349,Western Carolina,27,19,8,0.704,1.53,-2.76,8.0,6.0,11,3,8,5,2067,1857,1090,753,1663,0.453,222,613,0.362,339,475,0.714,288,1072,308,120,97,274,447
350,Western Illinois,27,17,10,0.63,-7.33,-6.59,10.0,4.0,7,4,10,6,1869,1741,1090,689,1579,0.436,160,488,0.328,331,540,0.613,390,1137,351,147,156,360,393
351,Western Kentucky,26,19,7,0.731,1.28,-3.07,8.0,4.0,12,1,6,4,2089,1919,1041,769,1636,0.47,175,518,0.338,376,531,0.708,275,1044,354,190,79,364,476
352,Western Michigan,25,8,17,0.32,-10.13,-2.67,5.0,7.0,4,6,2,11,1758,1881,1010,644,1482,0.435,190,574,0.331,280,453,0.618,311,931,334,141,55,344,434
353,Wichita State,26,10,16,0.385,1.57,4.33,2.0,11.0,8,4,1,9,1875,1914,1045,711,1599,0.445,159,509,0.312,294,426,0.69,300,1026,296,157,110,324,389
354,William & Mary,27,8,19,0.296,-11.38,-4.86,3.0,11.0,6,6,2,11,1887,1946,1085,638,1543,0.413,231,732,0.316,380,532,0.714,273,952,322,126,46,301,460
355,Winthrop,27,16,11,0.593,0.03,-3.06,7.0,5.0,10,3,6,8,2121,1901,1105,698,1495,0.467,204,587,0.348,521,731,0.713,287,961,323,179,69,348,477
356,Wisconsin,26,17,9,0.654,16.4,10.71,9.0,6.0,12,2,3,7,1932,1784,1050,681,1468,0.464,176,512,0.344,394,521,0.756,260,889,321,150,43,260,406
357,Wofford,27,15,12,0.556,-3.15,-1.02,8.0,6.0,10,2,5,7,2030,1993,1100,745,1603,0.465,251,704,0.357,289,461,0.627,274,995,412,116,71,315,439
358,Wright State,27,15,12,0.556,-0.21,-2.77,10.0,6.0,8,5,5,6,2310,2180,1085,864,1622,0.533,174,462,0.377,408,533,0.765,237,921,442,161,77,311,420
359,Wyoming,25,13,12,0.52,0.0,5.0,6.0,6.0,8,3,2,8,1837,1883,1005,623,1377,0.452,188,499,0.377,403,539,0.748,248,877,294,125,62,339,385
360,Xavier,25,13,12,0.52,13.57,10.85,7.0,7.0,10,5,2,6,1893,1825,1000,675,1552,0.435,175,508,0.344,368,497,0.74,306,974,414,171,96,290,428
361,Yale,24,17,7,0.708,4.83,0.38,8.0,1.0,7,1,8,5,1812,1606,975,673,1444,0.466,172,497,0.346,294,401,0.733,247,903,339,141,75,231,349
362,Youngstown State,28,19,9,0.679,2.16,-4.17,11.0,6.0,13,2,6,7,2304,1993,1125,820,1809,0.453,252,769,0.328,412,531,0.776,358,1125,432,175,131,308,452
