Rk,School,G,W,L,W_L_Pct,SRS,SOS,W_Conf,L_Conf,W_Home,L_Home,W_Away,L_Away,Pts_Tm,Pts_Opp,Opp_MP,Opp_FG,Opp_FGA,Opp_FG_Pct,Opp_3P,Opp_3PA,Opp_3P_Pct,Opp_FT,Opp_FTA,Opp_FT_Pct,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
36,Cal State Bakersfield,34,18,16,0.529,-5.12,-2.63,7,9,9,4,7,10,2412,2412,1375,749,1719,0.436,261,714,0.366,653,889,0.735,302,1116,421,174,96,472,621
37,Cal State Fullerton,34,16,18,0.471,-3.29,-1.14,10,6,9,4,4,11,2437,2414,1385,864,2029,0.426,213,676,0.315,473,691,0.685,328,1211,419,186,87,412,648
38,Cal State Northridge,34,13,21,0.382,-6.54,-3.39,7,9,7,9,4,11,2601,2701,1375,951,2128,0.447,292,762,0.383,507,685,0.74,404,1322,497,203,106,424,630
39,California,31,8,23,0.258,-3.16,5.42,3,15,7,9,1,10,2121,2387,1245,836,1708,0.489,272,714,0.381,443,617,0.718,299,1117,462,154,100,435,548
40,California Baptist,31,16,15,0.516,-3.89,-4.12,7,9,8,7,8,6,2403,2241,1260,774,1830,0.423,210,617,0.34,483,677,0.713,297,1077,346,175,74,353,559
41,Campbell,33,20,13,0.606,-3.62,-4.39,12,4,12,4,5,8,2495,2328,1325,807,1800,0.448,264,745,0.354,450,614,0.733,291,1147,411,186,69,448,571
42,Canisius,32,15,17,0.469,-8.79,-4.85,11,7,5,8,9,5,2250,2376,1295,835,1782,0.469,239,664,0.36,467,657,0.711,334,1142,406,172,97,456,560
43,Central Arkansas,33,14,19,0.424,-11.37,-4.81,8,10,8,5,5,13,2383,2498,1330,873,1992,0.438,279,803,0.347,473,675,0.701,359,1251,494,205,84,437,606
44,Central Connecticut State,31,11,20,0.355,-14.02,-6.71,5,13,5,7,5,12,2205,2367,1260,800,1817,0.44,295,809,0.365,472,666,0.709,324,1103,468,211,121,409,591
45,Central Florida,33,24,9,0.727,13.37,5.58,13,5,15,2,5,5,2385,2128,1325,764,1938,0.394,233,744,0.313,367,565,0.65,371,1142,409,190,92,400,699
46,Central Michigan,35,23,12,0.657,2.79,-0.34,10,8,13,4,7,6,2896,2690,1425,1010,2250,0.449,236,804,0.294,434,632,0.687,430,1344,423,182,168,506,719
47,Charleston Southern,34,18,16,0.529,-2.43,-4.19,9,7,12,4,4,11,2574,2369,1370,828,1931,0.429,289,815,0.355,424,598,0.709,314,1226,457,232,107,558,576
48,Charlotte,29,8,21,0.276,-8.34,-0.89,5,13,5,9,3,9,1776,1992,1160,688,1570,0.438,236,664,0.355,380,512,0.742,245,956,362,201,106,340,493
49,Chattanooga,32,12,20,0.375,-7.87,-0.76,7,11,8,6,4,11,2268,2376,1285,864,1899,0.455,240,672,0.357,408,582,0.701,299,1160,400,211,92,358,524
50,Chicago State,32,3,29,0.094,-24.83,0.67,0,16,3,8,0,19,1970,2710,1280,964,1988,0.485,331,869,0.381,451,650,0.694,368,1248,546,242,101,392,589
51,Cincinnati,35,28,7,0.8,14.53,5.5,14,4,16,2,7,4,2510,2194,1410,766,1869,0.41,284,800,0.355,378,570,0.663,332,1088,388,133,126,476,659
52,Clemson,34,20,14,0.588,13.85,8.99,9,9,14,5,4,6,2339,2174,1360,755,1856,0.407,257,735,0.35,407,557,0.731,291,1088,336,190,99,453,581
53,Cleveland State,31,10,21,0.323,-7.96,-1.52,5,13,8,9,2,12,2300,2437,1250,864,1937,0.446,251,772,0.325,458,630,0.727,377,1210,474,213,103,381,590
54,Coastal Carolina,34,17,17,0.5,-0.5,-1.94,9,9,10,4,6,11,2641,2520,1370,839,1932,0.434,281,871,0.323,561,788,0.712,329,1125,449,220,112,448,649
55,Colgate,35,24,11,0.686,1.23,-3.83,13,5,15,1,9,9,2648,2458,1415,884,2033,0.435,277,824,0.336,413,580,0.712,327,1112,454,250,112,422,581
56,College of Charleston,33,24,9,0.727,2.36,-2.95,12,6,13,2,8,5,2453,2265,1330,822,1837,0.447,263,791,0.332,358,487,0.735,278,1043,424,171,94,421,547
57,Colorado,36,23,13,0.639,9.68,3.6,10,8,15,2,5,9,2648,2429,1445,878,2069,0.424,247,776,0.318,426,643,0.663,306,1126,378,253,120,436,713
58,Colorado State,32,12,20,0.375,-0.11,1.41,7,11,8,9,3,8,2393,2406,1285,864,1897,0.455,278,783,0.355,400,557,0.718,298,1088,459,186,72,355,559
59,Columbia,28,10,18,0.357,-5.18,-2.14,5,9,5,7,4,9,2059,2052,1160,696,1587,0.439,231,649,0.356,429,606,0.708,256,996,335,175,89,395,434
60,Connecticut,33,16,17,0.485,6.81,4.32,6,12,13,5,1,8,2436,2354,1325,809,1841,0.439,208,620,0.335,528,721,0.732,339,1137,428,205,107,464,607
61,Coppin State,33,8,25,0.242,-18.9,-7.11,7,9,3,7,4,16,2118,2507,1330,868,2024,0.429,297,812,0.366,474,680,0.697,358,1276,480,246,84,400,611
62,Cornell,31,15,16,0.484,-6.12,-2.02,7,7,9,4,6,12,2149,2211,1260,825,1880,0.439,209,638,0.328,352,502,0.701,310,1160,357,194,111,388,532
63,Creighton,35,20,15,0.571,12.0,8.59,9,9,13,6,4,8,2727,2561,1420,943,2063,0.457,291,822,0.354,384,563,0.682,318,1188,489,223,117,478,612
64,Dartmouth,30,11,19,0.367,-5.75,-3.0,2,12,8,6,2,12,2160,2116,1210,800,1739,0.46,194,589,0.329,322,456,0.706,238,1005,363,188,93,342,456
65,Davidson,34,24,10,0.706,6.38,1.96,14,4,14,2,7,5,2409,2229,1365,778,1905,0.408,275,835,0.329,398,561,0.709,297,1142,426,174,75,379,564
66,Dayton,33,21,12,0.636,9.67,2.91,13,5,13,4,7,4,2406,2183,1335,803,1941,0.414,252,786,0.321,325,461,0.705,328,1056,415,176,95,370,537
67,Delaware,33,17,16,0.515,-7.91,-4.82,8,10,9,7,7,8,2352,2380,1360,859,1937,0.443,271,735,0.369,391,537,0.728,321,1137,437,178,94,330,553
68,Delaware State,31,6,25,0.194,-26.82,-10.13,2,14,3,9,2,15,1956,2371,1240,818,1817,0.45,244,713,0.342,491,685,0.717,339,1306,476,213,128,446,501
69,Denver,30,8,22,0.267,-11.84,-2.97,3,13,6,7,1,14,2086,2319,1205,822,1748,0.47,318,760,0.418,357,493,0.724,228,982,428,177,79,332,487
70,DePaul,36,19,17,0.528,6.0,4.05,7,11,16,7,3,9,2821,2751,1450,963,2132,0.452,344,922,0.373,481,659,0.73,310,1160,503,244,110,459,692
71,Detroit Mercy,31,11,20,0.355,-6.33,-0.36,8,10,6,6,4,14,2279,2464,1240,879,1857,0.473,263,761,0.346,443,608,0.729,381,1211,596,175,106,432,546
72,Drake,34,24,10,0.706,2.52,-0.66,12,6,13,2,7,6,2563,2387,1385,872,2042,0.427,225,743,0.303,418,600,0.697,320,1160,369,245,105,408,586
73,Drexel,32,13,19,0.406,-7.02,-2.93,7,11,9,7,3,11,2425,2475,1280,921,1909,0.482,244,652,0.374,389,576,0.675,280,1043,435,195,116,334,530
74,Duke,38,32,6,0.842,26.9,11.98,14,4,15,2,7,2,3143,2576,1525,960,2415,0.398,253,844,0.3,403,579,0.696,441,1348,479,243,121,540,659
75,Duquesne,32,19,13,0.594,0.53,-0.63,10,8,14,4,4,6,2351,2314,1295,839,1903,0.441,223,659,0.338,413,607,0.68,401,1219,465,219,118,491,585
76,East Carolina,31,10,21,0.323,-5.49,1.31,3,15,8,9,1,11,2088,2299,1255,787,1753,0.449,214,651,0.329,511,732,0.698,332,1152,427,207,121,427,549
77,East Tennessee State,34,24,10,0.706,5.21,-1.79,13,5,13,3,8,6,2707,2371,1375,836,1921,0.435,296,781,0.379,403,584,0.69,276,1006,433,229,116,494,592
78,Eastern Illinois,32,14,18,0.438,-11.81,-5.01,7,11,7,6,5,10,2299,2457,1310,858,1896,0.453,296,770,0.384,445,631,0.705,348,1186,486,221,105,423,538
79,Eastern Kentucky,31,13,18,0.419,-7.4,-2.47,6,12,9,5,3,11,2562,2577,1265,898,1931,0.465,230,669,0.344,551,767,0.718,341,1288,466,210,116,568,602
80,Eastern Michigan,32,15,17,0.469,0.4,4.43,9,9,11,7,4,10,2203,2213,1295,787,1832,0.43,265,777,0.341,374,549,0.681,383,1108,534,216,98,446,570
81,Eastern Washington,34,16,18,0.471,-6.77,-4.17,12,8,9,4,4,13,2460,2527,1380,877,1940,0.452,291,766,0.38,482,672,0.717,272,1199,452,203,102,408,572
82,Elon,32,11,21,0.344,-11.53,-3.56,7,11,5,11,6,7,2266,2445,1290,876,1934,0.453,286,770,0.371,407,557,0.731,311,1171,454,219,64,342,510
83,Evansville,32,11,21,0.344,-3.84,0.13,5,13,9,7,2,13,2234,2317,1295,824,1868,0.441,211,608,0.347,458,673,0.681,296,1219,374,179,93,400,604
84,Fairfield,31,9,22,0.29,-10.2,-7.14,6,12,5,7,3,13,2072,2167,1240,748,1625,0.46,212,579,0.366,459,652,0.704,279,1065,385,201,109,451,494
85,FDU,35,21,14,0.6,-6.09,-7.24,12,6,13,4,7,9,2620,2515,1420,908,2041,0.445,277,789,0.351,422,608,0.694,389,1186,473,218,116,508,632
86,Florida,36,20,16,0.556,15.42,11.22,9,9,9,6,5,6,2440,2289,1455,806,1916,0.421,231,730,0.316,446,644,0.693,390,1242,389,221,104,527,615
87,Florida A&M,31,12,19,0.387,-13.57,-8.09,9,7,6,3,6,14,1927,2057,1245,704,1645,0.428,185,612,0.302,464,661,0.702,333,1079,353,212,88,459,524
88,Florida Atlantic,33,17,16,0.515,-1.42,-1.76,8,10,9,5,6,9,2322,2243,1335,795,1933,0.411,250,794,0.315,403,586,0.688,314,1177,395,248,77,442,555
89,Florida Gulf Coast,32,14,18,0.438,-5.11,-1.48,9,7,10,4,4,10,2280,2360,1280,852,1928,0.442,288,785,0.367,368,525,0.701,346,1138,485,225,103,445,542
90,Florida International,34,20,14,0.588,-4.55,-1.45,10,8,12,4,6,9,2798,2734,1360,980,2147,0.456,266,785,0.339,508,726,0.7,420,1465,502,239,147,667,700
91,Florida State,37,29,8,0.784,17.99,10.26,13,5,15,1,6,4,2771,2485,1500,842,2067,0.407,269,803,0.335,532,737,0.722,348,1223,369,203,113,529,682
92,Fordham,32,12,20,0.375,-5.02,-2.4,3,15,9,10,3,8,2108,2141,1295,746,1725,0.432,207,633,0.327,442,634,0.697,295,1194,461,179,91,419,481
93,Fresno State,32,23,9,0.719,8.99,0.67,13,5,13,4,7,3,2448,2162,1285,750,1788,0.419,225,735,0.306,437,617,0.708,287,1092,389,181,103,438,576
94,Furman,33,25,8,0.758,7.46,-1.5,13,5,13,3,11,4,2562,2182,1340,818,1951,0.419,237,749,0.316,309,455,0.679,352,1132,381,235,110,474,529
95,Gardner-Webb,35,23,12,0.657,-2.61,-4.43,11,6,13,0,8,9,2718,2468,1430,871,2101,0.415,310,951,0.326,416,579,0.718,393,1229,470,206,102,468,600
96,George Mason,33,18,15,0.545,0.84,0.08,11,7,11,6,6,6,2314,2289,1330,832,1894,0.439,237,740,0.32,388,580,0.669,313,1107,414,225,131,413,575
97,George Washington,33,9,24,0.273,-6.65,1.2,4,14,6,11,2,10,2097,2356,1340,849,1925,0.441,275,773,0.356,383,582,0.658,334,1236,464,223,110,387,566
98,Georgetown,33,19,14,0.576,6.8,5.31,9,9,13,6,5,6,2625,2576,1355,913,2111,0.432,291,858,0.339,459,640,0.717,333,1198,494,252,115,404,641
99,Georgia,32,11,21,0.344,5.31,8.12,2,16,8,9,2,9,2274,2364,1280,853,2004,0.426,238,717,0.332,420,600,0.7,385,1119,386,240,100,349,602
100,Georgia Southern,33,21,12,0.636,3.75,0.13,12,6,10,4,7,7,2726,2489,1330,899,2033,0.442,256,782,0.327,435,615,0.707,347,1152,435,187,105,521,648
101,Georgia State,34,24,10,0.706,2.44,0.65,13,5,13,1,7,7,2598,2491,1360,872,2051,0.425,304,926,0.328,443,631,0.702,428,1336,512,169,108,512,595
102,Georgia Tech,32,14,18,0.438,6.93,8.15,6,12,11,7,3,9,2091,2130,1285,740,1848,0.4,207,697,0.297,443,643,0.689,376,1154,452,225,108,410,555
103,Gonzaga,37,33,4,0.892,27.79,5.01,16,0,17,0,9,1,3243,2400,1480,877,2256,0.389,239,787,0.304,407,584,0.697,382,1194,363,201,84,501,685
104,Grambling,34,17,17,0.5,-9.73,-9.34,10,8,11,3,6,12,2426,2336,1370,782,2003,0.39,216,723,0.299,556,820,0.678,384,1245,405,236,111,441,652
105,Grand Canyon,34,20,14,0.588,3.85,-1.49,10,6,12,2,5,8,2560,2353,1370,848,1945,0.436,240,690,0.348,417,584,0.714,301,1152,368,185,101,465,658
106,Green Bay,38,21,17,0.553,-2.24,-0.36,10,8,15,3,5,13,3090,3036,1535,1082,2432,0.445,325,969,0.335,547,773,0.708,433,1511,528,268,112,574,725
107,Hampton,35,18,17,0.514,-3.34,-5.06,9,7,12,3,6,12,2847,2669,1430,927,2180,0.425,286,865,0.331,529,741,0.714,357,1333,486,169,125,436,669
108,Hartford,33,18,15,0.545,-3.95,-4.89,10,6,10,4,8,9,2477,2407,1345,865,1911,0.453,258,763,0.338,419,577,0.726,343,1161,436,195,115,449,590
109,Harvard,31,19,12,0.613,1.86,0.66,10,4,9,2,8,9,2222,2174,1265,763,1756,0.435,228,669,0.341,420,593,0.708,256,979,375,233,84,381,540
110,Hawaii,31,18,13,0.581,-1.3,-3.61,9,7,12,5,4,5,2241,2131,1250,774,1727,0.448,203,597,0.34,380,562,0.676,250,1009,352,177,71,371,580
111,High Point,31,16,15,0.516,-5.63,-4.39,9,7,9,4,5,8,2115,2105,1255,740,1753,0.422,271,824,0.329,354,506,0.7,272,969,387,175,120,338,522
112,Hofstra,35,27,8,0.771,4.68,-4.53,15,3,15,1,10,6,2919,2553,1440,955,2113,0.452,271,782,0.347,372,532,0.699,356,1154,512,162,91,450,671
113,Holy Cross,33,16,17,0.485,-6.43,-4.01,6,12,8,6,6,11,2216,2296,1335,825,1805,0.457,292,783,0.373,354,484,0.731,338,1190,465,188,92,479,473
114,Houston,37,33,4,0.892,18.91,4.61,16,2,19,1,10,1,2787,2258,1480,749,2035,0.368,233,836,0.279,527,759,0.694,360,1236,374,195,81,452,639
115,Houston Christian,30,12,18,0.4,-9.36,-5.53,8,10,9,4,3,13,2465,2484,1225,887,1805,0.491,248,618,0.401,462,625,0.739,287,1046,473,223,120,474,665
116,Howard,34,17,17,0.5,-12.3,-9.52,10,6,6,8,9,8,2684,2661,1370,911,2093,0.435,278,800,0.348,561,777,0.722,412,1351,488,194,92,510,685
117,Idaho,32,5,27,0.156,-18.74,-6.19,2,18,4,11,1,13,2174,2460,1285,875,1940,0.451,280,841,0.333,430,613,0.701,351,1161,507,204,89,304,522
118,Idaho State,30,11,19,0.367,-13.17,-4.81,7,13,6,7,5,11,2198,2369,1200,854,1787,0.478,264,673,0.392,397,536,0.741,281,1032,454,155,78,311,483
119,Illinois,33,12,21,0.364,8.95,11.53,7,13,9,6,1,9,2398,2483,1335,849,1833,0.463,214,649,0.33,571,777,0.735,345,1203,452,193,121,516,612
120,Illinois State,33,17,16,0.515,-2.06,0.25,9,9,12,4,2,10,2257,2314,1330,815,1848,0.441,255,753,0.339,429,604,0.71,288,1160,457,195,85,407,518
121,Illinois-Chicago,32,16,16,0.5,-3.15,-1.99,10,8,12,4,4,12,2391,2385,1295,790,1887,0.419,243,713,0.341,562,781,0.72,359,1181,427,207,94,414,548
122,Incarnate Word,31,6,25,0.194,-18.93,-5.11,1,17,5,9,0,14,2044,2355,1255,828,1682,0.492,241,667,0.361,458,621,0.738,303,965,441,239,89,417,543
123,Indiana,35,19,16,0.543,13.82,10.1,8,12,15,6,3,9,2504,2374,1420,862,2057,0.419,260,785,0.331,390,601,0.649,363,1234,471,204,135,439,643
124,Indiana State,31,15,16,0.484,-2.72,0.62,7,11,9,5,4,9,2146,2218,1250,770,1709,0.451,218,640,0.341,460,635,0.724,273,1072,405,182,102,422,573
125,Iona,33,17,16,0.515,-4.78,-5.5,12,6,8,3,5,9,2532,2508,1320,900,2021,0.445,314,857,0.366,394,576,0.684,369,1249,499,178,118,437,617
126,Iowa,35,23,12,0.657,14.27,9.84,10,10,14,4,4,6,2740,2585,1415,943,2104,0.448,281,866,0.324,418,606,0.69,363,1218,545,230,97,457,721
127,Iowa State,35,23,12,0.657,18.07,9.3,9,9,12,4,5,6,2692,2385,1400,877,2097,0.418,276,822,0.336,355,495,0.717,388,1213,438,183,92,440,569
128,IUPUI,33,16,17,0.485,-2.72,-3.04,8,10,11,4,3,13,2507,2429,1320,862,1924,0.448,276,759,0.364,429,612,0.701,312,1083,451,231,139,460,621
129,Jackson State,32,13,19,0.406,-14.6,-9.33,10,8,9,4,3,14,1974,2107,1285,694,1651,0.42,213,610,0.349,506,725,0.698,277,1106,379,239,119,446,551
130,Jacksonville,32,12,20,0.375,-8.27,-4.74,5,11,5,8,6,11,2385,2402,1285,883,1957,0.451,245,681,0.36,391,560,0.698,307,1141,403,230,114,432,547
131,Jacksonville State,33,24,9,0.727,1.59,-5.47,15,3,11,1,10,7,2574,2283,1345,798,1931,0.413,270,800,0.338,417,569,0.733,305,1102,390,217,84,494,600
132,James Madison,33,14,19,0.424,-8.52,-4.07,6,12,8,6,4,11,2322,2409,1350,865,1879,0.46,230,658,0.35,449,629,0.714,321,1097,461,190,105,374,557
133,Kansas,36,26,10,0.722,18.35,12.79,12,6,16,0,3,8,2725,2525,1455,898,2201,0.408,309,921,0.336,420,612,0.686,385,1263,473,237,123,455,620
134,Kansas City,32,11,21,0.344,-6.61,-1.55,6,10,8,5,3,13,2220,2341,1290,825,1774,0.465,234,644,0.363,457,649,0.704,326,1164,424,172,105,466,563
135,Kansas State,34,25,9,0.735,15.39,9.18,14,4,13,2,7,5,2236,2025,1360,717,1728,0.415,233,741,0.314,358,531,0.674,279,1098,391,213,95,504,560
136,Kennesaw State,32,6,26,0.188,-16.17,-1.04,3,13,6,8,0,15,2030,2455,1285,907,1945,0.466,257,725,0.354,384,546,0.703,330,1223,510,231,123,392,527
137,Kent State,33,22,11,0.667,1.26,0.61,11,7,14,3,8,7,2481,2417,1330,862,1880,0.459,244,712,0.343,449,650,0.691,327,1139,442,192,106,451,566
138,Kentucky,37,30,7,0.811,21.43,10.29,15,3,17,1,8,2,2806,2394,1490,854,2134,0.4,283,824,0.343,403,572,0.705,337,1083,409,215,112,449,725
139,La Salle,31,10,21,0.323,-3.61,1.29,8,10,5,9,3,8,2091,2243,1240,774,1698,0.456,193,564,0.342,502,702,0.715,297,1109,410,199,98,427,502
140,Lafayette,30,10,20,0.333,-11.17,-4.93,7,11,4,11,6,9,2209,2349,1220,854,1810,0.472,246,645,0.381,395,555,0.712,275,1075,381,189,68,335,469
141,Lamar,33,20,13,0.606,-5.94,-7.22,12,6,13,2,6,10,2597,2322,1340,819,1863,0.44,239,704,0.339,445,632,0.704,300,1054,492,210,118,523,676
142,Lehigh,31,20,11,0.645,-2.34,-4.46,12,6,11,3,9,8,2479,2413,1250,846,1967,0.43,282,835,0.338,439,599,0.733,329,1083,483,218,113,354,560
143,Liberty,36,29,7,0.806,5.27,-3.88,14,2,16,1,11,3,2654,2209,1440,790,1894,0.417,231,713,0.324,398,588,0.677,300,1104,363,194,97,482,561
144,Lipscomb,37,29,8,0.784,9.21,-1.2,14,2,14,3,14,4,3076,2597,1480,929,2227,0.417,279,875,0.319,460,614,0.749,303,1229,460,241,139,558,730
145,Little Rock,31,10,21,0.323,-4.87,-2.07,5,13,7,9,3,12,2301,2353,1250,792,1799,0.44,278,788,0.353,491,692,0.71,301,1068,434,175,79,439,648
146,Long Beach State,34,15,19,0.441,-4.57,-0.44,8,8,9,5,4,12,2545,2584,1375,948,2133,0.444,248,757,0.328,440,640,0.688,414,1331,459,262,117,490,721
147,Long Island University,32,16,16,0.5,-8.99,-9.08,9,9,8,5,7,9,2373,2337,1285,823,1944,0.423,209,634,0.33,482,680,0.709,356,1191,402,221,119,436,591
148,Longwood,34,16,18,0.471,-8.43,-6.62,5,11,10,5,5,12,2407,2408,1375,806,1932,0.417,320,950,0.337,474,626,0.757,290,1161,450,196,110,429,589
149,Louisiana,32,19,13,0.594,-2.07,-1.51,10,8,10,4,7,7,2612,2575,1290,903,1951,0.463,256,695,0.368,513,699,0.734,363,1215,411,202,95,485,624
150,Louisiana State,35,28,7,0.8,16.5,9.16,16,2,15,2,9,1,2815,2558,1435,900,2085,0.432,281,833,0.337,477,691,0.69,388,1200,405,225,113,508,670
151,Louisiana Tech,33,20,13,0.606,0.95,-2.31,9,9,15,1,4,10,2386,2235,1335,804,1882,0.427,245,737,0.332,382,555,0.688,322,1174,453,185,114,439,612
152,Louisiana-Monroe,35,19,16,0.543,0.81,-1.96,9,9,14,3,4,12,2773,2637,1425,962,2116,0.455,292,827,0.353,421,589,0.715,358,1205,471,195,126,433,634
153,Louisville,34,20,14,0.588,17.28,11.04,10,8,14,4,5,6,2536,2324,1380,819,2007,0.408,239,746,0.32,447,643,0.695,330,1176,392,195,117,380,652
